,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2018-10-18,54.896,56.5,56.617,54.317,46151920.0,760080.7478
2018-10-19,55.259,55.186,56.048,54.852,41285780.0,765593.7799
2018-10-22,55.568,55.626,56.085,55.0,27116840.0,769343.7733
2018-10-23,55.746,54.564,55.9,53.951,37685100.0,771429.4158
2018-10-24,52.856,55.75,55.831,52.753,49285900.0,733021.8835
2018-10-25,55.18,54.015,55.891,53.777,72956280.0,765055.3146
2018-10-26,54.188,52.417,55.85,52.112,106437660.0,749130.1608
2018-10-29,51.737,54.827,55.442,50.36,81289040.0,714154.2774
2018-10-30,52.476,51.001,52.545,50.699,59768360.0,724936.889
2018-10-31,54.529,53.41,55.4,53.41,70916420.0,753309.4195
2018-11-01,54.299,54.57,54.995,53.891,40131500.0,749300.7468
2018-11-02,53.575,54.45,54.9,53.383,43444300.0,740074.0097
2018-11-05,52.787,53.627,53.668,51.7,45357400.0,728389.739
2018-11-06,53.479,52.751,53.991,52.68,28660260.0,738716.3317
2018-11-07,55.412,54.175,55.497,54.03,43387840.0,765203.3719
2018-11-08,54.732,55.365,55.411,54.218,33703860.0,756715.4836
2018-11-09,53.851,54.201,54.418,53.213,34865960.0,744975.6821
2018-11-12,52.468,53.657,53.705,52.018,34001820.0,725791.3203
2018-11-13,52.399,52.741,53.333,52.02,25749500.0,724380.6872
2018-11-14,52.729,53.0,53.29,52.055,34666040.0,729350.7724
2018-11-15,53.552,52.573,53.943,52.065,41583080.0,742513.6889
2018-11-16,53.414,53.262,53.622,52.745,35366160.0,740416.1493
2018-11-19,51.371,53.17,53.4,51.143,45683820.0,711767.6081
2018-11-20,51.523,50.365,51.867,50.111,54458680.0,714893.31
2018-11-21,52.172,52.265,52.735,51.973,29703440.0,723498.9066
2018-11-23,51.505,51.675,52.15,51.426,14177180.0,714079.1229
2018-11-26,52.797,52.2,52.85,51.989,31558820.0,731639.6039
2018-11-27,52.614,52.567,53.338,52.275,33048660.0,728889.0181
2018-11-28,54.59,52.873,54.643,52.148,46042420.0,757228.6366
2018-11-29,54.729,54.177,55.008,54.1,31010460.0,758900.3871
2018-11-30,55.483,54.782,55.483,54.159,59666800.0,766045.9487
2018-12-03,55.818,56.608,56.75,55.587,57528980.0,772685.9861
2018-12-04,53.124,55.65,55.712,53.039,45629700.0,734565.669
2018-12-06,53.904,52.25,53.971,52.124,47436500.0,746279.9195
2018-12-07,52.329,53.612,54.252,51.968,42682220.0,724130.2549
2018-12-10,52.659,52.147,52.98,51.65,33652920.0,727366.1411
2018-12-11,53.083,53.347,53.52,52.505,33851520.0,734648.233
2018-12-12,53.687,53.854,54.587,53.599,28959460.0,742993.504
2018-12-13,53.677,53.784,54.421,53.25,24988060.0,742268.2081
2018-12-14,52.586,53.001,53.586,52.468,36358980.0,727843.4869
2018-12-17,51.283,52.351,53.119,50.832,49931020.0,709902.4399
2018-12-18,52.171,51.7,52.985,51.524,43640380.0,720172.2695
2018-12-19,51.773,52.365,53.786,50.972,58264740.0,715482.6884
2018-12-20,51.179,51.3,52.372,50.393,53673400.0,706578.8979
2018-12-21,49.563,51.602,51.884,49.06,104649800.0,685012.1973
2018-12-24,49.234,49.216,50.606,48.883,36359100.0,681652.1901
2018-12-26,52.393,49.9,52.423,49.632,46317240.0,725614.1152
2018-12-27,52.645,51.31,52.667,50.35,45996120.0,728891.1938
2018-12-28,52.334,52.975,53.212,52.1,34367040.0,724349.0235
2018-12-31,52.248,52.891,53.15,51.652,33110080.0,723246.0857
2019-01-02,52.734,51.36,53.04,51.264,31867900.0,730200.0038
2019-01-03,51.274,52.534,53.313,51.119,41959140.0,709669.0701
2019-01-04,53.903,52.128,54.0,51.843,46028560.0,747015.3442
2019-01-07,53.796,54.049,54.135,53.132,47453340.0,745456.673
2019-01-08,54.268,54.3,54.668,53.417,35413080.0,751446.8609
2019-01-09,54.083,54.4,54.582,53.718,26998240.0,749643.1428
2019-01-10,53.942,53.747,53.991,53.234,26597220.0,747118.6157
2019-01-11,53.224,53.495,53.668,52.822,30864760.0,737586.851
2019-01-14,52.576,52.667,52.923,52.427,28489720.0,728745.2169
2019-01-15,54.326,52.901,54.414,52.722,37517040.0,752138.9674
2019-01-16,54.476,54.5,55.118,54.401,38280820.0,754531.2704
2019-01-17,54.956,54.4,55.035,54.163,24896020.0,760961.0213
2019-01-18,55.365,55.43,55.9,54.964,44891380.0,766717.083
2019-01-22,53.932,54.8,54.949,53.545,39631880.0,747125.014
2019-01-23,54.221,54.343,54.648,53.378,25194760.0,750872.4773
2019-01-24,54.2,54.126,54.4,53.501,29118960.0,750117.2871
2019-01-25,55.076,54.712,55.168,54.59,23275760.0,762138.2136
2019-01-28,53.993,54.503,54.668,53.73,29334280.0,747357.4354
2019-01-29,53.503,54.052,54.237,53.301,19704960.0,740668.7073
2019-01-30,54.9,53.868,54.976,53.832,29452940.0,760283.3306
2019-01-31,56.295,55.612,56.384,55.263,40231440.0,779466.7296
2019-02-01,55.931,56.115,56.72,55.713,33116260.0,775026.2324
2019-02-04,57.071,55.951,57.117,55.876,78411820.0,790706.304
2019-02-05,57.593,56.482,57.639,56.18,82295800.0,798573.7079
2019-02-06,56.145,57.463,57.7,55.918,48256400.0,777764.0514
2019-02-07,55.296,55.591,55.6,54.68,38297540.0,766131.1634
2019-02-08,55.119,54.744,55.255,54.712,21766540.0,763632.4484
2019-02-11,55.106,55.188,55.672,55.0,18497620.0,763529.9373
2019-02-12,56.379,55.551,56.643,55.551,35035420.0,781564.6859
2019-02-13,56.432,56.652,57.143,56.3,28041740.0,781452.6486
2019-02-14,56.46,56.25,56.807,55.854,21105940.0,782199.1102
2019-02-15,55.982,56.965,56.965,55.836,27826960.0,776123.6426
2019-02-19,56.326,55.832,56.482,55.832,21985180.0,780172.584
2019-02-20,56.03,56.444,56.547,55.588,24090660.0,776489.2489
2019-02-21,55.211,55.939,55.958,54.899,33279600.0,764934.4442
2019-02-22,55.828,55.485,55.863,55.025,29435660.0,773911.183
2019-02-25,55.866,56.097,56.27,55.705,26207240.0,773798.2241
2019-02-26,56.101,55.718,56.322,55.335,35025220.0,777442.8832
2019-02-27,56.145,55.701,56.287,55.428,22097620.0,778069.5496
2019-02-28,56.328,55.95,56.7,55.921,27427100.0,780692.1692
2019-03-01,57.426,56.55,57.5,56.55,34085160.0,795630.1113
2019-03-04,57.671,57.728,58.276,56.913,35489340.0,799748.1121
2019-03-05,58.46,57.8,58.825,57.651,40094460.0,810137.4609
2019-03-06,58.247,58.588,58.737,58.152,23601040.0,807212.7234
2019-03-07,57.543,58.025,58.179,57.086,30086560.0,797242.4445
2019-03-08,57.499,56.695,57.673,56.51,23694640.0,796593.4245
2019-03-11,58.963,57.6,58.996,57.579,30032660.0,818501.5533
2019-03-12,59.863,59.115,60.286,59.115,42219580.0,830803.0492
2019-03-13,59.953,60.297,60.356,59.896,25887080.0,831431.7121
2019-03-14,59.627,59.951,60.235,59.562,27301440.0,826430.172
2019-03-15,59.515,59.9,60.086,59.351,51866760.0,825304.6234
2019-03-18,59.427,59.485,59.748,59.074,24444060.0,824665.5135
2019-03-19,60.123,59.586,60.17,59.473,29788140.0,834588.8963
2019-03-20,61.322,60.07,61.5,59.979,41508840.0,851680.9569
2019-03-21,61.807,61.0,61.822,60.829,28149600.0,857630.7145
2019-03-22,60.383,61.442,61.682,60.3,34422660.0,838740.8496
2019-03-25,59.869,59.978,60.472,59.5,27576980.0,830770.479
2019-03-26,59.492,60.26,60.383,59.088,30752120.0,825215.8242
2019-03-27,58.901,59.596,59.596,58.212,29428040.0,817077.4577
2019-03-28,58.614,58.775,58.863,58.172,22402440.0,813537.884
2019-03-29,58.845,59.009,59.199,58.319,30892300.0,816824.1569
2019-04-01,59.949,59.377,60.01,59.318,27711900.0,831819.4423
2019-04-02,60.277,60.003,60.29,59.562,18288260.0,836193.5856
2019-04-03,60.54,60.635,61.03,60.254,22192280.0,839916.8273
2019-04-04,60.973,60.564,61.027,60.452,21021780.0,846087.1637
2019-04-05,60.573,60.965,61.02,60.502,20020880.0,840581.5563
2019-04-08,60.414,60.555,60.698,60.235,21751760.0,838325.6572
2019-04-09,60.135,60.095,60.358,59.919,19676800.0,834067.0064
2019-04-10,60.323,60.254,60.447,60.033,15509120.0,837109.35
2019-04-11,60.479,60.445,60.637,60.227,16998940.0,839038.8952
2019-04-12,61.137,60.781,61.152,60.665,24312200.0,848214.6259
2019-04-15,61.326,61.204,61.465,60.728,23799480.0,850643.9757
2019-04-16,61.596,61.5,61.799,61.252,22621980.0,854626.2418
2019-04-17,62.007,61.85,62.255,61.645,30365720.0,860712.7335
2019-04-18,62.074,62.25,62.297,61.971,24755760.0,861153.0049
2019-04-22,62.688,61.834,62.717,61.668,19088380.0,869763.9063
2019-04-23,63.53,62.832,63.722,62.599,31868980.0,881046.6274
2019-04-24,63.003,63.53,63.7,62.991,23395940.0,874460.7549
2019-04-25,63.367,63.515,63.64,62.9,31343220.0,879588.2732
2019-04-26,63.871,63.669,63.946,63.25,27228380.0,886092.7976
2019-04-29,64.81,64.025,64.849,63.586,72367240.0,897889.1491
2019-04-30,59.948,59.532,60.049,59.15,133177100.0,828476.8708
2019-05-01,58.666,59.875,59.963,58.584,74340360.0,812623.3062
2019-05-02,58.326,58.63,58.969,57.917,45097800.0,808393.3636
2019-05-03,59.478,58.871,59.57,58.677,41587520.0,824295.8572
2019-05-06,59.673,58.6,59.772,58.558,31773680.0,827040.0734
2019-05-07,58.943,59.29,59.739,58.25,36604760.0,816647.7541
2019-05-08,58.539,58.865,59.213,58.382,25520440.0,811131.1479
2019-05-09,58.399,58.13,58.704,57.732,29555040.0,808779.0643
2019-05-10,58.382,58.442,58.814,57.318,31649200.0,809374.773
2019-05-13,56.829,57.262,57.599,56.275,45633720.0,787376.3751
2019-05-14,56.243,57.116,57.243,56.177,40391000.0,779284.9102
2019-05-15,58.54,56.128,58.915,56.07,59302340.0,810372.2387
2019-05-16,59.225,58.592,59.708,58.423,35307760.0,820280.9221
2019-05-17,58.439,58.792,59.314,58.321,25361000.0,809010.7351
2019-05-20,57.233,57.65,57.65,56.907,30602520.0,792514.5032
2019-05-21,57.722,57.724,57.9,57.165,20564960.0,799675.7433
2019-05-22,57.793,57.563,58.189,57.55,18825580.0,800795.8106
2019-05-23,57.267,57.304,57.503,56.658,25213140.0,793447.2932
2019-05-24,56.93,57.6,57.718,56.836,18553020.0,788563.257
2019-05-28,56.978,57.074,57.825,56.934,20951080.0,789122.474
2019-05-29,55.997,56.635,56.75,55.598,36230200.0,776218.4741
2019-05-30,56.071,56.008,56.34,55.795,18088380.0,777246.4432
2019-05-31,55.325,55.282,55.67,55.168,31589620.0,767114.474
2019-06-03,51.937,53.347,53.35,51.352,96889600.0,720206.2659
2019-06-04,52.725,52.225,52.922,51.802,60511280.0,731538.1491
2019-06-05,52.232,52.75,52.841,51.65,46988720.0,724335.7426
2019-06-06,52.388,52.311,52.5,51.776,29020520.0,726130.2477
2019-06-07,53.418,52.714,53.672,52.558,43827140.0,740843.5866
2019-06-10,54.138,53.85,54.742,53.764,28509280.0,750815.1783
2019-06-11,54.052,54.85,55.2,53.979,33516340.0,749643.3711
2019-06-12,53.955,53.998,54.126,53.48,23673000.0,748389.422
2019-06-13,54.551,54.236,54.829,54.128,20813220.0,756594.7047
2019-06-14,54.315,54.487,54.738,54.074,24586080.0,753804.0974
2019-06-17,54.695,54.455,55.064,54.4,19769820.0,758909.9322
2019-06-18,55.262,55.575,55.939,55.04,34526240.0,766696.7156
2019-06-19,55.226,55.362,55.472,54.802,26720300.0,765989.2884
2019-06-20,55.66,56.085,56.136,55.35,24018160.0,772170.8814
2019-06-21,56.268,55.493,56.329,55.486,50777440.0,779984.5027
2019-06-24,55.835,56.0,56.179,55.665,24237860.0,774823.6561
2019-06-25,54.379,55.754,55.785,54.23,31644340.0,754588.6995
2019-06-26,54.016,54.55,54.756,53.684,34697460.0,749812.2797
2019-06-27,53.832,54.338,54.423,53.793,24078280.0,747213.3664
2019-06-28,54.14,53.862,54.14,53.69,33671360.0,751025.0005
2019-07-01,55.0,55.052,55.43,54.766,29288980.0,762906.5484
2019-07-02,55.63,55.241,55.645,54.984,20638380.0,771914.0954
2019-07-03,56.15,55.925,56.399,55.742,20154360.0,779104.9965
2019-07-05,56.633,55.968,56.733,55.875,29793560.0,785946.2699
2019-07-08,55.84,56.293,56.361,55.588,29887420.0,775161.0745
2019-07-09,56.215,55.516,56.393,55.358,29472440.0,780732.008
2019-07-10,57.046,56.616,57.117,56.533,30710920.0,791909.9506
2019-07-11,57.204,57.308,57.662,56.977,26010580.0,794318.7635
2019-07-12,57.267,57.147,57.375,56.928,21878660.0,794981.7354
2019-07-15,57.526,57.267,57.534,57.0,21168620.0,798671.2905
2019-07-16,57.673,57.337,57.929,57.337,25352820.0,800827.0551
2019-07-17,57.337,57.546,57.922,57.331,19537880.0,795972.2535
2019-07-18,57.362,57.1,57.409,56.643,25475380.0,796126.1769
2019-07-19,56.578,57.466,57.579,56.563,23183060.0,785032.8622
2019-07-22,56.961,56.774,57.001,56.261,28935140.0,790465.9458
2019-07-23,57.402,57.173,57.443,56.643,20648760.0,796342.9862
2019-07-24,56.987,56.631,57.273,56.426,27199120.0,790537.1548
2019-07-25,56.797,56.948,57.18,56.186,54762780.0,787200.053
2019-07-26,62.261,61.4,63.42,61.4,121215900.0,865356.9366
2019-07-29,62.092,62.125,62.45,61.51,41382540.0,860189.2353
2019-07-30,61.4,61.35,61.846,61.266,28615500.0,850433.2417
2019-07-31,60.91,61.244,61.746,60.409,39959980.0,844134.5494
2019-08-01,60.589,60.882,61.815,60.35,35425420.0,839219.675
2019-08-02,59.816,60.15,60.475,59.5,34909000.0,828662.803
2019-08-05,57.738,58.649,58.844,57.138,47839440.0,799801.173
2019-08-06,58.554,58.276,59.07,58.076,36014140.0,811606.1554
2019-08-07,58.796,57.89,58.994,57.542,30686940.0,814662.4909
2019-08-08,60.31,59.322,60.314,58.7,30116960.0,835855.014
2019-08-09,59.445,60.0,60.223,59.245,20418900.0,824051.4593
2019-08-12,58.725,59.0,59.281,58.436,22064860.0,814474.1893
2019-08-13,59.837,58.717,60.272,58.65,28604800.0,830010.7344
2019-08-14,58.213,58.804,59.14,58.054,35430020.0,807303.8532
2019-08-15,58.466,58.422,58.821,58.15,28614300.0,810041.111
2019-08-16,58.961,59.04,59.192,58.65,25303740.0,817065.5932
2019-08-19,60.022,59.592,60.47,59.52,24457080.0,831645.6101
2019-08-20,59.177,59.768,59.9,59.152,20211320.0,820346.4405
2019-08-21,59.579,59.791,60.028,59.396,14165440.0,826117.306
2019-08-22,59.576,59.69,59.939,58.946,17358300.0,825460.4968
2019-08-23,57.679,59.259,59.784,57.5,36262820.0,799041.7817
2019-08-26,58.559,57.973,58.593,57.742,21178520.0,811245.5927
2019-08-27,58.541,59.15,59.25,58.228,23469780.0,810740.2514
2019-08-28,58.688,58.244,58.925,58.013,16816580.0,812864.56
2019-08-29,59.712,59.321,59.96,59.264,19641960.0,827568.9037
2019-08-30,59.527,60.018,60.018,59.286,18067500.0,824610.966
2019-09-03,58.478,59.092,59.454,58.186,25922320.0,810534.1377
2019-09-04,59.114,58.973,59.244,58.576,21313320.0,819465.3464
2019-09-05,60.61,59.683,60.7,59.635,26413120.0,840230.3553
2019-09-06,60.316,60.457,60.647,60.163,18971600.0,835945.1558
2019-09-09,60.264,60.354,61.027,59.659,31859160.0,835413.5085
2019-09-10,60.285,59.805,60.5,59.801,27921540.0,836141.5723
2019-09-11,61.0,60.195,61.124,60.114,23521320.0,846008.99
2019-09-12,61.749,61.174,62.121,61.128,31644600.0,856059.3242
2019-09-13,62.002,61.605,62.052,61.354,23675240.0,859660.5713
2019-09-16,61.582,61.522,61.951,61.26,28217600.0,853887.91
2019-09-17,61.494,61.582,61.75,61.168,20944020.0,852526.2206
2019-09-18,61.633,61.512,61.812,60.824,17855760.0,854628.5308
2019-09-19,61.938,61.616,62.217,61.616,16940040.0,858932.3818
2019-09-20,61.492,61.682,62.14,61.179,38754860.0,852802.3813
2019-09-23,61.735,61.329,61.984,61.189,23941380.0,855887.409
2019-09-24,60.917,62.0,62.355,60.532,36714240.0,844947.3722
2019-09-25,62.297,60.801,62.401,60.46,27103240.0,864147.6915
2019-09-26,62.115,62.107,62.234,61.591,23431540.0,861068.2912
2019-09-27,61.298,62.141,62.25,60.76,34449620.0,849752.9863
2019-09-30,61.057,61.03,61.37,60.671,25892180.0,845943.3651
2019-10-01,60.3,61.125,61.643,60.277,25654700.0,835904.865
2019-10-02,58.896,59.825,59.938,58.632,33495480.0,816289.7032
2019-10-03,59.472,59.167,59.55,58.157,29388260.0,824155.8304
2019-10-04,60.548,59.715,60.623,59.549,24573720.0,838951.2789
2019-10-07,60.413,60.35,60.946,60.218,17580400.0,837587.3112
2019-10-08,59.507,59.939,60.343,59.474,20648520.0,824863.5727
2019-10-09,60.12,60.067,60.423,59.906,16264320.0,833708.8215
2019-10-10,60.474,59.93,60.781,59.893,13364880.0,838348.0179
2019-10-11,60.786,61.201,61.438,60.682,22529040.0,842874.9506
2019-10-14,60.889,60.695,61.294,60.594,13678520.0,844166.2271
2019-10-15,62.112,61.075,62.356,61.046,30544320.0,861652.5326
2019-10-16,62.15,62.091,62.71,61.927,23020560.0,862131.3367
2019-10-17,62.64,62.57,63.188,62.494,21279620.0,868789.5164
2019-10-18,62.221,62.735,62.906,62.007,31646400.0,863272.0948
2019-10-21,62.214,62.435,62.676,62.0,20601700.0,863474.7315
2019-10-22,62.06,62.224,62.437,61.992,25636420.0,861239.001
2019-10-23,62.882,62.011,62.902,62.011,23525620.0,872594.4753
2019-10-24,62.955,62.955,63.145,62.617,22809560.0,873761.535
2019-10-25,63.215,62.6,63.4,62.458,27104960.0,876971.1366
2019-10-28,64.449,63.75,64.962,63.616,65428220.0,894154.6229
2019-10-29,63.033,63.8,64.04,62.781,52654300.0,870180.3171
2019-10-30,63.035,62.758,63.401,62.533,29203860.0,869705.3819
2019-10-31,62.94,63.0,63.326,62.474,31903080.0,868659.0753
2019-11-01,63.613,63.29,63.65,62.986,28812140.0,878001.3963
2019-11-04,64.48,63.805,64.625,63.805,30632440.0,890073.4078
2019-11-05,64.572,64.56,64.862,64.469,25148540.0,890906.374
2019-11-06,64.551,64.504,64.65,64.114,24625300.0,890683.1694
2019-11-07,65.347,64.714,66.133,64.688,45140100.0,902084.3801
2019-11-08,65.45,65.076,65.855,65.076,30437840.0,903670.1984
2019-11-11,64.914,65.2,65.245,64.793,17237200.0,895741.2138
2019-11-12,64.861,64.929,65.468,64.712,28886840.0,895252.6756
2019-11-13,64.809,64.659,65.126,64.607,18721700.0,894626.6626
2019-11-14,65.458,64.75,65.786,64.697,29000780.0,903751.6433
2019-11-15,66.677,65.753,66.677,65.595,39299100.0,920213.6513
2019-11-18,65.992,66.617,66.696,65.808,27987480.0,910592.5349
2019-11-19,65.63,66.332,66.332,65.589,21872580.0,906329.5788
2019-11-20,65.093,65.568,65.661,64.46,28917400.0,898313.0002
2019-11-21,65.007,64.963,65.556,64.537,25546760.0,897134.0739
2019-11-22,64.684,65.15,65.345,64.468,27778240.0,892840.5264
2019-11-25,65.282,64.813,65.521,64.78,23593160.0,900868.6661
2019-11-26,65.65,65.496,65.701,65.202,21941780.0,905761.3633
2019-11-27,65.607,65.771,65.882,65.474,18810720.0,905275.0447
2019-11-29,65.204,65.33,65.498,65.162,12801380.0,899733.6257
2019-12-02,64.443,65.128,65.272,64.019,26577780.0,889299.3787
2019-12-03,64.737,63.933,64.862,63.853,29600520.0,893164.0024
2019-12-04,65.947,65.305,66.214,65.153,35527840.0,910243.2519
2019-12-05,66.348,66.35,66.399,65.716,24412620.0,915616.8191
2019-12-06,66.97,66.638,67.124,66.562,32974580.0,924211.6424
2019-12-09,67.15,66.943,67.878,66.804,31137780.0,926452.4259
2019-12-10,67.145,66.997,67.4,66.7,17608600.0,926823.6231
2019-12-11,67.213,67.415,67.495,67.055,20486160.0,927394.7931
2019-12-12,67.425,67.161,67.729,66.91,29129320.0,930689.5409
2019-12-13,67.343,67.395,67.568,67.083,33173680.0,929271.4672
2019-12-16,68.035,67.75,68.177,67.53,28129140.0,938630.1102
2019-12-17,67.745,68.121,68.217,67.539,32970980.0,934534.9929
2019-12-18,67.596,67.85,67.972,67.523,23334660.0,932655.7907
2019-12-19,67.822,67.596,67.876,67.438,30421640.0,935372.9213
2019-12-20,67.561,68.155,68.2,67.537,50276980.0,931321.5828
2019-12-23,67.532,67.937,68.093,67.4,19939340.0,930855.9784
2019-12-24,67.222,67.511,67.601,67.208,13468200.0,926917.3768
2019-12-26,68.124,67.328,68.16,67.276,23676000.0,938919.1724
2019-12-27,67.732,68.2,68.354,67.65,23217460.0,933269.4923
2019-12-30,66.986,67.84,67.85,66.892,20011840.0,922671.6787
2019-12-31,66.97,66.79,67.033,66.607,19521220.0,922891.1446
2020-01-02,68.434,67.421,68.434,67.325,27285300.0,943480.9032
2020-01-03,68.076,67.4,68.688,67.366,23412580.0,938707.8033
2020-01-06,69.891,67.582,69.916,67.55,46786860.0,962731.5153
2020-01-07,69.756,70.023,70.175,69.578,34529120.0,961540.6122
2020-01-08,70.252,69.741,70.593,69.632,35325480.0,968774.3538
2020-01-09,70.989,71.097,71.434,70.511,33228760.0,979226.0154
2020-01-10,71.448,71.474,71.747,70.98,26263560.0,985818.2169
2020-01-13,72.002,71.763,72.074,71.268,30746340.0,992877.1732
2020-01-14,71.53,72.0,72.132,71.389,26112720.0,986766.3411
2020-01-15,71.96,71.651,72.039,71.583,21550380.0,992598.1766
2020-01-16,72.508,72.273,72.535,72.0,26080800.0,1000722.0306
2020-01-17,73.976,73.127,74.028,72.828,52423500.0,1020725.4948
2020-01-21,74.113,73.95,74.494,73.511,48932020.0,1023077.8519
2020-01-22,74.209,74.487,75.029,74.133,28458920.0,1024266.334
2020-01-23,74.235,74.378,74.675,74.016,26651240.0,1024690.9963
2020-01-24,73.309,74.641,74.71,73.159,29785600.0,1011397.1218
2020-01-27,71.587,71.577,71.829,70.975,34131320.0,988242.1781
2020-01-28,72.525,72.087,72.74,71.518,29731720.0,1001147.2629
2020-01-29,72.835,72.923,73.207,72.269,21639280.0,1005375.6405
2020-01-30,72.713,71.905,72.763,71.75,27109440.0,1003561.1926
2020-01-31,71.639,73.393,73.484,71.353,43821500.0,988702.2503
2020-02-03,74.13,73.083,74.315,72.831,72175200.0,1021745.5279
2020-02-04,72.271,72.725,73.367,71.102,95879340.0,994014.7351
2020-02-05,72.303,73.181,73.229,71.484,36375860.0,994643.9745
2020-02-06,73.799,72.599,74.078,72.524,37821580.0,1014508.3385
2020-02-07,73.956,73.369,74.262,73.271,28360980.0,1016615.4308
2020-02-10,75.433,73.862,75.444,73.76,38301440.0,1036888.3162
2020-02-11,75.503,75.664,76.494,75.273,34852940.0,1037380.7176
2020-02-12,75.932,75.793,76.015,75.434,31042720.0,1043602.1681
2020-02-13,75.67,75.5,76.297,75.2,22913160.0,1040594.4112
2020-02-14,75.937,75.727,76.003,75.278,23197140.0,1044534.0161
2020-02-18,75.972,75.717,76.528,75.551,25680220.0,1044373.7392
2020-02-19,76.244,76.36,76.537,76.049,22746760.0,1048684.7574
2020-02-20,75.85,75.951,76.354,75.213,25967720.0,1043028.5807
2020-02-21,74.173,75.229,75.547,73.925,42536860.0,1020162.3289
2020-02-24,70.993,71.153,71.819,70.34,49560780.0,976480.0684
2020-02-25,69.316,71.55,71.842,69.021,51579320.0,953574.1671
2020-02-26,69.524,69.749,70.684,68.828,49803560.0,956637.6319
2020-02-27,65.748,67.957,68.47,65.712,62289520.0,904890.3861
2020-02-28,66.963,63.716,67.123,63.411,80218000.0,920477.0309
2020-03-02,69.316,67.57,69.374,66.26,55429260.0,953814.5295
2020-03-03,66.886,69.884,70.41,66.462,56602240.0,920732.9086
2020-03-04,69.08,67.948,69.139,66.85,47597120.0,951346.254
2020-03-05,65.738,67.278,67.682,65.082,54379640.0,905174.9731
2020-03-06,64.787,63.498,65.138,62.861,64646300.0,891516.4532
2020-03-09,60.79,60.248,62.637,59.902,69251560.0,835511.7927
2020-03-10,63.759,62.72,63.793,60.726,54871320.0,878307.651
2020-03-11,60.545,62.414,62.847,59.557,54833880.0,833877.2024
2020-03-12,55.578,56.131,59.438,55.424,94325860.0,765176.5162
2020-03-13,60.713,58.75,60.72,55.615,79399460.0,836539.3326
2020-03-16,53.65,54.48,57.274,53.354,96519620.0,741584.1948
2020-03-17,55.903,54.532,56.3,52.455,83193720.0,769060.7683
2020-03-18,54.56,52.997,55.25,51.85,93044760.0,752002.7885
2020-03-19,55.584,54.411,57.631,52.777,74064960.0,765353.6787
2020-03-20,53.411,56.545,56.924,53.105,82877940.0,735662.6761
2020-03-23,52.707,52.818,53.346,50.444,83672580.0,725395.7076
2020-03-24,56.501,55.199,56.667,54.322,72468700.0,778260.7795
2020-03-25,55.081,56.229,57.309,54.151,90323240.0,757444.9437
2020-03-26,58.146,55.736,58.574,54.602,76688440.0,798832.6429
2020-03-27,55.513,56.374,57.552,55.2,62793220.0,763230.1377
2020-03-30,57.316,56.632,57.55,54.925,58736540.0,788028.6524
2020-03-31,58.098,57.437,58.67,56.836,65279420.0,798905.2717
2020-04-01,55.105,56.2,56.471,54.675,51970380.0,758739.9323
2020-04-02,55.852,55.0,56.139,54.657,56410680.0,769106.7274
2020-04-03,54.635,55.736,55.939,53.754,51373880.0,752883.9908
2020-04-06,59.16,56.65,59.538,56.25,63319820.0,814548.4403
2020-04-07,59.128,60.851,61.039,58.863,61619100.0,814195.5708
2020-04-08,60.35,60.155,60.745,59.198,40334260.0,830748.8386
2020-04-09,60.329,60.909,61.1,59.621,54028460.0,831036.0022
2020-04-13,60.521,60.075,60.726,59.117,38702560.0,834501.8816
2020-04-14,63.262,61.999,63.788,61.427,63357240.0,871031.7211
2020-04-15,62.865,62.326,63.756,61.7,42236840.0,866007.6393
2020-04-16,62.872,63.357,63.668,61.91,57895140.0,866413.8278
2020-04-17,63.95,64.085,64.5,63.3,51056480.0,880586.6969
2020-04-20,63.058,63.495,63.841,62.822,35292160.0,868759.3045
2020-04-21,60.608,62.136,62.5,60.25,49648080.0,834623.0017
2020-04-22,62.921,62.055,63.994,61.86,46315840.0,866635.7783
2020-04-23,63.559,63.287,64.408,63.027,34202440.0,875529.3718
2020-04-24,63.83,62.75,63.886,62.2,37440080.0,878376.3648
2020-04-27,63.543,64.6,64.705,63.253,44186660.0,875272.6109
2020-04-28,61.629,64.16,64.238,61.519,80700140.0,847535.2819
2020-04-29,67.109,67.25,68.008,66.337,108357760.0,915947.6413
2020-04-30,67.335,66.568,67.5,66.075,55842480.0,919988.9983
2020-05-01,65.866,66.205,67.572,65.483,48871080.0,900411.5732
2020-05-04,66.145,65.407,66.224,64.801,30806940.0,904439.8073
2020-05-05,67.451,66.875,68.551,66.752,39666360.0,921619.3947
2020-05-06,67.272,67.9,68.435,67.257,31732580.0,919089.7276
2020-05-07,68.464,68.066,68.8,67.627,30716380.0,935876.9258
2020-05-08,69.217,69.091,69.832,68.601,33329740.0,946426.7107
2020-05-11,70.179,68.84,70.777,68.775,32717120.0,958000.314
2020-05-12,68.759,70.411,70.717,68.726,33917480.0,938926.9095
2020-05-13,67.417,68.808,69.267,66.401,40368080.0,920756.6778
2020-05-14,67.843,66.676,67.869,66.165,36660340.0,925957.725
2020-05-15,68.653,67.413,68.729,66.95,41543980.0,937325.2272
2020-05-18,69.259,68.079,69.638,67.71,47128980.0,945106.2528
