,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2015-08-04,121.69,121.5,122.08,120.61,12624387.0,205395.4291
2015-08-05,110.53,110.83,113.95,109.5,61011209.0,186558.9348
2015-08-06,108.55,110.4,110.4,104.24,57175170.0,183216.9761
2015-08-07,109.35,108.75,109.5598,107.66,15791550.0,184567.2625
2015-08-10,111.0,110.0,111.0,109.74,11617048.0,187352.228
2015-08-11,108.0,110.34,110.49,107.95,13573984.0,182288.6543
2015-08-12,106.99,107.0,107.44,105.51,17020546.0,180583.9178
2015-08-13,107.52,107.21,108.51,106.75,9754466.0,181478.4825
2015-08-14,107.16,107.61,107.67,106.52,7104463.0,180870.8537
2015-08-17,109.05,107.3,109.28,106.84,7954040.0,184060.9051
2015-08-18,106.94,108.04,108.25,106.8,12021536.0,180499.5249
2015-08-19,106.45,106.58,107.75,105.7701,9484448.0,179672.4745
2015-08-20,100.02,104.34,105.0,99.76,34651279.0,168819.5482
2015-08-21,98.84,97.5,100.63,96.61,30875673.0,166827.8758
2015-08-24,95.36,93.38,99.995,90.0,30159188.0,160954.1303
2015-08-25,95.89,99.73,100.09,95.72,19079443.0,161848.695
2015-08-26,99.23,98.69,99.49,96.26,13755919.0,167486.1404
2015-08-27,102.17,101.35,102.62,99.78,17532220.0,172448.4427
2015-08-28,102.48,102.19,103.34,101.81,11005241.0,172971.6786
2015-08-31,101.88,102.3,102.46,100.91,8518241.0,171958.9639
2015-09-01,99.51,99.31,101.3396,99.1578,14212592.0,167958.7406
2015-09-02,101.89,100.92,101.94,99.55,12148187.0,171975.8425
2015-09-03,101.99,102.2,103.03,101.46,8953299.0,172144.6283
2015-09-04,100.97,100.96,101.82,100.36,9213799.0,170423.0132
2015-09-08,104.01,102.95,104.15,102.515,8571506.0,175554.1012
2015-09-09,101.91,104.75,104.95,101.68,9577524.0,172009.5996
2015-09-10,102.6,101.85,103.22,101.331,9026074.0,173174.2216
2015-09-11,104.48,102.35,104.5,102.2,9529778.0,176347.3945
2015-09-14,103.82,104.65,104.9,102.99,6959805.0,175233.4082
2015-09-15,103.43,103.25,103.8,101.83,9171441.0,174575.1436
2015-09-16,103.96,103.32,104.07,102.75,6509738.0,175469.7083
2015-09-17,104.2,104.2,105.95,103.75,7792632.0,175874.7942
2015-09-18,102.84,103.2,104.21,102.39,13559400.0,173579.3075
2015-09-21,103.41,103.68,103.83,102.46,7152324.0,174541.3865
2015-09-22,102.49,102.18,102.75,101.48,8330068.0,172988.5572
2015-09-23,101.57,102.44,102.63,101.38,5817994.0,171435.7279
2015-09-24,100.62,101.0,101.33,99.24,10706825.0,169832.2629
2015-09-25,100.3,101.51,101.8,99.58,7179845.0,169292.1484
2015-09-28,98.49,99.9,100.39,98.295,8238329.0,166237.1256
2015-09-29,99.42,98.51,100.06,97.77,9466944.0,167806.8334
2015-09-30,102.2,100.78,102.43,100.5,9189977.0,172499.0784
2015-10-01,102.67,102.97,103.47,101.08,7503711.0,173292.3716
2015-10-02,103.0,101.21,103.01,99.88,9105646.0,173849.3647
2015-10-05,103.85,103.7,104.196,102.6101,7144600.0,175284.044
2015-10-06,103.77,104.19,104.51,103.21,5660629.0,175149.0153
2015-10-07,103.39,104.49,104.59,102.66,7008280.0,174507.6293
2015-10-08,104.61,103.2,104.89,102.7,7499092.0,176566.816
2015-10-09,105.56,105.09,106.05,104.67,7341822.0,178170.281
2015-10-12,106.35,105.91,106.7,105.62,5179044.0,179503.6887
2015-10-13,106.59,105.74,107.39,105.31,8342685.0,179908.7746
2015-10-14,105.73,106.5,106.85,105.23,5563643.0,178457.2168
2015-10-15,107.89,106.5,108.0,106.26,6739184.0,182102.9899
2015-10-16,108.24,108.27,108.5,107.46,5908875.0,182693.7402
2015-10-19,109.47,108.25,109.97,107.94,8001900.0,184769.8054
2015-10-20,109.84,109.55,110.53,109.41,9674422.0,185394.3129
2015-10-21,110.09,110.67,111.56,110.01,8781423.0,185816.2773
2015-10-22,113.25,110.67,113.35,110.39,10028949.0,191149.9083
2015-10-23,113.09,114.21,114.21,111.85,7928447.0,190879.8511
2015-10-26,113.52,113.07,113.58,112.12,5729552.0,191605.63
2015-10-27,113.77,113.29,114.268,113.245,5857562.0,192027.5944
2015-10-28,114.34,113.97,114.46,112.86,6452873.0,192989.6734
2015-10-29,115.04,114.34,115.4,114.2,6125112.0,194171.174
2015-10-30,113.74,115.0,115.2399,113.67,8501634.0,191976.9587
2015-11-02,115.04,114.49,115.31,114.01,6949528.0,194171.174
2015-11-03,115.54,114.97,116.4,114.54,7132081.0,195015.1029
2015-11-04,113.25,116.64,116.83,110.81,20740831.0,191149.9083
2015-11-05,113.0,113.26,113.93,111.6001,14843729.0,190727.9438
2015-11-06,115.67,114.6,116.75,114.57,16803396.0,195234.5245
2015-11-09,116.42,115.9,116.73,115.18,9317475.0,196500.4179
2015-11-10,117.42,116.17,117.51,115.51,8240533.0,198188.2758
2015-11-11,116.52,117.55,117.58,116.43,6381663.0,196669.2037
2015-11-12,116.21,115.6,116.99,115.0,7222996.0,196145.9677
2015-11-13,114.84,115.92,116.42,114.38,8078066.0,193833.6024
2015-11-16,115.92,113.47,116.08,113.335,5770158.0,195656.4889
2015-11-17,116.13,116.11,117.55,115.51,6434432.0,196010.9391
2015-11-18,118.14,116.22,118.28,116.05,6744634.0,199403.5335
2015-11-19,118.71,118.15,119.1598,117.64,6100998.0,200365.6125
2015-11-20,120.07,119.11,120.25,118.9,10821723.0,202661.0993
2015-11-23,119.42,120.3,120.65,119.0,6986409.0,201563.9916
2015-11-24,117.95,117.9,118.57,117.28,9158183.0,199082.8405
2015-11-25,118.67,118.29,119.338,118.15,4751518.0,196182.6162
2015-11-27,115.13,116.0,116.5,113.7,14912040.0,190330.3666
2015-11-30,113.47,115.56,115.58,113.31,16560317.0,187586.0914
2015-12-01,115.39,114.15,115.46,113.66,8896142.0,190760.1929
2015-12-02,114.0,115.39,115.47,113.83,7787769.0,188462.2756
2015-12-03,111.89,114.17,114.651,111.44,10446637.0,184974.0704
2015-12-04,114.24,112.74,114.305,112.53,8771297.0,188859.0383
2015-12-07,113.83,114.56,114.56,112.65,6738532.0,188181.2354
2015-12-08,112.48,113.35,113.45,112.4,7480562.0,185949.4453
2015-12-09,111.47,112.39,113.0612,110.58,9050676.0,184279.7357
2015-12-10,110.76,111.15,111.58,110.17,7030152.0,183105.9794
2015-12-11,108.04,109.91,109.95,107.6177,12334945.0,178609.3356
2015-12-14,109.35,108.68,109.87,108.2792,9702553.0,180774.9986
2015-12-15,112.16,112.05,113.345,111.5801,13361688.0,185420.4284
2015-12-16,113.79,114.69,114.75,111.8,12304503.0,188115.1083
2015-12-17,112.01,114.13,114.48,111.98,9375035.0,185172.4517
2015-12-18,107.72,112.01,112.44,107.35,28376912.0,178080.3187
2015-12-21,106.59,108.8,110.1,105.33,22847155.0,176212.2277
2015-12-22,106.74,106.99,107.2,105.83,8644464.0,176460.2044
2015-12-23,105.56,107.21,107.24,104.3,12372933.0,174509.4545
2015-12-24,105.86,105.2,106.64,105.06,4356193.0,175005.4079
2015-12-28,107.25,106.5,108.2,106.33,9092705.0,177303.3251
2015-12-29,107.08,107.88,108.04,106.45,8607249.0,177022.2849
2015-12-30,106.34,106.89,107.21,106.25,4916975.0,175798.9333
2015-12-31,105.08,106.14,106.31,105.06,6670101.0,173715.9292
2016-01-04,102.98,103.12,103.43,101.73,12531478.0,170244.2557
2016-01-05,100.9,102.67,102.67,99.89,16212908.0,166805.6457
2016-01-06,100.36,99.38,101.46,99.36,13934454.0,165912.9297
2016-01-07,99.5,98.96,101.35,98.52,14680220.0,164491.1967
2016-01-08,99.25,100.63,100.915,99.0,10691594.0,164077.9023
2016-01-11,99.92,100.21,100.45,98.55,9583209.0,165185.5314
2016-01-12,101.46,100.97,101.85,100.34,8863921.0,167731.4253
2016-01-13,98.48,101.88,101.88,98.12,11615434.0,162804.9553
2016-01-14,99.11,98.65,99.91,97.19,11147478.0,163846.4574
2016-01-15,93.9,95.62,96.88,93.46,22336967.0,154149.6994
2016-01-19,93.97,95.0,95.07,93.03,13286754.0,154264.6139
2016-01-20,92.54,92.18,93.64,90.42,16918059.0,151917.0732
2016-01-21,94.02,92.87,94.86,92.3,12078238.0,154346.6958
2016-01-22,96.9,95.95,97.42,95.55,12303814.0,159074.6099
2016-01-25,95.29,96.42,96.68,95.1204,7812210.0,156431.5746
2016-01-26,96.27,95.49,96.4261,95.09,6915592.0,158040.3787
2016-01-27,94.32,96.31,96.63,93.87,6328904.0,154839.1868
2016-01-28,93.53,95.2,95.2,92.37,7312713.0,153542.2937
2016-01-29,95.82,94.21,95.82,93.63,8211566.0,157301.6421
2016-02-01,95.15,95.08,95.71,94.7,7027242.0,156201.7454
2016-02-02,93.12,94.0,94.17,92.8663,7244414.0,152869.2226
2016-02-03,95.14,94.1,95.41,92.42,10877995.0,156185.329
2016-02-04,95.43,94.87,96.73,94.6,8350333.0,156661.4037
2016-02-05,93.9,95.32,95.39,93.47,8898453.0,154149.6994
2016-02-08,92.12,92.56,92.96,89.51,13750142.0,151227.5858
2016-02-09,92.32,90.15,93.2,89.04,19237395.0,150626.56
2016-02-10,88.85,88.0,90.03,86.25,32649818.0,144965.0114
2016-02-11,90.31,87.0,91.06,86.96,17523775.0,147347.1039
2016-02-12,91.15,91.52,91.59,89.61,10786093.0,148717.6229
2016-02-16,92.91,92.47,93.31,91.79,9050861.0,151589.1864
2016-02-17,95.5,93.67,96.44,93.56,12610039.0,155814.9532
2016-02-18,95.17,96.34,96.45,94.45,8773883.0,155276.535
2016-02-19,95.01,95.23,95.72,94.56,6838210.0,155015.4838
2016-02-22,96.37,96.23,97.0,95.86,6980438.0,157234.4193
2016-02-23,95.38,96.5,96.82,95.15,6253760.0,155619.1648
2016-02-24,95.43,94.65,95.75,93.23,6945612.0,155700.7433
2016-02-25,95.65,95.92,95.95,94.35,4562326.0,156059.6887
2016-02-26,95.31,95.71,96.22,95.28,5277045.0,155504.9548
2016-02-29,95.52,95.31,96.29,95.23,7794361.0,155847.5846
2016-03-01,97.65,95.9,97.66,95.53,7139945.0,159322.8291
2016-03-02,97.0,97.67,97.83,96.41,6498588.0,158262.3085
2016-03-03,98.82,97.79,98.84,96.89,8581303.0,161231.7662
2016-03-04,98.48,99.0,99.21,97.9,6739803.0,160677.0324
2016-03-07,99.39,98.57,99.71,98.48,7218731.0,162161.7612
2016-03-08,97.82,98.93,98.98,97.6,6229279.0,159600.196
2016-03-09,97.66,98.0,98.24,96.81,7010658.0,159339.1448
2016-03-10,97.04,97.94,98.42,95.87,5453451.0,158327.5713
2016-03-11,97.94,97.57,98.35,97.54,5605768.0,159795.9845
2016-03-14,98.81,97.94,99.2199,97.84,6175001.0,161215.4505
2016-03-15,98.24,98.02,98.33,97.39,5942388.0,160285.4555
2016-03-16,98.44,98.16,99.08,97.47,6079376.0,160611.7695
2016-03-17,99.6,98.28,99.91,98.28,6385644.0,162504.391
2016-03-18,99.2,99.98,100.15,98.96,10205081.0,161851.7629
2016-03-21,98.46,98.92,99.1199,97.7,7070271.0,160644.4009
2016-03-22,97.58,97.59,98.32,97.44,6475657.0,159208.6192
2016-03-23,96.83,97.72,97.845,96.75,5517747.0,157984.9415
2016-03-24,97.22,96.55,97.49,96.3,5577661.0,158621.2539
2016-03-28,98.09,97.5,98.46,97.45,5317112.0,160040.72
2016-03-29,98.16,98.0,98.37,97.362,5170836.0,160154.9299
2016-03-30,98.91,98.9,99.09,98.345,5677471.0,161378.6075
2016-03-31,99.31,99.01,100.37,99.01,7038803.0,162031.2356
2016-04-01,99.07,98.8,99.3399,98.58,5895453.0,161639.6588
2016-04-04,98.68,99.3,99.44,98.58,5334697.0,161003.3464
2016-04-05,97.0,96.85,97.61,96.15,10818781.0,158262.3085
2016-04-06,97.48,96.96,97.63,96.83,6952406.0,159045.4622
2016-04-07,96.16,97.11,97.42,95.92,7525406.0,156891.7895
2016-04-08,96.42,96.63,96.84,95.8,6982660.0,157315.9978
2016-04-11,96.27,96.93,97.6399,96.195,5916642.0,157071.2622
2016-04-12,97.35,96.28,97.53,96.07,6277150.0,158833.358
2016-04-13,99.48,98.03,99.81,97.96,7967391.0,162308.6025
2016-04-14,98.63,99.79,99.866,98.26,6676152.0,160921.7679
2016-04-15,98.59,98.5,98.8899,98.18,6146837.0,160856.5051
2016-04-18,101.48,99.6,101.95,99.5,10665222.0,165571.7429
2016-04-19,102.64,102.0,103.64,101.925,10639797.0,167464.3643
2016-04-20,103.27,103.02,103.48,101.96,7712027.0,168492.2536
2016-04-21,102.91,103.36,104.12,102.65,6824756.0,167904.8883
2016-04-22,103.77,103.06,103.99,102.93,5731332.0,169308.0387
2016-04-25,104.57,103.5,104.62,103.35,6117068.0,170613.2948
2016-04-26,104.89,104.58,105.57,104.18,6452933.0,171135.3973
2016-04-27,105.28,105.19,105.6,104.76,5996077.0,171771.7096
2016-04-28,104.03,104.54,105.49,103.8,5658271.0,169732.2469
2016-04-29,103.26,103.95,104.21,102.4,7006884.0,168475.9379
2016-05-02,104.36,103.3,104.57,102.8,5285731.0,170270.6651
2016-05-03,103.78,103.88,103.99,103.19,6243299.0,169324.3544
2016-05-04,103.67,103.31,104.48,103.2,6445065.0,169144.8816
2016-05-05,104.93,103.98,105.125,103.45,6465966.0,171200.6601
2016-05-06,105.54,104.51,105.74,104.39,7407498.0,172195.9179
2016-05-09,105.34,106.01,106.68,104.97,8130318.0,171869.6039
2016-05-10,106.6,105.53,106.75,105.45,15177195.0,172952.1758
2016-05-11,102.29,101.46,102.5,100.62,27068133.0,165959.4565
2016-05-12,101.71,102.5,102.85,101.125,11251703.0,165018.4409
2016-05-13,100.52,101.71,102.04,100.36,9570151.0,163087.7365
2016-05-16,100.36,100.41,100.67,99.37,9112952.0,162828.146
2016-05-17,99.94,100.79,101.29,99.55,8694360.0,162146.7209
2016-05-18,99.0,99.59,99.77,98.36,9323116.0,160621.6267
2016-05-19,98.41,98.58,98.61,97.51,7063535.0,159664.3867
2016-05-20,99.78,99.0,99.93,98.77,7297012.0,161887.1304
2016-05-23,99.18,99.6,100.33,99.12,5588590.0,160913.666
2016-05-24,99.51,99.45,100.04,99.38,5250783.0,161449.0715
2016-05-25,99.86,99.92,100.8,99.81,5678987.0,162016.9257
2016-05-26,99.81,99.89,100.49,99.57,3852638.0,161935.8037
2016-05-27,100.29,99.81,100.53,99.81,4589121.0,162714.5752
2016-05-31,99.22,99.85,99.89,98.57,10396157.0,160978.5637
2016-06-01,98.52,98.67,98.99,97.73,7243851.0,159842.8552
2016-06-02,98.72,98.07,98.72,97.87,4830090.0,160167.3433
2016-06-03,98.75,98.66,98.92,97.73,6857453.0,160216.0165
2016-06-06,98.78,98.96,99.12,98.465,4986555.0,160264.6898
2016-06-07,98.35,99.0,99.04,98.32,5608418.0,159567.0403
2016-06-08,98.04,98.49,98.8202,97.7,5466157.0,159064.0837
2016-06-09,97.84,97.82,97.926,97.1,5379363.0,158739.5955
2016-06-10,97.34,97.15,97.71,96.78,7204388.0,157928.3752
2016-06-13,97.57,96.75,98.98,96.7,8766346.0,158301.5365
2016-06-14,98.4,97.2,98.55,97.175,6125748.0,159648.1623
2016-06-15,98.27,98.19,99.0,98.19,6663175.0,159437.245
2016-06-16,98.38,97.8,98.63,96.86,7129696.0,159615.7135
2016-06-17,99.0,98.41,99.1401,98.27,8959401.0,160621.6267
2016-06-20,99.57,100.08,100.96,99.5,8268636.0,161546.4179
2016-06-21,98.82,99.73,99.79,98.77,5202527.0,160329.5874
2016-06-22,98.79,99.08,99.62,98.7,4948868.0,160280.9142
2016-06-23,99.02,99.44,99.62,98.61,5826073.0,160654.0755
2016-06-24,95.72,96.01,97.28,95.14,15079933.0,155300.0213
2016-06-27,94.38,94.91,95.23,94.0,9485245.0,153125.9508
2016-06-28,96.05,95.46,96.28,95.14,7143103.0,155835.4267
2016-06-29,96.98,96.91,97.29,96.28,6563579.0,157344.2965
2016-06-30,97.82,97.1,98.07,96.88,7189489.0,158707.1467
2016-07-01,98.03,97.75,98.64,97.71,5681627.0,159047.8593
2016-07-05,97.66,97.77,98.0,97.165,5846412.0,158447.5562
2016-07-06,98.45,97.0,98.52,96.76,6223292.0,159729.2843
2016-07-07,98.41,97.63,98.48,97.58,5146032.0,159664.3867
2016-07-08,99.62,99.25,99.85,98.77,6045805.0,161627.5399
2016-07-11,99.98,99.8,100.35,99.4,5428018.0,162211.6186
2016-07-12,100.2,100.175,100.79,100.0,8508457.0,162568.5555
2016-07-13,99.88,100.46,100.8,99.85,5494690.0,162049.3745
2016-07-14,99.97,100.42,100.8,99.68,7461465.0,162195.3942
2016-07-15,99.8,100.42,100.54,99.54,5764374.0,161919.5792
2016-07-18,100.15,99.9,100.709,99.87,5051251.0,162487.4335
2016-07-19,99.47,99.81,99.99,99.361,5742736.0,161384.1738
2016-07-20,98.22,98.65,98.69,97.14,10664885.0,159356.123
2016-07-21,98.01,98.17,99.125,97.62,7069554.0,159015.4104
2016-07-22,97.71,98.39,98.42,97.47,5381662.0,158528.6782
2016-07-25,97.39,97.9,98.06,97.2535,4825498.0,158009.4972
2016-07-26,96.69,97.02,97.16,96.34,6274830.0,156873.7888
2016-07-27,96.33,96.7,96.93,95.86,6911392.0,156289.7101
2016-07-28,95.91,96.4,96.49,95.82,7713512.0,155608.285
2016-07-29,95.95,95.85,96.38,95.85,8263966.0,155673.1827
2016-08-01,95.54,96.15,96.2,95.08,7131587.0,155007.982
2016-08-02,95.01,95.35,95.75,94.56,7644091.0,154148.0884
2016-08-03,96.09,95.06,96.425,95.0,9068697.0,155900.3243
2016-08-04,95.16,95.53,95.98,94.71,10038331.0,154391.4545
2016-08-05,95.83,95.4,96.0,95.35,6528537.0,155478.4898
2016-08-08,95.75,96.11,96.29,95.58,7792013.0,155348.6945
2016-08-09,96.67,95.61,96.85,95.3,15548695.0,155358.4726
2016-08-10,97.86,96.7,99.27,95.85,27181275.0,157270.9231
2016-08-11,97.77,98.2,98.39,97.15,9233890.0,157126.284
2016-08-12,96.84,97.82,97.82,96.66,9360332.0,155631.6798
2016-08-15,97.1,97.35,97.61,96.92,5299588.0,156049.5262
2016-08-16,96.88,96.86,97.25,96.2681,5777756.0,155695.9639
2016-08-17,96.87,96.84,96.97,96.52,5697252.0,155679.8929
2016-08-18,96.65,96.87,97.12,96.55,5250741.0,155326.3306
2016-08-19,96.39,96.4,96.79,96.05,6362404.0,154908.4843
2016-08-22,95.87,96.47,96.47,95.65,5495336.0,154072.7917
2016-08-23,95.97,96.13,96.425,95.8,4996251.0,154233.5018
2016-08-24,95.82,96.01,96.22,95.51,5912529.0,153992.4366
2016-08-25,95.55,95.62,95.82,95.41,4518655.0,153558.5193
2016-08-26,95.21,95.66,96.13,94.75,6019553.0,153012.1049
2016-08-29,94.87,95.07,95.32,94.46,7902989.0,152465.6905
2016-08-30,94.86,94.77,95.29,94.77,6845046.0,152449.6195
2016-08-31,94.46,94.69,94.9,94.16,7375228.0,151806.779
2016-09-01,94.26,94.73,94.87,93.91,6274204.0,151485.3588
2016-09-02,94.42,94.75,94.96,94.13,5382016.0,151742.495
2016-09-06,93.8,94.53,94.53,93.35,8463523.0,150746.0922
2016-09-07,93.71,93.98,94.03,93.33,6281494.0,150601.4531
2016-09-08,94.09,93.49,94.21,92.925,7438081.0,151212.1516
2016-09-09,92.42,93.51,93.74,92.39,10248373.0,148528.2926
2016-09-12,93.64,91.96,93.86,91.95,9367303.0,150488.956
2016-09-13,92.7,93.04,93.295,92.45,7795172.0,148978.2809
2016-09-14,92.26,92.59,92.8868,92.07,6386478.0,148271.1564
2016-09-15,92.5,92.12,92.75,91.19,7568163.0,148656.8607
2016-09-16,92.56,92.27,92.74,91.8,10568647.0,148753.2867
2016-09-19,92.63,92.8,93.3165,92.34,5421473.0,148865.7838
2016-09-20,92.95,92.7,93.3,92.68,6200107.0,149380.0562
2016-09-21,92.39,93.0,93.08,91.7,12049468.0,148480.0795
2016-09-22,93.41,92.73,93.71,92.64,6470732.0,150119.3227
2016-09-23,93.27,93.07,93.52,93.0,4407725.0,149894.3286
2016-09-26,91.96,92.47,92.68,91.4,10449325.0,147789.026
2016-09-27,91.72,91.93,92.18,91.5,9167391.0,147403.3217
2016-09-28,92.2,91.75,92.3,91.48,8272345.0,148174.7303
2016-09-29,91.8,92.14,93.1,91.53,7476594.0,147531.8898
2016-09-30,92.86,92.28,93.4932,92.21,8923683.0,149235.4171
2016-10-03,92.49,92.47,92.72,92.05,5834717.0,148640.7896
2016-10-04,92.59,92.45,92.99,92.11,5903392.0,148801.4998
2016-10-05,92.45,92.94,93.28,92.38,5365007.0,148576.5056
2016-10-06,92.83,92.75,93.58,92.39,7484807.0,149187.2041
2016-10-07,92.49,93.06,93.29,92.02,6144089.0,148640.7896
2016-10-10,92.49,92.7,93.21,92.4,4241028.0,148640.7896
2016-10-11,91.86,92.33,92.38,91.57,6651134.0,147628.3159
2016-10-12,91.41,91.88,92.08,91.39,6836644.0,146905.1204
2016-10-13,91.12,90.95,91.36,90.315,5725154.0,146439.061
2016-10-14,91.3,91.77,91.77,91.29,4345659.0,146728.3392
2016-10-17,90.83,91.35,91.47,90.56,5134605.0,145973.0017
2016-10-18,91.17,91.4,91.74,90.98,4890775.0,146519.4161
2016-10-19,91.93,91.27,92.14,91.0,6140496.0,147740.813
2016-10-20,92.03,91.66,92.32,91.44,6153205.0,147901.5231
2016-10-21,93.03,91.33,94.19,90.599,13814538.0,149508.6243
2016-10-24,93.37,93.49,94.15,92.8,7280985.0,150055.0387
2016-10-25,92.75,93.14,93.36,92.64,6380747.0,149058.636
2016-10-26,93.49,92.39,93.72,91.9,7152845.0,150247.8908
2016-10-27,94.02,93.8,94.3425,93.31,6646969.0,151099.6545
2016-10-28,93.85,93.89,94.4,93.53,7309117.0,150826.4473
2016-10-31,92.69,93.72,93.82,92.31,9957559.0,148962.2099
2016-11-01,92.39,92.78,92.99,91.66,6449806.0,148480.0795
2016-11-02,91.91,91.91,92.56,91.69,6716247.0,147708.671
2016-11-03,93.37,92.26,94.13,92.24,7751400.0,150055.0387
2016-11-04,92.45,93.5,93.79,92.36,7456486.0,148576.5056
2016-11-07,94.43,93.77,94.48,92.9475,6996093.0,151758.566
2016-11-08,94.38,94.53,94.85,93.9,6226852.0,151678.2109
2016-11-09,94.64,92.29,94.915,92.11,8635729.0,152096.0572
2016-11-10,94.96,94.89,96.06,94.23,13777923.0,152610.3296
2016-11-11,97.68,97.18,98.32,95.78,23008062.0,156981.6449
2016-11-14,97.92,97.56,98.31,97.45,13208417.0,157367.3491
2016-11-15,97.7,97.9,98.14,97.42,7184595.0,157013.7869
2016-11-16,99.12,98.33,99.17,98.1,9702404.0,159295.8706
2016-11-17,99.37,99.05,99.5,98.265,8662618.0,159697.6459
2016-11-18,98.24,99.05,99.37,98.14,8586121.0,157881.6215
2016-11-21,97.63,98.11,98.27,97.0,10771076.0,156901.2898
2016-11-22,97.71,97.5,97.93,97.2671,5323683.0,157029.8579
2016-11-23,98.26,97.67,98.28,97.59,6166487.0,156376.9517
2016-11-25,98.82,98.71,99.07,98.5,4396763.0,157268.1698
2016-11-28,98.97,98.52,99.2,98.32,7106669.0,157506.889
2016-11-29,99.67,99.23,99.68,98.97,8396803.0,158620.9116
2016-11-30,99.12,99.4,100.2895,99.0,11369177.0,157745.6081
2016-12-01,98.94,99.13,99.75,98.62,9958086.0,157459.1452
2016-12-02,98.5,98.79,99.08,98.25,7737193.0,156758.9023
2016-12-05,99.96,98.98,100.27,98.68,11331542.0,159082.4353
2016-12-06,100.66,99.95,100.72,99.82,8427531.0,160196.458
2016-12-07,101.99,100.51,102.07,100.44,12255742.0,162313.101
2016-12-08,103.38,101.47,103.96,101.47,16524763.0,164525.2317
2016-12-09,104.86,103.49,105.5237,103.18,12173909.0,166880.5939
2016-12-12,104.06,104.61,104.7,103.73,7880201.0,165607.4252
2016-12-13,103.85,104.2,104.31,103.71,7393171.0,165273.2184
2016-12-14,104.05,103.62,104.4097,103.5,7961888.0,165591.5105
2016-12-15,104.39,103.85,105.64,103.82,8745434.0,166132.6073
2016-12-16,103.91,104.71,104.725,103.75,12635516.0,165368.706
2016-12-19,105.3,105.7,106.26,105.065,11475633.0,167580.8367
2016-12-20,105.46,105.64,106.2,105.06,8947285.0,167835.4705
2016-12-21,105.56,104.61,105.91,104.51,5202436.0,167994.6166
2016-12-22,105.42,104.96,105.49,104.7,5230849.0,167771.812
2016-12-23,105.15,105.24,105.34,104.75,3238753.0,167342.1176
2016-12-27,105.17,104.85,105.556,104.78,3639546.0,167373.9468
2016-12-28,104.3,104.99,105.32,104.06,5178645.0,165989.3758
2016-12-29,104.56,104.23,104.77,103.87,5896763.0,166403.1556
2016-12-30,104.22,104.57,105.0,103.96,6983340.0,165862.0589
2017-01-03,106.08,105.3,106.9,105.205,8884273.0,168822.1763
2017-01-04,107.44,106.64,107.5,106.25,8321991.0,170986.5631
2017-01-05,107.38,107.17,107.6171,106.79,6302974.0,170891.0755
2017-01-06,108.98,108.015,109.35,107.75,9551309.0,173437.413
2017-01-09,108.36,108.58,108.83,108.11,6195195.0,172450.7072
2017-01-10,108.38,107.9,108.82,107.35,7901886.0,172482.5364
2017-01-11,109.44,108.54,109.4901,108.38,7616804.0,174169.485
2017-01-12,107.53,108.12,109.0,107.43,8218893.0,171129.7946
2017-01-13,108.06,107.16,108.35,106.9,6488966.0,171148.797
2017-01-17,107.97,107.91,108.93,107.65,7586483.0,171006.2522
2017-01-18,108.16,106.93,108.4,106.81,7162904.0,171307.1801
2017-01-19,107.28,107.92,108.01,107.08,5350191.0,169913.4086
2017-01-20,107.66,107.35,107.82,107.18,5648970.0,170515.2645
2017-01-23,107.12,107.34,107.68,106.57,5716598.0,169659.9957
2017-01-24,107.9,107.2,108.06,107.08,5456146.0,170895.384
2017-01-25,108.04,108.23,108.42,108.0,6180212.0,171117.1203
2017-01-26,108.06,108.21,108.62,107.98,6088083.0,171148.797
2017-01-27,109.3,108.49,109.4,108.15,5578292.0,173112.7476
2017-01-30,110.94,109.86,111.05,108.96,13793564.0,175710.2307
2017-01-31,110.65,110.59,110.8,109.98,8485838.0,175250.9197
2017-02-01,111.3,110.71,111.99,110.675,10501334.0,176280.41
2017-02-02,110.61,111.21,111.54,110.55,6515922.0,175187.5665
2017-02-03,110.3,110.9,111.15,110.21,7923398.0,174696.5788
2017-02-06,109.57,109.92,110.15,109.3,6896292.0,173540.382
2017-02-07,109.0,109.65,109.73,108.7739,10184848.0,172356.0637
2017-02-08,109.0,109.56,111.42,108.98,13615543.0,172356.0637
2017-02-09,109.49,109.07,109.85,109.0,6369737.0,173130.8754
2017-02-10,109.26,109.35,109.8,108.5814,7671800.0,172767.1883
2017-02-13,109.65,108.95,109.9,108.9,5654040.0,173383.8751
2017-02-14,110.33,109.8,110.33,109.53,4768695.0,174459.1239
2017-02-15,110.18,109.91,110.68,109.801,7087135.0,174221.9367
2017-02-16,110.71,110.34,110.87,110.09,7179625.0,175059.9983
2017-02-17,110.06,110.24,110.5,109.52,6349161.0,174032.1869
2017-02-21,110.01,109.94,110.21,109.8,5432730.0,173953.1245
2017-02-22,110.12,109.69,110.28,109.53,5478398.0,174127.0618
2017-02-23,109.73,110.3,110.49,109.59,5470661.0,173510.375
2017-02-24,110.32,109.62,110.32,109.1,4786814.0,174443.3115
2017-02-27,110.23,109.93,110.47,109.83,3547735.0,174300.9991
2017-02-28,110.09,110.0,110.4,109.83,4766038.0,174079.6244
2017-03-01,111.04,110.66,111.8,110.66,7418101.0,175581.8102
