,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2020-04-24,101.19,101.78,101.92,99.52,13621103.0,182692.3363
2020-04-27,106.06,102.0,106.52,101.61,15518290.0,191484.8225
2020-04-28,106.21,108.79,110.06,105.98,16503665.0,191755.6383
2020-04-29,112.25,109.94,112.7,108.56,20139800.0,202660.4877
2020-04-30,108.15,109.44,110.31,106.86,18638721.0,195258.1892
2020-05-01,105.5,106.36,106.91,104.47,13209147.0,190473.7768
2020-05-04,103.18,102.01,103.83,100.55,19514835.0,186285.1592
2020-05-05,101.06,101.51,105.18,100.9,30169815.0,182541.317
2020-05-06,100.88,101.48,105.27,98.86,51992370.0,182216.189
2020-05-07,105.57,101.85,105.61,101.83,20868772.0,190687.5801
2020-05-08,109.16,109.05,109.18,106.63,24101684.0,197172.0777
2020-05-11,107.77,108.4,108.805,106.41,20555873.0,194661.3669
2020-05-12,104.56,109.06,109.44,104.49,17049744.0,188863.2506
2020-05-13,102.92,104.5,104.54,101.6,21085767.0,185900.9732
2020-05-14,105.91,101.98,105.92,99.6587,22002221.0,191301.7108
2020-05-15,109.05,104.98,109.38,104.27,29765968.0,196973.3883
2020-05-18,116.85,114.47,119.78,114.47,40075682.0,211062.2689
2020-05-19,114.37,115.1,116.47,113.42,20332581.0,206582.7274
2020-05-20,119.92,116.42,120.87,116.04,25749914.0,216607.5078
2020-05-21,117.83,119.34,120.3,116.5,17578300.0,212832.4103
2020-05-22,118.02,117.5,118.57,116.83,9288238.0,213175.601
2020-05-26,120.95,121.05,122.505,120.43,16466399.0,218467.9626
2020-05-27,121.53,123.68,123.78,119.7112,19345392.0,219515.5973
2020-05-28,116.75,121.6,121.98,116.0,18625659.0,210881.6422
2020-05-29,117.3,116.19,117.75,114.12,17845756.0,211875.089
2020-06-01,118.77,117.26,119.6498,116.93,10548789.0,214530.3011
2020-06-02,118.75,119.0,119.85,117.83,10753111.0,214494.1757
2020-06-03,122.18,119.99,122.45,119.3201,12584301.0,220689.6707
2020-06-04,123.69,121.95,124.5,121.85,14195122.0,223417.1334
2020-06-05,124.82,126.31,127.82,124.28,16581597.0,225458.2149
2020-06-08,127.28,125.1,127.44,123.94,13858100.0,229901.631
2020-06-09,123.89,125.63,125.79,123.51,10882796.0,223778.3868
2020-06-10,122.18,124.02,124.1,120.93,11497114.0,220689.6707
2020-06-11,112.64,117.6,118.0,112.25,26078845.0,203457.8859
2020-06-12,115.49,115.17,117.0,112.89,18361940.0,208605.7461
2020-06-15,117.08,112.08,118.12,111.71,14156378.0,211477.7103
2020-06-16,118.44,121.24,121.5,116.05,12951190.0,213934.233
2020-06-17,117.65,118.64,119.23,117.14,8921557.0,212507.2823
2020-06-18,118.37,116.88,118.53,115.93,9577324.0,213807.7944
2020-06-19,114.35,119.98,120.12,114.35,23496269.0,206546.6021
2020-06-22,115.92,114.19,116.1925,113.11,12868007.0,209382.4408
2020-06-23,116.59,116.96,117.45,115.97,10187615.0,210592.6396
2020-06-24,112.07,115.85,116.0,110.03,22252541.0,202428.3139
2020-06-25,111.36,108.99,111.51,108.5,17240437.0,201145.8645
2020-06-26,109.1,110.95,111.2,108.0221,15270853.0,197063.7017
2020-06-29,111.52,109.0,111.57,108.1001,12584332.0,201434.8672
2020-06-30,111.51,111.5,112.05,109.93,10565924.0,201416.8045
2020-07-01,113.01,112.82,115.6,112.29,11930873.0,204126.2046
2020-07-02,112.18,115.0,115.1,112.0,10311966.0,202627.0032
2020-07-06,114.43,113.83,114.53,112.9,11933427.0,206691.1034
2020-07-07,113.63,113.63,115.08,112.61,10836470.0,205246.09
2020-07-08,116.66,113.48,117.1299,112.81,13629528.0,210719.0782
2020-07-09,116.81,116.51,117.85,115.38,13582870.0,210990.0182
2020-07-10,119.34,116.83,119.4394,116.21,14207918.0,215559.8731
2020-07-13,116.22,119.94,120.13,115.89,15620185.0,209924.3209
2020-07-14,118.66,115.23,119.08,114.54,12425142.0,214331.6117
2020-07-15,120.9,121.63,122.09,119.7,15314197.0,218377.6492
2020-07-16,119.43,117.72,119.99,117.6,10210145.0,215722.4371
2020-07-17,118.65,118.9,119.56,117.06,9848857.0,214313.5491
2020-07-20,117.79,118.05,118.485,116.82,8947906.0,212760.1597
2020-07-21,118.62,118.05,120.39,117.66,8955973.0,214259.3611
2020-07-22,119.03,118.19,119.3,117.925,7063295.0,214999.9304
2020-07-23,118.12,118.86,119.35,117.01,7255832.0,213356.2277
2020-07-24,117.61,115.7,118.21,115.53,8233263.0,212435.0316
2020-07-27,116.31,117.2,117.42,115.6842,9412967.0,210086.8849
2020-07-28,116.18,115.46,116.84,114.68,6821077.0,209852.0702
2020-07-29,115.61,116.22,116.71,115.11,9496463.0,208822.4982
2020-07-30,115.66,114.91,116.29,113.37,9713524.0,208912.8115
2020-07-31,116.94,115.22,117.05,114.12,9623821.0,211224.8329
2020-08-03,116.35,116.17,117.12,115.35,10229172.0,210159.1355
2020-08-04,117.29,115.96,118.35,115.76,17293923.0,211950.4621
2020-08-05,127.61,123.37,130.31,123.28,53122394.0,230599.356
2020-08-06,130.82,126.96,131.63,125.61,27237996.0,236400.0294
2020-08-07,129.93,130.22,131.94,128.66,16088579.0,234791.743
2020-08-10,128.79,129.75,131.32,128.49,8529151.0,232731.6908
2020-08-11,130.49,130.53,132.76,130.0,13885677.0,235803.6985
2020-08-12,131.79,130.67,133.0,130.49,12205195.0,238152.8809
2020-08-13,130.96,130.64,132.35,130.45,6468610.0,236653.0183
2020-08-14,130.53,130.01,131.08,129.74,6507571.0,235875.981
2020-08-17,129.37,130.1,130.1371,128.54,7492155.0,233779.7875
2020-08-18,128.92,129.44,129.59,128.36,6714570.0,232966.609
2020-08-19,127.77,129.25,130.2166,127.43,7624193.0,230888.4861
2020-08-20,128.12,126.8,128.45,126.53,4918122.0,231520.9583
2020-08-21,127.44,127.72,128.31,127.23,6064709.0,230292.1552
2020-08-24,130.69,128.15,130.88,127.93,7613610.0,236165.1112
2020-08-25,129.79,130.83,131.09,129.31,5494391.0,234538.7541
2020-08-26,132.18,130.0,132.6,129.52,8447779.0,238857.6356
2020-08-27,133.73,133.0,136.36,132.82,13667642.0,241658.5838
2020-08-28,135.54,134.5,136.8,133.5801,11020074.0,244929.3685
2020-08-31,131.87,135.25,135.54,131.25,11617505.0,238297.4459
2020-09-01,133.55,131.92,133.61,130.89,8344079.0,241333.3124
2020-09-02,135.39,133.63,135.92,133.264,8187761.0,244658.309
2020-09-03,133.24,135.24,137.2374,132.02,12079176.0,240773.1228
2020-09-04,131.99,133.75,134.88,129.42,11248302.0,238514.2935
2020-09-08,134.2,131.99,137.14,130.86,17257349.0,242507.9036
2020-09-09,133.36,134.28,135.55,132.26,8891787.0,240989.9704
2020-09-10,133.22,133.58,136.75,132.74,9853420.0,240736.9815
2020-09-11,131.75,133.74,133.74,131.09,7165255.0,238080.5983
2020-09-14,131.25,132.53,132.93,130.904,8391896.0,237177.0667
2020-09-15,131.24,131.46,132.54,131.005,7289104.0,237158.996
2020-09-16,132.09,132.17,133.62,131.4,6605949.0,238694.9999
2020-09-17,130.22,130.55,131.77,128.6,6723544.0,235315.7914
2020-09-18,128.63,129.5,130.79,128.1201,9916267.0,232442.5606
2020-09-21,125.41,125.98,126.8858,123.59,10352686.0,226623.8166
2020-09-22,127.21,125.26,127.47,124.7,6978779.0,229876.5307
2020-09-23,123.28,127.07,127.3,122.901,8323568.0,222774.7716
2020-09-24,122.49,121.93,123.8,120.78,8479997.0,221347.1916
2020-09-25,124.0,121.36,124.19,120.98,6851806.0,224075.8573
2020-09-28,125.99,125.75,126.86,125.37,6283678.0,227671.9134
2020-09-29,125.4,125.92,126.29,123.675,7432567.0,226605.746
2020-09-30,124.08,123.24,125.55,123.24,13642450.0,224220.4223
2020-10-01,123.31,124.94,125.47,122.42,8908316.0,222828.9835
2020-10-02,122.55,121.99,123.6775,121.69,6490237.0,221455.6154
2020-10-05,123.37,123.26,123.595,122.33,5919150.0,222937.4073
2020-10-06,120.93,123.13,124.19,120.61,9051995.0,218528.1727
2020-10-07,122.91,121.95,123.3098,120.93,10187808.0,222106.1582
2020-10-08,123.09,123.58,123.75,122.4201,7404570.0,222431.4296
2020-10-09,124.98,123.85,125.5495,123.33,11502207.0,225846.7794
2020-10-12,124.97,124.9,125.94,123.73,10958228.0,225828.7087
2020-10-13,128.96,129.8,131.36,127.9,22388972.0,233038.8916
2020-10-14,126.59,129.14,129.5,125.29,11536579.0,228756.1514
2020-10-15,127.36,125.0,127.4,124.43,7748617.0,230147.5902
2020-10-16,126.81,127.81,128.12,126.33,6295112.0,229153.7053
2020-10-19,124.23,127.37,127.4,123.71,6576923.0,224491.4818
2020-10-20,124.95,124.58,125.73,123.64,6166070.0,225792.5675
2020-10-21,126.63,124.36,127.56,123.835,6591520.0,228828.4339
2020-10-22,127.56,126.67,128.1,125.97,5180071.0,230509.0028
2020-10-23,128.35,128.1,128.5,126.35,5439906.0,231936.5829
2020-10-26,124.06,127.11,127.11,122.95,8578901.0,224184.2811
2020-10-27,123.31,124.03,124.61,123.03,6813840.0,222828.9835
2020-10-28,118.47,121.01,121.53,118.32,11654677.0,214082.7969
2020-10-29,121.54,118.16,122.63,117.23,9583749.0,219630.4814
2020-10-30,121.25,120.64,121.75,119.0881,8098891.0,219106.433
2020-11-02,120.13,122.24,122.93,119.81,9186007.0,217082.522
2020-11-03,124.02,121.605,125.07,121.37,8144940.0,224111.9985
2020-11-04,125.07,123.58,126.86,123.41,7483043.0,226009.4151
2020-11-05,126.96,126.78,128.62,125.8,7654761.0,229424.7648
2020-11-06,127.46,126.255,128.04,124.6147,6259697.0,230328.2965
2020-11-09,142.59,140.26,147.68,138.065,35634684.0,257669.1652
2020-11-10,142.11,139.97,142.37,137.67,18115410.0,256801.7748
2020-11-11,137.82,141.47,142.0,136.62,9600863.0,249049.473
2020-11-12,135.52,136.34,138.49,134.105,13893301.0,244893.2272
2020-11-13,138.36,140.9,141.19,136.52,21074457.0,250025.2872
2020-11-16,144.67,141.57,144.74,141.57,16382489.0,261427.857
2020-11-17,144.5,144.4,144.83,142.56,9354936.0,261120.6562
2020-11-18,143.9,144.5,145.48,143.35,9456229.0,260036.4182
2020-11-19,141.72,142.57,143.2996,141.7,8892462.0,256097.0201
2020-11-20,141.07,141.71,142.61,140.86,8485920.0,254922.4289
2020-11-23,145.98,142.45,147.75,141.7,12887045.0,263795.11
2020-11-24,151.49,148.16,151.86,147.849,16711735.0,273752.0292
2020-11-25,149.09,150.27,150.27,147.235,9551978.0,269925.2142
2020-11-27,147.13,149.0,150.3499,146.53,5306365.0,266376.6635
2020-11-30,148.01,147.06,148.69,146.29,9710134.0,267969.8903
2020-12-01,149.44,149.57,151.4,149.0,8827829.0,270558.8839
2020-12-02,153.61,149.49,154.01,148.34,10601879.0,278108.6065
2020-12-03,153.24,153.45,154.4399,152.13,9063241.0,277438.7271
2020-12-04,154.14,153.69,154.68,152.81,6033271.0,279068.1636
2020-12-07,153.68,153.18,153.88,152.26,6815460.0,278235.3405
2020-12-08,153.72,152.42,154.88,152.2505,7900575.0,278307.7599
2020-12-09,154.43,156.29,157.46,153.89,10804340.0,279593.2043
2020-12-10,154.69,153.32,155.34,152.5,8993216.0,280063.9304
2020-12-11,175.72,169.675,179.45,165.33,87410704.0,318138.4307
2020-12-14,169.3,173.8,177.3,168.81,30939390.0,306515.1168
2020-12-15,173.94,170.49,174.4699,167.8201,18817185.0,314915.7673
2020-12-16,173.12,173.99,174.85,171.6226,11105791.0,313431.1696
2020-12-17,173.55,173.815,174.84,171.96,9004574.0,314209.6782
2020-12-18,172.89,173.6,175.843,172.28,21172083.0,313014.758
2020-12-21,170.69,170.09,171.94,168.19,11424234.0,309031.691
2020-12-22,170.45,170.0,171.45,169.16,6424901.0,308597.1746
2020-12-23,173.55,172.96,175.95,172.3,9994045.0,314209.6782
2020-12-24,173.73,173.99,174.5799,172.38,2720964.0,314535.5655
2020-12-28,178.86,175.75,179.92,175.05,13145438.0,323823.3537
2020-12-29,177.3,180.01,180.2,176.22,6875370.0,320998.9971
2020-12-30,181.17,178.5,183.4,178.37,11680443.0,328005.5742
2020-12-31,181.18,181.22,183.4,180.27,7073495.0,328023.679
2021-01-04,177.68,182.255,182.59,174.73,13426595.0,321686.9814
2021-01-05,178.44,176.2,180.3399,176.2,7771802.0,323062.95
2021-01-06,179.12,178.32,181.61,177.2836,7517758.0,324294.0798
2021-01-07,178.58,179.5,179.95,177.575,7300815.0,323316.4179
2021-01-08,178.69,178.81,180.02,176.6,7894454.0,323515.5713
2021-01-11,179.09,177.75,181.255,177.35,6464144.0,324239.7653
2021-01-12,175.99,177.3,178.32,174.861,8349839.0,318627.2617
2021-01-13,176.12,174.4,177.73,173.74,6839540.0,318862.6247
2021-01-14,173.43,177.01,178.35,173.4,8951171.0,313992.42
2021-01-15,171.44,172.95,174.19,170.17,12232542.0,310389.5547
2021-01-19,172.26,172.1,173.71,171.44,7834738.0,311874.1525
2021-01-20,173.64,175.22,177.88,173.0,9809232.0,315028.7676
2021-01-21,171.28,173.24,175.0,171.02,8423916.0,310747.105
2021-01-22,172.78,174.0,175.2499,171.89,9517202.0,313468.5007
2021-01-25,171.89,171.89,173.11,168.77,7833745.0,311853.806
2021-01-26,169.56,173.0,173.345,169.05,7523199.0,307626.5713
2021-01-27,163.03,165.01,166.34,160.52,18239248.0,295779.4286
2021-01-28,171.88,166.17,172.88,165.95,14449099.0,311835.6633
2021-01-29,168.17,168.8,169.81,165.7901,12848825.0,305104.7446
2021-02-01,170.97,170.835,171.7289,168.03,8140399.0,310184.6833
2021-02-02,176.96,173.77,179.755,172.8002,12215224.0,321052.1235
2021-02-03,176.43,177.0,178.4299,175.76,5508576.0,320090.5636
2021-02-04,180.23,177.59,181.38,176.49,9035407.0,326984.7661
2021-02-05,181.16,181.71,182.32,179.33,6640514.0,328672.0315
2021-02-08,190.0,183.85,190.64,183.3,16085695.0,344710.1235
2021-02-09,188.21,188.17,189.25,186.04,11270808.0,341462.5913
2021-02-10,189.63,189.98,190.7,185.81,11464643.0,344038.8459
2021-02-11,190.91,189.18,191.25,188.07,17507890.0,346361.1036
2021-02-12,187.67,193.0,193.85,186.56,27233775.0,340670.5759
2021-02-16,186.35,187.3,188.44,184.86,11630734.0,338274.4276
2021-02-17,186.44,185.36,187.63,182.16,11406366.0,338437.8013
2021-02-18,183.0,184.79,186.4,182.84,12390770.0,332193.2935
2021-02-19,183.65,184.27,184.78,182.79,8834497.0,333373.2151
2021-02-22,191.76,181.74,194.02,181.53,18799609.0,348095.0053
2021-02-23,197.09,193.59,198.94,188.66,23191447.0,357770.3619
2021-02-24,197.51,197.58,200.6,195.33,16205921.0,358532.7727
2021-02-25,190.98,197.73,197.96,190.38,12712043.0,346679.0994
2021-02-26,189.04,190.07,191.61,185.4501,15843972.0,343157.4875
2021-03-01,194.98,193.23,196.9,191.39,10709916.0,353940.155
2021-03-02,193.94,196.1,197.9567,193.49,8371357.0,352052.2806
2021-03-03,192.26,194.63,196.81,192.21,8750307.0,349002.6372
2021-03-04,188.03,189.895,192.48,184.12,12542623.0,341324.0709
2021-03-05,189.99,189.15,190.57,183.34,10266391.0,344881.9882
2021-03-08,201.91,197.31,203.02,193.79,25093169.0,366519.9338
2021-03-09,194.51,200.185,201.7,194.37,23331038.0,353086.981
2021-03-10,195.06,197.31,198.8,194.68,13662052.0,354085.3761
2021-03-11,196.75,197.38,199.05,195.4,11933924.0,357153.1721
2021-03-12,197.16,196.53,198.41,195.18,13249124.0,357897.4303
2021-03-15,196.76,198.54,198.54,194.805,10319674.0,357171.3248
2021-03-16,194.24,196.1,196.59,192.88,9680745.0,352596.8597
2021-03-17,195.24,193.44,196.19,191.781,14418682.0,354412.1236
2021-03-18,192.28,194.95,195.08,191.74,9644461.0,349038.9425
2021-03-19,191.14,190.92,194.0,189.76,28354576.0,346969.5417
2021-03-22,192.86,193.26,196.33,192.0,8838532.0,350091.7956
2021-03-23,188.73,191.59,192.335,187.97,10701244.0,342594.7557
2021-03-24,184.72,190.06,190.5,184.64,13549134.0,335315.5474
2021-03-25,186.91,181.85,187.71,181.01,9609238.0,339290.9754
2021-03-26,185.92,188.83,188.975,182.57,10196132.0,337493.8641
2021-03-29,184.85,185.24,185.94,183.15,7544714.0,335551.5317
2021-03-30,185.53,183.83,186.3212,183.56,5929698.0,336785.9112
2021-03-31,184.52,185.83,186.9,184.42,8478002.0,334952.4946
2021-04-01,188.97,186.43,189.1,185.59,7749378.0,343030.419
2021-04-05,188.5,191.47,191.67,188.0945,7405334.0,342177.245
2021-04-06,189.73,188.5,191.2799,187.87,7926185.0,344410.0196
2021-04-07,187.56,189.8,190.3305,186.945,6238712.0,340470.8969
2021-04-08,187.32,187.2,188.05,185.6344,7762950.0,340035.2336
2021-04-09,187.89,188.17,188.22,186.15,6089323.0,341069.934
2021-04-12,186.49,187.745,187.85,185.48,6662530.0,338528.5645
2021-04-13,185.49,185.59,186.44,184.6,6826463.0,336713.3006
2021-04-14,187.46,185.97,190.4,185.71,9089939.0,340289.3705
2021-04-15,185.93,188.09,188.9,185.695,7262535.0,337512.0167
2021-04-16,187.26,187.57,189.47,186.2,9453501.0,339926.3177
2021-04-19,187.43,187.51,190.33,185.65,7625755.0,340234.9126
2021-04-20,182.79,187.29,188.08,181.82,10765798.0,331812.0881
2021-04-21,183.11,181.29,183.375,178.86,8400197.0,332392.9725
2021-04-22,182.76,184.22,184.88,181.2588,7378274.0,331757.6302
2021-04-23,183.02,182.35,183.895,181.96,6078995.0,332229.5988
2021-04-26,184.27,183.96,185.6,183.26,6178311.0,334498.6787
2021-04-27,184.64,184.99,185.81,184.15,4869989.0,335170.3263
2021-04-28,183.39,184.79,184.79,182.82,5199290.0,332901.2464
2021-04-29,185.33,184.8,185.55,182.75,5958302.0,336422.8584
2021-04-30,186.02,184.29,186.32,183.54,7866277.0,337675.3905
2021-05-03,185.51,187.69,189.22,185.25,7542779.0,336749.6059
2021-05-04,184.25,184.87,185.63,182.31,7069321.0,334462.3734
2021-05-05,181.51,185.01,185.01,181.36,5901657.0,329488.5503
2021-05-06,181.79,182.78,182.99,179.81,6944863.0,329996.8242
2021-05-07,184.84,182.0,185.12,181.51,6888401.0,335533.3791
2021-05-10,184.3,185.7,186.9718,184.03,8260306.0,334553.1366
2021-05-11,181.67,181.8,182.25,178.43,10865550.0,329778.9925
2021-05-12,177.85,180.7,182.46,177.58,8988117.0,322844.6844
2021-05-13,178.34,178.37,180.75,175.796,12332217.0,323734.1637
2021-05-14,173.7,172.93,174.91,168.78,33149430.0,315601.0985
2021-05-17,170.08,172.7,172.99,168.57,17771623.0,309023.8044
2021-05-18,169.68,170.26,171.26,169.45,10400960.0,308297.0316
2021-05-19,169.27,167.71,169.4,167.095,9250998.0,307552.0895
2021-05-20,171.36,169.21,171.9,168.975,7400700.0,311349.4775
2021-05-21,172.4,172.22,173.1185,171.52,8105719.0,313239.0868
2021-05-24,174.31,172.45,175.11,171.75,7346737.0,316709.427
2021-05-25,176.17,175.6,177.45,175.4,8089738.0,320088.9207
2021-05-26,176.47,176.62,177.9,176.2,8086203.0,320634.0003
2021-05-27,179.04,177.2,179.59,176.79,13567830.0,325303.5157
2021-05-28,178.65,179.51,180.14,178.08,7130259.0,324594.9122
2021-06-01,178.84,180.18,181.01,178.74,7475585.0,324940.1293
2021-06-02,177.0,179.04,179.1,176.93,7851747.0,321596.9743
2021-06-03,176.24,176.268,176.97,175.4155,5583852.0,320216.1059
2021-06-04,177.18,175.93,177.52,175.61,6343364.0,321924.022
2021-06-07,176.99,177.97,178.07,176.4,5178102.0,321578.8049
2021-06-08,176.33,175.97,177.1199,175.192,5356212.0,320379.6298
2021-06-09,176.04,176.31,177.33,175.88,5082352.0,319852.7195
2021-06-10,176.57,176.44,177.61,175.55,5252999.0,320815.6935
2021-06-11,177.38,177.45,178.49,176.81,5476308.0,322287.4084
2021-06-14,178.18,177.65,178.87,176.9,10169974.0,323740.9541
2021-06-15,175.86,178.18,178.7,175.6233,7894959.0,319525.6717
2021-06-16,174.66,176.01,176.26,173.55,8335986.0,317345.3533
2021-06-17,174.65,174.59,176.26,173.84,8905994.0,317327.1839
2021-06-18,172.42,173.14,173.86,172.115,12357540.0,313275.4254
2021-06-21,173.97,172.13,174.26,171.3124,9196930.0,316091.6701
2021-06-22,173.5,174.37,174.7,172.35,8097070.0,315237.7121
2021-06-23,175.33,173.62,175.45,172.94,9174184.0,318562.6977
2021-06-24,177.93,176.13,178.24,175.78,7549422.0,323286.7211
2021-06-25,178.35,178.83,179.09,177.485,7431816.0,324049.8325
2021-06-28,176.57,178.5,178.66,174.99,9881440.0,320815.6935
2021-06-29,173.93,176.64,177.02,173.8,13498290.0,316018.9928
2021-06-30,175.77,173.89,175.98,173.34,7481883.0,319362.1478
2021-07-01,177.26,175.35,177.6,174.6,5887078.0,322069.3766
2021-07-02,177.11,177.86,178.36,174.62,11102745.0,321796.8368
2021-07-06,173.69,176.76,177.0,172.22,11557861.0,315582.9292
2021-07-07,172.82,172.86,174.32,171.99,6757282.0,314002.1983
2021-07-08,172.8,170.18,173.75,169.81,6960105.0,313965.8596
2021-07-09,177.04,174.7,177.518,173.93,7873266.0,321669.6515
2021-07-12,184.38,177.71,184.99,177.37,21835513.0,335005.9329
2021-07-13,183.65,184.09,185.67,181.8401,12534554.0,333679.5725
2021-07-14,183.42,185.2,186.29,182.08,8787307.0,333261.6781
2021-07-15,184.15,183.45,185.42,183.05,7866968.0,334588.0385
2021-07-16,179.31,184.94,185.29,178.92,8348797.0,325794.0873
2021-07-19,172.95,175.71,176.4799,172.16,14651780.0,314238.3994
2021-07-20,176.75,173.7,177.51,172.87,8372402.0,321142.7413
2021-07-21,176.89,176.5,177.9,175.32,6302229.0,321397.1117
2021-07-22,175.13,176.7,176.72,173.9,5713745.0,318199.3113
2021-07-23,176.14,175.66,176.5,174.03,5126271.0,320034.4127
2021-07-26,178.74,175.62,178.78,175.34,5641039.0,324758.436
2021-07-27,179.5,178.25,179.56,176.565,6684123.0,326139.3044
2021-07-28,179.1,179.69,180.35,177.55,5926934.0,325412.5316
2021-07-29,178.35,179.81,181.42,178.27,6209059.0,324049.8325
2021-07-30,176.02,177.53,179.2,175.14,6813443.0,319816.3808
2021-08-02,175.55,177.22,178.82,175.31,5847175.0,318962.4228
2021-08-03,172.99,176.02,176.13,170.92,9931347.0,314311.0767
2021-08-04,172.58,172.5,173.25,171.34,5665827.0,313566.1346
2021-08-05,176.71,172.49,177.12,172.49,8864174.0,321070.064
2021-08-06,177.13,177.43,178.81,176.63,5505241.0,321833.1754
2021-08-09,176.72,177.0,177.31,175.062,5338969.0,321088.2333
2021-08-10,177.07,176.25,177.4,175.58,5184959.0,321724.1595
2021-08-11,178.09,177.36,178.49,176.51,5359894.0,323577.4302
2021-08-12,179.29,178.09,179.72,176.45,11266420.0,325792.6272
2021-08-13,181.08,186.29,187.5799,180.88,32504619.0,329045.2838
2021-08-16,179.09,180.505,180.59,176.51,8755051.0,325429.2019
2021-08-17,175.83,177.15,178.45,174.9232,8534526.0,319505.3692
2021-08-18,174.74,175.9,176.7925,174.5,7063511.0,317524.7012
2021-08-19,173.25,174.0,174.68,172.56,8478606.0,314817.1826
2021-08-20,175.12,173.0,175.21,172.65,6239617.0,318215.2093
2021-08-23,177.66,177.08,178.31,175.9101,7395878.0,322830.7109
2021-08-24,178.47,177.92,180.08,177.76,5886947.0,324302.5834
2021-08-25,178.31,178.16,178.59,176.88,4842077.0,324011.8432
2021-08-26,176.56,178.34,178.94,176.34,4563000.0,320831.8716
2021-08-27,180.14,176.28,180.54,176.28,8696960.0,327337.1848
2021-08-30,179.98,180.5,181.39,178.87,6421287.0,327046.4446
2021-08-31,181.3,179.25,182.98,178.53,8620017.0,329445.0517
2021-09-01,183.48,181.96,184.21,181.78,7302824.0,333406.3877
2021-09-02,181.86,184.16,185.3,181.55,6497070.0,330462.6426
2021-09-03,181.0,181.82,181.82,179.13,6848827.0,328899.9137
2021-09-07,184.34,181.02,185.55,180.05,10704995.0,334969.1165
2021-09-08,185.15,184.34,187.46,183.92,8633959.0,336440.9891
2021-09-09,185.91,185.15,187.5799,184.57,7190666.0,337822.0053
2021-09-10,184.12,186.36,187.1,184.01,5572248.0,334569.3487
2021-09-13,184.98,185.115,185.8,183.5,6818241.0,336132.0775
2021-09-14,182.4,184.96,185.13,182.15,6185890.0,331443.8909
2021-09-15,184.41,182.06,184.66,181.103,5933400.0,335096.3154
2021-09-16,183.34,183.97,184.64,182.12,5678224.0,333151.9899
2021-09-17,183.47,182.91,185.9,182.73,10039204.0,333388.2164
2021-09-20,178.61,179.74,180.88,176.55,8056648.0,324556.9811
2021-09-21,171.17,180.32,182.23,169.03,23216027.0,311037.5593
2021-09-22,173.65,172.94,175.341,171.66,14214525.0,315544.0332
2021-09-23,176.25,174.94,177.19,174.37,8052869.0,320268.5624
2021-09-24,176.0,175.3,176.7,175.0772,5712778.0,319814.2807
2021-09-27,178.26,176.63,179.4502,175.96,7754953.0,323920.9868
2021-09-28,174.52,177.75,178.0,173.86,9133118.0,317124.9334
2021-09-29,172.68,174.25,174.96,172.59,6240771.0,313781.4204
2021-09-30,169.17,173.1,173.68,169.1,13977983.0,307403.3061
2021-10-01,176.01,172.28,177.32,171.97,12165022.0,319832.452
2021-10-04,173.46,175.56,175.96,172.665,7200589.0,315198.7792
2021-10-05,174.61,173.83,176.24,173.61,6798224.0,317288.4748
2021-10-06,175.48,173.0,175.71,171.5501,6005169.0,318869.3749
2021-10-07,177.71,177.7,179.63,177.33,7779997.0,322921.5672
2021-10-08,176.74,177.93,178.6,176.4029,4132182.0,321158.9544
2021-10-11,173.52,176.02,176.52,173.48,8046270.0,315307.8068
2021-10-12,173.13,173.62,174.49,172.545,5188380.0,314599.1274
2021-10-13,172.96,173.63,173.7,170.94,8918152.0,314290.2159
2021-10-14,174.41,174.07,176.02,174.0,7453306.0,316925.0494
2021-10-15,176.46,175.69,178.89,174.1,13943894.0,320650.159
2021-10-18,171.14,172.36,173.34,169.8,20494788.0,310983.0455
2021-10-19,171.18,171.44,171.58,170.18,9669482.0,311055.7305
2021-10-20,170.55,170.97,171.02,169.88,9737626.0,309910.9408
2021-10-21,171.34,170.2,172.5,170.1,7508956.0,311346.4708
2021-10-22,169.42,170.57,170.8,168.6,7854323.0,307857.5877
2021-10-25,172.01,169.9,172.57,169.025,9798688.0,312563.9456
2021-10-26,172.04,172.95,173.115,170.71,5850210.0,312618.4594
2021-10-27,169.55,171.77,172.04,169.43,7054716.0,308093.8142
2021-10-28,169.68,169.48,170.35,168.6,7884519.0,308330.0406
2021-10-29,169.07,169.02,170.4599,168.15,7598849.0,307221.5934
2021-11-01,170.19,169.21,171.25,169.09,8182898.0,309256.7752
2021-11-02,169.83,170.03,170.85,168.98,6777230.0,308602.6096
2021-11-03,170.08,169.7,170.19,168.37,6829310.0,309056.8913
2021-11-04,170.28,170.03,170.42,168.67,7505507.0,309420.3166
2021-11-05,175.63,173.5,176.99,172.33,16859184.0,319141.9439
2021-11-08,176.87,178.69,179.25,176.1018,10584586.0,321395.1809
2021-11-09,175.11,176.95,177.1198,173.21,7293301.0,318197.0381
2021-11-10,174.45,174.69,176.87,173.87,11045826.0,316997.7345
2021-11-11,162.11,162.89,163.96,158.33,62366499.0,294574.3923
2021-11-12,159.63,163.52,163.61,158.93,25638370.0,290067.9184
2021-11-15,158.43,160.09,160.72,157.66,21285347.0,287887.3664
2021-11-16,158.83,159.06,160.24,158.55,15516161.0,288614.2171
