,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2015-11-30,55.73,56.82,57.2,55.58,5123737.0,21288.9416
2015-12-01,56.99,55.68,57.11,55.53,3967018.0,21770.2635
2015-12-02,57.91,58.0,59.34,57.615,5393362.0,22121.7048
2015-12-03,56.74,57.91,58.23,56.56,4111102.0,21674.7631
2015-12-04,58.94,57.56,59.09,57.52,5126061.0,22515.1663
2015-12-07,60.52,59.955,61.49,59.745,6911657.0,23118.7287
2015-12-08,58.65,59.67,60.51,58.05,4668168.0,22404.3859
2015-12-09,57.86,58.7,59.88,57.15,5138868.0,22102.6048
2015-12-10,59.53,58.1,60.18,57.61,5095632.0,22740.5472
2015-12-11,57.03,58.18,58.76,56.91,5041568.0,21785.5435
2015-12-14,57.3,57.37,57.74,55.3342,5692904.0,21888.6839
2015-12-15,57.9,57.83,58.48,57.51,3675557.0,22117.8848
2015-12-16,58.87,58.26,59.15,57.06,4188976.0,22488.4262
2015-12-17,57.32,58.86,59.65,57.3,3997565.0,21896.324
2015-12-18,56.92,57.32,58.22,56.72,5017856.0,21743.5234
2015-12-21,58.05,57.42,58.32,57.27,3303500.0,22175.185
2015-12-22,58.0,58.28,58.36,56.65,3921159.0,22156.085
2015-12-23,58.35,58.02,58.57,57.11,3381814.0,22289.7855
2015-12-24,59.78,58.35,60.44,58.35,3015034.0,22836.0476
2015-12-28,59.01,59.79,60.2,58.67,2521366.0,22541.9064
2015-12-29,59.3,59.17,59.74,58.74,2317853.0,22652.6869
2015-12-30,57.51,59.28,59.3,57.45,3182440.0,21968.9042
2015-12-31,57.3,57.23,57.5,56.72,3516041.0,21888.6839
2016-01-04,55.61,55.79,56.34,54.86,5693154.0,21243.1015
2016-01-05,55.06,55.9,56.33,54.0,6982915.0,21033.0007
2016-01-06,55.2,54.24,55.47,54.04,4902083.0,21086.4809
2016-01-07,52.63,54.4,54.81,52.34,6095634.0,20104.7371
2016-01-08,51.89,53.62,53.86,51.76,6365607.0,19822.056
2016-01-11,51.62,52.2,52.55,50.35,8451235.0,19718.9156
2016-01-12,50.86,51.66,51.7,49.71,10054920.0,19428.5945
2016-01-13,48.06,51.16,51.28,47.76,8043602.0,18358.9904
2016-01-14,47.83,48.34,48.59,45.89,9801615.0,18271.1301
2016-01-15,45.67,46.42,46.89,44.93,10924015.0,17446.0069
2016-01-19,45.18,46.51,46.97,44.64,8597373.0,17258.8262
2016-01-20,45.12,44.77,46.2,42.17,11771555.0,17235.9061
2016-01-21,45.33,45.11,46.66,44.25,10292566.0,17316.1264
2016-01-22,46.72,45.93,47.73,45.93,8290083.0,17847.1084
2016-01-25,46.44,46.91,47.26,46.34,5578372.0,17740.148
2016-01-26,47.23,46.83,47.27,46.31,5602755.0,18041.9292
2016-01-27,47.71,47.7,49.41,47.37,8127166.0,18225.2899
2016-01-28,46.11,47.97,48.14,45.77,7770528.0,17614.0875
2016-01-29,48.28,45.31,48.54,45.27,9056660.0,18443.0307
2016-02-01,48.86,47.71,49.2,47.52,6719305.0,18664.5916
2016-02-02,46.45,48.27,48.48,46.05,7114479.0,17743.968
2016-02-03,47.57,46.63,48.3,45.05,6489983.0,18171.8097
2016-02-04,48.41,47.18,48.62,47.07,5711466.0,18492.6909
2016-02-05,46.86,48.41,49.1598,46.48,5164852.0,17900.5886
2016-02-08,45.68,45.9,46.42,45.16,7691735.0,17449.8269
2016-02-09,46.48,44.97,47.032,44.0,9300171.0,17755.4281
2016-02-10,47.71,47.41,48.8,47.07,7833560.0,18225.2899
2016-02-11,46.98,46.54,47.85,46.48,4926370.0,17946.4288
2016-02-12,48.35,47.29,48.425,46.58,4097634.0,18469.7708
2016-02-16,48.87,48.72,49.245,47.8,4593530.0,18668.4116
2016-02-17,50.61,49.42,50.93,49.29,4214400.0,19333.0941
2016-02-18,51.94,51.07,52.195,50.7201,5575146.0,19841.1561
2016-02-19,53.82,51.79,55.06,51.1306,9733341.0,20559.3188
2016-02-22,55.49,54.13,55.84,53.96,6665866.0,20232.159
2016-02-23,55.45,55.09,55.89,54.62,4317052.0,19933.4323
2016-02-24,56.26,54.82,56.3,54.67,5594694.0,20224.615
2016-02-25,56.86,56.44,56.91,55.73,4655446.0,20440.3059
2016-02-26,56.58,56.89,57.17,56.12,4499521.0,20339.6501
2016-02-29,57.26,56.38,57.795,56.01,5605205.0,20584.0998
2016-03-01,58.4,57.63,58.84,57.26,5216525.0,20993.9125
2016-03-02,57.92,57.9,58.48,57.27,4849137.0,20821.3597
2016-03-03,58.34,57.93,58.8,57.8,5190049.0,20972.3434
2016-03-04,58.0,58.65,58.95,57.66,5766877.0,20850.1185
2016-03-07,57.61,57.55,58.09,56.84,4920380.0,20709.9195
2016-03-08,56.34,56.36,57.45,55.29,7848123.0,20253.3738
2016-03-09,57.44,56.74,57.59,56.47,4755173.0,20648.807
2016-03-10,57.26,57.6,57.87,56.65,3509513.0,20584.0998
2016-03-11,58.37,57.96,58.405,57.72,3119662.0,20983.1279
2016-03-14,58.98,58.0,59.09,57.84,3942549.0,21202.4136
2016-03-15,58.05,58.57,59.3,57.94,4730753.0,20868.0928
2016-03-16,58.77,57.66,59.03,57.42,3670933.0,21126.9218
2016-03-17,58.84,58.71,59.16,58.21,3279028.0,21152.0858
2016-03-18,60.41,58.9,60.67,58.86,7375328.0,21716.4769
2016-03-21,61.19,60.38,61.41,60.35,3629177.0,21996.875
2016-03-22,60.49,59.51,60.96,59.41,4467891.0,21745.2357
2016-03-23,59.74,60.43,60.61,59.29,4020443.0,21475.6221
2016-03-24,57.84,58.76,58.96,57.2,6622409.0,20792.601
2016-03-28,57.91,57.95,58.18,57.41,3395109.0,20817.7649
2016-03-29,58.66,57.78,58.75,57.585,4041039.0,21087.3785
2016-03-30,59.82,58.99,60.39,58.89,3402808.0,21504.3809
2016-03-31,59.86,59.92,61.39,59.82,5744983.0,21518.7603
2016-04-01,56.72,57.43,57.67,56.19,7407158.0,20389.978
2016-04-04,55.85,56.59,57.6,55.7,4622050.0,20077.2262
2016-04-05,55.58,55.49,55.85,55.1,2727418.0,19980.1653
2016-04-06,55.14,55.6,55.654,54.59,3224221.0,19821.992
2016-04-07,53.16,54.55,54.662,52.93,6754959.0,19110.2121
2016-04-08,53.08,53.65,53.81,52.95,3548375.0,19081.4533
2016-04-11,53.71,53.38,55.2,53.28,4584853.0,18090.7763
2016-04-12,54.07,53.89,54.7771,53.825,3392710.0,18212.0327
2016-04-13,55.58,54.48,55.68,54.34,3789980.0,18720.6358
2016-04-14,56.73,55.86,57.84,55.8,3795105.0,19107.9825
2016-04-15,56.9,56.97,57.11,56.08,2847903.0,19165.2425
2016-04-18,56.98,57.78,57.78,56.35,2407080.0,19192.1883
2016-04-19,58.05,57.12,58.33,57.12,3551905.0,19552.5892
2016-04-20,58.6,57.96,58.9,57.96,4122314.0,19737.842
2016-04-21,52.76,55.32,55.9999,51.33,25281198.0,17770.7943
2016-04-22,50.74,51.2,51.59,50.2,11340825.0,17090.4113
2016-04-25,49.37,51.06,51.45,49.3,6859043.0,16628.9635
2016-04-26,49.14,49.75,50.06,48.05,7547599.0,16551.4941
2016-04-27,48.94,49.05,49.702,48.7,5211328.0,16484.1295
2016-04-28,48.06,48.84,49.21,47.9,5661412.0,16187.725
2016-04-29,45.81,47.89,47.93,45.58,10249380.0,15429.8727
2016-05-02,46.66,46.61,46.81,45.81,6626223.0,15663.7469
2016-05-03,47.13,47.0,47.54,46.15,6726552.0,15821.5258
2016-05-04,45.55,46.71,46.76,45.15,7184791.0,15291.1203
2016-05-05,44.99,45.6,46.07,44.96,6037363.0,15103.1284
2016-05-06,45.7,44.8,45.73,44.01,9247339.0,15341.4752
2016-05-09,45.71,45.88,46.81,45.68,4617237.0,15344.8322
2016-05-10,47.0,46.07,47.115,45.79,4796774.0,15777.8848
2016-05-11,45.8,46.73,47.4,45.79,5069311.0,15375.0452
2016-05-12,43.78,46.03,46.03,43.33,7912315.0,14696.9318
2016-05-13,43.84,43.7,44.94,43.62,5766452.0,14717.0738
2016-05-16,44.59,44.32,44.87,43.51,6079226.0,14968.8486
2016-05-17,45.05,44.35,46.075,44.32,5917896.0,15123.2704
2016-05-18,45.27,44.91,46.28,44.83,4480389.0,15197.1244
2016-05-19,44.01,44.73,45.29,43.65,5576295.0,14774.1428
2016-05-20,44.49,44.39,45.29,44.22,3281677.0,14935.2786
2016-05-23,44.2,44.54,45.0,44.15,3745545.0,14837.9257
2016-05-24,44.99,44.46,45.08,44.39,3703283.0,15103.1284
2016-05-25,45.13,45.12,45.94,45.07,3650347.0,15150.1264
2016-05-26,44.5,45.2,45.325,44.14,4891029.0,14938.6356
2016-05-27,45.18,44.56,45.46,44.5275,3619407.0,15166.9114
2016-05-31,45.09,45.13,45.3,44.3,6080864.0,15136.6984
2016-06-01,45.25,45.25,45.46,44.7,3982287.0,15190.4104
2016-06-02,45.17,44.92,45.59,44.86,3355673.0,15163.5544
2016-06-03,44.3,45.01,45.16,43.6,5640245.0,14871.4957
2016-06-06,44.53,44.2,44.54,43.53,5251171.0,14948.7066
2016-06-07,45.81,44.5,46.46,44.01,5863012.0,15378.4022
2016-06-08,45.69,45.94,46.53,45.29,4875326.0,15338.1182
2016-06-09,46.7,45.59,46.91,45.44,4648846.0,15677.1749
2016-06-10,46.08,46.09,46.685,45.63,4206276.0,15469.0411
2016-06-13,44.06,45.59,45.88,43.64,7127803.0,14790.9277
2016-06-14,42.09,43.98,44.3,41.46,8162821.0,14129.5994
2016-06-15,42.89,42.55,43.72,42.51,6334525.0,14398.1591
2016-06-16,41.83,42.23,42.9,41.68,7695590.0,14042.3175
2016-06-17,42.62,41.9,43.07,41.5,8183106.0,14307.5202
2016-06-20,43.4,43.07,44.03,43.0,4427783.0,14569.366
2016-06-21,44.86,45.01,45.59,44.4,7749375.0,15059.4875
2016-06-22,45.09,45.0,45.64,44.94,4815290.0,15136.6984
2016-06-23,45.17,45.75,45.915,44.46,4914054.0,15163.5544
2016-06-24,41.06,42.67,43.2201,41.04,12313823.0,13783.8287
2016-06-27,37.75,40.64,40.69,37.41,12913159.0,12672.6628
2016-06-28,38.95,38.82,39.06,38.01,7820471.0,13075.5024
2016-06-29,40.57,39.19,40.92,39.15,7373103.0,13619.3359
2016-06-30,41.04,40.72,41.04,40.2,6052579.0,13777.1147
2016-07-01,41.37,41.02,41.8,40.83,5092904.0,13887.8956
2016-07-05,40.29,40.8,40.92,39.41,5207822.0,13525.34
2016-07-06,39.31,39.14,39.41,37.64,8217758.0,13196.3543
2016-07-07,40.09,39.32,40.41,39.3142,4606347.0,13458.2
2016-07-08,41.48,40.7,41.73,40.7,5261202.0,13924.8226
2016-07-11,42.41,41.88,42.74,41.72,4661729.0,14237.0233
2016-07-12,46.16,44.19,46.36,44.19,9780954.0,15495.8971
2016-07-13,45.86,46.55,46.73,45.415,5491893.0,15395.1872
2016-07-14,47.85,46.73,47.9417,46.42,7702514.0,16063.2295
2016-07-15,47.43,47.51,47.76,46.92,5184843.0,15922.2357
2016-07-18,47.71,47.58,48.02,47.13,3692696.0,16016.2316
2016-07-19,47.85,47.3,47.96,46.675,4720493.0,16063.2295
2016-07-20,48.3,48.28,49.87,47.54,8422197.0,16214.2944
2016-07-21,46.66,47.11,47.4,46.02,5879776.0,15663.7469
2016-07-22,47.57,47.25,47.69,46.555,4903777.0,15969.2336
2016-07-25,46.89,47.52,47.78,46.73,3752833.0,15740.9578
2016-07-26,47.73,46.87,48.0,46.87,4226117.0,16022.9456
2016-07-27,47.44,47.63,47.75,47.16,3208696.0,15925.5927
2016-07-28,47.4,47.17,47.63,46.81,2496682.0,15912.1647
2016-07-29,46.89,47.49,48.1099,46.89,3449756.0,15740.9578
2016-08-01,47.36,46.77,47.38,46.42,2934749.0,15898.7367
2016-08-02,44.4,46.9,46.9,44.24,7290724.0,14314.9283
2016-08-03,44.9,44.28,45.203,44.15,4616014.0,14476.1324
2016-08-04,45.9,44.94,45.96,44.81,3879129.0,14798.5407
2016-08-05,48.41,46.25,48.475,46.24,5994981.0,15607.7855
2016-08-08,48.49,48.39,49.322,47.9008,4311296.0,15633.5782
2016-08-09,47.81,49.0,49.47,47.78,3885959.0,15414.3406
2016-08-10,47.12,47.72,47.8,46.67,3077047.0,15191.8788
2016-08-11,47.27,47.0,47.57,46.8,4018950.0,15240.2401
2016-08-12,47.1,47.2,47.34,46.531,2165945.0,15185.4307
2016-08-15,48.01,47.16,48.48,47.0,3025448.0,15478.8222
2016-08-16,47.99,47.82,48.38,47.6,3456206.0,15472.3741
2016-08-17,48.18,47.91,48.21,47.68,3299437.0,15533.6316
2016-08-18,47.6,48.16,48.22,47.18,4915948.0,15346.6348
2016-08-19,47.09,47.25,47.59,46.94,3267145.0,15182.2066
2016-08-22,46.95,46.95,47.09,46.56,2606951.0,15137.0694
2016-08-23,47.49,47.27,47.96,47.27,2270808.0,15311.1699
2016-08-24,47.6,47.29,47.94,47.271,2203199.0,15346.6348
2016-08-25,47.53,47.46,47.756,47.3,2075818.0,15324.0662
2016-08-26,46.87,47.62,47.865,46.675,3349061.0,15111.2768
2016-08-29,46.95,47.06,47.32,46.81,2404469.0,15137.0694
2016-08-30,50.99,49.28,51.525,48.76,12918822.0,16439.5989
2016-08-31,50.41,50.79,51.0,49.35,5211719.0,16252.6021
2016-09-01,50.89,50.54,51.48,50.12,4012808.0,16407.3581
2016-09-02,51.09,50.68,51.53,50.45,3732402.0,16471.8398
2016-09-06,51.14,50.97,51.24,50.77,3838364.0,16487.9602
2016-09-07,53.68,51.62,54.53,51.62,7211559.0,17306.8773
2016-09-08,54.36,53.23,54.4,53.23,5593848.0,17526.1149
2016-09-09,52.45,53.99,54.11,52.42,4994146.0,16910.3151
2016-09-12,53.25,51.69,53.44,50.6701,5217132.0,17168.2417
2016-09-13,51.64,52.7,53.26,51.485,4742416.0,16649.1643
2016-09-14,51.0,51.4,51.89,50.7229,4554661.0,16442.823
2016-09-15,51.71,50.99,51.955,50.37,4726469.0,16671.7329
2016-09-16,51.0,51.31,51.7,50.895,10477739.0,16442.823
2016-09-19,50.96,51.14,51.93,50.91,3674009.0,16429.9267
2016-09-20,50.31,51.09,51.66,50.25,3718383.0,16220.3613
2016-09-21,50.23,50.47,50.75,49.3001,4563131.0,16194.5686
2016-09-22,51.04,50.68,52.035,50.37,5482165.0,16455.7194
2016-09-23,50.95,50.89,51.325,50.49,3411605.0,16426.7026
2016-09-26,49.45,50.53,50.89,49.28,4693626.0,15943.0902
2016-09-27,50.41,49.5,50.79,49.4,3750553.0,16252.6021
2016-09-28,50.66,50.67,51.89,50.42,3760935.0,16333.2042
2016-09-29,51.14,50.58,51.675,50.41,5857451.0,16487.9602
2016-09-30,52.47,51.39,52.93,51.38,5366308.0,16916.7632
2016-10-03,53.25,52.24,53.4,52.0,4448134.0,17168.2417
2016-10-04,53.73,54.21,55.25,53.545,5658226.0,17322.9977
2016-10-05,53.82,53.82,54.14,53.48,2565598.0,17352.0144
2016-10-06,53.98,53.6,54.06,52.865,2731353.0,17403.5997
2016-10-07,52.82,53.79,54.0,52.67,2577634.0,17029.6061
2016-10-10,54.2,53.06,54.5,53.06,3989939.0,17474.5296
2016-10-11,53.52,54.81,54.94,53.18,5937679.0,17255.2919
2016-10-12,52.88,53.76,54.07,52.33,5332808.0,17048.9506
2016-10-13,53.69,52.05,54.03,51.34,8065385.0,17310.1013
2016-10-14,53.2,54.16,54.57,52.98,7416268.0,17152.1213
2016-10-17,53.03,53.45,54.53,52.93,6398188.0,17097.3119
2016-10-18,53.68,52.54,55.01,52.44,11297321.0,17306.8773
2016-10-19,55.44,53.99,55.49,53.75,7538336.0,17874.3159
2016-10-20,56.57,55.29,56.81,55.11,9571480.0,18238.6372
2016-10-21,55.6,56.21,56.58,55.17,3939814.0,17925.9012
2016-10-24,55.04,55.91,56.25,54.95,2875397.0,17745.3525
2016-10-25,54.63,54.93,55.89,54.541,3150980.0,17613.1651
2016-10-26,53.98,53.11,55.34,52.21,6115410.0,17403.5997
2016-10-27,54.42,54.3,55.2,53.59,4902077.0,17545.4594
2016-10-28,55.11,54.59,55.445,54.38,5086583.0,17767.9211
2016-10-31,56.23,55.62,56.25,54.97,5329478.0,18129.0184
2016-11-01,56.0,56.25,56.97,55.53,4709875.0,18054.8645
2016-11-02,56.14,55.95,56.86,55.76,3957979.0,18100.0017
2016-11-03,55.94,56.66,57.24,55.79,3697575.0,18035.52
2016-11-04,57.23,56.01,57.69,55.75,5021185.0,18451.4267
2016-11-07,58.53,57.96,58.765,57.55,4495666.0,18870.5575
2016-11-08,59.31,58.52,59.45,57.84,4078258.0,19122.036
2016-11-09,60.13,58.24,60.36,57.8,5343582.0,19386.4108
2016-11-10,59.94,60.43,61.6,59.785,5716103.0,19325.1532
2016-11-11,60.25,59.85,60.58,58.78,5150134.0,19425.0998
2016-11-14,62.94,60.54,62.94,60.37,6663586.0,20292.3781
2016-11-15,66.06,65.47,67.7,63.47,10423023.0,21298.2919
2016-11-16,65.5,65.75,66.66,64.9,4938373.0,21117.7433
2016-11-17,67.86,65.62,68.02,65.51,4909434.0,21878.6269
2016-11-18,68.29,68.05,68.47,67.24,4963616.0,22017.2624
2016-11-21,68.99,68.22,69.29,67.76,9001522.0,22242.9482
2016-11-22,69.5,69.08,70.15,69.0,4989795.0,22407.3765
2016-11-23,69.88,69.35,69.98,68.83,3762160.0,22529.8916
2016-11-25,70.09,69.81,70.18,69.55,1410370.0,22597.5974
2016-11-28,69.25,69.95,70.15,68.61,4969619.0,22326.7744
2016-11-29,69.72,69.17,70.15,68.94,2532133.0,22478.3063
2016-11-30,68.95,68.51,69.69,67.58,4166807.0,22230.0519
2016-12-01,68.47,68.67,69.87,68.3,3213032.0,22075.2959
2016-12-02,69.27,69.12,69.76,68.54,2577388.0,22333.2226
2016-12-05,68.26,69.91,69.95,68.0,3396930.0,22007.5902
2016-12-06,70.97,69.41,71.04,69.01,4375208.0,22881.3167
2016-12-07,72.43,70.68,73.0,70.25,4058093.0,23352.0328
2016-12-08,72.74,72.46,73.08,71.5,2875263.0,23451.9794
2016-12-09,75.17,75.02,76.13,74.435,5148603.0,24235.4315
2016-12-12,73.24,74.3,74.355,72.69,3115316.0,23237.9961
2016-12-13,72.55,73.38,73.98,72.1442,2780639.0,23019.0691
2016-12-14,72.94,72.6,74.0,72.0,3826676.0,23142.8105
2016-12-15,74.79,73.82,76.8,73.82,4753692.0,23729.7888
2016-12-16,74.42,74.91,76.2,74.06,6567057.0,23612.3931
2016-12-19,74.48,74.25,75.38,73.77,2589856.0,23631.4303
2016-12-20,76.05,75.32,76.3098,74.78,2820425.0,24129.5686
2016-12-21,75.72,75.73,76.1,75.16,1562154.0,24024.8644
2016-12-22,74.19,75.62,75.73,73.8,2292793.0,23539.4174
2016-12-23,74.79,74.4,74.8266,74.13,1623393.0,23729.7888
2016-12-27,74.67,74.78,75.22,74.5,1092508.0,23691.7145
2016-12-28,73.53,75.0,75.18,73.35,1946793.0,23330.009
2016-12-29,73.28,73.53,74.19,72.93,1272532.0,23250.6876
2016-12-30,72.88,73.43,73.43,72.37,1720816.0,23123.7733
2017-01-03,72.71,74.02,74.02,72.15,2517563.0,23069.8348
2017-01-04,73.02,72.45,73.79,72.45,2199290.0,23168.1933
2017-01-05,70.93,71.99,73.0,70.31,3578981.0,22505.0664
2017-01-06,71.37,70.98,71.89,69.75,3648292.0,22644.6721
2017-01-09,71.28,71.06,72.0,70.88,1937664.0,22616.1164
2017-01-10,73.66,71.47,74.34,71.44,3545162.0,23371.2561
2017-01-11,75.04,75.51,76.75,74.945,5185872.0,23809.1102
2017-01-12,74.0,74.64,75.64,72.9,4144393.0,23479.1332
2017-01-13,74.32,74.03,74.75,73.89,2949516.0,23580.6646
2017-01-17,73.74,73.94,75.09,73.55,4151458.0,23396.6389
2017-01-18,74.0,73.0,74.93,72.41,4569545.0,23479.1332
2017-01-19,74.02,74.06,74.84,73.255,2768092.0,23485.4789
2017-01-20,75.24,74.3,75.48,74.09,2966243.0,23872.5673
2017-01-23,72.75,74.66,75.09,72.6363,4420161.0,23082.5262
2017-01-24,73.18,73.08,73.58,72.66,2665299.0,23218.959
2017-01-25,73.59,73.58,74.6,73.04,2786805.0,23349.0461
2017-01-26,75.38,74.47,76.0,74.12,5429674.0,23916.9873
2017-01-27,74.42,75.75,75.98,74.04,4382496.0,23612.3931
2017-01-30,71.72,72.99,72.99,70.0,3905667.0,22755.722
2017-01-31,70.47,71.78,71.78,69.34,5455341.0,22359.1151
2017-02-01,71.48,70.95,71.86,70.69,3414188.0,22679.5735
2017-02-02,72.14,70.73,72.34,70.55,3104856.0,22888.982
2017-02-03,73.06,72.53,73.25,72.05,2517938.0,23180.8847
2017-02-06,73.5,73.4,74.78,72.78,3934382.0,23320.4904
2017-02-07,71.29,73.96,74.0,71.25,4972040.0,22619.2892
2017-02-08,71.7,71.5,71.765,70.73,2970552.0,22749.3763
2017-02-09,72.98,71.38,73.3,71.23,3759680.0,23155.5019
2017-02-10,72.6,73.37,73.37,72.2,1942369.0,23034.9334
2017-02-13,73.84,72.85,74.16,72.84,3283778.0,23428.3675
2017-02-14,73.74,73.44,73.875,72.0,2538148.0,23396.6389
2017-02-15,75.75,75.29,76.23,74.82,5001592.0,24034.3829
2017-02-16,75.67,75.93,76.3,75.101,2199193.0,24009.0001
2017-02-17,75.96,75.49,75.97,74.6,1890788.0,24101.0129
2017-02-21,75.41,75.9,76.23,74.415,2663485.0,23926.5059
2017-02-22,75.43,75.21,75.57,74.35,1703613.0,23932.8516
2017-02-23,74.56,75.87,76.46,73.88,4967269.0,23656.8131
2017-02-24,75.08,73.96,75.11,73.54,2056301.0,23821.8016
2017-02-27,75.28,74.91,75.52,74.35,1898087.0,23885.2587
2017-02-28,74.09,75.37,75.37,73.61,3003613.0,23507.6889
2017-03-01,75.39,74.64,76.65,74.63,3726488.0,23920.1601
2017-03-02,73.28,74.35,74.74,73.211,2862130.0,23250.6876
2017-03-03,75.59,73.7,75.99,73.4351,4256153.0,23983.6173
2017-03-06,73.14,74.85,74.85,71.9,5898779.0,23206.2676
2017-03-07,72.64,72.69,73.23,72.15,3763972.0,23047.6248
2017-03-08,73.44,72.97,73.65,72.31,3508372.0,23301.4533
2017-03-09,72.54,73.21,74.6,72.43,3732151.0,23015.8962
2017-03-10,72.34,72.33,73.2,71.643,4552742.0,22952.4391
2017-03-13,69.85,72.19,72.7,69.66,6741902.0,22162.398
2017-03-14,66.55,69.38,69.42,66.34,8262398.0,21115.3556
2017-03-15,68.17,65.0,68.37,64.32,11321559.0,21629.3582
2017-03-16,67.56,67.9,67.965,66.44,8794385.0,21435.814
2017-03-17,66.79,67.82,67.91,66.65,5837467.0,21191.5041
2017-03-20,67.49,67.15,68.05,66.6,4326005.0,21413.604
2017-03-21,65.28,67.76,67.87,65.15,4923320.0,20712.4029
2017-03-22,66.95,64.92,66.96,64.16,4928795.0,21242.2698
2017-03-23,67.5,67.02,68.56,66.9,4444429.0,21416.7769
2017-03-24,67.93,67.55,68.51,67.53,2626887.0,21553.2097
2017-03-27,68.37,66.72,68.74,66.26,2943107.0,21692.8153
2017-03-28,70.74,68.41,71.09,68.18,4972851.0,22444.7822
2017-03-29,69.85,70.45,71.0,69.53,3409875.0,22162.398
2017-03-30,70.78,69.66,70.96,69.66,2463137.0,22457.4736
2017-03-31,70.64,70.68,71.19,70.45,2406804.0,22413.0536
2017-04-03,71.35,70.69,71.42,69.42,2947489.0,22638.3264
2017-04-04,69.76,70.76,71.08,69.58,2658310.0,22133.8423
2017-04-05,70.06,70.23,71.35,69.81,2640252.0,22229.028
2017-04-06,70.22,70.16,70.93,69.56,1874235.0,22279.7937
2017-04-07,70.88,69.97,71.02,69.72,2471072.0,22489.2022
2017-04-10,71.52,70.55,72.1,70.25,3460363.0,22692.2649
2017-04-11,70.71,70.15,70.72,68.36,17696474.0,22435.2636
2017-04-12,69.93,71.65,71.73,69.69,7622861.0,22187.7809
2017-04-13,69.07,69.9,70.14,69.07,5185216.0,21914.9153
2017-04-17,70.77,69.51,70.81,69.01,4761937.0,22454.3007
2017-04-18,67.75,70.97,70.98,67.55,11002889.0,21496.0983
2017-04-19,69.29,68.47,69.79,67.77,6768437.0,21984.7181
2017-04-20,69.8,69.81,70.09,69.51,4103691.0,22146.5337
2017-04-21,69.56,69.7,69.89,68.88,3274073.0,21877.9361
2017-04-24,71.0,70.5,71.03,70.15,4638888.0,22330.8434
2017-04-25,70.97,71.4,72.07,70.76,3519768.0,22321.4078
2017-04-26,71.33,71.09,71.92,70.66,4739677.0,22434.6346
2017-04-27,70.7,69.77,70.76,68.62,5512195.0,22236.4877
2017-04-28,70.21,70.87,71.26,70.0,2909321.0,22082.3734
2017-05-01,70.27,70.56,71.48,70.24,3317381.0,22101.2446
2017-05-02,73.94,70.43,73.99,70.4,5434735.0,23255.529
2017-05-03,74.21,73.3,74.45,73.101,2690265.0,23340.4491
2017-05-04,74.91,74.56,75.1716,73.92,2886331.0,23560.6124
2017-05-05,75.3,74.97,75.36,74.65,2166201.0,23683.2747
2017-05-08,74.98,75.34,75.85,74.77,3082015.0,23582.6287
2017-05-09,78.55,75.64,79.15,75.64,5841176.0,24705.4612
2017-05-10,78.55,78.48,78.96,78.02,3308365.0,24705.4612
2017-05-11,77.36,78.18,78.19,76.53,2780920.0,24331.1837
2017-05-12,76.41,76.75,77.45,76.205,2051322.0,24032.3907
2017-05-15,77.79,76.2,78.34,76.19,3461684.0,24466.4269
2017-05-16,79.06,78.22,79.1,77.4432,3320403.0,24865.8659
2017-05-17,76.18,78.06,78.63,75.94,5673018.0,23960.0514
2017-05-18,75.98,76.32,77.18,75.62,3559591.0,23897.1476
2017-05-19,77.98,76.42,78.34,76.18,4143616.0,24526.1855
2017-05-22,78.92,78.44,79.2,78.37,2469136.0,24821.8332
2017-05-23,79.03,79.11,79.255,78.42,1821890.0,24856.4303
2017-05-24,78.94,79.14,79.73,78.58,1944172.0,24828.1236
2017-05-25,81.41,79.18,81.54,79.03,3647658.0,25604.9854
2017-05-26,81.25,81.17,81.96,80.74,2537325.0,25554.6623
2017-05-30,79.25,80.9,80.95,79.01,3428672.0,24925.6245
2017-05-31,79.67,79.73,79.96,78.56,2523180.0,25057.7224
2017-06-01,80.98,79.99,80.99,79.46,2458579.0,25469.7422
2017-06-02,82.03,81.49,83.04,81.46,3206538.0,25799.9871
2017-06-05,81.67,82.04,82.34,81.21,1840542.0,25686.7603
2017-06-06,81.24,81.07,81.805,80.65,2170981.0,25551.5171
2017-06-07,81.66,79.67,81.855,78.35,6263062.0,25683.6151
2017-06-08,80.52,81.87,81.87,80.2,4005571.0,25325.0635
2017-06-09,78.83,80.96,81.5,78.15,5285746.0,24793.5265
2017-06-12,77.73,79.02,79.08,76.0,5146540.0,24447.5557
2017-06-13,77.48,77.83,78.6,76.33,4073324.0,24368.926
2017-06-14,77.56,77.87,77.92,76.35,2479634.0,24394.0866
2017-06-15,77.34,77.17,77.38,76.11,3560835.0,24324.8924
2017-06-16,76.78,77.51,77.72,76.49,3164959.0,24148.7618
2017-06-19,78.63,77.13,78.76,76.79,3336816.0,24730.6218
2017-06-20,77.28,79.04,79.34,77.25,2389095.0,24306.0213
2017-06-21,77.59,77.62,78.08,76.97,2134447.0,24403.5221
2017-06-22,77.45,78.37,78.9099,77.08,3160080.0,24359.4895
2017-06-23,76.79,77.48,77.53,76.55,4623404.0,24151.907
2017-06-26,77.03,76.87,78.4,76.5462,2545132.0,24227.3916
2017-06-27,76.0,77.08,77.45,75.94,2768074.0,23903.4371
