,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2017-06-28,76.7,76.51,77.3699,76.3,2628750.0,24123.6003
2017-06-29,75.44,76.82,77.48,74.97,3524860.0,23727.3065
2017-06-30,75.25,76.19,76.19,75.22,3456452.0,23667.5479
2017-07-03,75.08,75.85,76.65,75.06,2390824.0,23614.0797
2017-07-05,76.54,75.35,76.86,74.43,4519464.0,24073.2773
2017-07-06,77.71,76.0,78.53,75.7,4312651.0,24441.2644
2017-07-07,78.94,77.98,79.29,77.53,4200490.0,24828.1227
2017-07-10,78.26,78.49,79.12,77.77,4082396.0,24614.2498
2017-07-11,76.92,78.09,78.19,76.91,3516280.0,24192.7945
2017-07-12,80.53,78.7,80.81,78.61,5053946.0,25328.2077
2017-07-13,80.17,80.5,81.39,79.67,3477746.0,25214.9809
2017-07-14,79.85,80.0,80.165,79.05,2127870.0,25114.3349
2017-07-17,79.78,79.66,80.12,79.18,2355354.0,25092.3186
2017-07-18,78.9,79.3,79.68,78.2914,4117989.0,24815.5419
2017-07-19,74.24,76.23,76.7,73.7,15490955.0,23349.8838
2017-07-20,72.08,74.1,74.25,72.03,8095739.0,22670.523
2017-07-21,71.57,72.19,72.43,71.34,5996029.0,22510.1183
2017-07-24,70.43,71.23,71.88,70.34,4314373.0,22151.5668
2017-07-25,69.48,71.14,71.28,69.35,4696321.0,21137.5802
2017-07-26,70.24,69.5,70.36,69.0,4442005.0,21368.7915
2017-07-27,68.09,69.02,69.02,66.45,7925682.0,20714.7069
2017-07-28,67.88,67.88,68.27,67.13,4989590.0,20650.8195
2017-07-31,67.68,68.48,68.65,67.57,2512942.0,20589.9745
2017-08-01,67.86,68.15,68.55,67.55,2767757.0,20644.735
2017-08-02,67.44,68.01,68.27,66.93,3191637.0,20516.9604
2017-08-03,68.19,67.44,68.49,67.31,3752011.0,20745.1294
2017-08-04,68.91,68.37,69.31,68.18,3278018.0,20964.1717
2017-08-07,68.39,69.09,69.29,68.36,3095718.0,20805.9745
2017-08-08,67.79,68.15,68.72,67.53,2640688.0,20623.4393
2017-08-09,67.06,67.38,67.97,66.8,3533511.0,20401.3547
2017-08-10,65.24,66.82,66.96,65.11,4966389.0,19847.6645
2017-08-11,65.87,65.57,66.23,65.03,3512587.0,20039.3265
2017-08-14,66.71,66.5,67.28,66.41,3366067.0,20294.8758
2017-08-15,66.96,67.02,67.295,66.48,2162778.0,20370.9322
2017-08-16,66.92,66.77,67.44,66.77,1972425.0,20358.7632
2017-08-17,64.7,66.7,66.84,64.59,3905638.0,19683.3828
2017-08-18,64.75,64.77,65.49,64.27,3196980.0,19698.5941
2017-08-21,64.85,64.73,65.33,64.5,2899418.0,19729.0166
2017-08-22,64.7,64.92,65.32,64.18,3703195.0,19683.3828
2017-08-23,62.83,64.36,64.53,62.62,4920228.0,19114.4813
2017-08-24,61.48,63.29,63.29,61.31,4637362.0,18703.777
2017-08-25,63.36,61.7,63.53,61.57,4620513.0,19275.7208
2017-08-28,63.15,63.21,63.24,62.37,4137998.0,19211.8334
2017-08-29,62.89,62.11,63.36,62.05,5212843.0,19132.7348
2017-08-30,62.02,62.73,62.7591,61.935,4694651.0,18868.0587
2017-08-31,61.96,62.49,63.04,61.89,3909256.0,18849.8052
2017-09-01,62.43,62.54,62.73,61.66,3868434.0,18992.7912
2017-09-05,61.1,62.0,63.08,61.1,5522523.0,18588.1714
2017-09-06,60.33,58.93,60.38,57.74,10848839.0,18353.9178
2017-09-07,58.58,60.38,60.88,58.45,6936547.0,17821.5234
2017-09-08,58.38,58.48,59.09,58.33,4085982.0,17760.6783
2017-09-11,60.46,59.06,60.675,58.825,6732735.0,18393.4671
2017-09-12,61.24,60.62,61.4,60.03,5374438.0,18630.7629
2017-09-13,61.66,61.2,61.98,60.6,4823073.0,18758.5376
2017-09-14,61.25,61.67,61.67,60.9,4067165.0,18633.8052
2017-09-15,59.8,59.8,60.24,59.13,10105064.0,18192.6784
2017-09-18,58.11,59.85,59.98,58.05,6514114.0,17678.5375
2017-09-19,57.54,58.09,58.74,57.5,5330140.0,17505.129
2017-09-20,58.06,57.58,58.83,57.34,5521669.0,17663.3262
2017-09-21,58.53,58.18,58.945,57.7,4222862.0,17806.3121
2017-09-22,58.8,58.56,59.31,58.3,4279702.0,17888.453
2017-09-25,59.44,58.69,59.48,58.52,4728108.0,18083.1572
2017-09-26,59.68,59.56,60.09,59.3,3977174.0,18156.1713
2017-09-27,60.92,59.99,61.0,59.685,4891256.0,18533.4108
2017-09-28,61.16,60.82,61.89,60.79,4063006.0,18606.4249
2017-09-29,60.88,61.22,61.49,60.76,3995470.0,18521.2418
2017-10-02,60.43,60.9,61.1,59.99,4460319.0,18384.3404
2017-10-03,64.14,60.38,64.23,60.2,6821679.0,19513.0166
2017-10-04,64.47,64.64,65.78,64.34,5469357.0,19613.411
2017-10-05,64.32,64.36,64.58,63.72,4059911.0,19567.7771
2017-10-06,65.25,64.33,65.98,64.14,3979643.0,19850.7068
2017-10-09,64.7,65.26,65.47,64.385,2728757.0,19683.3828
2017-10-10,67.72,67.82,69.62,67.41,10299491.0,20602.1435
2017-10-11,67.4,67.8,68.76,67.14,6701117.0,20504.7914
2017-10-12,66.64,67.17,67.5499,66.59,3431908.0,20273.5801
2017-10-13,67.57,66.59,67.61,66.59,4082127.0,20556.5097
2017-10-16,66.95,67.64,67.71,66.73,3901731.0,20367.8899
2017-10-17,67.51,67.12,67.94,66.8,4806906.0,20538.2561
2017-10-18,67.99,67.55,68.48,67.44,5309263.0,20684.2843
2017-10-19,59.78,66.39,66.72,59.5613,29908870.0,17709.9706
2017-10-20,59.9,60.0,61.15,59.335,10397370.0,17745.5209
2017-10-23,59.1,60.04,60.07,58.87,6910647.0,17508.5189
2017-10-24,59.91,58.9,60.0685,58.04,8758222.0,17748.4834
2017-10-25,59.92,60.41,60.58,59.42,6596468.0,17751.4459
2017-10-26,59.95,60.26,61.33,59.47,9846817.0,17760.3335
2017-10-27,60.25,60.15,60.79,59.62,4894518.0,17849.2092
2017-10-30,59.04,59.78,59.99,58.65,5278853.0,17490.7438
2017-10-31,58.48,59.03,59.2,58.46,5161651.0,17324.8424
2017-11-01,58.64,58.2,58.935,58.11,4799048.0,17372.2428
2017-11-02,58.27,58.44,58.87,58.13,3872057.0,17262.6294
2017-11-03,59.65,58.41,59.82,58.15,4924805.0,17671.4577
2017-11-06,59.92,59.44,60.79,59.26,3948931.0,17751.4459
2017-11-07,58.71,60.01,60.19,58.64,3681335.0,17392.9805
2017-11-08,58.92,58.55,59.3,58.39,2651389.0,17455.1935
2017-11-09,58.39,58.42,58.98,57.93,3571082.0,17298.1797
2017-11-10,58.52,58.34,59.18,58.29,3179981.0,17336.6925
2017-11-13,57.81,58.22,58.55,57.72,4479989.0,17126.3533
2017-11-14,57.2,57.7,57.99,56.6,5187670.0,16945.6393
2017-11-15,57.49,56.99,57.69,56.51,4940216.0,17031.5525
2017-11-16,58.68,58.07,58.76,57.59,3133343.0,17384.0929
2017-11-17,58.2,58.41,58.59,57.8,4260060.0,17241.8917
2017-11-20,58.76,58.26,58.825,57.82,3108390.0,17407.7931
2017-11-21,59.71,58.86,59.7724,58.78,2871167.0,17689.2329
2017-11-22,59.69,59.39,60.0,59.27,1804636.0,17683.3078
2017-11-24,59.43,59.62,59.75,59.25,1196697.0,17606.2822
2017-11-27,59.09,59.44,59.54,58.9269,2896330.0,17505.5564
2017-11-28,60.19,59.16,60.3786,59.0,4149445.0,17831.4341
2017-11-29,62.09,60.6,62.29,60.385,6093275.0,18394.3137
2017-11-30,63.32,62.25,63.84,62.075,4993043.0,18758.7042
2017-12-01,62.57,63.2,63.49,61.84,4461887.0,18536.5149
2017-12-04,62.59,63.69,64.33,62.55,5054325.0,18542.4399
2017-12-05,62.2,62.59,62.72,61.84,2635072.0,18426.9015
2017-12-06,62.19,62.16,62.6,61.78,3078552.0,18423.9389
2017-12-07,63.53,62.01,63.78,61.84,3790542.0,18820.9172
2017-12-08,63.55,65.23,65.29,63.38,5162027.0,18826.8422
2017-12-11,64.24,63.69,64.695,63.48,4067591.0,19031.2564
2017-12-12,63.36,64.45,64.52,63.36,2827863.0,18770.5543
2017-12-13,63.03,63.52,63.74,62.45,3727255.0,18672.791
2017-12-14,63.13,63.5,64.04,62.71,5827839.0,18702.4162
2017-12-15,63.76,63.62,64.47,63.26,6744273.0,18889.0553
2017-12-18,64.56,64.12,64.76,63.71,3710085.0,19126.0572
2017-12-19,64.43,64.83,64.99,64.33,3339439.0,19087.5444
2017-12-20,65.9,65.33,66.27,65.0401,4566625.0,19523.0355
2017-12-21,67.28,66.17,67.625,66.15,4554982.0,19931.8638
2017-12-22,67.25,67.44,67.48,67.11,2154581.0,19922.9763
2017-12-26,67.35,66.94,67.72,66.481,2347336.0,19952.6015
2017-12-27,67.12,67.62,67.62,66.6101,2939912.0,19884.4634
2017-12-28,67.54,67.12,67.57,66.88,2454699.0,20008.8895
2017-12-29,67.4,67.68,67.99,67.37,3079454.0,19967.4141
2018-01-02,68.94,67.9,69.01,67.38,3390587.0,20423.6429
2018-01-03,68.49,68.94,69.37,67.82,4590853.0,20290.3293
2018-01-04,69.26,68.69,69.3652,67.64,3922856.0,20518.4436
2018-01-05,69.36,69.4,69.4,68.77,2675864.0,20548.0689
2018-01-08,68.51,69.37,69.37,68.01,4277877.0,20296.2543
2018-01-09,68.48,68.5,69.76,68.39,3056969.0,20287.3667
2018-01-10,73.08,70.98,73.151,70.45,9380357.0,21650.1279
2018-01-11,76.45,73.615,77.09,73.25,6913386.0,22648.4987
2018-01-12,78.4,76.74,78.84,76.48,4479310.0,23226.1909
2018-01-16,77.49,78.35,79.0,76.8,3912380.0,22956.6012
2018-01-17,76.58,77.53,77.61,76.48,2951153.0,22687.0115
2018-01-18,76.3,76.6,77.1,75.991,3442188.0,22604.0608
2018-01-19,76.5,76.82,76.84,75.8,3994614.0,22663.3113
2018-01-22,76.87,76.6,76.88,75.5,3010735.0,22772.9247
2018-01-23,77.97,77.1,78.21,76.4,5115767.0,23098.8024
2018-01-24,69.05,71.43,72.0,68.07,27117214.0,20456.2306
2018-01-25,66.08,69.355,69.4,65.8,16960258.0,19576.3609
2018-01-26,66.56,66.33,66.77,65.44,6503507.0,19718.5621
2018-01-29,65.78,66.22,66.75,65.46,5414823.0,19487.4852
2018-01-30,67.01,66.26,67.52,65.78,7802302.0,19851.8757
2018-01-31,67.82,67.74,69.09,67.32,6234766.0,20091.8401
2018-02-01,67.15,67.22,67.95,66.23,5603314.0,19893.351
2018-02-02,65.68,66.63,66.89,65.48,4189758.0,19457.8599
2018-02-05,63.4,65.0,65.44,63.2811,5433829.0,18782.4044
2018-02-06,63.95,62.16,64.22,61.96,4670812.0,18945.3432
2018-02-07,65.36,63.84,66.5783,63.75,5694871.0,19363.0592
2018-02-08,63.37,65.17,65.67,63.33,4634325.0,18773.5168
2018-02-09,62.98,64.24,64.52,60.44,6069985.0,18657.9784
2018-02-12,64.14,63.33,64.83,62.97,3279782.0,19001.6312
2018-02-13,65.7,63.83,65.75,63.66,3151063.0,19463.785
2018-02-14,65.68,65.4,66.32,65.16,2747602.0,19457.8599
2018-02-15,66.74,66.0,66.755,65.64,3722329.0,19771.8875
2018-02-16,66.52,67.05,67.51,66.51,3309725.0,19706.712
2018-02-20,66.59,66.1,66.72,65.78,3391476.0,19727.4496
2018-02-21,67.0,66.39,68.52,66.36,3376144.0,19848.9131
2018-02-22,66.7,67.5,67.7272,66.45,2534568.0,18989.5265
2018-02-23,67.57,67.01,67.6801,66.74,2656735.0,19237.216
2018-02-26,69.26,68.26,69.48,68.25,4628263.0,19718.3599
2018-02-27,67.86,69.0,69.4,67.79,3531149.0,19319.7791
2018-02-28,67.79,68.0,68.61,67.33,3042608.0,19299.8501
2018-03-01,67.54,67.78,69.34,67.02,4109064.0,19228.6749
2018-03-02,67.51,66.87,67.69,65.67,3234637.0,19220.1339
2018-03-05,67.21,66.82,67.92,66.41,3036169.0,19134.7238
2018-03-06,67.52,67.21,67.81,66.29,2472019.0,19222.9809
2018-03-07,67.81,66.81,67.91,66.531,2734129.0,19305.5441
2018-03-08,69.87,68.32,70.55,68.05,7131571.0,19892.0272
2018-03-09,71.55,70.5,71.6399,69.73,5646136.0,20370.3241
2018-03-12,72.0,71.82,72.1,70.4,3738300.0,20498.4394
2018-03-13,72.6,72.87,73.41,72.47,4832190.0,20669.2597
2018-03-14,70.74,72.35,73.24,70.44,4138896.0,20139.7167
2018-03-15,70.14,70.98,71.42,69.93,3463473.0,19968.8964
2018-03-16,70.88,70.42,71.45,70.1,5085217.0,20179.5748
2018-03-19,70.13,71.03,71.1,69.51,2237919.0,19966.0494
2018-03-20,70.48,70.43,70.96,70.075,2018748.0,20065.6946
2018-03-21,69.94,69.12,70.635,68.81,2619478.0,19911.9563
2018-03-22,68.45,69.46,70.4901,68.44,3475516.0,19487.7524
2018-03-23,67.39,68.75,68.98,67.33,2899250.0,19185.9699
2018-03-26,68.48,68.39,68.68,67.32,2693654.0,19496.2935
2018-03-27,68.18,68.72,69.91,67.81,3481470.0,19410.8833
2018-03-28,67.91,68.37,68.6898,67.23,3062406.0,19334.0141
2018-03-29,69.47,68.07,70.04,68.07,3003776.0,19778.147
2018-04-02,66.77,69.12,69.3,65.6,3988762.0,19009.4555
2018-04-03,69.19,67.16,69.61,67.07,4385304.0,19698.4308
2018-04-04,69.99,68.25,70.13,67.94,3147567.0,19926.1913
2018-04-05,70.69,70.23,71.21,69.8648,3151076.0,20125.4817
2018-04-06,68.63,70.29,70.5548,68.0,3699753.0,19538.9985
2018-04-09,68.52,69.28,69.73,68.28,5259420.0,19507.6815
2018-04-10,67.59,69.26,69.5,66.58,5354452.0,19242.91
2018-04-11,64.87,67.02,67.87,64.795,5370056.0,18468.5245
2018-04-12,66.1,65.64,66.88,65.32,4800408.0,18818.7062
2018-04-13,66.54,66.72,67.32,66.13,2665909.0,18943.9744
2018-04-16,67.31,66.75,68.18,66.71,2831820.0,19163.1938
2018-04-17,67.34,67.74,68.24,66.75,4754097.0,19171.7348
2018-04-18,70.58,69.5,72.1,67.63,10265432.0,20094.1646
2018-04-19,70.23,70.62,71.19,69.13,6380051.0,19994.5194
2018-04-20,71.75,70.42,72.6,70.42,6263036.0,20427.2642
2018-04-23,70.33,72.18,72.25,69.71,3648360.0,19500.0821
2018-04-24,68.95,70.65,70.83,67.715,3815310.0,19117.4557
2018-04-25,68.51,68.71,68.88,67.14,3728616.0,18995.4589
2018-04-26,66.62,67.36,67.36,65.45,5466963.0,18471.4271
2018-04-27,67.86,66.84,68.23,66.84,2662160.0,18815.2364
2018-04-30,67.54,67.85,68.78,67.44,2468317.0,18726.5114
2018-05-01,68.38,67.59,68.44,67.07,2122186.0,18959.4144
2018-05-02,67.92,68.16,69.35,67.8,3010025.0,18831.8723
2018-05-03,67.52,67.92,67.92,66.53,2211444.0,18720.9661
2018-05-04,68.32,67.15,68.84,67.15,2171223.0,18942.7785
2018-05-07,67.52,68.48,68.67,66.98,2100437.0,18720.9661
2018-05-08,67.72,67.66,69.2,67.24,2705423.0,18776.4192
2018-05-09,65.8,67.28,67.59,65.5748,4415145.0,18244.0694
2018-05-10,66.02,65.85,66.52,65.57,2689152.0,18305.0678
2018-05-11,66.92,66.11,67.195,66.11,2887280.0,18554.6068
2018-05-14,66.64,67.34,67.6,66.14,2775374.0,18476.9725
2018-05-15,68.03,66.55,68.3575,66.1,3262118.0,18862.3715
2018-05-16,69.74,68.03,70.14,67.72,3385478.0,19336.4955
2018-05-17,69.49,69.75,70.39,69.315,2726285.0,19267.1791
2018-05-18,68.42,68.94,69.64,68.4,3733708.0,18970.505
2018-05-21,70.07,69.01,70.66,68.92,3530541.0,19427.9931
2018-05-22,69.99,70.6,71.41,69.71,3242082.0,19405.8119
2018-05-23,69.54,69.75,69.89,68.87,1956947.0,19281.0424
2018-05-24,70.47,69.62,70.67,69.45,2094097.0,19538.8993
2018-05-25,71.68,70.76,72.74,70.645,3972453.0,19874.3905
2018-05-29,69.52,70.99,71.52,69.04,2540956.0,19275.4971
2018-05-30,69.8,69.58,69.86,68.985,2945716.0,19353.1314
2018-05-31,69.59,69.96,70.53,69.2,2275883.0,19294.9057
2018-06-01,69.25,70.0,70.44,69.1,2326049.0,19200.6354
2018-06-04,69.98,69.36,70.495,69.36,2450035.0,19403.0392
2018-06-05,69.32,69.72,69.92,68.57,2401811.0,19220.044
2018-06-06,70.36,68.14,70.53,67.93,2698534.0,19508.4001
2018-06-07,69.54,70.2,70.21,68.92,2875320.0,19281.0424
2018-06-08,69.99,69.37,70.15,69.07,2713241.0,19405.8119
2018-06-11,72.15,70.83,73.29,70.56,4261338.0,20004.7053
2018-06-12,72.39,72.4,72.745,71.42,2489050.0,20071.249
2018-06-13,72.5,72.87,73.52,72.38,2389593.0,20101.7482
2018-06-14,73.02,73.0,74.04,72.63,2693244.0,20245.9263
2018-06-15,73.89,72.97,74.0,72.28,5148763.0,20487.1473
2018-06-18,74.49,73.34,74.75,72.75,4324204.0,20653.5066
2018-06-19,73.0,73.8,74.25,72.38,3482821.0,20240.381
2018-06-20,74.07,73.12,74.61,72.88,2021264.0,20537.0551
2018-06-21,74.42,73.78,75.44,73.78,2000909.0,20634.098
2018-06-22,72.94,74.19,75.53,72.795,3980190.0,20223.7451
2018-06-25,71.33,72.8,72.8,70.82,3305158.0,19777.3476
2018-06-26,71.02,71.39,71.77,70.57,2366484.0,19691.3953
2018-06-27,69.57,71.08,71.23,69.53,2633944.0,19289.3603
2018-06-28,69.44,69.68,69.8222,68.49,2236635.0,19253.3158
2018-06-29,69.73,69.76,70.37,69.64,2170443.0,19333.7228
2018-07-02,70.92,69.4,70.99,69.21,1932631.0,19663.6688
2018-07-03,70.16,69.78,70.97,69.4,1630239.0,19452.947
2018-07-05,70.92,70.55,71.1625,70.42,3860103.0,19663.6688
2018-07-06,70.96,71.01,71.37,70.565,2292552.0,19674.7594
2018-07-09,71.79,71.23,72.19,70.69,2240882.0,19904.8897
2018-07-10,71.3,71.77,71.77,70.25,2681744.0,19769.0297
2018-07-11,68.88,70.4,70.7,67.94,6261984.0,19098.0472
2018-07-12,71.04,69.53,71.34,68.86,4584735.0,19696.9406
2018-07-13,72.1,70.93,72.24,70.93,3067256.0,19990.842
2018-07-16,72.26,72.33,72.751,71.52,3852525.0,20035.2045
2018-07-17,72.62,72.21,73.175,71.98,5675133.0,20135.0201
2018-07-18,79.0,75.6,79.49,75.56,15644037.0,21903.9739
2018-07-19,80.59,80.0,80.92,79.31,10213237.0,22344.8261
2018-07-20,80.91,80.55,81.55,80.22,4549137.0,22433.551
2018-07-23,81.59,80.77,81.91,80.42,3541158.0,22241.7581
2018-07-24,80.04,81.75,81.8,79.55,3847369.0,21819.2219
2018-07-25,80.56,80.4,81.01,79.94,3852006.0,21960.976
2018-07-26,81.24,80.45,82.04,80.13,3915885.0,22146.3467
2018-07-27,80.01,81.03,81.78,79.6,3509541.0,21811.0438
2018-07-30,80.07,79.62,80.9199,79.5,3447651.0,21827.4
2018-07-31,80.4,80.26,81.055,80.07,2567386.0,21917.3593
2018-08-01,80.02,80.77,81.26,79.83,4605138.0,21813.7698
2018-08-02,80.85,79.2,80.93,78.7,2464611.0,22040.0311
2018-08-03,81.34,80.89,81.64,80.54,2009055.0,22173.6071
2018-08-06,81.83,81.27,82.26,81.04,2075466.0,22307.183
2018-08-07,82.32,82.32,82.8452,82.02,1816890.0,22440.759
2018-08-08,82.79,82.64,83.45,82.41,1498611.0,22568.8828
2018-08-09,82.75,82.91,83.6625,82.49,1563160.0,22557.9787
2018-08-10,81.72,82.25,82.33,80.65,2354112.0,22277.1966
2018-08-13,81.21,81.81,82.18,80.72,1832604.0,22138.1686
2018-08-14,81.44,81.05,82.44,81.02,1795218.0,22200.8675
2018-08-15,81.87,81.26,82.005,80.35,2542277.0,22318.0872
2018-08-16,81.9,82.14,82.74,81.04,2041906.0,22326.2653
2018-08-17,82.01,81.69,82.21,81.52,1671887.0,22356.2517
2018-08-20,85.22,82.41,85.33,82.13,5630095.0,23231.3105
2018-08-21,85.66,85.47,86.6,85.08,3152930.0,23351.2562
2018-08-22,84.53,85.23,85.46,84.365,1296636.0,23043.2138
2018-08-23,84.74,84.6,85.59,84.36,1365417.0,23100.4606
2018-08-24,85.14,84.49,85.52,83.71,2389180.0,23209.5022
2018-08-27,85.94,85.7,86.32,85.57,1895155.0,23427.5854
2018-08-28,86.82,86.04,87.37,85.89,2784980.0,23667.4768
2018-08-29,87.11,86.99,87.44,86.4,1907861.0,23746.532
2018-08-30,86.92,86.86,87.59,86.51,1854417.0,23694.7372
2018-08-31,87.42,86.9,87.67,86.67,3079479.0,23831.0392
2018-09-04,88.3,87.84,88.84,87.66,3083305.0,24070.9307
2018-09-05,88.19,88.64,89.075,86.26,4088049.0,24040.9443
2018-09-06,87.13,88.16,88.44,86.5,5633030.0,23751.9841
2018-09-07,87.68,87.01,89.48,86.5,2442210.0,23901.9163
2018-09-10,88.09,87.68,88.45,87.15,3205168.0,24013.6839
2018-09-11,89.12,87.96,89.35,87.8319,3513429.0,24294.466
2018-09-12,87.8,88.9,89.21,87.44,2467606.0,23934.6287
2018-09-13,89.58,87.98,90.2,87.83,3571736.0,24419.8638
2018-09-14,90.33,89.74,90.48,89.49,2448473.0,24624.3168
2018-09-17,90.16,90.5,91.389,89.94,1646261.0,24577.9741
2018-09-18,90.11,89.34,90.53,88.65,1933594.0,24564.3439
2018-09-19,89.35,90.02,90.61,89.18,2545614.0,24357.1649
2018-09-20,89.12,89.84,89.9244,88.91,2409841.0,24294.466
2018-09-21,89.94,89.57,90.25,87.11,4690350.0,24518.0012
2018-09-24,87.84,89.83,89.83,87.0299,3534890.0,23945.5329
2018-09-25,87.92,87.83,88.04,86.8205,2061663.0,23967.3412
2018-09-26,88.97,88.85,89.46,88.46,2031541.0,24253.5754
2018-09-27,88.34,88.93,89.99,88.24,2156248.0,24081.8349
2018-09-28,89.06,88.33,89.34,88.29,2091566.0,24278.1097
2018-10-01,87.61,89.29,89.58,87.52,2459934.0,23882.834
2018-10-02,86.71,87.24,87.44,85.84,3210476.0,23637.4904
2018-10-03,87.39,87.02,87.92,86.82,1945359.0,23822.8611
2018-10-04,86.04,87.03,87.76,85.52,2751995.0,23454.8458
2018-10-05,84.14,86.12,86.75,84.02,4242778.0,22936.8982
2018-10-08,83.68,84.0,84.49,82.37,2897333.0,22811.5004
2018-10-09,81.43,83.71,84.41,81.28,4287266.0,22198.1414
2018-10-10,78.93,82.8,82.8,78.87,5573818.0,21516.6315
2018-10-11,80.12,81.09,81.98,78.93,5567559.0,21841.0302
2018-10-12,80.18,81.31,81.47,79.3283,2870732.0,21857.3865
2018-10-15,81.34,80.4,81.95,80.1,3512635.0,22173.6071
2018-10-16,83.52,81.6,84.21,81.23,4965755.0,22767.8837
2018-10-17,88.49,88.02,89.48,86.16,10329511.0,24110.3758
2018-10-18,87.09,89.0,89.61,86.52,4979982.0,23728.9256
2018-10-19,87.43,87.26,88.83,87.02,4582744.0,23821.5635
2018-10-22,88.61,87.84,89.23,87.34,3820521.0,24143.0715
2018-10-23,86.33,87.02,87.61,84.435,5809037.0,23521.8527
2018-10-24,82.19,86.07,86.71,81.92,5221028.0,22393.85
2018-10-25,85.6,82.69,86.27,82.48,4328610.0,23322.9537
2018-10-26,84.63,84.1,85.58,82.84,3364347.0,23058.6632
2018-10-29,84.99,85.98,86.95,83.92,3902045.0,23156.7504
2018-10-30,85.85,84.38,86.25,84.38,4363214.0,23391.0698
2018-10-31,85.51,87.25,87.7,85.37,3796840.0,23298.4319
2018-11-01,88.04,85.62,88.47,85.62,3398927.0,23987.7668
2018-11-02,88.68,88.47,90.28,88.005,3335964.0,24162.1441
2018-11-05,89.47,88.98,89.82,88.28,2735506.0,24377.3909
2018-11-06,89.64,90.0,90.25,88.83,2187428.0,24423.7099
2018-11-07,92.16,90.22,92.33,89.65,3792231.0,25110.3202
2018-11-08,92.56,92.09,92.85,91.53,2460310.0,25219.306
2018-11-09,92.35,92.41,93.6,91.74,4254067.0,25162.0884
2018-11-12,91.2,92.36,92.69,91.03,2903263.0,24848.7544
2018-11-13,92.6,91.63,93.38,91.63,3696571.0,25230.2046
2018-11-14,91.79,93.03,93.47,91.38,2387001.0,25009.5084
2018-11-15,91.98,91.4,92.66,89.02,3691475.0,25061.2766
2018-11-16,92.26,91.84,92.6,90.07,2837923.0,25137.5667
2018-11-19,92.09,92.32,92.95,91.16,2684617.0,25091.2477
2018-11-20,91.77,91.2,92.79,90.45,3232754.0,25004.0591
2018-11-21,92.86,91.92,93.38,91.82,3771625.0,25301.0453
2018-11-23,94.84,93.27,95.075,92.79,2688683.0,25840.5248
2018-11-26,91.75,95.56,95.81,91.73,4244651.0,24998.6098
2018-11-27,93.38,92.37,94.1929,92.1283,4035884.0,25442.7268
2018-11-28,94.48,94.11,94.72,93.42,3438583.0,25742.4376
2018-11-29,95.07,94.04,95.45,94.03,3617702.0,25903.1916
2018-11-30,96.7,94.9,96.8,94.9,4033984.0,26347.3086
2018-12-03,96.46,97.67,97.85,95.96,2800581.0,26281.9172
2018-12-04,91.94,95.03,95.53,90.54,5576460.0,25050.378
2018-12-06,93.03,90.94,93.23,90.1685,3766803.0,25347.3642
2018-12-07,88.23,92.24,92.65,87.61,5052598.0,24039.5351
2018-12-10,88.55,88.05,89.87,87.07,3089484.0,24126.7237
2018-12-11,88.14,89.49,89.65,87.53,4525146.0,24015.0133
2018-12-12,89.63,88.92,90.295,88.35,2868470.0,24420.9852
2018-12-13,87.48,89.63,90.15,86.23,3776442.0,23835.1868
2018-12-14,87.74,86.58,89.85,86.58,2800657.0,23906.0275
2018-12-17,86.21,87.88,88.15,85.92,4051907.0,23489.157
2018-12-18,87.8,87.17,88.88,87.17,3276839.0,23922.3754
2018-12-19,86.37,87.78,88.69,85.39,2715128.0,23532.7513
2018-12-20,84.41,86.28,86.89,83.26,3966503.0,22998.721
2018-12-21,81.47,84.04,85.5,81.25,10687289.0,22197.6756
2018-12-24,79.12,80.91,81.26,79.05,3338602.0,21557.3843
2018-12-26,83.8,79.85,83.98,79.85,5253398.0,22832.5177
2018-12-27,83.04,82.82,83.5093,79.44,4128474.0,22625.4448
2018-12-28,83.17,83.54,84.74,82.63,2257370.0,22660.8651
2018-12-31,83.73,83.74,84.61,82.92,2663686.0,22813.4452
2019-01-02,84.18,81.69,84.29,81.41,2973498.0,22936.0542
2019-01-03,80.0,83.26,83.26,78.38,6426213.0,21797.153
2019-01-04,82.68,80.88,83.95,80.77,3808373.0,22527.3576
2019-01-07,83.23,82.57,83.92,81.45,2653000.0,22677.213
2019-01-08,82.38,83.3,84.62,81.89,3910027.0,22445.6183
2019-01-09,83.76,81.23,83.92,81.23,5332619.0,22821.6191
2019-01-10,81.37,80.73,81.79,77.39,7376208.0,22170.4292
2019-01-11,80.07,80.68,80.97,79.23,4325268.0,21816.2255
2019-01-14,79.91,79.28,80.39,78.68,3951170.0,21772.6312
2019-01-15,81.2,80.59,82.1,80.0024,5971886.0,22124.1103
2019-01-16,86.36,86.85,87.75,85.56,10840612.0,23530.0266
2019-01-17,86.74,86.65,87.26,85.53,3571260.0,23633.5631
2019-01-18,85.59,87.14,87.19,85.55,3797142.0,23320.229
2019-01-22,83.34,85.37,85.41,82.89,3776274.0,22707.1841
2019-01-23,82.88,83.7,84.9593,82.63,3916532.0,22581.8505
2019-01-24,84.03,84.5,85.69,83.715,4740124.0,22895.1845
2019-01-25,84.14,84.7,85.17,83.55,4745321.0,22925.1556
