,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2015-11-12,106.06,106.76,108.0,105.655,642706.0,13379.5889
2015-11-13,105.23,105.62,105.85,104.15,914305.0,13274.8835
2015-11-16,107.32,105.24,107.6,104.9,919778.0,13538.5393
2015-11-17,105.99,107.81,107.81,105.51,806262.0,13370.7583
2015-11-18,105.79,106.11,106.29,104.735,1129456.0,13345.5281
2015-11-19,105.23,105.88,105.94,104.88,931889.0,13274.8835
2015-11-20,103.02,106.13,106.13,102.42,1937460.0,12996.0895
2015-11-23,102.51,103.05,103.48,102.41,1109422.0,12931.7524
2015-11-24,105.5,102.0,105.79,101.84,1162718.0,13308.9443
2015-11-25,105.64,105.38,106.1,104.71,698103.0,13326.6054
2015-11-27,106.39,105.25,106.865,105.25,347879.0,13421.2188
2015-11-30,105.16,106.15,106.15,104.57,1204813.0,13266.0529
2015-12-01,109.45,105.49,109.53,105.49,1507548.0,13807.2413
2015-12-02,108.13,108.63,111.16,107.93,1262640.0,13640.7218
2015-12-03,106.9,108.77,108.89,106.09,1090381.0,13485.5559
2015-12-04,108.53,106.76,108.765,106.55,1056310.0,13691.1822
2015-12-07,109.03,108.08,109.13,107.56,630709.0,13754.2578
2015-12-08,107.9,108.06,108.92,107.44,783245.0,13611.707
2015-12-09,105.01,107.9,108.08,104.8,811257.0,13247.1302
2015-12-10,104.65,105.1,105.388,104.07,1121391.0,13201.7158
2015-12-11,101.08,102.82,103.46,100.12,2061038.0,12751.3563
2015-12-14,101.76,101.27,103.9,100.67,1336793.0,12837.1391
2015-12-15,102.59,102.53,103.41,102.15,886133.0,12941.8445
2015-12-16,103.89,103.42,104.44,102.69,1077116.0,13105.841
2015-12-17,101.01,104.48,104.84,100.99,1806641.0,12742.5257
2015-12-18,100.42,100.39,101.31,100.19,1927069.0,12668.0965
2015-12-21,101.385,101.66,101.66,100.34,811012.0,12789.8324
2015-12-22,101.675,101.9,102.025,100.9,714570.0,12826.4162
2015-12-23,103.38,101.91,103.4,101.91,1115744.0,13041.5039
2015-12-24,104.04,103.56,104.54,103.22,267987.0,13124.7636
2015-12-28,104.93,103.43,105.03,102.61,483735.0,13237.0381
2015-12-29,106.2,105.39,106.21,105.04,534859.0,13397.2501
2015-12-30,105.1,105.74,106.58,104.98,476470.0,13258.4838
2015-12-31,105.07,104.67,106.19,103.485,689379.0,13254.6993
2016-01-04,105.76,104.62,105.78,103.44,1191231.0,13341.7436
2016-01-05,107.15,105.98,107.44,104.04,906886.0,13517.0937
2016-01-06,106.17,106.04,107.28,105.445,504018.0,13393.4655
2016-01-07,102.59,104.45,104.87,102.33,725060.0,12941.8445
2016-01-08,101.64,102.99,104.61,100.53,1004983.0,12822.0009
2016-01-11,103.87,103.06,104.41,101.63,832465.0,13103.3179
2016-01-12,100.83,104.54,104.88,100.59,1013016.0,12719.8185
2016-01-13,97.72,101.57,102.28,97.52,1345883.0,12327.4885
2016-01-14,99.48,97.91,100.22,95.82,1494840.0,12549.5145
2016-01-15,91.96,96.96,98.37,89.5,3163752.0,11600.858
2016-01-19,90.82,93.42,94.563,90.27,2898094.0,11457.0457
2016-01-20,88.56,89.11,89.55,84.19,2814533.0,11171.9441
2016-01-21,87.49,89.12,90.32,85.77,2436817.0,11036.9624
2016-01-22,94.02,88.9,94.34,88.9,2725609.0,11860.7293
2016-01-25,93.71,93.85,96.33,92.69,2158953.0,11821.6225
2016-01-26,97.04,95.99,99.57,95.77,1733548.0,12241.7057
2016-01-27,95.25,96.42,97.17,93.87,1061336.0,12015.8952
2016-01-28,95.07,96.05,96.38,94.285,1498229.0,11993.188
2016-01-29,99.28,95.78,99.35,95.39,1597348.0,12524.2843
2016-02-01,98.14,98.58,98.7,96.54,1786438.0,12380.472
2016-02-02,96.41,96.87,96.87,95.46,1397817.0,12162.2305
2016-02-03,95.78,96.8,96.82,92.83,2097165.0,12082.7553
2016-02-04,95.9,96.0,98.0,94.77,1023731.0,12097.8934
2016-02-05,93.4,96.29,96.29,91.865,1835443.0,11782.5156
2016-02-08,86.85,91.87,91.9,84.28,3507142.0,10956.2257
2016-02-09,85.74,85.35,86.54,83.82,2300053.0,10816.1979
2016-02-10,86.34,86.3,87.66,84.87,1967237.0,10891.8886
2016-02-11,84.96,84.51,86.205,82.8,2354028.0,10717.8001
2016-02-12,88.79,85.87,89.61,85.14,1415565.0,11200.9589
2016-02-16,90.53,90.1,92.8,89.57,1108497.0,11420.4619
2016-02-17,91.66,91.51,91.98,90.49,1092891.0,11563.0126
2016-02-18,91.57,91.64,92.4,90.87,948782.0,11551.659
2016-02-19,89.64,90.75,90.75,88.95,1247821.0,11308.1874
2016-02-22,93.02,90.97,94.12,90.64,1441074.0,11734.5782
2016-02-23,92.76,92.32,93.36,91.83,1080814.0,11701.7789
2016-02-24,95.7,91.59,95.93,91.28,1362849.0,12072.6632
2016-02-25,96.6,96.36,97.49,94.955,1340389.0,12186.1992
2016-02-26,94.66,94.1,95.63,89.11,2953691.0,11856.867
2016-02-29,94.89,94.0,97.36,93.01,1561671.0,11885.6762
2016-03-01,96.33,95.74,97.16,95.395,1376399.0,12066.0469
2016-03-02,96.0,96.47,96.81,94.71,1067931.0,12024.7119
2016-03-03,96.82,95.71,97.28,94.52,1636077.0,12127.423
2016-03-04,96.58,94.96,97.63,94.22,1412038.0,12097.3612
2016-03-07,96.46,95.5,96.48,94.01,1499986.0,12082.3303
2016-03-08,93.53,96.12,96.54,93.33,1134447.0,11715.3261
2016-03-09,91.76,93.85,94.945,91.06,2141309.0,11493.6205
2016-03-10,91.87,92.22,93.26,91.24,1299616.0,11507.3988
2016-03-11,94.55,92.91,94.61,92.29,1205443.0,11843.0887
2016-03-14,94.37,93.91,94.545,92.62,1023771.0,11820.5423
2016-03-15,95.07,93.6,95.54,93.5,1022232.0,11908.2225
2016-03-16,95.57,94.54,95.83,93.88,702480.0,11970.8512
2016-03-17,99.31,95.55,100.56,95.55,1700456.0,12439.314
2016-03-18,99.17,99.73,100.75,98.22,1176454.0,12421.7779
2016-03-21,98.43,98.63,99.67,97.53,609558.0,12329.0874
2016-03-22,97.74,97.81,98.39,97.16,780174.0,12253.3002
2016-03-23,96.95,97.97,98.31,96.89,640368.0,12154.2608
2016-03-24,97.91,96.78,98.11,96.44,859303.0,12274.6124
2016-03-28,97.73,98.13,98.28,96.74,399897.0,12252.0465
2016-03-29,100.19,97.34,100.3,96.88,658298.0,12560.4476
2016-03-30,99.96,100.74,101.4,99.8,857916.0,12531.6133
2016-03-31,100.17,99.64,101.13,99.64,906890.0,12557.9402
2016-04-01,102.04,99.14,102.8,99.1,1237773.0,12792.3752
2016-04-04,101.85,102.07,102.31,100.69,1082584.0,12768.5556
2016-04-05,100.09,100.69,101.36,100.09,1140152.0,12547.9109
2016-04-06,100.59,100.04,100.62,99.52,1001852.0,12610.5941
2016-04-07,99.07,100.33,100.403,98.4,718642.0,12420.0373
2016-04-08,99.81,99.56,102.99,98.65,441580.0,12512.8084
2016-04-11,98.77,100.59,101.44,98.75,639232.0,12382.4274
2016-04-12,100.41,98.82,101.37,98.62,1172194.0,12588.0281
2016-04-13,101.46,101.28,102.16,100.92,633610.0,12719.6627
2016-04-14,100.86,101.67,101.99,100.58,405540.0,12644.443
2016-04-15,101.59,100.98,101.845,100.61,427316.0,12735.9603
2016-04-18,102.22,101.59,102.33,101.19,658620.0,12814.9411
2016-04-19,101.86,102.49,102.53,101.29,575825.0,12769.8092
2016-04-20,103.42,102.21,103.8,101.18,971641.0,12965.3806
2016-04-21,103.0,104.24,104.33,102.86,778873.0,12912.7268
2016-04-22,103.74,102.99,103.86,102.395,563453.0,13005.4978
2016-04-25,103.49,103.83,104.085,102.67,429644.0,12974.1563
2016-04-26,104.33,103.99,104.51,103.04,740538.0,13079.464
2016-04-27,104.82,104.05,104.91,103.33,637025.0,13140.8934
2016-04-28,104.05,104.02,105.53,103.34,590536.0,13044.3614
2016-04-29,103.04,103.41,104.24,102.12,731719.0,12917.7415
2016-05-02,105.19,103.53,105.38,102.35,1331865.0,13187.279
2016-05-03,99.03,100.0,101.69,97.613,5441690.0,12415.0227
2016-05-04,99.79,98.38,99.83,97.84,1927599.0,12510.301
2016-05-05,99.96,100.45,101.68,99.76,875474.0,12531.6133
2016-05-06,100.93,99.37,102.41,98.69,998297.0,12653.2186
2016-05-09,100.21,101.21,101.64,99.48,2314361.0,12562.9549
2016-05-10,102.14,100.24,102.19,99.625,1115740.0,12821.0317
2016-05-11,101.67,101.53,102.8,101.38,677965.0,12762.0354
2016-05-12,101.18,102.19,102.39,100.29,755479.0,12700.5286
2016-05-13,100.0,100.9,101.67,99.64,1082610.0,12552.4101
2016-05-16,99.89,100.14,100.45,99.46,802691.0,12538.6025
2016-05-17,99.2,99.94,100.1,98.49,1132805.0,12451.9908
2016-05-18,98.45,99.25,99.25,97.09,755131.0,12357.8478
2016-05-19,97.44,98.39,98.39,96.68,1641818.0,12231.0684
2016-05-20,97.3,97.74,97.8,96.68,2250947.0,12213.4951
2016-05-23,97.63,97.54,99.48,96.95,1077716.0,12254.918
2016-05-24,98.48,97.91,98.69,97.35,970539.0,12361.6135
2016-05-25,98.54,98.99,99.13,97.81,803135.0,12369.1449
2016-05-26,98.7,98.34,99.01,97.9,694747.0,12389.2288
2016-05-27,98.85,98.71,99.35,98.19,922678.0,12408.0574
2016-05-31,99.4,99.34,99.515,98.04,3815078.0,12477.0957
2016-06-01,98.36,99.81,100.47,98.25,1195254.0,12346.5506
2016-06-02,101.75,97.94,101.83,97.94,1107879.0,12772.0773
2016-06-03,102.0,101.68,102.12,100.17,900134.0,12803.4583
2016-06-06,102.15,102.47,102.62,101.95,601692.0,12822.2869
2016-06-07,104.42,102.72,104.64,102.515,861091.0,13107.2267
2016-06-08,104.11,104.93,104.99,103.111,723342.0,13068.3142
2016-06-09,103.84,103.69,104.08,102.77,472159.0,13034.4227
2016-06-10,101.02,102.5,103.65,100.93,712304.0,12680.4447
2016-06-13,100.76,100.46,102.26,100.46,1030814.0,12647.8084
2016-06-14,100.24,100.66,100.75,99.85,730543.0,12582.5359
2016-06-15,100.45,100.71,101.325,99.81,600121.0,12608.896
2016-06-16,100.46,100.13,100.65,99.31,1131488.0,12610.1512
2016-06-17,99.7,100.42,100.42,99.58,1048235.0,12514.7529
2016-06-20,102.08,101.27,102.78,100.91,655830.0,12813.5003
2016-06-21,102.66,101.99,102.82,101.31,1261293.0,12886.3042
2016-06-22,102.9,102.52,103.58,102.1,661993.0,12916.43
2016-06-23,107.26,104.23,107.38,103.91,1456611.0,13463.7151
2016-06-24,103.31,102.59,105.835,102.34,2778217.0,12967.8949
2016-06-27,100.98,102.2,102.88,100.32,1199424.0,12675.4237
2016-06-28,103.54,101.98,103.615,101.13,1039980.0,12996.7654
2016-06-29,107.44,104.62,107.78,104.515,1185781.0,13486.3094
2016-06-30,107.94,107.76,108.3,106.45,1463625.0,13549.0715
2016-07-01,109.89,108.18,110.32,108.18,1299704.0,13793.8435
2016-07-05,108.94,109.5,110.14,107.87,798740.0,13674.5956
2016-07-06,109.65,108.4,109.65,107.58,741546.0,13763.7177
2016-07-07,110.62,110.23,111.96,109.205,1529406.0,13885.4761
2016-07-08,114.41,111.57,114.56,110.558,1527404.0,14361.2124
2016-07-11,113.3,114.49,114.49,112.97,1439157.0,14221.8807
2016-07-12,112.78,113.86,114.21,112.56,1676217.0,14156.6081
2016-07-13,112.09,113.06,113.06,111.59,943772.0,14069.9965
2016-07-14,113.47,112.96,113.59,112.25,786329.0,14243.2198
2016-07-15,114.03,114.43,115.29,112.9,1275499.0,14313.5133
2016-07-18,113.76,113.96,114.135,113.57,598107.0,14279.6218
2016-07-19,112.85,113.76,113.86,112.8,656884.0,14165.3948
2016-07-20,112.62,112.72,112.76,111.275,745838.0,14136.5243
2016-07-21,111.96,112.39,112.61,111.4,759600.0,14053.6784
2016-07-22,113.17,112.44,113.27,111.98,864080.0,14205.5625
2016-07-25,112.85,112.78,113.42,112.5,482726.0,14165.3948
2016-07-26,112.38,113.03,113.05,111.68,655258.0,14106.3985
2016-07-27,112.75,112.64,113.37,112.49,676491.0,14152.8424
2016-07-28,112.48,112.48,113.34,111.63,972202.0,14118.9509
2016-07-29,115.0,114.95,115.2,111.81,1624725.0,14435.2716
2016-08-01,116.01,114.6,116.25,114.595,1384095.0,14562.051
2016-08-02,113.28,115.54,115.64,112.33,672178.0,14219.3702
2016-08-03,113.21,113.33,113.45,110.76,557337.0,14210.5835
2016-08-04,113.59,112.98,113.682,110.94,570163.0,14258.2827
2016-08-05,113.86,114.04,114.53,113.44,413281.0,14292.1742
2016-08-08,114.97,113.74,115.46,113.23,939955.0,14431.5059
2016-08-09,116.41,115.17,116.47,114.98,903950.0,14506.479
2016-08-10,116.16,116.9,117.671,115.93,885898.0,14475.3251
2016-08-11,116.15,116.14,116.84,115.51,559495.0,14474.079
2016-08-12,116.32,115.06,117.13,115.06,616006.0,14495.2636
2016-08-15,115.78,116.77,117.0,115.76,625099.0,14427.9713
2016-08-16,114.34,115.86,116.72,114.32,548988.0,14248.5251
2016-08-17,114.46,113.84,114.56,113.05,578217.0,14263.4789
2016-08-18,114.71,115.15,115.15,114.04,378954.0,14294.6328
2016-08-19,113.21,114.04,114.33,112.65,545389.0,14107.7097
2016-08-22,113.48,113.34,113.66,112.38,605565.0,14141.3558
2016-08-23,112.96,114.21,114.37,112.74,930834.0,14076.5558
2016-08-24,113.29,113.29,114.71,113.03,643164.0,14117.6789
2016-08-25,114.12,113.33,114.15,113.07,493616.0,14221.1097
2016-08-26,113.85,114.54,116.41,113.21,425868.0,14187.4635
2016-08-29,114.23,113.66,114.59,113.39,459802.0,14234.8174
2016-08-30,113.97,114.32,114.94,113.355,410934.0,14202.4174
2016-08-31,114.15,113.64,114.6,113.17,481830.0,14224.8482
2016-09-01,114.18,114.53,114.81,113.57,652634.0,14228.5866
2016-09-02,115.87,114.75,116.33,114.75,426686.0,14439.1867
2016-09-06,117.62,116.22,117.62,116.17,631304.0,14657.2636
2016-09-07,118.47,117.22,118.57,117.16,566650.0,14763.1867
2016-09-08,117.34,117.85,118.47,116.77,463800.0,14622.3713
2016-09-09,110.32,115.6,116.4,110.17,1649836.0,13747.5712
2016-09-12,111.51,109.44,112.13,109.04,1215126.0,13895.8635
2016-09-13,108.99,111.4,111.4,108.43,1244701.0,13581.8327
2016-09-14,108.73,109.29,109.62,107.92,916447.0,13549.4327
2016-09-15,108.9,108.46,109.31,107.96,858625.0,13570.6173
2016-09-16,108.34,108.8,108.81,107.36,1188126.0,13500.8327
2016-09-19,110.34,108.62,110.39,108.62,586828.0,13750.0635
2016-09-20,109.2,111.14,111.14,108.88,731403.0,13608.0019
2016-09-21,110.54,109.34,110.79,108.51,708597.0,13774.9866
2016-09-22,112.7,111.51,112.99,111.0,696522.0,14044.1558
2016-09-23,111.89,111.78,112.68,111.41,548097.0,13943.2174
2016-09-26,111.4,111.54,112.12,111.22,540939.0,13882.1558
2016-09-27,111.89,110.97,112.52,109.44,551953.0,13943.2174
2016-09-28,113.14,112.07,113.25,111.365,511092.0,14098.9866
2016-09-29,111.6,113.16,113.78,111.22,456229.0,13907.0789
2016-09-30,112.16,112.03,112.57,110.87,721554.0,13976.8635
2016-10-03,111.78,111.76,112.64,110.93,482639.0,13929.5097
2016-10-04,111.7,112.53,114.26,110.97,1120349.0,13919.5404
2016-10-05,109.05,112.21,112.38,108.84,961830.0,13589.3096
2016-10-06,109.56,109.08,110.02,108.15,802743.0,13652.8635
2016-10-07,109.18,109.87,110.5,108.44,596271.0,13605.5096
2016-10-10,109.83,109.57,110.24,109.27,294706.0,13686.5096
2016-10-11,108.48,109.72,110.07,108.42,956935.0,13518.2788
2016-10-12,110.5,108.79,110.753,108.24,716300.0,13770.0019
2016-10-13,111.19,110.09,111.46,109.3,511859.0,13855.9866
2016-10-14,111.89,111.56,114.5,111.56,673824.0,13943.2174
2016-10-17,110.83,112.11,114.249,110.69,499880.0,13811.125
2016-10-18,111.35,111.86,113.25,111.305,378166.0,13875.925
2016-10-19,112.05,111.9,112.33,110.88,809672.0,13963.1558
2016-10-20,111.53,112.26,112.26,110.45,724222.0,13898.3558
2016-10-21,113.5,111.34,113.99,111.33,907104.0,14143.8482
2016-10-24,115.19,114.06,115.7,114.06,864269.0,14354.4482
2016-10-25,115.13,115.38,116.17,114.855,648225.0,14346.9713
2016-10-26,115.26,115.01,115.68,114.58,779666.0,14363.1713
2016-10-27,114.66,116.0,116.15,113.77,798735.0,14288.402
2016-10-28,113.71,114.64,116.27,113.16,707778.0,14170.0174
2016-10-31,113.28,114.22,114.475,113.07,985731.0,14116.4328
2016-11-01,110.89,113.6,113.9,110.12,1315738.0,13818.602
2016-11-02,107.43,109.02,109.83,105.05,3455777.0,13387.4327
2016-11-03,107.94,107.14,109.16,106.99,1819887.0,13450.9865
2016-11-04,105.99,107.39,108.31,105.98,1704092.0,13207.9865
2016-11-07,107.59,107.94,108.17,107.0,1608661.0,13407.3711
2016-11-08,108.95,107.61,109.73,106.24,1058598.0,13576.8481
2016-11-09,103.56,106.55,106.55,102.88,2987021.0,12848.9839
2016-11-10,100.0,103.67,104.54,99.37,4107420.0,12407.2845
2016-11-11,99.02,100.0,101.13,98.75,1969912.0,12285.6932
2016-11-14,96.91,97.98,98.555,95.66,3357803.0,12023.8995
2016-11-15,97.06,97.62,98.34,96.99,2253421.0,12042.5104
2016-11-16,99.24,96.33,99.29,96.33,1514408.0,12312.9892
2016-11-17,100.63,99.36,101.0,98.75,1354990.0,12485.4504
2016-11-18,100.75,99.99,102.03,99.99,940433.0,12500.3392
2016-11-21,101.62,101.34,102.2,100.89,1142083.0,12608.2826
2016-11-22,101.98,102.15,102.41,101.17,1060080.0,12652.9488
2016-11-23,100.49,101.53,102.31,100.42,1001713.0,12468.0802
2016-11-25,101.08,100.82,101.43,100.38,282339.0,12541.2832
2016-11-28,99.62,101.13,101.15,99.52,773854.0,12360.1369
2016-11-29,99.81,99.75,100.36,98.73,1078105.0,12383.7107
2016-11-30,98.96,101.38,102.37,98.93,2430753.0,12278.2488
2016-12-01,96.1,99.1,100.74,95.76,2002326.0,11923.4004
2016-12-02,96.67,96.01,97.99,95.77,1134339.0,11994.122
2016-12-05,98.06,97.1,98.48,96.91,800588.0,12166.5832
2016-12-06,97.81,97.46,98.95,97.16,1002103.0,12135.565
2016-12-07,100.38,98.39,100.52,97.72,967900.0,12454.4322
2016-12-08,99.29,100.05,101.7,99.08,933588.0,12127.5336
2016-12-09,98.55,99.38,99.52,98.05,889440.0,12037.1481
2016-12-12,99.75,98.5,100.32,97.82,1131252.0,12183.7191
2016-12-13,103.19,100.51,103.43,100.5,1373608.0,12603.8895
2016-12-14,101.36,102.91,103.28,100.94,968777.0,12380.3686
2016-12-15,101.96,101.6,102.59,100.31,614451.0,12453.6542
2016-12-16,101.78,102.16,102.64,101.39,1061326.0,12431.6685
2016-12-19,104.73,101.73,105.38,100.665,960308.0,12791.989
2016-12-20,103.93,105.15,105.56,103.47,658389.0,12694.275
2016-12-21,104.57,103.97,105.22,103.14,552314.0,12772.4462
2016-12-22,104.63,104.38,104.99,103.41,578972.0,12779.7748
2016-12-23,104.84,104.27,105.49,104.27,408735.0,12805.4247
2016-12-27,105.33,105.25,105.89,104.235,417366.0,12865.2745
2016-12-28,104.1,105.6,105.6,103.96,586057.0,12715.0392
2016-12-29,103.95,104.41,104.595,103.59,463166.0,12696.7178
2016-12-30,103.26,104.2,104.2,102.79,609957.0,12612.4395
2017-01-03,105.53,105.25,105.65,104.19,1269323.0,12889.703
2017-01-04,105.68,105.78,106.095,104.69,704622.0,12908.0244
2017-01-05,104.28,105.0,105.32,103.145,691443.0,12737.0249
2017-01-06,103.52,104.4,105.17,103.45,623640.0,12644.1965
2017-01-09,102.99,103.54,103.68,102.23,823177.0,12579.461
2017-01-10,102.6,102.72,102.86,102.06,910609.0,12531.8254
2017-01-11,104.71,102.3,104.94,102.3,1244332.0,12789.5462
2017-01-12,105.12,104.21,105.28,103.08,526170.0,12839.6246
2017-01-13,105.57,104.99,107.17,104.805,759216.0,12894.5888
2017-01-17,106.39,105.03,107.52,105.03,2020227.0,12994.7456
2017-01-18,107.06,105.58,107.99,105.58,782646.0,13076.5811
2017-01-19,105.76,107.02,107.02,105.04,507786.0,12917.7958
2017-01-20,105.53,106.35,107.17,104.22,846603.0,12889.703
2017-01-23,104.84,105.19,105.57,104.57,585821.0,12805.4247
2017-01-24,104.1,104.66,104.8,102.94,1026198.0,12715.0392
2017-01-25,103.5,103.47,103.71,102.29,1100041.0,12641.7537
2017-01-26,104.91,103.42,105.61,103.42,1641170.0,12813.9747
2017-01-27,104.03,105.24,105.73,102.874,450402.0,12706.4892
2017-01-30,104.3,104.06,104.59,103.45,458030.0,12739.4677
2017-01-31,105.26,104.46,106.07,104.46,1092661.0,12856.7246
2017-02-01,103.86,105.78,106.6,103.3,1082771.0,12685.725
2017-02-02,104.39,103.91,104.81,103.58,745953.0,12750.4605
2017-02-03,105.69,105.36,107.06,104.73,1028218.0,12909.2459
2017-02-06,104.4,105.46,105.46,103.83,1306143.0,12751.682
2017-02-07,104.79,104.41,105.01,104.12,666325.0,12799.3176
2017-02-08,106.86,104.78,107.18,103.51,1117711.0,13052.1526
2017-02-09,107.63,106.83,107.89,106.37,1171718.0,13146.2024
2017-02-10,106.96,107.68,107.68,105.89,768466.0,13064.3669
2017-02-13,109.62,107.14,109.68,105.74,1067640.0,13389.2661
2017-02-14,108.73,109.45,109.78,108.14,608701.0,13280.5592
2017-02-15,108.3,108.32,108.52,107.82,502511.0,13228.0379
2017-02-16,108.93,108.76,109.18,107.3,689316.0,13304.9877
2017-02-17,108.47,109.18,109.52,108.07,1008869.0,13248.8021
2017-02-21,110.71,108.79,110.87,108.42,900604.0,13522.4014
2017-02-22,111.66,111.0,112.08,110.8,772098.0,13638.4369
2017-02-23,111.19,112.03,112.79,110.16,578462.0,13581.0299
2017-02-24,111.16,111.24,111.59,110.5,724010.0,13577.3656
2017-02-27,112.79,110.97,112.95,110.93,958136.0,13776.4579
2017-02-28,115.77,112.5,116.695,111.77,2793692.0,14140.4427
2017-03-01,115.36,116.16,116.25,113.0,1334052.0,13955.9328
2017-03-02,115.28,115.61,116.29,113.84,1000648.0,13946.2546
2017-03-03,114.98,115.45,115.77,114.77,1256493.0,13909.9615
2017-03-06,115.17,114.14,115.405,112.73,1089204.0,13932.9471
2017-03-07,115.41,114.74,116.31,114.74,904990.0,13961.9817
2017-03-08,114.65,115.08,115.79,114.31,1070719.0,13870.039
2017-03-09,116.59,114.36,116.66,114.18,1369868.0,14104.7348
2017-03-10,117.8,117.28,118.38,116.74,1357863.0,14251.1173
2017-03-13,117.64,117.89,118.2,116.59,1623540.0,14231.7609
2017-03-14,116.12,117.59,117.82,115.94,1342581.0,14047.8755
2017-03-15,116.69,116.57,117.53,115.19,1437468.0,14116.8325
2017-03-16,116.14,117.26,117.64,115.68,1012333.0,14050.2951
2017-03-17,115.65,115.77,116.26,115.47,4900690.0,13991.0162
2017-03-20,117.06,115.65,117.65,115.65,1077746.0,14161.5941
2017-03-21,117.08,117.21,118.48,116.97,1058261.0,14164.0137
2017-03-22,116.88,117.0,117.98,116.395,1171345.0,14139.8182
2017-03-23,118.13,117.12,118.23,116.6,1885879.0,14291.0397
2017-03-24,118.29,117.92,119.03,117.375,1090935.0,14310.3961
2017-03-27,117.8,116.77,118.48,116.12,768109.0,14251.1173
2017-03-28,118.55,117.69,118.71,115.4,1006214.0,14341.8502
2017-03-29,119.78,118.55,120.04,118.335,824580.0,14490.6522
2017-03-30,118.92,119.7,120.005,118.58,815102.0,14386.6117
2017-03-31,120.37,118.74,120.51,118.21,1366331.0,14562.0287
2017-04-03,119.55,119.95,120.4,118.7,1122680.0,14462.8274
2017-04-04,119.44,119.49,120.17,119.25,1226401.0,14449.5199
2017-04-05,119.08,119.84,119.96,118.96,1005221.0,14405.9681
2017-04-06,120.07,119.5,120.23,118.59,947390.0,14525.7356
2017-04-07,121.17,120.07,121.56,119.53,1287267.0,14690.143
2017-04-10,121.99,121.45,122.37,120.96,789055.0,14789.5564
2017-04-11,124.04,123.15,124.46,122.43,1798822.0,15038.0898
2017-04-12,123.07,123.37,123.98,122.173,909623.0,14920.4911
2017-04-13,123.8,123.15,124.15,122.6,997233.0,15008.9932
2017-04-17,124.97,123.68,125.01,123.3,855595.0,15150.8391
2017-04-18,125.15,124.84,125.45,124.48,1083898.0,15172.6615
2017-04-19,125.07,125.62,126.19,124.88,924581.0,15162.9627
