,DVN US Equity,DVN US Equity,DVN US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2016-06-08,37.58,19691.92,9518089.0
2016-06-09,37.45,19623.8,5823549.0
2016-06-10,35.12,18402.88,8044269.0
2016-06-13,35.78,18748.72,8008937.0
2016-06-14,35.55,18628.2,7375766.0
2016-06-15,35.09,18387.16,7003895.0
2016-06-16,34.8,18235.2,17231444.0
2016-06-17,35.98,18853.52,13328541.0
2016-06-20,37.32,19555.68,9509719.0
2016-06-21,38.19,20011.56,7597405.0
2016-06-22,37.94,19880.56,6678319.0
2016-06-23,38.8,20331.2,5841248.0
2016-06-24,35.85,18785.4,18759463.0
2016-06-27,33.75,17685.0,15072041.0
2016-06-28,35.99,18858.76,8328686.0
2016-06-29,36.69,19225.56,6788544.0
2016-06-30,36.25,18995.0,6254051.0
2016-07-01,37.45,19623.8,7255958.0
2016-07-05,36.15,18942.6,6408596.0
2016-07-06,36.98,19377.52,6966460.0
2016-07-07,36.81,19288.44,7558863.0
2016-07-08,37.58,19691.92,5699765.0
2016-07-11,37.67,19739.08,5611870.0
2016-07-12,40.01,20965.24,8801304.0
2016-07-13,39.0,20436.0,6592917.0
2016-07-14,38.39,20116.36,6364064.0
2016-07-15,38.29,20063.96,5250864.0
2016-07-18,38.11,19969.64,5426032.0
2016-07-19,37.75,19781.0,5817194.0
2016-07-20,37.96,19891.04,6062031.0
2016-07-21,37.33,19560.92,5857973.0
2016-07-22,37.75,19781.0,4792544.0
2016-07-25,36.08,18905.92,6405143.0
2016-07-26,37.46,19629.04,11555513.0
2016-07-27,36.13,18932.12,11405263.0
2016-07-28,36.13,18932.12,6028512.0
2016-07-29,38.28,20058.72,10235349.0
2016-08-01,35.91,18816.84,8791863.0
2016-08-02,36.12,18926.88,9254105.0
2016-08-03,38.0,19896.7991,11775449.0
2016-08-04,38.61,20216.1951,9601069.0
2016-08-05,39.51,20687.435,6639501.0
2016-08-08,40.2,21048.719,9180293.0
2016-08-09,39.9,20891.639,4907989.0
2016-08-10,39.57,20718.851,4835252.0
2016-08-11,41.31,21629.915,7406998.0
2016-08-12,41.67,21818.411,4589841.0
2016-08-15,41.96,21970.255,3928831.0
2016-08-16,42.47,22237.291,7562322.0
2016-08-17,43.31,22677.1149,7074361.0
2016-08-18,44.76,23436.3349,6775394.0
2016-08-19,44.33,23211.1869,4460593.0
2016-08-22,44.1,23090.7589,4682792.0
2016-08-23,45.23,23682.4269,5730883.0
2016-08-24,44.51,23305.4349,4770177.0
2016-08-25,44.38,23237.3669,4122716.0
2016-08-26,44.43,23263.5469,4760459.0
2016-08-29,45.01,23567.2349,5571338.0
2016-08-30,44.44,23268.7829,5286700.0
2016-08-31,43.33,22687.5869,6948615.0
2016-09-01,43.7,22881.3189,6026770.0
2016-09-02,44.27,23179.7709,5105870.0
2016-09-06,44.21,23148.3549,5178824.0
2016-09-07,44.2,23143.1189,4112753.0
2016-09-08,45.28,23708.6069,6448901.0
2016-09-09,43.36,22703.2949,6411616.0
2016-09-12,43.19,22614.2829,5414707.0
2016-09-13,41.14,21540.903,7034867.0
2016-09-14,40.18,21038.247,6536056.0
2016-09-15,40.9,21415.239,4484611.0
2016-09-16,40.99,21462.363,5589633.0
2016-09-19,40.85,21389.059,3869178.0
2016-09-20,40.66,21289.575,3887544.0
2016-09-21,42.17,22080.211,4746622.0
2016-09-22,41.88,21928.367,4600155.0
2016-09-23,39.54,20703.143,8050143.0
2016-09-26,39.64,20755.503,6357391.0
2016-09-27,38.38,20095.7671,8866374.0
2016-09-28,41.58,21771.287,10634760.0
2016-09-29,43.04,22535.7429,9428261.0
2016-09-30,44.11,23095.9949,5969774.0
2016-10-03,44.2,23143.1189,4248537.0
2016-10-04,43.28,22661.4069,3923742.0
2016-10-05,44.18,23132.6469,6381711.0
2016-10-06,43.48,22766.1269,5452310.0
2016-10-07,42.81,22415.315,4907368.0
2016-10-10,44.39,23242.6029,4893540.0
2016-10-11,44.14,23111.7029,4444714.0
2016-10-12,44.56,23331.6149,6757935.0
2016-10-13,43.9,22986.0389,4636294.0
2016-10-14,43.08,22556.6869,3257574.0
2016-10-17,41.77,21870.771,6840124.0
2016-10-18,41.9,21938.839,5126712.0
2016-10-19,42.96,22493.855,5655801.0
2016-10-20,42.94,22483.383,4258113.0
2016-10-21,42.69,22352.483,3173744.0
2016-10-24,41.72,21844.591,4414650.0
2016-10-25,40.67,21294.811,3670813.0
2016-10-26,40.2,21048.719,6910631.0
2016-10-27,40.46,21184.855,4303943.0
2016-10-28,39.18,20514.647,5872896.0
2016-10-31,37.89,19839.2031,6902386.0
2016-11-01,37.69,19734.4831,6471219.0
2016-11-02,39.55,20708.379,12156414.0
2016-11-03,40.51,21211.035,7930334.0
2016-11-04,40.19,21043.483,5988283.0
2016-11-07,41.82,21896.951,5336949.0
2016-11-08,41.98,21980.727,4293301.0
2016-11-09,43.62,22839.4309,6196267.0
2016-11-10,43.14,22588.1029,5621644.0
2016-11-11,41.85,21912.659,5287922.0
2016-11-14,42.81,22415.315,4828093.0
2016-11-15,45.0,23561.9989,6640727.0
2016-11-16,43.98,23027.9269,5611309.0
2016-11-17,42.87,22446.731,6041631.0
2016-11-18,43.82,22944.1509,4769862.0
2016-11-21,44.9,23509.6389,4861870.0
2016-11-22,44.48,23289.7269,4356375.0
2016-11-23,45.04,23582.9429,2926253.0
2016-11-25,44.23,23158.8269,1962350.0
2016-11-28,42.65,22331.539,5810255.0
2016-11-29,42.16,22074.975,7671851.0
2016-11-30,48.33,25305.5868,17514187.0
2016-12-01,47.85,25054.2588,7154963.0
2016-12-02,47.85,25054.2588,4454214.0
2016-12-05,47.74,24996.6628,4282096.0
2016-12-06,47.31,24771.5148,5334791.0
2016-12-07,47.55,24897.1788,4936673.0
2016-12-08,47.74,24996.6628,4987316.0
2016-12-09,48.07,25169.4508,3675213.0
2016-12-12,48.12,25195.6308,7603128.0
2016-12-13,48.19,25232.2828,4485184.0
2016-12-14,47.02,24619.6709,5678949.0
2016-12-15,47.53,24886.7068,4983973.0
2016-12-16,47.38,24808.1668,4847625.0
2016-12-19,47.04,24630.1429,3657455.0
2016-12-20,46.66,24431.1749,3371386.0
2016-12-21,46.57,24384.0509,2788916.0
2016-12-22,46.9,24556.8389,4874544.0
2016-12-23,46.54,24368.3429,2727109.0
2016-12-27,46.84,24525.4229,1792118.0
2016-12-28,46.24,24211.2629,2392331.0
2016-12-29,45.95,24059.4189,2111792.0
2016-12-30,45.67,23912.8109,2871759.0
2017-01-03,47.08,24651.0869,5828555.0
2017-01-04,47.5,24870.9988,3706228.0
2017-01-05,49.01,25661.6348,7512979.0
2017-01-06,48.67,25483.6108,3193903.0
2017-01-09,46.58,24389.2869,5736103.0
2017-01-10,46.7,24452.1189,4642677.0
2017-01-11,47.4,24818.6388,3997619.0
2017-01-12,46.46,24326.4549,4433621.0
2017-01-13,46.41,24300.2749,3081844.0
2017-01-17,46.48,24336.9269,3376768.0
2017-01-18,46.36,24274.0949,3653543.0
2017-01-19,46.09,24132.7229,2602720.0
2017-01-20,46.26,24221.7349,3571340.0
2017-01-23,45.63,23891.8669,4985253.0
2017-01-24,46.59,24394.5229,3185571.0
2017-01-25,46.46,24326.4549,4992554.0
2017-01-26,47.15,24687.7388,3017961.0
2017-01-27,46.64,24420.7029,2726426.0
2017-01-30,45.07,23598.6509,4125969.0
2017-01-31,45.54,23844.7429,3493620.0
2017-02-01,45.54,23844.7429,3566555.0
2017-02-02,45.65,23902.3389,3269899.0
2017-02-03,46.79,24499.2429,3824691.0
2017-02-06,45.27,23703.3709,3629407.0
2017-02-07,44.14,23111.7029,3854630.0
2017-02-08,44.06,23069.8149,4356073.0
2017-02-09,44.75,23431.0989,2914951.0
2017-02-10,45.41,23776.6749,3445005.0
2017-02-13,45.26,23698.1349,3261704.0
2017-02-14,45.94,24054.1829,3360550.0
2017-02-15,44.23,23203.0569,9506757.0
2017-02-16,44.11,23140.1049,6199396.0
2017-02-17,44.17,23171.5809,3362893.0
2017-02-21,45.06,23638.4749,4971900.0
2017-02-22,43.76,22956.4949,4805784.0
2017-02-23,43.99,23077.1529,4982412.0
2017-02-24,42.81,22458.125,4574380.0
2017-02-27,43.06,22589.2749,7623556.0
2017-02-28,43.36,22746.6549,5194195.0
2017-03-01,44.63,23412.8969,4669445.0
2017-03-02,43.47,22804.3609,4393009.0
2017-03-03,43.35,22741.4089,2677623.0
2017-03-06,43.94,23050.9229,5376722.0
2017-03-07,43.56,22851.5749,2843129.0
2017-03-08,40.72,21361.711,7773213.0
2017-03-09,40.77,21387.941,8696982.0
2017-03-10,40.26,21120.395,5036025.0
2017-03-13,40.96,21487.615,4366698.0
2017-03-14,40.02,20994.491,5860391.0
2017-03-15,41.12,21571.551,3497659.0
2017-03-16,40.72,21361.711,2900196.0
2017-03-17,40.54,21267.283,5180935.0
2017-03-20,40.54,21267.283,3295870.0
2017-03-21,39.8,20879.079,3960505.0
2017-03-22,39.34,20637.763,4561786.0
2017-03-23,39.09,20506.613,4051939.0
2017-03-24,38.8,20354.4791,4148607.0
2017-03-27,38.88,20396.4471,4047995.0
2017-03-28,39.62,20784.651,4889628.0
2017-03-29,41.22,21624.011,5821393.0
2017-03-30,41.45,21744.669,6667205.0
2017-03-31,41.72,21886.311,4806903.0
2017-04-03,42.03,22048.937,4297991.0
2017-04-04,42.49,22290.253,3850646.0
2017-04-05,41.52,21781.391,5680845.0
2017-04-06,42.88,22494.847,6989775.0
2017-04-07,42.54,22316.483,3710126.0
2017-04-10,43.06,22589.2749,3184454.0
2017-04-11,42.52,22305.991,7316616.0
2017-04-12,41.87,21965.001,3899882.0
2017-04-13,40.65,21324.989,4507497.0
2017-04-17,41.01,21513.845,4373761.0
2017-04-18,40.53,21262.037,4158743.0
2017-04-19,39.25,20590.549,4839913.0
2017-04-20,39.7,20826.619,3502155.0
2017-04-21,39.73,20842.357,4301268.0
2017-04-24,39.82,20889.571,3609460.0
2017-04-25,40.59,21293.513,3726799.0
2017-04-26,40.59,21336.7018,4127063.0
2017-04-27,39.35,20684.8785,5109809.0
2017-04-28,39.49,20758.4714,3662145.0
2017-05-01,39.31,20663.8519,2950636.0
2017-05-02,38.85,20422.0465,5262868.0
2017-05-03,38.17,20065.9695,7651042.0
2017-05-04,36.98,19440.3865,7536131.0
2017-05-05,38.02,19987.1145,4873972.0
2017-05-08,38.16,20060.7125,4135667.0
2017-05-09,37.89,19918.7735,3550374.0
2017-05-10,38.54,20260.4785,5631504.0
2017-05-11,37.95,19950.3155,3640933.0
2017-05-12,37.86,19903.0025,3000855.0
2017-05-15,38.16,20060.7125,4222843.0
2017-05-16,37.92,19934.5445,3761510.0
2017-05-17,37.35,19634.8955,4631300.0
2017-05-18,36.9,19398.3305,5053665.0
2017-05-19,38.39,20181.6235,4251544.0
2017-05-22,38.08,20018.6565,3904797.0
2017-05-23,37.82,19881.9745,3212429.0
2017-05-24,37.13,19519.2415,5061729.0
2017-05-25,35.73,18783.2614,5323253.0
2017-05-26,35.82,18830.5744,3719634.0
2017-05-30,34.49,18131.3934,5530200.0
2017-05-31,33.98,17863.2864,9029691.0
2017-06-01,34.27,18015.7394,4212991.0
2017-06-02,33.13,17416.4414,6472800.0
2017-06-05,33.05,17374.3854,5085441.0
2017-06-06,33.9,17821.2304,7250765.0
2017-06-07,31.92,16780.3444,8373929.0
2017-06-08,31.49,16554.2934,6004580.0
2017-06-09,32.58,17127.3064,6913584.0
2017-06-12,32.72,17200.9044,5624858.0
2017-06-13,33.49,17605.6934,4477991.0
2017-06-14,32.19,16922.283,7083702.0
2017-06-15,31.49,16554.293,5194344.0
2017-06-16,31.76,16696.232,6384828.0
2017-06-19,31.32,16464.924,4684823.0
2017-06-20,31.16,16380.812,5585084.0
2017-06-21,30.15,15849.855,6774546.0
2017-06-22,30.01,15776.257,5805395.0
2017-06-23,30.48,16023.336,4161286.0
2017-06-26,30.72,16149.504,5088605.0
2017-06-27,30.35,15954.995,9618965.0
2017-06-28,30.55,16060.135,7398080.0
2017-06-29,31.81,16722.517,7410102.0
2017-06-30,31.97,16806.629,6659746.0
2017-07-03,32.78,17232.446,2652058.0
2017-07-05,31.1,16349.27,7234884.0
2017-07-06,30.18,15865.626,7081444.0
2017-07-07,29.54,15529.178,7366474.0
2017-07-10,29.73,15629.061,7655018.0
2017-07-11,30.53,16049.621,7450885.0
2017-07-12,30.81,16196.817,5668720.0
2017-07-13,31.2,16401.84,4550362.0
2017-07-14,31.65,16638.405,4846076.0
2017-07-17,31.35,16480.695,5803459.0
2017-07-18,31.36,16485.952,4574909.0
2017-07-19,32.5,17085.25,5498505.0
2017-07-20,31.99,16817.143,4954582.0
2017-07-21,31.96,16801.372,3774947.0
2017-07-24,31.74,16685.718,4171214.0
2017-07-25,32.98,17337.586,5465251.0
2017-07-26,32.99,17342.843,6258280.0
2017-07-27,33.47,17595.179,3591205.0
2017-07-28,33.21,17458.497,4323609.0
2017-07-31,33.31,17511.067,3790707.0
2017-08-01,32.98,17337.586,4659272.0
2017-08-02,33.4,17555.04,5605456.0
2017-08-03,32.27,16961.112,6413860.0
2017-08-04,33.66,17691.696,7148390.0
2017-08-07,32.4,17029.44,4379761.0
2017-08-08,32.14,16892.784,6161430.0
2017-08-09,32.08,16861.248,4297889.0
2017-08-10,31.76,16693.056,4010006.0
2017-08-11,31.61,16614.216,3588192.0
2017-08-14,31.07,16330.392,3093466.0
2017-08-15,30.92,16251.552,4004871.0
2017-08-16,30.66,16114.896,3842982.0
2017-08-17,30.18,15862.608,3800931.0
2017-08-18,30.4,15978.24,4204173.0
2017-08-21,30.34,15946.704,2922873.0
2017-08-22,30.4,15978.24,3930958.0
2017-08-23,30.98,16283.088,3320022.0
2017-08-24,31.12,16356.672,3820859.0
2017-08-25,31.16,16377.696,3246941.0
2017-08-28,30.93,16256.808,2966973.0
2017-08-29,30.99,16288.344,3438410.0
2017-08-30,30.96,16272.576,3214434.0
2017-08-31,31.4,16503.84,5333134.0
2017-09-01,32.11,16877.016,3820963.0
2017-09-05,32.13,16887.528,3842710.0
2017-09-06,32.68,17176.608,3810708.0
2017-09-07,32.39,17024.184,2903299.0
2017-09-08,31.47,16540.632,4439919.0
2017-09-11,31.81,16719.336,3862738.0
2017-09-12,32.17,16908.552,3619474.0
2017-09-13,33.51,17612.856,6000432.0
2017-09-14,33.9,17814.9612,5576969.0
2017-09-15,33.65,17683.5825,4709395.0
2017-09-18,33.97,17851.7473,4305798.0
2017-09-19,33.77,17746.6443,3604989.0
2017-09-20,34.89,18335.2212,5017238.0
2017-09-21,35.35,18576.9581,4761141.0
2017-09-22,35.78,18802.9296,4734876.0
2017-09-25,36.67,19270.638,4337315.0
2017-09-26,36.93,19407.2719,4578774.0
2017-09-27,37.17,19533.3956,4638822.0
2017-09-28,36.59,19228.5968,5216452.0
2017-09-29,36.71,19291.6586,5507908.0
2017-10-02,36.6,19233.852,4673237.0
2017-10-03,36.53,19197.0659,3003098.0
2017-10-04,35.86,18844.9708,4379324.0
2017-10-05,36.35,19102.4732,3353968.0
2017-10-06,35.78,18802.9296,3174065.0
2017-10-09,35.89,18860.7363,3068679.0
2017-10-10,36.0,18918.5429,4089163.0
2017-10-11,36.08,18960.5841,3415047.0
2017-10-12,35.61,18713.592,3233541.0
2017-10-13,35.87,18850.226,2461688.0
2017-10-16,35.85,18839.7157,3568358.0
2017-10-17,35.73,18776.6538,3160791.0
2017-10-18,35.22,18508.6412,3553673.0
2017-10-19,34.95,18366.7521,2892551.0
2017-10-20,34.93,18356.2418,2923074.0
2017-10-23,34.65,18209.0976,3352947.0
2017-10-24,34.84,18308.9454,4247854.0
2017-10-25,34.35,18051.443,3647611.0
2017-10-26,34.91,18345.7315,5216556.0
2017-10-27,35.88,18855.4811,4530057.0
2017-10-30,36.0,18918.5429,8143341.0
2017-10-31,36.9,19391.5065,6139046.0
2017-11-01,39.08,20536.54,9302987.0
2017-11-02,38.83,20405.165,9585719.0
2017-11-03,39.27,20636.385,6359236.0
2017-11-06,40.86,21471.93,9214555.0
2017-11-07,41.26,21682.13,10660588.0
2017-11-08,40.26,21156.63,6517099.0
2017-11-09,40.81,21445.655,6213406.0
2017-11-10,40.41,21235.455,4439530.0
2017-11-13,39.65,20836.075,4681297.0
2017-11-14,38.23,20089.865,4205871.0
2017-11-15,37.91,19921.705,4694584.0
2017-11-16,38.16,20053.08,4645647.0
2017-11-17,38.68,20326.34,3254081.0
2017-11-20,37.41,19658.955,5144512.0
2017-11-21,37.55,19732.525,3585396.0
2017-11-22,37.99,19963.745,2562778.0
2017-11-24,38.03,19984.765,1526067.0
2017-11-27,36.79,19333.145,4591204.0
2017-11-28,37.17,19532.835,2845580.0
2017-11-29,37.1,19496.05,5562085.0
2017-11-30,38.53,20247.515,8006085.0
2017-12-01,38.84,20410.42,5809796.0
2017-12-04,38.64,20305.32,5415698.0
2017-12-05,38.38,20168.69,4002308.0
2017-12-06,36.88,19380.44,3670201.0
2017-12-07,37.15,19522.325,2854565.0
2017-12-08,38.05,19995.275,7562174.0
2017-12-11,38.49,20226.495,2961429.0
2017-12-12,38.41,20184.455,3686541.0
2017-12-13,38.12,20032.06,3056662.0
2017-12-14,38.0,19969.0,3799936.0
2017-12-15,37.68,19800.84,8030490.0
2017-12-18,38.06,20000.53,5318412.0
2017-12-19,38.7,20336.85,5487603.0
2017-12-20,39.84,20935.92,5830394.0
2017-12-21,40.92,21503.46,5680677.0
2017-12-22,41.57,21845.035,4245160.0
2017-12-26,42.58,22375.79,3776545.0
2017-12-27,41.84,21986.92,2826128.0
2017-12-28,41.76,21944.88,2224648.0
2017-12-29,41.4,21755.7,2763949.0
2018-01-02,42.23,22191.865,4782523.0
2018-01-03,42.72,22449.36,3908743.0
2018-01-04,43.23,22717.365,4243507.0
2018-01-05,43.11,22654.305,3722210.0
2018-01-08,43.25,22727.875,3595988.0
2018-01-09,42.54,22354.77,5826136.0
2018-01-10,42.18,22165.59,3457092.0
2018-01-11,43.07,22633.285,6856908.0
2018-01-12,44.04,23143.02,7671384.0
2018-01-16,43.26,22733.13,5634854.0
2018-01-17,43.44,22827.72,4341487.0
2018-01-18,43.2,22701.6,2714666.0
2018-01-19,42.85,22517.675,5604301.0
2018-01-22,44.81,23547.655,4840643.0
2018-01-23,44.52,23395.26,4173473.0
2018-01-24,44.52,23395.26,5302090.0
2018-01-25,43.91,23074.705,3634123.0
2018-01-26,43.86,23048.43,2734485.0
2018-01-29,43.33,22769.915,3401046.0
2018-01-30,41.52,21818.76,6403935.0
2018-01-31,41.37,21739.935,4526866.0
2018-02-01,42.22,22186.61,7342188.0
2018-02-02,40.03,21035.765,6009878.0
2018-02-05,38.65,20310.575,8425349.0
2018-02-06,38.38,20168.69,8520392.0
2018-02-07,36.76,19317.38,8469519.0
2018-02-08,34.94,18360.97,7717826.0
2018-02-09,34.68,18224.34,11522676.0
2018-02-12,35.78,18802.39,6551611.0
2018-02-13,34.57,18166.535,4889999.0
2018-02-14,35.56,18686.78,6463497.0
2018-02-15,34.74,18255.87,6839574.0
2018-02-16,34.11,17924.805,6752850.0
2018-02-20,34.65,18208.575,6373401.0
2018-02-21,30.57,16082.877,31052282.0
2018-02-22,30.41,15998.701,18625437.0
2018-02-23,31.43,16535.323,11877786.0
2018-02-26,31.61,16630.021,11189356.0
2018-02-27,31.86,16761.546,10584866.0
2018-02-28,30.67,16135.487,12820759.0
2018-03-01,30.54,16067.094,8932285.0
2018-03-02,31.36,16498.496,9107619.0
2018-03-05,32.0,16835.2,9848927.0
2018-03-06,31.33,16482.713,6937107.0
2018-03-07,30.95,16282.795,6492362.0
2018-03-08,32.39,17040.379,12183865.0
2018-03-09,32.72,17213.992,9139491.0
2018-03-12,32.82,17266.602,7303005.0
2018-03-13,32.79,17250.819,9880371.0
2018-03-14,32.62,17161.382,9723509.0
2018-03-15,31.71,16682.631,9724857.0
2018-03-16,31.96,16814.156,10675513.0
2018-03-19,31.16,16393.276,9728449.0
2018-03-20,31.55,16598.455,8607851.0
2018-03-21,32.92,17319.212,10172353.0
2018-03-22,32.29,16987.769,8580818.0
2018-03-23,32.23,16956.203,8514905.0
2018-03-26,32.47,17082.467,6366009.0
2018-03-27,31.71,16682.631,6045092.0
2018-03-28,31.2,16414.32,7075739.0
2018-03-29,31.79,16724.719,6290353.0
2018-04-02,30.35,15967.135,8078322.0
2018-04-03,31.37,16503.757,7195043.0
2018-04-04,31.32,16477.452,6405453.0
2018-04-05,32.29,16987.769,5654945.0
2018-04-06,31.45,16545.845,6514139.0
2018-04-09,31.47,16556.367,6724632.0
2018-04-10,33.6,17676.96,8734252.0
2018-04-11,33.74,17750.614,6238693.0
2018-04-12,32.83,17271.863,9887035.0
2018-04-13,33.6,17676.96,7749755.0
2018-04-16,33.62,17687.482,4698630.0
2018-04-17,33.69,17724.309,5516442.0
2018-04-18,36.1,18992.21,15106860.0
2018-04-19,35.69,18776.509,12064792.0
2018-04-20,35.4,18623.94,8332467.0
2018-04-23,35.43,18639.723,5048880.0
2018-04-24,34.48,18139.928,9014469.0
2018-04-25,35.2,18467.6274,7969081.0
2018-04-26,35.78,18771.9236,6409405.0
2018-04-27,35.75,18756.1841,6937346.0
2018-04-30,36.33,19060.4803,6304613.0
2018-05-01,36.2,18992.276,5657342.0
2018-05-02,38.23,20009.582,17385608.0
2018-05-03,37.2,19470.48,8730939.0
2018-05-04,37.87,19821.158,6466586.0
2018-05-07,37.89,19831.626,10541000.0
2018-05-08,39.02,20423.068,12191441.0
2018-05-09,40.22,21051.148,13498685.0
2018-05-10,40.89,21401.826,8170183.0
2018-05-11,40.95,21433.23,10409458.0
2018-05-14,41.32,21626.888,6328862.0
2018-05-15,41.28,21605.952,7387108.0
2018-05-16,41.4,21668.76,4742538.0
2018-05-17,42.36,22171.224,6624236.0
2018-05-18,41.96,21961.864,4232603.0
2018-05-21,42.33,22155.522,4461639.0
2018-05-22,41.8,21878.12,6311616.0
2018-05-23,42.19,22082.246,6366455.0
2018-05-24,41.69,21820.546,6046265.0
2018-05-25,40.58,21239.572,6948699.0
2018-05-29,40.89,21401.826,5295371.0
2018-05-30,41.93,21946.162,6169997.0
2018-05-31,41.57,21757.738,5413283.0
2018-06-01,41.4,21668.76,4966879.0
2018-06-04,40.09,20983.106,7568935.0
2018-06-05,39.32,20580.088,10997696.0
2018-06-06,41.51,21726.334,11933489.0
2018-06-07,41.95,21956.63,6088937.0
2018-06-08,42.16,22066.544,5371933.0
2018-06-11,42.27,22124.118,6910385.0
2018-06-12,41.93,21946.162,7041475.0
2018-06-13,42.59,22291.606,6242659.0
2018-06-14,41.71,21831.014,5515704.0
2018-06-15,40.25,21066.85,9282740.0
2018-06-18,41.1,21511.74,5914815.0
2018-06-19,41.61,21778.674,5951856.0
2018-06-20,42.61,22302.074,7271293.0
2018-06-21,41.15,21537.91,6101608.0
2018-06-22,43.28,22652.752,8104612.0
2018-06-25,41.89,21925.226,5697713.0
2018-06-26,42.59,22291.606,5055763.0
2018-06-27,43.47,22752.198,8072180.0
2018-06-28,43.58,22809.772,6250269.0
2018-06-29,43.96,23008.664,6191638.0
2018-07-02,43.53,22783.602,4360380.0
2018-07-03,44.0,23029.6,4132928.0
2018-07-05,43.99,23024.366,5456293.0
2018-07-06,44.51,23296.534,4270212.0
2018-07-09,45.3,23710.02,4718446.0
2018-07-10,45.61,23872.274,7678587.0
2018-07-11,44.12,23092.408,5113858.0
2018-07-12,43.93,22992.962,4959529.0
2018-07-13,44.72,23406.448,6549255.0
2018-07-16,44.21,23139.514,5571272.0
2018-07-17,44.08,23071.472,4823926.0
2018-07-18,43.75,22898.75,8152036.0
2018-07-19,44.14,23102.876,5095370.0
2018-07-20,44.14,23102.876,5088836.0
2018-07-23,44.21,23139.514,3823745.0
2018-07-24,44.56,23322.704,4269144.0
2018-07-25,45.27,23694.318,4529011.0
2018-07-26,45.15,23631.51,4958232.0
2018-07-27,44.55,23317.47,4346366.0
2018-07-30,45.06,23584.404,5591004.0
2018-07-31,45.01,23180.15,5588041.0
2018-08-01,43.47,22117.536,16603355.0
2018-08-02,43.94,22356.672,6503091.0
2018-08-03,43.05,21903.84,6560096.0
2018-08-06,43.65,22209.12,6769572.0
2018-08-07,43.45,22107.36,5816275.0
2018-08-08,42.67,21710.496,7014094.0
2018-08-09,42.07,21405.216,5755635.0
2018-08-10,42.84,21796.992,5844224.0
2018-08-13,42.07,21405.216,5861508.0
2018-08-14,42.41,21578.208,4867541.0
2018-08-15,40.48,20596.224,8335971.0
2018-08-16,40.68,20697.984,5371393.0
2018-08-17,40.6,20657.28,4529650.0
2018-08-20,41.04,20881.152,4174233.0
2018-08-21,41.85,21293.28,4872323.0
2018-08-22,42.71,21730.848,5292769.0
2018-08-23,42.52,21634.176,4245040.0
2018-08-24,42.66,21705.408,3545573.0
2018-08-27,42.88,21817.344,3873020.0
2018-08-28,42.51,21629.088,4761779.0
2018-08-29,42.96,21858.048,4551079.0
2018-08-30,43.13,21944.544,4207420.0
2018-08-31,42.93,21842.784,3776759.0
2018-09-04,42.35,21547.68,4973047.0
2018-09-05,41.71,21222.048,7087662.0
2018-09-06,40.63,20672.544,9195488.0
2018-09-07,40.47,20591.136,7669580.0
2018-09-10,40.51,20611.488,5692394.0
2018-09-11,41.49,21110.112,7605990.0
2018-09-12,41.95,21344.16,8555777.0
2018-09-13,40.88,20799.744,7547868.0
2018-09-14,39.67,20184.096,11391378.0
2018-09-17,38.81,19746.528,10602047.0
2018-09-18,39.33,20011.104,6920352.0
2018-09-19,39.87,20285.856,5806135.0
2018-09-20,40.11,20407.968,5157835.0
2018-09-21,40.55,20631.84,9825030.0
2018-09-24,41.55,21140.64,6367116.0
2018-09-25,41.41,21069.408,6252453.0
2018-09-26,39.68,20189.184,8234354.0
2018-09-27,39.38,20036.544,5706379.0
2018-09-28,39.94,20321.472,7239439.0
2018-10-01,40.2,20453.76,5903976.0
2018-10-02,39.86,20280.768,6768602.0
2018-10-03,40.65,20682.72,6084565.0
2018-10-04,40.14,20423.232,4255434.0
2018-10-05,40.04,20372.352,5085523.0
2018-10-08,38.78,19731.264,8175186.0
2018-10-09,39.51,20102.688,7421148.0
2018-10-10,37.3,18978.24,8290584.0
2018-10-11,36.04,18337.152,9628092.0
2018-10-12,36.63,18637.344,7670191.0
2018-10-15,36.11,18372.768,6328582.0
2018-10-16,37.08,18866.304,7495453.0
2018-10-17,36.0,18316.8,8328876.0
2018-10-18,35.1,17858.88,7779659.0
2018-10-19,34.94,17777.472,4493937.0
2018-10-22,34.87,17741.856,4949430.0
2018-10-23,33.73,17161.824,7186002.0
2018-10-24,32.13,16347.744,7418756.0
2018-10-25,32.85,16714.08,6423760.0
2018-10-26,32.38,16474.944,7365850.0
2018-10-29,30.98,15762.624,7084147.0
2018-10-30,32.32,16444.416,7518775.0
2018-10-31,32.4,16485.12,8033238.0
2018-11-01,32.86,16719.168,9823506.0
2018-11-02,32.28,16424.064,6304987.0
2018-11-05,33.1,16841.28,6019188.0
2018-11-06,32.93,16754.784,7910677.0
2018-11-07,33.86,15853.252,11394507.0
2018-11-08,32.72,15319.504,6708157.0
2018-11-09,33.01,15455.282,7897231.0
2018-11-12,31.55,14771.71,6717710.0
2018-11-13,30.9,14467.38,7976362.0
2018-11-14,30.54,14298.828,7793522.0
2018-11-15,30.62,14336.284,10229761.0
2018-11-16,29.56,13839.992,17938242.0
2018-11-19,29.62,13868.084,7777954.0
2018-11-20,27.44,12847.408,11635083.0
2018-11-21,28.53,13357.746,6299105.0
2018-11-23,26.91,12599.262,5545639.0
2018-11-26,27.13,12702.266,7705037.0
2018-11-27,26.61,12458.802,6088559.0
2018-11-28,26.87,12580.534,6246929.0
