,CMG US Equity,CMG US Equity,CMG US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2016-05-31,8.839,12905.8561,49193250.0
2016-06-01,8.652,12632.2389,39629150.0
2016-06-02,8.87,12950.5343,50995200.0
2016-06-03,8.679,12671.6608,43737550.0
2016-06-06,8.905,13002.5128,40035800.0
2016-06-07,8.668,12655.6,47202750.0
2016-06-08,8.584,12533.2461,49509450.0
2016-06-09,8.316,12141.6552,59918150.0
2016-06-10,8.105,11834.1643,78135500.0
2016-06-13,7.88,11505.3564,92315850.0
2016-06-14,7.905,11542.4422,81686700.0
2016-06-15,7.806,11397.6032,60062700.0
2016-06-16,7.871,11492.2158,53617250.0
2016-06-17,7.945,11600.845,63753900.0
2016-06-20,7.939,11591.2086,46841000.0
2016-06-21,7.839,11445.7855,52501000.0
2016-06-22,7.86,11475.863,43249250.0
2016-06-23,8.178,11940.1654,78780500.0
2016-06-24,8.015,11701.8819,85052300.0
2016-06-27,7.776,11352.925,59837200.0
2016-06-28,7.833,11437.3171,36126750.0
2016-06-29,8.19,11957.6863,50827950.0
2016-06-30,8.055,11761.1608,53695650.0
2016-07-01,7.878,11502.7283,61171300.0
2016-07-05,7.928,11574.8558,44455700.0
2016-07-06,8.021,11711.2264,39307600.0
2016-07-07,7.816,11411.3279,87392150.0
2016-07-08,7.994,11672.0965,53543650.0
2016-07-11,8.064,11773.4254,50477300.0
2016-07-12,8.167,11924.1047,35479400.0
2016-07-13,8.333,12166.1844,71041350.0
2016-07-14,8.36,12205.6063,58286600.0
2016-07-15,8.097,11822.4837,78997450.0
2016-07-18,8.178,11940.4574,37536600.0
2016-07-19,8.306,12127.6385,45478600.0
2016-07-20,8.394,12255.2487,42345900.0
2016-07-21,8.361,12208.2344,107175000.0
2016-07-22,8.85,12883.152,208397250.0
2016-07-25,8.83,12855.2008,74070800.0
2016-07-26,8.617,12544.5354,55128950.0
2016-07-27,8.521,12405.0708,34812200.0
2016-07-28,8.611,12535.8007,42231400.0
2016-07-29,8.48,12344.8011,39186150.0
2016-08-01,8.282,12056.2637,50246150.0
2016-08-02,8.053,11723.1791,59776550.0
2016-08-03,8.051,11720.8499,39299700.0
2016-08-04,7.944,11564.7893,43660750.0
2016-08-05,8.023,11679.2143,40437850.0
2016-08-08,8.028,11687.0756,27352900.0
2016-08-09,7.902,11503.6461,32770400.0
2016-08-10,7.901,11502.7727,40710600.0
2016-08-11,7.964,11594.4874,33866200.0
2016-08-12,7.947,11568.5743,39659950.0
2016-08-15,7.95,11572.9417,35177000.0
2016-08-16,8.017,11671.3531,34925600.0
2016-08-17,7.984,11622.4385,39600750.0
2016-08-18,7.898,11498.1141,52239600.0
2016-08-19,7.77,11311.482,66188350.0
2016-08-22,7.921,11531.015,55244250.0
2016-08-23,7.94,11558.9661,39367100.0
2016-08-24,8.075,11755.4977,54277700.0
2016-08-25,8.267,12034.718,75198200.0
2016-08-26,8.375,12192.2344,51315000.0
2016-08-29,8.46,12316.5588,58978200.0
2016-08-30,8.303,12087.4176,61089650.0
2016-08-31,8.275,12046.0732,57053500.0
2016-09-01,8.294,12073.7332,39670250.0
2016-09-02,8.168,11891.1772,50349700.0
2016-09-06,8.281,12055.9726,54381700.0
2016-09-07,8.769,12765.8154,161154750.0
2016-09-08,8.726,12703.5076,61840750.0
2016-09-09,8.531,12419.3375,49624750.0
2016-09-12,8.578,12487.7596,38901250.0
2016-09-13,8.427,12268.2266,49788150.0
2016-09-14,8.298,12080.1387,43795600.0
2016-09-15,8.279,12052.7698,56590450.0
2016-09-16,8.186,11917.6726,60697100.0
2016-09-19,8.055,11726.673,56987850.0
2016-09-20,8.008,11658.5421,74536550.0
2016-09-21,7.995,11639.0345,46210600.0
2016-09-22,8.203,11942.1298,47971600.0
2016-09-23,8.276,12048.4024,52076450.0
2016-09-26,8.398,12225.1353,53542250.0
2016-09-27,8.379,12198.0576,32204550.0
2016-09-28,8.366,12179.4235,40965150.0
2016-09-29,8.415,12249.8837,45269400.0
2016-09-30,8.47,12330.5344,49825400.0
2016-10-03,8.617,12545.1177,44528650.0
2016-10-04,8.545,12440.3009,32777800.0
2016-10-05,8.557,12456.8969,31440950.0
2016-10-06,8.49,12359.359,28213750.0
2016-10-07,8.598,12517.1666,49023650.0
2016-10-10,8.758,12749.2194,64078350.0
2016-10-11,8.46,12316.5588,101562850.0
2016-10-12,8.37,12185.5378,35648950.0
2016-10-13,8.196,11931.9393,43493700.0
2016-10-14,8.083,11766.8528,48714050.0
2016-10-17,7.887,11481.8093,62227450.0
2016-10-18,7.879,11470.4541,59033500.0
2016-10-19,8.105,11799.1713,45843850.0
2016-10-20,8.102,11794.804,38258950.0
2016-10-21,8.239,11993.9559,51719750.0
2016-10-24,8.267,12035.0092,65445650.0
2016-10-25,8.113,11811.4,110925850.0
2016-10-26,7.36,10653.8704,314563800.0
2016-10-27,7.372,10670.3714,96805050.0
2016-10-28,7.402,10713.5057,59371600.0
2016-10-31,7.215,10443.6995,63224050.0
2016-11-01,7.198,10419.3822,70839050.0
2016-11-02,7.393,10700.4786,80041300.0
2016-11-03,7.494,10847.5403,67841500.0
2016-11-04,7.409,10723.6379,50774650.0
2016-11-07,7.65,11072.7648,74587500.0
2016-11-08,7.571,10958.4156,65923250.0
2016-11-09,7.39,10697.2942,100346750.0
2016-11-10,7.837,11343.15,109393850.0
2016-11-11,7.942,11495.1331,57319800.0
2016-11-14,8.284,11990.1637,93493000.0
2016-11-15,8.0,11579.6646,61505100.0
2016-11-16,8.058,11663.6172,49257700.0
2016-11-17,8.058,11663.6172,55934900.0
2016-11-18,8.236,11921.2647,75032700.0
2016-11-21,8.248,11938.0552,40755650.0
2016-11-22,8.12,11753.0701,43858350.0
2016-11-23,8.208,11881.0254,30860000.0
2016-11-25,8.206,11877.262,17782300.0
2016-11-28,7.988,11562.0056,41937800.0
2016-11-29,7.902,11438.1032,37900800.0
2016-11-30,7.927,11473.4212,45256800.0
2016-12-01,8.048,11648.5636,46330450.0
2016-12-02,8.001,11580.5331,41967300.0
2016-12-05,7.925,11471.6842,56445350.0
2016-12-06,7.327,10606.1043,246849300.0
2016-12-07,7.361,10655.0284,80013500.0
2016-12-08,7.381,10683.9776,67711700.0
2016-12-09,7.4,10711.1898,64333500.0
2016-12-12,7.65,11072.4753,105089450.0
2016-12-13,7.544,10920.2027,56364400.0
2016-12-14,7.514,10876.2,59940050.0
2016-12-15,7.647,11068.7119,55896450.0
2016-12-16,7.841,11350.0978,68797650.0
2016-12-19,7.79,11275.6984,33666450.0
2016-12-20,7.789,11274.8299,31216750.0
2016-12-21,7.87,11391.4951,40730650.0
2016-12-22,7.823,11323.754,41305800.0
2016-12-23,7.795,11283.5147,24159950.0
2016-12-27,7.775,11253.9865,27890600.0
2016-12-28,7.707,11156.1384,25243150.0
2016-12-29,7.532,10902.5437,44714900.0
2016-12-30,7.546,10923.0976,44523500.0
2017-01-03,7.495,10849.2167,43444800.0
2017-01-04,7.637,11054.4651,49223150.0
2017-01-05,7.838,11344.8236,65836350.0
2017-01-06,7.969,11534.4396,57482300.0
2017-01-09,7.901,11436.5919,39670250.0
2017-01-10,8.29,11998.7815,160706400.0
2017-01-11,8.279,11982.8596,63695850.0
2017-01-12,8.187,11850.2732,42521400.0
2017-01-13,8.215,11890.8018,28635700.0
2017-01-17,8.117,11749.5306,41689900.0
2017-01-18,8.195,11861.5633,41192300.0
2017-01-19,8.177,11836.3776,25151000.0
2017-01-20,8.104,11730.1348,29065550.0
2017-01-23,8.154,11803.0863,31618200.0
2017-01-24,8.358,12097.2081,34395550.0
2017-01-25,8.391,12145.2635,36603000.0
2017-01-26,8.375,12121.8148,23522850.0
2017-01-27,8.332,12060.1534,27672650.0
2017-01-30,8.359,12099.2346,29386600.0
2017-01-31,8.429,12200.2666,36893150.0
2017-02-01,8.405,12165.2383,37529600.0
2017-02-02,8.466,12254.1117,65809950.0
2017-02-03,8.082,11697.7119,178693350.0
2017-02-06,7.912,11451.9349,74942300.0
2017-02-07,7.973,11470.0687,63514550.0
2017-02-08,8.059,11593.7926,53782550.0
2017-02-09,8.306,11949.7146,64644350.0
2017-02-10,8.267,11893.6073,44000100.0
2017-02-13,8.283,11916.0502,29332450.0
2017-02-14,8.391,12071.4244,32002300.0
2017-02-15,8.467,12180.7618,41114650.0
2017-02-16,8.495,12221.6195,28018400.0
2017-02-17,8.552,12303.6225,27197200.0
2017-02-21,8.647,12440.2943,45576550.0
2017-02-22,8.552,12303.6225,33303550.0
2017-02-23,8.448,12153.1397,28681550.0
2017-02-24,8.418,12110.5557,47114700.0
2017-02-27,8.433,12132.7109,27255900.0
2017-02-28,8.375,12048.406,24833800.0
2017-03-01,8.383,12060.2029,35779900.0
2017-03-02,8.326,11977.9122,23731600.0
2017-03-03,8.322,11972.1576,26938450.0
2017-03-06,8.234,11845.2686,34992500.0
2017-03-07,8.098,11650.1877,46656200.0
2017-03-08,8.13,11696.2245,25394200.0
2017-03-09,8.21,11810.741,27161700.0
2017-03-10,8.155,11732.1908,30753450.0
2017-03-13,8.117,11678.0975,32104450.0
2017-03-14,8.062,11598.3963,36664250.0
2017-03-15,8.019,11536.8221,41732550.0
2017-03-16,8.019,11536.5344,28937600.0
2017-03-17,8.052,11583.4343,27796650.0
2017-03-20,7.927,11404.754,38686550.0
2017-03-21,8.15,11725.573,58023050.0
2017-03-22,8.326,11978.4876,48759000.0
2017-03-23,8.298,11937.3422,29531000.0
2017-03-24,8.28,11912.5975,23152550.0
2017-03-27,8.299,11939.6441,29202150.0
2017-03-28,8.525,12263.9158,47086350.0
2017-03-29,8.687,12497.2648,71971700.0
2017-03-30,8.878,12732.9574,85775600.0
2017-03-31,8.91,12778.8502,45721000.0
2017-04-03,9.055,12986.2283,67824250.0
2017-04-04,8.988,12890.427,48829300.0
2017-04-05,9.049,12977.3365,39681550.0
2017-04-06,9.006,12915.6681,24305750.0
2017-04-07,8.947,12831.0532,26614700.0
2017-04-10,9.086,13030.1132,34609500.0
2017-04-11,9.06,12993.399,41257250.0
2017-04-12,9.167,13146.8531,41579150.0
2017-04-13,9.272,13298.0125,48710300.0
2017-04-17,9.398,13477.8549,36786450.0
2017-04-18,9.37,13438.2723,24343150.0
2017-04-19,9.539,13680.6437,55092900.0
2017-04-20,9.568,13721.6604,31455000.0
2017-04-21,9.582,13741.7385,39935000.0
2017-04-24,9.376,13446.3036,57254550.0
2017-04-25,9.435,13531.4921,101268000.0
2017-04-26,9.66,13843.9424,195501100.0
2017-04-27,9.64,13815.566,49092200.0
2017-04-28,9.489,13599.7336,46884600.0
2017-05-01,9.552,13688.8755,49133650.0
2017-05-02,9.737,13954.8682,52158350.0
2017-05-03,9.599,13757.3801,47252200.0
2017-05-04,9.448,13540.4012,39158450.0
2017-05-05,9.506,13623.5239,48182900.0
2017-05-08,9.423,13504.5725,28446400.0
2017-05-09,9.583,13733.3032,40667400.0
2017-05-10,9.728,13942.2565,38936900.0
2017-05-11,9.77,14002.4488,34120450.0
2017-05-12,9.787,14025.6658,36579500.0
2017-05-15,9.906,14197.0705,35985050.0
2017-05-16,9.923,14220.8608,45753250.0
2017-05-17,9.597,13753.3673,40007100.0
2017-05-18,9.695,13894.1026,31580650.0
2017-05-19,9.7,13901.2684,29533050.0
2017-05-22,9.656,13838.2098,30876950.0
2017-05-23,9.5,13614.925,27300950.0
2017-05-24,9.576,13723.8444,20986050.0
2017-05-25,9.628,13798.0816,32725850.0
2017-05-26,9.603,13762.5395,23891800.0
2017-05-30,9.514,13634.9891,30364850.0
2017-05-31,9.547,13682.2831,32583000.0
2017-06-01,9.672,13861.4268,29284000.0
2017-06-02,9.561,13702.9204,30413500.0
2017-06-05,9.452,13546.1338,35219350.0
2017-06-06,9.41,13485.3682,37294100.0
2017-06-07,9.245,13248.8985,56175200.0
2017-06-08,9.194,13176.0945,36989300.0
2017-06-09,9.217,13209.3436,36816400.0
2017-06-12,9.231,13229.4077,38809200.0
2017-06-13,9.284,13305.9379,27179400.0
2017-06-14,9.194,13176.0945,20860850.0
2017-06-15,9.113,13060.8692,30024200.0
2017-06-16,9.022,12929.5927,45209250.0
2017-06-19,9.178,13153.7373,57370000.0
2017-06-20,8.512,12198.9728,165854450.0
2017-06-21,8.352,11969.6688,76877100.0
2017-06-22,8.418,12064.83,57704600.0
2017-06-23,8.306,11903.1706,55224100.0
2017-06-26,8.28,11866.1954,49981600.0
2017-06-27,8.28,11865.9087,56804100.0
2017-06-28,8.337,11948.7448,33551600.0
2017-06-29,8.384,12014.9563,38911800.0
2017-06-30,8.322,11926.6743,37005300.0
2017-07-03,8.347,11961.9298,21140700.0
2017-07-05,8.265,11844.9848,48475500.0
2017-07-06,8.255,11830.9399,56298000.0
2017-07-07,8.278,11863.3291,30928700.0
2017-07-10,8.151,11681.6057,40577500.0
2017-07-11,7.922,11352.841,71402850.0
2017-07-12,7.939,11377.7779,54638300.0
2017-07-13,8.001,11466.3465,46304950.0
2017-07-14,7.917,11345.6753,55256900.0
2017-07-17,7.84,11235.896,41489050.0
2017-07-18,7.5,10748.0517,381243050.0
2017-07-19,7.457,10686.4263,161676100.0
2017-07-20,7.121,10205.4612,222739550.0
2017-07-21,6.907,9898.4804,159914300.0
2017-07-24,6.8,9744.8467,127853400.0
2017-07-25,6.972,9965.3027,176356400.0
2017-07-26,6.812,9711.1872,181068850.0
2017-07-27,6.997,9974.6381,85055850.0
2017-07-28,7.01,9993.456,87052850.0
2017-07-31,6.875,9801.5702,61711900.0
2017-08-01,6.945,9900.5069,44875200.0
2017-08-02,7.021,10009.4227,49797300.0
2017-08-03,6.907,9846.9043,46130300.0
2017-08-04,6.891,9824.0947,41488600.0
2017-08-07,6.789,9678.3984,48061850.0
2017-08-08,6.673,9512.7437,53903300.0
2017-08-09,6.692,9540.4003,33373000.0
2017-08-10,6.453,9199.3968,61827050.0
2017-08-11,6.528,9306.6019,48409500.0
2017-08-14,6.448,9192.2688,40874550.0
2017-08-15,6.456,9203.1034,111750900.0
2017-08-16,6.403,9127.5466,51012400.0
2017-08-17,6.358,9064.535,54986550.0
2017-08-18,6.225,8874.0749,60816950.0
2017-08-21,6.172,8798.5181,65509350.0
2017-08-22,6.11,8710.7011,53520650.0
2017-08-23,5.942,8470.6301,87944450.0
2017-08-24,6.038,8608.343,101266950.0
2017-08-25,6.176,8804.2205,82705500.0
2017-08-28,6.24,8896.3142,88016950.0
2017-08-29,6.207,8849.2694,60106450.0
2017-08-30,6.303,8984.9866,56107900.0
2017-08-31,6.334,9030.0355,44976800.0
2017-09-01,6.399,9122.4144,50338850.0
2017-09-05,6.166,8790.8198,103489100.0
2017-09-06,6.358,9063.3946,62532300.0
2017-09-07,6.345,9045.432,48748150.0
2017-09-08,6.001,8554.4554,104555100.0
2017-09-11,6.103,8700.1517,66956200.0
2017-09-12,6.177,8805.361,41801000.0
2017-09-13,6.232,8884.3392,64305850.0
2017-09-14,6.212,8855.5421,34798250.0
2017-09-15,6.262,8926.8221,68889300.0
2017-09-18,6.037,8606.9174,74873500.0
2017-09-19,6.068,8650.8259,86676900.0
2017-09-20,6.248,8906.8637,84032700.0
2017-09-21,6.264,8930.5286,42526750.0
2017-09-22,6.286,8961.6067,46564000.0
2017-09-25,6.417,9147.505,61979450.0
2017-09-26,6.384,9101.3155,40395650.0
2017-09-27,6.277,8948.4912,64648000.0
2017-09-28,6.331,9024.9034,30598400.0
2017-09-29,6.157,8776.849,59817650.0
2017-10-02,6.036,8605.2067,84571500.0
2017-10-03,6.06,8638.8509,41679850.0
2017-10-04,6.136,8747.7667,46939750.0
2017-10-05,6.207,8848.6992,43447450.0
2017-10-06,6.153,8771.4317,52576350.0
2017-10-09,6.078,8665.367,34106450.0
2017-10-10,6.218,8863.8106,57618500.0
2017-10-11,6.23,8881.2029,49762200.0
2017-10-12,6.283,8957.615,38754950.0
2017-10-13,6.529,9307.7424,105948850.0
2017-10-16,6.408,9134.9597,87917050.0
2017-10-17,6.586,9389.0016,52784950.0
2017-10-18,6.365,9073.6589,76176400.0
2017-10-19,6.505,9274.0982,45950700.0
2017-10-20,6.495,9259.5571,48668200.0
2017-10-23,6.409,9136.6704,42119500.0
2017-10-24,6.486,9246.4416,148927550.0
2017-10-25,5.54,7820.8233,499556800.0
2017-10-26,5.63,7948.1542,166687150.0
2017-10-27,5.522,7795.696,81871200.0
2017-10-30,5.374,7586.2071,88451850.0
2017-10-31,5.438,7676.5527,65525150.0
2017-11-01,5.404,7628.5566,51776450.0
2017-11-02,5.589,7889.9942,97626450.0
2017-11-03,5.471,7722.5725,59446050.0
2017-11-06,5.515,7785.8144,41770850.0
2017-11-07,5.49,7749.9585,38271700.0
2017-11-08,5.478,7733.0187,29944350.0
2017-11-09,5.5,7764.075,41075450.0
2017-11-10,5.589,7889.7119,53041950.0
2017-11-13,5.55,7834.6575,91101900.0
2017-11-14,5.618,7930.6497,49221500.0
2017-11-15,5.709,8059.1099,52992600.0
2017-11-16,5.674,8009.7021,39835250.0
2017-11-17,5.797,8183.0527,63893650.0
2017-11-20,5.665,7996.9973,38048650.0
2017-11-21,5.59,7891.4058,38435250.0
2017-11-22,5.625,7941.0959,29928000.0
2017-11-24,5.586,7885.7592,16762000.0
2017-11-27,5.49,7750.5232,48343950.0
2017-11-28,5.717,8070.6854,66662100.0
2017-11-29,6.04,8526.0837,164688150.0
2017-11-30,6.088,8593.8429,74306550.0
2017-12-01,6.152,8684.1885,58916150.0
2017-12-04,6.312,8910.3348,134548950.0
2017-12-05,6.311,8909.2055,58250800.0
2017-12-06,6.213,8771.1461,40883350.0
2017-12-07,6.273,8855.2805,49366700.0
2017-12-08,6.318,8918.8047,93517350.0
2017-12-11,6.268,8847.9399,34433850.0
2017-12-12,6.368,8988.8225,34959150.0
2017-12-13,6.394,9026.0901,48097700.0
2017-12-14,6.28,8865.7267,35659450.0
2017-12-15,6.242,8812.084,55861700.0
2017-12-18,6.268,8848.7869,40710300.0
2017-12-19,6.263,8841.7286,39692200.0
2017-12-20,5.973,8432.3501,100957550.0
2017-12-21,5.848,8255.3292,76359950.0
2017-12-22,5.905,8335.2286,59880550.0
2017-12-26,5.91,8343.4162,27321500.0
2017-12-27,5.908,8340.5929,43198950.0
2017-12-28,5.896,8323.6531,25864250.0
2017-12-29,5.781,8160.184,55571250.0
2018-01-02,5.859,8270.8574,73199450.0
2018-01-03,6.18,8723.997,97872400.0
2018-01-04,6.142,8670.6366,35165150.0
2018-01-05,6.276,8859.2331,49910400.0
2018-01-08,6.369,8991.3635,54385150.0
2018-01-09,6.387,9016.7732,34097200.0
2018-01-10,6.436,9085.3794,57731000.0
2018-01-11,6.51,9189.8415,40678600.0
2018-01-12,6.547,9241.7902,33795400.0
2018-01-16,6.547,9242.6372,35327000.0
2018-01-17,6.693,9447.6088,48953050.0
2018-01-18,6.751,9529.4845,44452150.0
2018-01-19,6.877,9708.4817,57648900.0
2018-01-22,6.6,9316.89,71933700.0
2018-01-23,6.574,9280.4694,61260900.0
2018-01-24,6.591,9303.6205,39338400.0
2018-01-25,6.679,9428.975,28697000.0
2018-01-26,6.605,9323.3836,33280000.0
2018-01-29,6.647,9382.6729,38239500.0
2018-01-30,6.442,9093.2846,96462700.0
2018-01-31,6.495,9168.9491,36857800.0
2018-02-01,6.294,8885.4898,82315400.0
2018-02-02,6.233,8798.5321,47598750.0
2018-02-05,6.006,8478.3699,67465050.0
2018-02-06,6.087,8592.1489,104608300.0
2018-02-07,5.444,7628.9575,239030600.0
2018-02-08,5.32,7429.6593,94556100.0
2018-02-09,5.109,7134.9978,153230650.0
2018-02-12,5.089,7106.7885,97675400.0
2018-02-13,5.027,7019.6469,76016000.0
2018-02-14,5.798,8097.1863,269230450.0
2018-02-15,5.733,8006.1345,60449300.0
2018-02-16,6.113,8536.2459,137119650.0
2018-02-20,6.351,8869.7301,137029000.0
2018-02-21,6.419,8964.4128,95146350.0
2018-02-22,6.278,8767.5063,64374650.0
2018-02-23,6.316,8820.8526,47766900.0
2018-02-26,6.238,8711.0877,45552050.0
2018-02-27,6.383,8913.8595,87496200.0
2018-02-28,6.368,8893.1913,45631700.0
2018-03-01,6.265,8749.3518,54792250.0
2018-03-02,6.4,8937.3207,42165650.0
2018-03-05,6.403,8942.0688,39515550.0
2018-03-06,6.361,8882.8572,26766250.0
2018-03-07,6.399,8936.2035,19237000.0
2018-03-08,6.437,8989.5498,26864800.0
2018-03-09,6.443,8997.9288,28359450.0
2018-03-12,6.475,9042.6168,31430700.0
2018-03-13,6.536,9127.524,33164600.0
2018-03-14,6.393,8928.1038,38225200.0
2018-03-15,6.378,8907.1563,39337750.0
2018-03-16,6.404,8943.186,36337900.0
2018-03-19,6.336,8848.224,27560150.0
2018-03-20,6.403,8942.3481,27399500.0
2018-03-21,6.69,9343.1436,68926500.0
2018-03-22,6.734,9404.3103,77062600.0
2018-03-23,6.446,9001.839,52530000.0
2018-03-26,6.557,9157.1298,34518650.0
2018-03-27,6.459,9020.2728,29932650.0
2018-03-28,6.39,8923.9143,25797700.0
2018-03-29,6.462,9024.4623,26634500.0
2018-04-02,6.223,8661.4498,40967850.0
2018-04-03,6.333,8814.5478,29928900.0
2018-04-04,6.517,9070.0822,34536750.0
2018-04-05,6.554,9122.1356,29990650.0
2018-04-06,6.361,8853.7965,31680150.0
2018-04-09,6.342,8826.7956,25735650.0
2018-04-10,6.435,8956.7897,29768650.0
2018-04-11,6.435,8956.233,33403250.0
2018-04-12,6.502,9048.9269,30910500.0
2018-04-13,6.367,8861.869,31273800.0
2018-04-16,6.532,9091.2376,39147600.0
2018-04-17,6.692,9314.204,44723400.0
2018-04-18,6.787,9446.425,79852550.0
2018-04-19,6.769,9421.3726,35491200.0
2018-04-20,6.639,9240.1602,40137700.0
2018-04-23,6.614,9205.6436,49069550.0
2018-04-24,6.662,9272.1716,42500400.0
2018-04-25,6.79,9450.8787,68009600.0
2018-04-26,8.45,11742.5425,351729150.0
2018-04-27,8.547,11877.3385,157292700.0
2018-04-30,8.467,11765.6107,84078200.0
2018-05-01,8.52,11840.0959,48493250.0
2018-05-02,8.424,11706.9675,52416050.0
2018-05-03,8.388,11656.9401,40056150.0
2018-05-04,8.408,11684.4551,35206100.0
2018-05-07,8.392,11662.4987,29049700.0
2018-05-08,8.488,11795.9051,33727150.0
2018-05-09,8.494,11803.4092,28593000.0
2018-05-10,8.453,11747.2673,23272650.0
2018-05-11,8.498,11809.2457,27304250.0
2018-05-14,8.501,11813.6926,41199550.0
2018-05-15,8.531,11855.3821,36545600.0
2018-05-16,8.893,12358.7133,93036200.0
2018-05-17,8.772,12189.4539,57043900.0
2018-05-18,8.639,12005.1863,35498050.0
2018-05-21,8.677,12058.271,20625000.0
2018-05-22,8.669,12046.5979,20533700.0
2018-05-23,8.71,12104.1294,18488700.0
2018-05-24,8.669,12046.32,14900150.0
2018-05-25,8.579,11922.0853,22724650.0
2018-05-29,8.66,12034.6469,26401400.0
2018-05-30,8.732,12134.7017,19268450.0
2018-05-31,8.604,11955.9927,33294750.0
2018-06-01,8.772,12190.5657,32044600.0
2018-06-04,8.877,12335.3672,28539300.0
2018-06-05,9.067,12599.6786,35968600.0
2018-06-06,9.076,12613.0193,36232400.0
2018-06-07,8.966,12459.046,25478200.0
2018-06-08,9.068,12600.7903,69409350.0
2018-06-11,9.333,12969.3255,56423950.0
2018-06-12,9.326,12959.8759,35775100.0
2018-06-13,9.146,12709.7389,27482150.0
2018-06-14,9.209,12797.0089,24698350.0
2018-06-15,9.24,12840.6439,27246300.0
2018-06-18,9.369,13019.9088,27570600.0
2018-06-19,9.384,13041.0315,27706800.0
2018-06-20,9.31,12937.6415,18639350.0
2018-06-21,9.263,12872.6059,25355900.0
2018-06-22,9.399,13061.0424,33177700.0
2018-06-25,9.083,12622.7468,39707350.0
2018-06-26,9.234,12832.0281,45386500.0
2018-06-27,9.145,12708.0713,31428000.0
2018-06-28,8.567,11905.4095,112704750.0
2018-06-29,8.627,11989.0664,51377500.0
2018-07-02,8.856,12307.2963,35084600.0
2018-07-03,8.979,12477.6673,22853400.0
2018-07-05,8.96,12451.8199,23627300.0
2018-07-06,9.021,12535.7547,28674250.0
2018-07-09,9.278,12892.8948,36495450.0
2018-07-10,9.084,12623.8585,33562550.0
2018-07-11,9.144,12706.4037,29037400.0
2018-07-12,9.181,12758.3766,20262300.0
2018-07-13,9.144,12707.2375,17470350.0
2018-07-16,9.041,12564.1036,26596050.0
2018-07-17,9.051,12577.4442,26585550.0
2018-07-18,9.072,12606.3489,15423600.0
2018-07-19,9.097,12641.0902,14588950.0
2018-07-20,9.024,12539.9237,21510750.0
2018-07-23,9.132,12690.0059,22212850.0
2018-07-24,8.99,12492.3976,28872900.0
2018-07-25,9.033,12552.1526,22016950.0
2018-07-26,8.935,12416.8007,43769700.0
2018-07-27,9.446,13131.8292,109147750.0
2018-07-30,9.309,12941.9279,37271050.0
2018-07-31,8.673,12057.4826,227102850.0
2018-08-01,8.853,12306.8845,56569050.0
2018-08-02,9.208,12800.4055,61986250.0
2018-08-03,9.265,12880.7591,54164950.0
2018-08-06,9.505,13213.851,56499600.0
2018-08-07,9.56,13290.8681,27425400.0
2018-08-08,9.751,13556.3963,40318400.0
2018-08-09,9.754,13559.4547,29613050.0
2018-08-10,9.709,13498.0079,29928450.0
2018-08-13,9.693,13475.4866,19191350.0
2018-08-14,9.866,13716.2693,43834650.0
2018-08-15,10.518,14621.8456,95929550.0
2018-08-16,10.054,13977.0708,110575400.0
2018-08-17,10.209,14192.2738,36255200.0
2018-08-20,10.315,14339.913,29925300.0
2018-08-21,10.378,14427.4956,22545700.0
2018-08-22,10.472,14557.6183,22983700.0
2018-08-23,10.361,14403.5842,35283300.0
2018-08-24,10.414,14477.8208,22567550.0
2018-08-27,9.912,13779.6624,68680750.0
2018-08-28,9.882,13737.6784,25790100.0
2018-08-29,9.753,13558.6206,38560100.0
2018-08-30,9.68,13456.858,28060300.0
2018-08-31,9.504,13211.9047,40162500.0
2018-09-04,9.55,13276.132,29675700.0
2018-09-05,9.558,13286.9755,35527850.0
2018-09-06,9.621,13375.1647,39844050.0
2018-09-07,9.641,13402.4127,39013850.0
2018-09-10,9.782,13599.5438,39064050.0
2018-09-11,9.765,13574.7982,20318600.0
2018-09-12,9.895,13756.637,25676050.0
2018-09-13,9.919,13789.1678,21953050.0
2018-09-14,9.831,13667.3859,25319250.0
2018-09-17,9.766,13577.3006,31670650.0
2018-09-18,9.83,13665.4396,21939400.0
2018-09-19,9.812,13640.6939,19316350.0
2018-09-20,9.602,13348.7508,32701200.0
2018-09-21,9.347,12994.8046,49735150.0
2018-09-24,9.318,12953.6545,31012550.0
2018-09-25,9.312,12946.1474,17716700.0
2018-09-26,9.358,13009.8188,27396500.0
2018-09-27,9.308,12940.0305,22034750.0
2018-09-28,9.09,12637.5218,46647250.0
2018-10-01,8.939,12427.6008,47969050.0
2018-10-02,8.727,12132.8773,45831550.0
2018-10-03,8.729,12134.8236,35356950.0
2018-10-04,8.955,12449.8441,43025650.0
2018-10-05,8.987,12494.0526,47938550.0
2018-10-08,8.971,12471.8093,41964550.0
2018-10-09,8.942,12430.9373,24629700.0
2018-10-10,8.684,12072.8204,31921850.0
2018-10-11,8.679,12065.0353,33004650.0
2018-10-12,8.714,12114.5266,40961450.0
2018-10-15,8.635,12004.1443,25104600.0
2018-10-16,8.679,12065.5914,47081900.0
2018-10-17,8.597,11951.5945,36721050.0
2018-10-18,8.635,12003.8663,37367050.0
2018-10-19,8.571,11915.1712,25553350.0
2018-10-22,8.624,11988.852,28636800.0
2018-10-23,8.686,12075.0448,28642900.0
2018-10-24,8.26,11483.0954,42002750.0
2018-10-25,8.478,11780.473,63617850.0
2018-10-26,8.768,12181.3966,81603950.0
