,CMG US Equity,CMG US Equity,CMG US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-08-31,38.533,53151.3987,9932800.0
2023-09-01,38.772,53481.6224,8687750.0
2023-09-05,39.03,53836.9509,13584650.0
2023-09-06,39.082,53909.5063,16213250.0
2023-09-07,39.337,54260.4208,12126350.0
2023-09-08,38.902,53660.666,11483600.0
2023-09-11,38.977,53764.1196,9619150.0
2023-09-12,38.66,53327.1318,10531900.0
2023-09-13,38.661,53327.9594,6010200.0
2023-09-14,38.722,53412.9293,8979450.0
2023-09-15,38.25,52761.3099,12363400.0
2023-09-18,38.767,53474.7255,10510850.0
2023-09-19,38.493,53097.0511,8068450.0
2023-09-20,38.41,52981.459,6513150.0
2023-09-21,37.32,51478.7617,12107550.0
2023-09-22,37.512,51742.7752,10060600.0
2023-09-25,37.194,51304.408,10259050.0
2023-09-26,36.952,50971.4255,10178950.0
2023-09-27,36.122,49825.4361,16675450.0
2023-09-28,36.775,50726.1717,14777350.0
2023-09-29,36.637,50535.8171,12347600.0
2023-10-02,37.343,51509.6599,9873300.0
2023-10-03,36.744,50683.6867,9803700.0
2023-10-04,37.16,51257.5091,8094300.0
2023-10-05,37.232,51356.5486,10036250.0
2023-10-06,36.445,50272.0795,19192250.0
2023-10-09,36.66,50568.3705,12291000.0
2023-10-10,36.642,50543.8175,9660550.0
2023-10-11,36.47,50305.4606,14124950.0
2023-10-12,35.874,49483.3497,12578850.0
2023-10-13,35.63,49146.7808,11073850.0
2023-10-16,36.209,49945.994,12312300.0
2023-10-17,36.59,50471.8139,10744150.0
2023-10-18,36.815,50781.3469,11912150.0
2023-10-19,36.953,50971.7014,10466950.0
2023-10-20,36.625,50519.8163,9492350.0
2023-10-23,36.393,50200.0759,11306150.0
2023-10-24,37.102,51177.505,12223100.0
2023-10-25,36.837,50812.7968,9897800.0
2023-10-26,36.129,49836.1953,22770700.0
2023-10-27,37.752,51804.2658,45290050.0
2023-10-30,38.186,52400.0893,15429800.0
2023-10-31,38.844,53303.0187,19693200.0
2023-11-01,39.733,54522.6593,16942100.0
2023-11-02,40.707,55860.0376,17965400.0
2023-11-03,40.811,56001.6521,12067000.0
2023-11-06,41.381,56784.3738,10777400.0
2023-11-07,41.296,56667.1851,9529450.0
2023-11-08,41.68,57194.6714,9065250.0
2023-11-09,41.902,57499.5816,10192550.0
2023-11-10,42.412,58198.5971,10756500.0
2023-11-13,43.009,59017.8202,12782500.0
2023-11-14,43.32,59445.6825,11476450.0
2023-11-15,43.116,59165.4725,9949300.0
2023-11-16,43.462,59639.9906,12813900.0
2023-11-17,43.244,59341.3927,6977750.0
2023-11-20,43.734,60012.9636,10134200.0
2023-11-21,43.953,60313.4826,9121450.0
2023-11-22,44.379,60897.7794,8895650.0
2023-11-24,44.393,60918.0885,3372350.0
2023-11-27,44.184,60630.4684,10391400.0
2023-11-28,44.133,60561.3079,7206850.0
2023-11-29,43.782,60079.3797,8958800.0
2023-11-30,44.045,60440.0025,12955300.0
2023-12-01,44.677,61306.7048,10797300.0
2023-12-04,44.384,60905.1895,8603950.0
2023-12-05,44.525,61098.6743,5746200.0
2023-12-06,44.201,60654.0708,8333000.0
2023-12-07,44.525,61098.6743,6381700.0
2023-12-08,44.859,61557.0001,8172250.0
2023-12-11,45.91,62998.6681,12630700.0
2023-12-12,46.408,63682.3146,7143000.0
2023-12-13,46.8,64220.5044,9147250.0
2023-12-14,45.514,62455.8128,13383150.0
2023-12-15,45.429,62339.7219,12834800.0
2023-12-18,45.941,63041.2074,10067450.0
2023-12-19,46.541,63864.5472,8580050.0
2023-12-20,46.277,63503.3754,7405650.0
2023-12-21,46.142,63317.5751,6517900.0
2023-12-22,46.087,63242.1023,5231100.0
2023-12-26,46.39,63658.4378,5337400.0
2023-12-27,46.149,63326.9063,7292700.0
2023-12-28,45.568,62529.3645,7513250.0
2023-12-29,45.739,62764.8396,9245250.0
