,OXY US Equity,OXY US Equity,OXY US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-08-03,62.21,55036.0603,12139009.0
2023-08-04,63.52,56194.9935,14326815.0
2023-08-07,63.9,56531.1726,8879162.0
2023-08-08,63.75,56398.4704,7304597.0
2023-08-09,63.81,56451.5513,10757483.0
2023-08-10,63.73,56380.7767,7611121.0
2023-08-11,65.84,58247.4555,17115447.0
2023-08-14,65.11,57601.6377,7953311.0
2023-08-15,63.55,56221.534,7857260.0
2023-08-16,62.55,55336.8521,7805724.0
2023-08-17,63.16,55876.508,7862956.0
2023-08-18,64.07,56681.5686,7518556.0
2023-08-21,63.73,56380.7767,6809756.0
2023-08-22,62.91,55655.3376,5121881.0
2023-08-23,61.82,54691.0343,8758464.0
2023-08-24,61.35,54275.2338,6267144.0
2023-08-25,61.84,54708.728,6790024.0
2023-08-28,62.24,55062.6007,4840307.0
2023-08-29,62.4,55204.1498,5509482.0
2023-08-30,62.63,55407.6266,4714476.0
2023-08-31,62.79,55549.1757,10915103.0
2023-09-01,64.57,57123.9095,9029470.0
2023-09-05,66.18,58548.2473,15600812.0
2023-09-06,65.57,58008.5914,8177792.0
2023-09-07,64.57,57123.9095,6617460.0
2023-09-08,65.28,57752.0336,6348928.0
2023-09-11,63.84,56478.0917,7917250.0
2023-09-12,66.43,58769.4178,11441838.0
2023-09-13,66.32,58672.1028,9142923.0
2023-09-14,67.3,59539.0911,9851250.0
2023-09-15,66.15,58521.7069,23147953.0
2023-09-18,66.32,58672.1028,7746761.0
2023-09-19,65.81,58220.915,8154374.0
2023-09-20,64.25,56840.8113,6735520.0
2023-09-21,62.56,55345.6989,10259870.0
2023-09-22,62.89,55637.6439,7149549.0
2023-09-25,63.16,55876.508,6233963.0
2023-09-26,63.15,55867.6612,6196263.0
2023-09-27,65.6,58035.1319,11679075.0
2023-09-28,65.88,58282.8428,9156750.0
2023-09-29,64.88,57398.1609,10063323.0
2023-10-02,62.3,55115.6816,10859859.0
2023-10-03,62.46,55257.2307,7765906.0
2023-10-04,60.04,53116.3006,15878836.0
2023-10-05,59.42,52567.7978,10277962.0
2023-10-06,61.4,54319.4679,12539412.0
2023-10-09,64.18,56778.8836,17276631.0
2023-10-10,63.98,56601.9472,7885621.0
2023-10-11,63.35,56044.5976,11481195.0
2023-10-12,63.22,55929.589,8634633.0
2023-10-13,64.37,56946.9731,15382280.0
2023-10-16,65.37,57831.655,8005631.0
2023-10-17,65.53,57973.2041,7290612.0
2023-10-18,66.5,58831.3456,8930455.0
2023-10-19,66.46,58795.9583,8545783.0
2023-10-20,65.18,57663.5655,8296664.0
2023-10-23,62.82,55575.7162,16032377.0
2023-10-24,62.53,55319.1585,7462974.0
2023-10-25,63.27,55973.8231,6676070.0
2023-10-26,63.27,55973.8231,8717533.0
2023-10-27,62.23,55053.7539,9197888.0
2023-10-30,61.67,54558.332,7252613.0
2023-10-31,61.81,54682.1875,5572716.0
2023-11-01,61.36,54284.0806,6285062.0
2023-11-02,63.27,55973.8231,7404211.0
2023-11-03,63.01,55743.8058,8661696.0
2023-11-06,61.75,54629.1066,8165888.0
2023-11-07,60.2,52998.3244,13014695.0
2023-11-08,61.15,53834.6767,11345097.0
2023-11-09,60.58,53332.8653,7046624.0
2023-11-10,60.98,53685.0136,7616762.0
2023-11-13,61.61,54239.6473,6830593.0
2023-11-14,61.73,54345.2918,6766886.0
2023-11-15,61.3,53966.7323,6789560.0
2023-11-16,60.31,53095.1652,10976561.0
2023-11-17,60.96,53667.4062,9185996.0
2023-11-20,61.14,53825.873,6138304.0
2023-11-21,60.75,53482.5283,6092568.0
2023-11-22,60.21,53007.1281,10587348.0
2023-11-24,60.16,52963.1096,4449192.0
2023-11-27,59.87,52707.802,8319497.0
2023-11-28,60.06,52875.0725,6972784.0
2023-11-29,60.33,53112.7726,7542206.0
2023-11-30,59.15,52073.935,15858666.0
2023-12-01,58.83,51792.2163,9722488.0
2023-12-04,57.86,50938.2566,11467604.0
2023-12-05,57.28,50427.6415,8243261.0
2023-12-06,56.48,49723.3449,12915457.0
2023-12-07,56.4,49652.9152,11624634.0
2023-12-08,56.47,49714.5412,8209016.0
2023-12-11,57.06,50233.96,15273758.0
2023-12-12,55.55,48904.6,23323183.0
2023-12-13,57.22,50215.1881,15845664.0
2023-12-14,58.76,51566.663,19890333.0
2023-12-15,58.56,51391.1468,17700585.0
2023-12-18,58.97,51750.955,9284671.0
2023-12-19,60.3,52918.1378,11375144.0
2023-12-20,60.17,52804.0523,11445009.0
2023-12-21,60.44,53040.9991,9862957.0
2023-12-22,60.81,53365.7041,10994163.0
2023-12-26,61.44,53918.5802,7126507.0
2023-12-27,61.04,53567.5478,5456390.0
2023-12-28,59.97,52628.536,7957802.0
2023-12-29,59.71,52400.365,5926178.0
