,STT US Equity,STT US Equity,STT US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-04-20,74.99,25231.2158,2598714.0
2023-04-21,73.63,24773.6287,2781408.0
2023-04-24,73.47,24719.795,2294602.0
2023-04-25,70.62,23760.8809,4327912.0
2023-04-26,69.82,23491.712,3280442.0
2023-04-27,71.17,23789.2019,1708504.0
2023-04-28,72.26,24153.544,2058143.0
2023-05-01,71.53,23909.535,2197938.0
2023-05-02,70.29,23495.0541,3188632.0
2023-05-03,68.92,23037.1195,2949142.0
2023-05-04,66.86,22348.5462,2948339.0
2023-05-05,68.5,22896.7307,3496334.0
2023-05-08,69.07,23087.2583,1754292.0
2023-05-09,68.98,23057.175,1776737.0
2023-05-10,68.5,22896.7307,1733980.0
2023-05-11,67.73,22639.3514,2344957.0
2023-05-12,66.54,22241.5834,3109973.0
2023-05-15,68.0,22729.6013,1978203.0
2023-05-16,66.66,22281.6945,1765666.0
2023-05-17,68.46,22883.3604,1470241.0
2023-05-18,69.06,23083.9157,1855359.0
2023-05-19,68.0,22729.6013,1988514.0
2023-05-22,68.5,22896.7307,1879450.0
2023-05-23,68.37,22853.2771,1561329.0
2023-05-24,67.03,22405.3702,1809791.0
2023-05-25,67.75,22646.0366,2816747.0
2023-05-26,68.47,22886.703,2137075.0
2023-05-30,69.33,23174.1656,2430498.0
2023-05-31,68.02,22736.2865,5400219.0
2023-06-01,69.53,23241.0174,2668420.0
2023-06-02,71.55,23916.2202,2331504.0
2023-06-05,71.82,24006.4701,2687699.0
2023-06-06,74.25,24818.7191,3157145.0
2023-06-07,74.63,24945.7375,2450022.0
2023-06-08,73.53,24578.0527,2312258.0
2023-06-09,73.91,24705.0711,2033438.0
2023-06-12,73.07,24424.2937,4156448.0
2023-06-13,74.07,24758.5525,2996168.0
2023-06-14,73.2,24467.7473,2285319.0
2023-06-15,74.65,24952.4226,2076097.0
2023-06-16,73.77,24658.2748,7081830.0
2023-06-20,73.16,24454.377,2081386.0
2023-06-21,73.03,24410.9233,1722344.0
2023-06-22,72.21,24136.8311,1595312.0
2023-06-23,71.07,23755.776,3203632.0
2023-06-26,70.92,23705.6371,1810651.0
2023-06-27,72.59,24263.8494,1480188.0
2023-06-28,72.14,24113.4329,1534812.0
2023-06-29,73.14,24447.6918,1855303.0
2023-06-30,73.18,24461.0621,1459903.0
2023-07-03,74.34,24848.8024,763256.0
2023-07-05,73.53,24578.0527,1515148.0
2023-07-06,72.85,24350.7567,1757562.0
2023-07-07,73.88,24695.0433,2024894.0
2023-07-10,74.5,24902.2838,1482537.0
2023-07-11,75.66,25290.0241,1805591.0
2023-07-12,75.84,25350.1907,2438446.0
2023-07-13,77.46,25891.69,3051663.0
2023-07-14,68.1,22763.0272,9560622.0
2023-07-17,66.51,22231.5556,7007469.0
2023-07-18,68.29,22826.5364,8004588.0
2023-07-19,69.38,23190.8785,4570738.0
2023-07-20,70.34,23511.767,3566968.0
2023-07-21,70.27,23488.3689,3040244.0
2023-07-24,71.24,23812.6,3613084.0
2023-07-25,70.73,23642.128,2867127.0
2023-07-26,71.47,23889.4795,2726024.0
2023-07-27,70.48,23558.5633,2972810.0
2023-07-28,71.17,22677.6316,2590011.0
2023-07-31,72.44,23082.3048,2733122.0
2023-08-01,72.13,22983.5263,2395705.0
2023-08-02,72.71,23168.3377,2860706.0
2023-08-03,73.0,23260.7434,2926533.0
2023-08-04,73.14,23305.353,2474419.0
2023-08-07,73.9,23547.5196,2677751.0
2023-08-08,72.73,23174.7105,3214504.0
2023-08-09,72.23,23015.3903,3380363.0
2023-08-10,73.13,23302.1666,2679858.0
2023-08-11,73.68,23477.4188,2903589.0
2023-08-14,71.34,22731.8004,2222053.0
2023-08-15,69.56,22164.6207,1659643.0
2023-08-16,68.83,21932.0132,1914142.0
2023-08-17,68.3,21763.1339,1807601.0
2023-08-18,67.95,21651.6097,1398086.0
2023-08-21,67.42,21482.7304,1858091.0
2023-08-22,65.85,20982.4651,2120041.0
2023-08-23,67.55,21524.1536,2084377.0
2023-08-24,67.75,21587.8817,1356592.0
2023-08-25,67.55,21524.1536,1154138.0
2023-08-28,68.4,21794.9979,1036322.0
2023-08-29,68.52,21833.2347,1235754.0
2023-08-30,68.45,21810.9299,1163878.0
2023-08-31,68.74,21903.3356,2144569.0
2023-09-01,69.85,22257.0264,1578746.0
2023-09-05,70.08,22330.3136,2002649.0
2023-09-06,69.86,22260.2128,1845299.0
2023-09-07,69.51,22148.6886,2206207.0
2023-09-08,70.16,22355.8049,1646927.0
2023-09-11,71.39,22747.7324,3763170.0
2023-09-12,71.49,22779.5965,2550435.0
2023-09-13,71.25,22703.1228,2199355.0
2023-09-14,72.39,23066.3728,2500671.0
2023-09-15,71.85,22894.307,6781051.0
2023-09-18,71.26,22706.3092,1798758.0
2023-09-19,70.55,22480.0746,1835173.0
2023-09-20,69.69,22206.0439,1679905.0
2023-09-21,68.82,21928.8268,1289803.0
2023-09-22,67.81,21607.0001,1116809.0
2023-09-25,67.61,21543.272,1393040.0
2023-09-26,66.83,21294.7326,1390860.0
2023-09-27,66.78,21278.8006,1473187.0
2023-09-28,67.56,21527.34,1269551.0
2023-09-29,66.96,21336.1558,1665300.0
2023-10-02,66.19,21090.8028,1840099.0
2023-10-03,64.79,20644.7063,1485266.0
2023-10-04,64.46,20539.555,2151130.0
2023-10-05,64.27,20479.0134,2229790.0
2023-10-06,65.17,20765.7897,2074845.0
2023-10-09,64.74,20628.7743,1865131.0
2023-10-10,65.44,20851.8225,1732787.0
2023-10-11,65.3,20807.2129,1848321.0
2023-10-12,64.09,20421.6581,2688748.0
2023-10-13,64.28,20482.1998,2178715.0
2023-10-16,65.6,20902.805,2044873.0
2023-10-17,67.26,21431.7479,3927305.0
2023-10-18,68.63,21178.0864,5482957.0
2023-10-19,66.36,20477.6018,2981468.0
2023-10-20,64.86,20014.7265,3456036.0
2023-10-23,64.25,19826.4906,1754074.0
2023-10-24,64.74,19977.6965,1625404.0
2023-10-25,64.02,19755.5164,1357217.0
2023-10-26,64.66,19953.0098,1775481.0
2023-10-27,62.93,19419.1603,1655761.0
2023-10-30,63.88,19712.3147,1471785.0
2023-10-31,64.63,19943.7523,1548605.0
2023-11-01,64.74,19977.6965,1805234.0
2023-11-02,66.68,20576.3485,1533304.0
2023-11-03,67.76,20909.6187,1990223.0
2023-11-06,67.22,20742.9836,1426892.0
2023-11-07,66.54,20533.1468,1302756.0
2023-11-08,66.56,20539.3185,1624670.0
2023-11-09,66.52,20526.9752,1485953.0
2023-11-10,67.6,20860.2453,1406314.0
2023-11-13,67.05,20690.5244,1588005.0
2023-11-14,68.94,21273.7472,1911752.0
2023-11-15,69.73,21517.5282,1721164.0
2023-11-16,69.29,21381.7515,1733762.0
2023-11-17,70.19,21659.4766,1536827.0
2023-11-20,69.95,21585.4166,1429172.0
2023-11-21,69.05,21307.6914,1372406.0
2023-11-22,69.88,21563.8157,1200302.0
2023-11-24,70.38,21718.1075,797721.0
2023-11-27,69.74,21520.6141,1957616.0
2023-11-28,70.11,21634.79,1732703.0
2023-11-29,71.74,22137.7811,1653571.0
2023-11-30,72.82,22471.0513,3887064.0
2023-12-01,73.92,22810.4931,2699772.0
2023-12-04,74.1,22866.0382,2464684.0
2023-12-05,73.22,22594.4847,2145136.0
2023-12-06,71.44,22045.206,4466157.0
2023-12-07,73.18,22582.1413,2544978.0
2023-12-08,73.97,22825.9223,2149842.0
2023-12-11,74.6,23020.3299,2189669.0
2023-12-12,75.12,23180.7933,1819040.0
2023-12-13,76.61,23640.5828,2126092.0
2023-12-14,78.55,24239.2348,2343233.0
2023-12-15,77.63,23955.338,4948048.0
2023-12-18,77.19,23819.5612,1884597.0
2023-12-19,77.68,23970.7671,1624903.0
2023-12-20,76.05,23467.776,1822480.0
2023-12-21,77.01,23764.0162,1384957.0
2023-12-22,77.19,23819.5612,1536460.0
2023-12-26,77.72,23983.1105,1608626.0
2023-12-27,77.97,24060.2564,1154818.0
2023-12-28,78.42,24199.1189,1394279.0
2023-12-29,77.46,23902.8788,1084544.0
