,VRTX US Equity,VRTX US Equity,VRTX US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2017-08-03,154.03,38833.8694,1407101.0
2017-08-04,154.54,38962.45,807795.0
2017-08-07,156.47,39449.0394,926423.0
2017-08-08,153.26,38639.7379,893487.0
2017-08-09,152.58,38468.297,1037955.0
2017-08-10,148.54,37449.7368,1302830.0
2017-08-11,153.78,38770.8397,1551523.0
2017-08-14,154.49,38949.8441,1082040.0
2017-08-15,152.72,38503.5937,734864.0
2017-08-16,151.37,38163.2332,913411.0
2017-08-17,148.54,37449.7368,1019238.0
2017-08-18,148.13,37346.3681,887138.0
2017-08-21,149.01,37568.2327,1090074.0
2017-08-22,155.48,39199.4418,1659747.0
2017-08-23,153.25,38637.2167,989435.0
2017-08-24,156.08,39350.7131,1148699.0
2017-08-25,153.27,38642.2591,943835.0
2017-08-28,153.4,38675.0345,1187856.0
2017-08-29,152.89,38546.4539,888423.0
2017-08-30,156.29,39403.658,1246885.0
2017-08-31,160.54,40475.1632,3329549.0
2017-09-01,162.24,40903.7653,1708717.0
2017-09-05,159.07,40104.5485,1327071.0
2017-09-06,157.08,39602.8319,1328406.0
2017-09-07,159.41,40190.2689,1235994.0
2017-09-08,158.83,40044.04,1064745.0
2017-09-11,157.81,39786.8787,1519866.0
2017-09-12,156.82,39537.281,800813.0
2017-09-13,156.8,39532.2387,995081.0
2017-09-14,153.38,38669.9921,1461691.0
2017-09-15,153.61,38727.9795,3112907.0
2017-09-18,153.2,38624.6107,1386918.0
2017-09-19,153.0,38574.187,1428257.0
2017-09-20,152.72,38503.5937,1931404.0
2017-09-21,152.06,38337.1952,808169.0
2017-09-22,151.26,38135.5001,1269855.0
2017-09-25,149.1,37590.9234,1741161.0
2017-09-26,148.46,37429.5673,1762039.0
2017-09-27,149.07,37583.3598,2112346.0
2017-09-28,149.62,37722.0252,2111073.0
2017-09-29,152.04,38332.1528,1500162.0
2017-10-02,152.23,38380.0554,2057693.0
2017-10-03,152.51,38450.6487,995007.0
2017-10-04,152.51,38450.6487,970185.0
2017-10-05,152.3,38397.7037,1273734.0
2017-10-06,155.1,39103.6366,1551110.0
2017-10-09,155.55,39217.0901,1142475.0
2017-10-10,154.52,38957.4076,1055522.0
2017-10-11,154.02,38831.3482,1757612.0
2017-10-12,153.98,38821.2634,1535039.0
2017-10-13,152.91,38551.4963,930281.0
2017-10-16,154.7,39002.789,2328423.0
2017-10-17,155.05,39091.0306,795374.0
2017-10-18,154.76,39017.9162,1050665.0
2017-10-19,154.6,38977.5771,1309420.0
2017-10-20,154.63,38985.1407,1320895.0
2017-10-23,151.06,38085.0764,1552169.0
2017-10-24,151.11,38097.6823,1829565.0
2017-10-25,146.8,37011.05,2388956.0
2017-10-26,143.76,36325.7081,3735337.0
2017-10-27,150.11,37930.2451,2747621.0
2017-10-30,149.53,37816.5629,1750533.0
2017-10-31,146.23,36981.9835,2457065.0
2017-11-01,142.63,36071.5332,2412596.0
2017-11-02,144.9,36645.6227,2049975.0
2017-11-03,149.97,37927.8401,1884899.0
2017-11-06,148.98,37677.4663,1608296.0
2017-11-07,151.31,38266.7299,1384975.0
2017-11-08,147.4,37277.8798,1191898.0
2017-11-09,148.17,37472.615,1132350.0
2017-11-10,148.74,37616.7696,861047.0
2017-11-13,148.03,37437.2086,743628.0
2017-11-14,147.82,37384.099,1209146.0
2017-11-15,148.66,37596.5374,1086600.0
2017-11-16,147.94,37414.4473,1516387.0
2017-11-17,147.41,37280.4088,903595.0
2017-11-20,144.64,36579.8679,1451615.0
