,JPM US Equity,JPM US Equity,JPM US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2021-11-04,168.29,497341.7254,9574152.0
2021-11-05,168.05,496632.4616,7975570.0
2021-11-08,169.06,499617.2803,6413707.0
2021-11-09,167.78,495834.5397,7990283.0
2021-11-10,167.62,495361.6971,6999214.0
2021-11-11,167.61,495332.1445,5815267.0
2021-11-12,166.86,493115.6949,8113441.0
2021-11-15,166.56,492229.1151,6492463.0
2021-11-16,165.36,488682.7958,9706145.0
2021-11-17,164.47,486052.6091,9909576.0
2021-11-18,163.05,481856.1312,8123567.0
2021-11-19,160.92,475561.4145,12193634.0
2021-11-22,164.35,485697.9771,14551672.0
2021-11-23,168.28,497312.1727,12362344.0
2021-11-24,166.96,493411.2215,9629790.0
2021-11-26,161.93,478546.2333,13619276.0
2021-11-29,161.23,476477.547,12104369.0
2021-11-30,158.83,469384.9085,18922616.0
2021-12-01,157.89,466606.9584,12258685.0
2021-12-02,161.21,476418.4417,12969926.0
2021-12-03,158.29,467789.0648,12681765.0
2021-12-06,160.16,473315.4123,11186493.0
2021-12-07,162.57,480437.6035,9851554.0
2021-12-08,160.71,474940.8087,11705673.0
2021-12-09,160.46,474201.9921,11189642.0
2021-12-10,159.82,472310.6219,10405374.0
2021-12-13,157.92,466695.6164,12068987.0
2021-12-14,159.13,470271.4883,12563560.0
2021-12-15,157.94,466754.7217,14014167.0
2021-12-16,160.41,474054.2288,19542759.0
2021-12-17,156.76,463267.5077,28138027.0
2021-12-20,153.94,454933.6574,15147982.0
2021-12-21,156.09,461287.4795,11291338.0
2021-12-22,156.7,463090.1918,7272989.0
2021-12-23,157.26,464745.1408,8055154.0
2021-12-27,158.16,467404.8802,6189234.0
2021-12-28,158.64,468823.4079,6342743.0
2021-12-29,158.56,468586.9866,6398927.0
2021-12-30,158.48,468350.5653,6948171.0
2021-12-31,158.35,467966.3808,5805902.0
2022-01-03,161.7,477866.5221,13128118.0
2022-01-04,167.83,495982.303,20195802.0
2022-01-05,163.78,484013.4755,17539410.0
2022-01-06,165.52,489155.6384,14047498.0
2022-01-07,167.16,494002.2748,13913345.0
2022-01-10,167.32,494475.1173,12922455.0
2022-01-11,167.49,494977.5126,11854115.0
2022-01-12,168.44,497785.0153,12568011.0
2022-01-13,168.23,497164.4094,13623418.0
2022-01-14,157.89,466606.9584,40158362.0
2022-01-18,151.27,447043.097,32348432.0
2022-01-19,148.93,440127.7745,22380026.0
2022-01-20,147.66,436374.5866,14860843.0
2022-01-21,145.08,428750.0001,20705401.0
2022-01-24,144.95,428365.8155,28503121.0
2022-01-25,146.53,433035.1359,18915869.0
2022-01-26,147.92,437142.9557,20709097.0
2022-01-27,145.31,429429.7113,17544523.0
2022-01-28,146.61,433271.5572,14116969.0
2022-01-31,148.6,439152.5367,13985745.0
2022-02-01,151.15,446688.4651,14584935.0
2022-02-02,149.94,443112.5932,12441136.0
2022-02-03,148.7,439448.0633,12474882.0
2022-02-04,152.56,450855.3903,16654409.0
2022-02-07,153.07,452362.576,12572283.0
2022-02-08,155.95,460873.7422,20411387.0
2022-02-09,156.6,462794.6652,9131135.0
2022-02-10,155.95,460873.7422,16455635.0
2022-02-11,153.92,454874.5521,16830005.0
2022-02-14,152.49,450648.5216,17026491.0
2022-02-15,154.72,457238.765,9500867.0
2022-02-16,155.0,458066.2395,9076526.0
2022-02-17,151.43,447515.9396,11367457.0
2022-02-18,152.14,449614.1785,11733315.0
2022-02-22,151.87,448443.0983,11333475.0
2022-02-23,148.69,439053.1657,11799031.0
2022-02-24,144.55,426828.5366,25655100.0
2022-02-25,147.97,436927.1433,18367679.0
2022-02-28,141.8,418708.3119,31315344.0
2022-03-01,136.45,402910.784,36840448.0
2022-03-02,139.28,411267.2333,19405581.0
2022-03-03,138.29,408343.9525,16640804.0
2022-03-04,134.4,396857.5256,21020675.0
2022-03-07,129.21,381532.447,27560052.0
2022-03-08,128.3,378845.3909,19207816.0
2022-03-09,133.44,394022.829,17536202.0
2022-03-10,131.86,389357.3908,15604247.0
2022-03-11,128.89,380587.5481,20061789.0
2022-03-14,130.17,384367.1436,15786898.0
2022-03-15,132.48,391188.1323,15096604.0
2022-03-16,138.4,408668.7614,20354896.0
2022-03-17,140.15,413836.1771,17050454.0
2022-03-18,140.1,413688.5367,23656519.0
2022-03-21,139.65,412359.7727,12676051.0
2022-03-22,142.62,421129.6153,13548587.0
2022-03-23,139.78,412743.6378,12093218.0
2022-03-24,140.69,415430.694,10017625.0
2022-03-25,141.92,419062.649,8386416.0
2022-03-28,140.87,415962.1996,10818077.0
2022-03-29,141.18,416877.5704,11316503.0
2022-03-30,140.54,414987.7726,8771027.0
2022-03-31,136.32,402526.9188,17353942.0
2022-04-01,135.31,399544.5817,15721297.0
2022-04-04,135.91,399544.1741,17422937.0
2022-04-05,133.34,391988.9646,12110267.0
2022-04-06,131.49,386550.3896,12914733.0
2022-04-07,131.09,385374.4815,12994231.0
2022-04-08,133.49,392429.9301,13126938.0
2022-04-11,133.0,390989.4427,10466429.0
2022-04-12,131.54,386697.3782,12989862.0
2022-04-13,127.3,374232.7523,30838027.0
2022-04-14,126.12,370763.8234,18835190.0
2022-04-18,128.46,377642.8858,11834444.0
2022-04-19,131.12,385462.6747,15015448.0
2022-04-20,131.58,386814.969,13430189.0
2022-04-21,130.56,383816.4033,12174182.0
2022-04-22,126.81,372792.2649,14318842.0
2022-04-25,126.77,372674.6741,17149031.0
2022-04-26,123.02,361650.5357,17209535.0
2022-04-27,121.42,356946.9033,17215247.0
2022-04-28,123.34,362591.2621,13019941.0
2022-04-29,119.36,350890.9766,14874811.0
2022-05-02,120.45,354095.3261,18544958.0
2022-05-03,123.03,361345.3188,15720935.0
2022-05-04,127.1,373299.1142,17128535.0
2022-05-05,123.92,363959.2937,15055401.0
2022-05-06,123.72,363371.8837,14417942.0
2022-05-09,121.86,357908.9698,14312300.0
2022-05-10,118.89,349185.9299,16382441.0
2022-05-11,118.14,346983.1421,14630299.0
2022-05-12,118.04,346689.437,16318801.0
2022-05-13,119.09,349773.34,10443203.0
2022-05-16,118.26,347335.5881,10269025.0
2022-05-17,122.18,358848.8259,11160151.0
2022-05-18,120.09,352710.3905,12664912.0
2022-05-19,118.31,347482.4406,12765769.0
2022-05-20,117.34,344633.5017,13150099.0
2022-05-23,124.6,365956.4881,24376725.0
2022-05-24,126.36,371125.6969,19324922.0
2022-05-25,127.24,373710.3013,12780385.0
2022-05-26,129.44,380171.8123,15990944.0
2022-05-27,131.27,385546.6147,11177759.0
2022-05-31,132.23,388366.1831,17015042.0
2022-06-01,129.91,381552.226,10768023.0
2022-06-02,132.0,387690.6615,8374794.0
2022-06-03,130.16,382286.4887,8596022.0
2022-06-06,129.73,381023.557,11323459.0
2022-06-07,130.07,382022.1541,6722167.0
2022-06-08,128.0,375942.4596,8422110.0
2022-06-09,125.31,368041.7939,13565478.0
2022-06-10,119.55,351124.3832,12951760.0
2022-06-13,115.99,340668.4836,16805564.0
2022-06-14,114.06,334999.9762,13357912.0
2022-06-15,115.41,338964.9943,14083548.0
2022-06-16,113.43,333149.6344,16724855.0
2022-06-17,113.03,331974.8142,30919865.0
2022-06-21,115.83,340198.5555,11680485.0
2022-06-22,115.18,338289.4727,9848572.0
2022-06-23,113.92,334588.7891,11851541.0
2022-06-24,117.32,344574.7607,14841090.0
2022-06-27,116.38,341813.9332,11280485.0
2022-06-28,115.82,340169.185,11615519.0
2022-06-29,115.3,338641.9187,9338432.0
2022-06-30,112.61,330741.253,15172611.0
2022-07-01,114.05,334970.6056,10573577.0
2022-07-05,112.62,330770.6235,12515590.0
2022-07-06,111.89,328626.5766,10656197.0
2022-07-07,114.72,336938.4295,10347385.0
2022-07-08,114.36,335881.0913,8807840.0
2022-07-11,112.86,331475.5156,7944573.0
2022-07-12,112.97,331798.5911,11250917.0
2022-07-13,111.91,328685.3177,12979883.0
2022-07-14,108.0,317201.4503,26204846.0
2022-07-15,112.95,331739.8501,18863886.0
2022-07-18,111.79,328332.8716,13977903.0
2022-07-19,114.56,336468.5014,11862269.0
2022-07-20,114.54,336409.7604,11667540.0
2022-07-21,115.32,338700.6597,11595860.0
2022-07-22,114.76,337055.9115,7645542.0
2022-07-25,115.22,338406.9547,9394033.0
2022-07-26,113.42,333120.2639,10675119.0
2022-07-27,115.24,338465.6957,9274454.0
2022-07-28,114.81,337202.764,10384770.0
2022-07-29,115.36,338818.1418,12944544.0
2022-08-01,114.21,335440.5337,14740406.0
2022-08-02,112.43,330212.5839,14942854.0
2022-08-03,113.61,333169.5492,14394499.0
2022-08-04,112.36,329503.8337,18033854.0
2022-08-05,115.76,339474.5799,14174642.0
2022-08-08,114.35,335339.6528,10339584.0
2022-08-09,115.38,338360.2024,10233754.0
2022-08-10,118.39,347187.2453,12847258.0
2022-08-11,120.14,352319.2469,11684856.0
2022-08-12,122.13,358155.066,9906716.0
2022-08-15,122.46,359122.8149,8456202.0
2022-08-16,123.63,362553.9246,9554966.0
2022-08-17,122.59,359504.0493,8149335.0
2022-08-18,121.64,356718.1055,9531752.0
2022-08-19,118.63,347891.0626,13464469.0
2022-08-22,116.67,342143.2207,8967607.0
2022-08-23,115.52,338770.7625,7607042.0
2022-08-24,115.8,339591.8828,9771264.0
2022-08-25,118.55,347656.4568,10758870.0
2022-08-26,114.67,336278.076,11276212.0
2022-08-29,114.39,335456.9557,8117296.0
2022-08-30,114.41,335515.6071,10745404.0
2022-08-31,113.73,333521.4579,10738299.0
2022-09-01,114.51,335808.8644,9979823.0
2022-09-02,113.71,333462.8065,10666594.0
2022-09-06,113.74,333550.7836,9751914.0
2022-09-07,115.9,339885.14,10647866.0
2022-09-08,118.6,347803.0855,11434984.0
2022-09-09,119.17,349474.6517,9302228.0
2022-09-12,120.58,353609.5788,8614630.0
2022-09-13,116.39,341322.1005,12904575.0
2022-09-14,116.12,340530.3059,9345718.0
2022-09-15,117.87,345662.3076,10821438.0
2022-09-16,117.08,343345.5754,14844136.0
2022-09-19,118.16,346512.7536,8201305.0
2022-09-20,115.83,339679.8599,9619026.0
2022-09-21,112.49,329885.0682,12606281.0
2022-09-22,111.21,326131.3755,11684463.0
2022-09-23,109.14,320060.9506,18138572.0
2022-09-26,106.79,313169.4055,15753581.0
2022-09-27,105.85,310412.7875,12793612.0
2022-09-28,107.99,316688.4924,12762596.0
2022-09-29,106.16,311321.8849,12713926.0
2022-09-30,104.5,306453.8148,15973415.0
2022-10-03,107.73,315926.0236,12248137.0
2022-10-04,112.77,330706.1884,16013586.0
2022-10-05,110.39,323726.6661,10943502.0
2022-10-06,108.14,317128.3783,11521415.0
2022-10-07,105.98,310794.0219,11681088.0
2022-10-10,104.99,307890.7752,8931729.0
2022-10-11,101.96,299005.0809,12739700.0
2022-10-12,103.61,303843.8253,13180960.0
2022-10-13,109.37,320735.4423,22398706.0
2022-10-14,111.19,326072.724,33420141.0
2022-10-17,115.86,339767.8371,22276272.0
2022-10-18,118.84,348506.9028,21539680.0
2022-10-19,116.51,341674.0092,17072035.0
2022-10-20,116.13,340559.6317,12207437.0
2022-10-21,122.23,358448.3232,20593310.0
2022-10-24,122.38,358888.2091,12624177.0
2022-10-25,122.7,359826.6323,11289101.0
2022-10-26,124.11,363961.5593,11671494.0
2022-10-27,124.6,365398.5198,10727612.0
2022-10-28,126.08,369738.7269,11859472.0
2022-10-31,125.88,369152.2125,13295173.0
2022-11-01,128.15,375809.1518,13386945.0
2022-11-02,126.97,372348.7164,16546085.0
2022-11-03,127.2,373103.6618,12474358.0
2022-11-04,130.68,383311.2148,14354353.0
2022-11-07,131.37,385335.1261,12011157.0
2022-11-08,131.45,385569.7825,9884053.0
2022-11-09,129.74,380554.0022,9493961.0
2022-11-10,135.08,396217.3163,16351589.0
2022-11-11,135.3,396862.6213,10704664.0
2022-11-14,133.91,392785.4666,11085604.0
2022-11-15,132.94,389940.2578,14038346.0
2022-11-16,133.12,390468.2347,7893359.0
2022-11-17,132.54,388766.9759,8824558.0
2022-11-18,133.84,392580.1422,9468537.0
2022-11-21,133.05,390262.9103,7800517.0
2022-11-22,135.04,396099.9881,9185670.0
2022-11-23,136.48,400323.8031,7316204.0
2022-11-25,136.74,401086.4364,3220496.0
2022-11-28,134.35,394076.0767,9907551.0
2022-11-29,136.56,400558.4595,7925322.0
2022-11-30,138.18,405310.2514,14761248.0
2022-12-01,136.24,399619.8339,8858472.0
2022-12-02,135.16,396451.9727,8932057.0
2022-12-05,131.37,385335.1261,10154531.0
2022-12-06,131.59,385980.4312,13966691.0
2022-12-07,131.5,385716.4428,11739425.0
2022-12-08,132.88,389764.2655,8907257.0
2022-12-09,132.16,387652.358,7957818.0
2022-12-12,134.21,393665.428,8841631.0
2022-12-13,134.08,393284.1114,10025383.0
2022-12-14,133.41,391318.8641,9966115.0
2022-12-15,130.1,381609.9559,12090286.0
2022-12-16,129.29,379234.06,21133707.0
2022-12-19,130.06,381492.6277,9017156.0
2022-12-20,130.69,383340.5468,8549927.0
2022-12-21,132.16,387652.358,8051704.0
2022-12-22,130.66,383252.5507,8651131.0
2022-12-23,131.28,385071.1377,5091905.0
2022-12-27,131.74,386420.4119,5410991.0
2022-12-28,132.46,388532.3195,8827738.0
2022-12-29,133.22,390761.5552,6585228.0
2022-12-30,134.1,393342.7755,9292519.0
2023-01-03,135.12,396334.6445,11054778.0
2023-01-04,136.38,400030.4826,11687643.0
2023-01-05,135.35,397009.2816,8381265.0
2023-01-06,137.94,404606.2823,10029076.0
2023-01-09,137.37,402934.3555,8482297.0
2023-01-10,138.6,406542.1975,9048665.0
2023-01-11,139.63,409563.3985,8703698.0
2023-01-12,139.49,409152.7498,11001666.0
2023-01-13,143.01,419477.631,20200047.0
2023-01-17,140.8,412995.2482,14292881.0
2023-01-18,136.57,400587.7916,13392601.0
2023-01-19,134.75,395249.3587,13303371.0
2023-01-20,135.08,396217.3163,13092492.0
2023-01-23,137.27,402641.035,10487128.0
2023-01-24,138.45,406102.2167,6944991.0
2023-01-25,139.12,408067.464,8967007.0
2023-01-26,139.98,410590.0202,7487631.0
2023-01-27,140.32,411587.3099,7489946.0
2023-01-30,139.13,408096.7961,6729255.0
2023-01-31,139.96,410531.3561,9188738.0
2023-02-01,139.59,409446.0703,8841846.0
2023-02-02,138.94,407539.4871,11822064.0
2023-02-03,141.09,413845.8776,11501232.0
2023-02-06,141.92,416280.4377,8406231.0
2023-02-07,143.65,421354.8822,10447888.0
2023-02-08,142.64,418392.3452,6957965.0
2023-02-09,140.42,411880.6304,6443109.0
2023-02-10,141.04,413699.2174,6582853.0
2023-02-13,142.57,418187.0209,7134607.0
2023-02-14,143.2,420034.94,9249399.0
2023-02-15,143.8,421794.8629,6731172.0
2023-02-16,141.82,415987.1172,8165306.0
2023-02-17,142.24,417219.0633,7948829.0
2023-02-21,139.63,410980.7227,9996283.0
2023-02-22,138.56,407831.3324,11107501.0
2023-02-23,139.67,411098.457,8068010.0
2023-02-24,140.93,414807.0848,9126888.0
2023-02-27,142.16,418427.4121,10014654.0
2023-02-28,143.35,421930.005,11019757.0
2023-03-01,142.55,419575.3207,7139155.0
2023-03-02,141.07,415219.1546,11107549.0
2023-03-03,143.66,422842.4452,9513063.0
2023-03-06,142.82,420370.0267,9261255.0
2023-03-07,138.62,408007.9337,11747620.0
2023-03-08,137.8,405594.3823,10002548.0
2023-03-09,130.34,383636.9505,25888097.0
2023-03-10,133.65,393379.4571,37599655.0
2023-03-13,131.25,386315.404,42901132.0
2023-03-14,134.62,396234.5119,29648116.0
2023-03-15,128.26,377514.7712,34280607.0
2023-03-16,130.75,384843.7263,24570587.0
2023-03-17,125.81,370303.5503,38395982.0
2023-03-20,127.14,374218.2131,22875505.0
2023-03-21,130.55,384255.0552,17807808.0
2023-03-22,127.18,374335.9473,17250168.0
2023-03-23,126.84,373335.2064,16677640.0
2023-03-24,124.91,367654.5304,22326916.0
2023-03-27,128.49,378191.7429,18853935.0
2023-03-28,128.88,379339.6516,10820466.0
2023-03-29,129.14,380104.924,14595260.0
2023-03-30,128.75,378957.0153,12134675.0
2023-03-31,130.31,383548.6499,13105215.0
2023-04-03,130.16,383107.1465,11775388.0
2023-04-04,128.42,376458.2223,11579916.0
2023-04-05,127.61,374083.7388,9614692.0
2023-04-06,127.47,373673.3343,8760220.0
2023-04-10,127.89,374904.5479,9477292.0
2023-04-11,128.52,376751.3684,10516267.0
2023-04-12,128.5,376692.7391,11820995.0
2023-04-13,128.99,378129.155,12450242.0
2023-04-14,138.73,406681.5852,43931328.0
2023-04-17,139.83,409906.1923,16050486.0
2023-04-18,141.4,414508.5861,13760139.0
2023-04-19,141.22,413980.9231,9158112.0
2023-04-20,140.81,412779.0241,10586245.0
2023-04-21,140.54,411987.5296,11842537.0
2023-04-24,140.73,412544.5072,7567666.0
2023-04-25,137.67,403574.2366,10629325.0
2023-04-26,135.23,396421.4717,14416145.0
2023-04-27,137.05,401756.7307,9041092.0
2023-04-28,138.24,405245.1693,9887262.0
2023-05-01,141.2,413922.2939,20415762.0
2023-05-02,138.92,407238.5628,14113447.0
2023-05-03,135.98,397372.7915,12930906.0
2023-05-04,134.12,391937.3348,17089164.0
2023-05-05,136.74,399593.7307,11261394.0
2023-05-08,137.07,400558.0859,7484872.0
2023-05-09,136.41,398629.3755,7343573.0
2023-05-10,136.48,398833.9357,8133416.0
2023-05-11,136.05,397577.3516,7057277.0
2023-05-12,134.1,391878.8891,9988598.0
2023-05-15,135.23,395181.0751,7639451.0
2023-05-16,134.32,392521.7925,6483267.0
2023-05-17,138.45,404590.8441,12711522.0
2023-05-18,139.5,407659.247,10999607.0
2023-05-19,139.18,406724.1147,13492239.0
2023-05-22,138.03,403363.4829,11402476.0
2023-05-23,136.59,399155.3874,9514897.0
2023-05-24,135.34,395502.5268,8577997.0
2023-05-25,135.67,396466.882,8472505.0
2023-05-26,136.94,400178.1884,8579941.0
2023-05-30,137.46,401697.7784,7399867.0
2023-05-31,135.71,396583.7736,14219906.0
2023-06-01,137.58,402048.4531,12248094.0
2023-06-02,140.47,410493.8669,12922471.0
2023-06-05,139.09,406461.1087,9685780.0
2023-06-06,139.34,407191.6808,9329541.0
2023-06-07,140.69,411136.7703,9281389.0
2023-06-08,140.73,411253.6619,7370043.0
2023-06-09,141.01,412071.9027,7253946.0
2023-06-12,141.0,412042.6798,7600196.0
2023-06-13,142.02,415023.414,7701567.0
2023-06-14,141.49,413474.6011,9068729.0
2023-06-15,143.09,418150.2628,9343096.0
2023-06-16,143.26,418647.0518,13813512.0
2023-06-20,142.53,416513.7812,8431008.0
2023-06-21,142.32,415900.1006,9926459.0
2023-06-22,139.58,407893.0301,10076325.0
2023-06-23,138.85,405759.7595,9919539.0
2023-06-26,139.19,406753.3376,8429727.0
2023-06-27,139.2,406782.5605,8154024.0
2023-06-28,138.59,404999.9645,7558644.0
2023-06-29,143.43,419143.8408,15423230.0
2023-06-30,145.44,425017.6407,14212816.0
2023-07-03,146.61,428436.7183,8021622.0
2023-07-05,144.64,422679.8099,8935519.0
2023-07-06,143.21,418500.9374,9714100.0
2023-07-07,144.34,421803.1234,8981456.0
2023-07-10,145.15,424170.1771,9100060.0
2023-07-11,147.42,430803.772,11265592.0
2023-07-12,148.15,432937.0426,11323228.0
2023-07-13,148.87,435041.0903,11234925.0
2023-07-14,149.77,437671.15,27028429.0
2023-07-17,153.38,448220.6115,17262394.0
2023-07-18,153.66,449038.8523,13491725.0
2023-07-19,154.25,450763.0025,12510000.0
2023-07-20,156.15,456315.3507,9935907.0
2023-07-21,154.95,452808.6045,10636378.0
2023-07-24,158.0,461721.5844,14381425.0
2023-07-25,156.82,458273.284,9944679.0
2023-07-26,157.76,461020.2352,8728593.0
2023-07-27,156.02,455935.4532,10778406.0
2023-07-28,156.91,458536.2899,9105974.0
2023-07-31,157.96,461604.6929,8894353.0
2023-08-01,157.18,459325.3078,6855682.0
2023-08-02,155.4,454123.6343,8303708.0
2023-08-03,156.35,454366.4324,6087542.0
2023-08-04,156.02,453407.4243,6209397.0
2023-08-07,156.76,455557.9274,7251832.0
2023-08-08,155.88,453000.5724,8623379.0
2023-08-09,153.79,446926.8541,6277813.0
2023-08-10,153.56,446258.4545,5995076.0
2023-08-11,154.45,448844.8704,5180690.0
2023-08-14,154.77,449774.8177,5044282.0
2023-08-15,150.83,438324.8417,10300303.0
2023-08-16,150.19,436464.9472,6978235.0
2023-08-17,148.63,431931.4541,9953912.0
2023-08-18,148.97,432919.5231,8517460.0
2023-08-21,149.48,434401.6266,8327018.0
2023-08-22,146.38,425392.7623,9681972.0
2023-08-23,147.37,428269.7867,7858021.0
2023-08-24,147.23,427862.9347,6534026.0
2023-08-25,147.05,427339.8394,6695537.0
2023-08-28,147.56,428821.9429,5094201.0
2023-08-29,148.76,432309.2452,6336962.0
2023-08-30,148.16,430565.594,6277318.0
2023-08-31,146.33,425247.458,10933938.0
2023-09-01,146.82,426671.4398,7903496.0
2023-09-05,145.2,421963.5816,7854739.0
2023-09-06,144.96,421266.1212,8629164.0
2023-09-07,143.72,417662.5754,8373738.0
2023-09-08,143.83,417982.2448,7110254.0
2023-09-11,144.46,419813.0785,6854220.0
2023-09-12,146.34,425276.5189,8363165.0
2023-09-13,146.41,425479.9448,8325914.0
2023-09-14,149.25,433733.227,10034931.0
2023-09-15,148.81,432454.5495,19863383.0
2023-09-18,149.12,433355.4359,6512360.0
2023-09-19,148.93,432803.2797,7945606.0
2023-09-20,148.3,430972.446,7334257.0
2023-09-21,147.14,427601.3871,8053410.0
2023-09-22,145.73,423503.8068,7071975.0
2023-09-25,146.45,425596.1882,7044672.0
2023-09-26,144.93,421178.9386,7468405.0
2023-09-27,145.78,423649.1111,6717822.0
2023-09-28,147.59,428909.1254,8868063.0
2023-09-29,145.02,421440.4863,11917826.0
2023-10-02,143.77,417807.8797,9170644.0
2023-10-03,142.71,414727.4293,9431118.0
2023-10-04,143.35,416587.3239,8128748.0
2023-10-05,142.9,415279.5855,8576237.0
2023-10-06,145.1,421672.9731,10270621.0
2023-10-09,144.77,420713.965,6964907.0
2023-10-10,145.65,423271.32,11288769.0
2023-10-11,146.15,424724.3626,8698175.0
2023-10-12,145.81,423736.2937,10484436.0
2023-10-13,148.0,430100.6204,29487199.0
2023-10-16,147.85,429664.7076,12663461.0
2023-10-17,147.53,428734.7603,11482739.0
2023-10-18,145.91,424026.9022,9620257.0
2023-10-19,145.29,422225.1293,11143631.0
2023-10-20,142.95,415424.8898,13332867.0
2023-10-23,141.0,409758.0235,10133410.0
2023-10-24,141.17,410252.058,8881354.0
2023-10-25,140.4,408014.3723,8242565.0
2023-10-26,140.76,409060.563,9109431.0
2023-10-27,135.69,394326.7107,17434717.0
2023-10-30,137.42,399354.2382,9855540.0
2023-10-31,139.06,404120.2181,9672460.0
2023-11-01,138.94,401676.6989,9432048.0
2023-11-02,141.42,408846.3996,10186175.0
2023-11-03,143.0,413414.1928,9538719.0
2023-11-06,144.08,416536.4818,7625063.0
2023-11-07,144.01,416334.1112,6297915.0
2023-11-08,144.72,418386.7271,7618169.0
2023-11-09,144.29,417143.5935,7992477.0
2023-11-10,146.43,423330.3514,7983935.0
2023-11-13,145.78,421451.196,6676364.0
2023-11-14,148.44,429141.2781,9927723.0
2023-11-15,149.74,432899.589,8365296.0
2023-11-16,151.45,437843.2132,8126188.0
2023-11-17,152.82,441803.8947,7814064.0
2023-11-20,153.29,443162.6686,7020349.0
2023-11-21,152.97,442237.5459,7083506.0
2023-11-22,153.33,443278.3089,5175135.0
2023-11-24,153.54,443885.4207,3496941.0
2023-11-27,153.19,442873.5678,6259116.0
2023-11-28,153.54,443885.4207,6582937.0
2023-11-29,154.32,446140.4072,9126053.0
2023-11-30,156.08,451228.5819,9869790.0
2023-12-01,156.84,453425.7482,8916001.0
2023-12-04,157.99,456750.4078,9607465.0
2023-12-05,157.97,456692.5876,9135597.0
2023-12-06,156.31,451893.5138,9366004.0
2023-12-07,156.79,453281.1978,8130874.0
2023-12-08,158.52,458282.6422,7369370.0
2023-12-11,159.1,459959.4271,8093908.0
2023-12-12,160.52,464064.6589,10222978.0
2023-12-13,161.06,465625.8034,12379098.0
2023-12-14,163.99,474096.4578,13642990.0
2023-12-15,165.23,477681.3082,20309348.0
2023-12-18,166.23,480572.3165,8469608.0
2023-12-19,168.45,486990.355,10345691.0
2023-12-20,166.55,481497.4392,10734709.0
2023-12-21,167.5,484243.8971,7601678.0
2023-12-22,167.4,483954.7963,6576322.0
2023-12-26,168.39,486816.8945,4683605.0
2023-12-27,169.4,489736.813,6428643.0
2023-12-28,170.3,492338.7205,6320129.0
2023-12-29,170.1,491760.5188,6435102.0
