,SMCI US Equity,SMCI US Equity,SMCI US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2017-08-31,26.625,1296.4509,570148.0
2017-09-01,26.75,1302.5375,295572.0
2017-09-05,26.55,1292.7989,222617.0
2017-09-06,26.6,1295.2336,203920.0
2017-09-07,26.2,1275.7564,311692.0
2017-09-08,25.75,1253.8445,147477.0
2017-09-11,25.95,1263.5831,454349.0
2017-09-12,25.75,1253.8445,292857.0
2017-09-13,25.55,1244.1059,340220.0
2017-09-14,25.25,1229.498,359601.0
2017-09-15,23.35,1136.9814,1600381.0
2017-09-18,21.2,1032.2914,1920093.0
2017-09-19,21.0,1022.5528,1865005.0
2017-09-20,20.85,1015.2489,1182590.0
2017-09-21,21.2,1032.2914,785765.0
2017-09-22,21.95,1068.8112,744512.0
2017-09-25,21.3,1037.1607,420171.0
2017-09-26,21.65,1054.2033,354733.0
2017-09-27,22.3,1085.8537,491556.0
2017-09-28,21.9,1066.3765,444582.0
2017-09-29,22.1,1076.1151,1139083.0
2017-10-02,23.25,1132.1121,832177.0
2017-10-03,22.75,1107.7656,638999.0
2017-10-04,23.0,1119.9388,237922.0
2017-10-05,22.95,1117.5042,487835.0
2017-10-06,22.75,1107.7656,342933.0
2017-10-09,22.7,1105.3309,349207.0
2017-10-10,22.55,1098.027,354300.0
2017-10-11,22.45,1093.1577,387350.0
2017-10-12,22.5,1095.5923,406019.0
2017-10-13,22.6,1100.4616,283486.0
2017-10-16,22.45,1093.1577,228479.0
2017-10-17,22.1,1076.1151,230816.0
2017-10-18,22.05,1073.6805,474030.0
2017-10-19,21.8,1061.5072,439479.0
2017-10-20,22.4,1090.723,600102.0
2017-10-23,22.5,1095.5923,309158.0
2017-10-24,22.45,1093.1577,259301.0
2017-10-25,21.85,1063.9419,322098.0
2017-10-26,21.7,1056.6379,577482.0
2017-10-27,20.475,996.989,2661063.0
2017-10-30,19.85,966.5559,702639.0
2017-10-31,19.9,968.9905,564550.0
2017-11-01,20.3,988.4677,488785.0
2017-11-02,20.3,988.4677,404985.0
2017-11-03,20.3,988.4677,579595.0
2017-11-06,20.5,998.2063,389589.0
2017-11-07,19.8,964.1212,354831.0
2017-11-08,19.75,961.6866,305792.0
2017-11-09,19.55,951.948,285603.0
2017-11-10,20.0,973.8598,364303.0
2017-11-13,19.95,971.4252,697778.0
2017-11-14,19.825,965.3386,288068.0
2017-11-15,19.9,968.9905,390354.0
2017-11-16,20.25,986.0331,452176.0
2017-11-17,20.45,995.7717,256346.0
2017-11-20,21.35,1039.5954,442455.0
2017-11-21,21.5,1046.8993,424306.0
2017-11-22,21.3,1037.1607,419777.0
2017-11-24,21.0,1022.5528,206922.0
2017-11-27,21.3,1037.1607,237125.0
2017-11-28,21.85,1063.9419,319397.0
2017-11-29,22.2,1080.9844,471574.0
2017-11-30,22.05,1073.6805,604962.0
2017-12-01,22.0,1071.2458,500174.0
2017-12-04,22.05,1073.6805,369819.0
2017-12-05,21.55,1049.334,546991.0
2017-12-06,21.45,1044.4647,236075.0
2017-12-07,21.55,1049.334,213582.0
2017-12-08,21.6,1051.7686,241433.0
2017-12-11,21.85,1063.9419,210657.0
2017-12-12,22.0,1071.2458,171004.0
2017-12-13,22.1,1076.1151,542801.0
2017-12-14,21.7,1056.6379,306550.0
2017-12-15,22.0,1071.2458,1249073.0
2017-12-18,22.0,1071.2458,316334.0
2017-12-19,22.15,1078.5498,620846.0
2017-12-20,21.65,1054.2033,434670.0
2017-12-21,21.325,1038.3781,474908.0
2017-12-22,21.0,1022.5528,271960.0
2017-12-26,20.75,1010.3796,182499.0
2017-12-27,20.95,1020.1182,344347.0
2017-12-28,20.95,1020.1182,447741.0
2017-12-29,20.925,1018.9009,399309.0
2018-01-02,21.45,1044.4647,434529.0
2018-01-03,21.5,1046.8993,409711.0
2018-01-04,21.65,1054.2033,363089.0
2018-01-05,21.7,1056.6379,217818.0
2018-01-08,21.8,1061.5072,348690.0
2018-01-09,21.25,1034.7261,311580.0
2018-01-10,21.3,1037.1607,260167.0
2018-01-11,21.7,1056.6379,211680.0
2018-01-12,21.5,1046.8993,307110.0
2018-01-16,21.5,1046.8993,322103.0
2018-01-17,21.65,1054.2033,429974.0
2018-01-18,21.5,1046.8993,177510.0
2018-01-19,22.8,1110.2002,549551.0
2018-01-22,23.35,1136.9814,786170.0
2018-01-23,22.9,1115.0695,377141.0
2018-01-24,22.8,1110.2002,812442.0
2018-01-25,22.65,1102.8963,485014.0
2018-01-26,23.85,1161.3279,556721.0
2018-01-29,24.5,1192.9783,1083443.0
2018-01-30,24.65,1200.2823,1027934.0
2018-01-31,22.825,1111.4175,1476873.0
2018-02-01,22.575,1099.2443,696027.0
2018-02-02,20.6,1003.0756,948740.0
2018-02-05,19.3,939.7747,1172935.0
2018-02-06,19.55,951.948,841259.0
2018-02-07,19.8,964.1212,481001.0
2018-02-08,18.6,905.6897,560832.0
2018-02-09,18.85,917.8629,655015.0
2018-02-12,18.8,915.4282,382743.0
2018-02-13,18.4,895.9511,441226.0
2018-02-14,19.3,939.7747,506442.0
2018-02-15,19.5,949.5133,431254.0
2018-02-16,19.1,930.0361,476482.0
2018-02-20,18.85,917.8629,378503.0
2018-02-21,18.15,883.7778,645263.0
2018-02-22,18.35,893.5164,684646.0
2018-02-23,18.5,900.8204,374126.0
2018-02-26,18.9,920.2975,371370.0
2018-02-27,18.6,905.6897,306506.0
2018-02-28,18.1,881.3432,558850.0
2018-03-01,18.05,878.9085,531192.0
2018-03-02,18.275,889.8644,397413.0
2018-03-05,18.9,920.2975,381122.0
2018-03-06,19.35,942.2094,469142.0
2018-03-07,19.6,954.3826,371990.0
2018-03-08,19.35,942.2094,364483.0
2018-03-09,19.75,961.6866,482359.0
2018-03-12,19.5,949.5133,629039.0
2018-03-13,19.55,951.948,321472.0
2018-03-14,19.6,954.3826,255789.0
2018-03-15,19.65,956.8173,397009.0
2018-03-16,19.7,959.2519,749453.0
2018-03-19,18.7,910.559,616868.0
2018-03-20,18.7,910.559,298460.0
2018-03-21,18.3,891.0818,493735.0
2018-03-22,17.7,861.866,389304.0
2018-03-23,17.25,839.9541,461849.0
2018-03-26,17.1,832.6502,428906.0
2018-03-27,16.6,808.3037,1185936.0
2018-03-28,16.65,810.7383,326948.0
2018-03-29,17.0,827.7809,489531.0
2018-04-02,16.35,796.1304,458442.0
2018-04-03,16.6,808.3037,402127.0
2018-04-04,16.75,815.6076,456905.0
2018-04-05,16.75,815.6076,219334.0
2018-04-06,16.55,805.869,342242.0
2018-04-09,16.35,796.1304,259845.0
2018-04-10,17.05,830.2155,295025.0
2018-04-11,17.25,839.9541,252848.0
2018-04-12,17.55,854.562,466827.0
2018-04-13,17.35,844.8234,134109.0
2018-04-16,17.7,861.866,269463.0
2018-04-17,18.3,891.0818,481588.0
2018-04-18,18.0,876.4739,208678.0
2018-04-19,17.75,864.3006,226894.0
2018-04-20,17.45,849.6927,172350.0
2018-04-23,17.4,847.2581,154061.0
2018-04-24,17.55,854.562,417433.0
2018-04-25,17.6,856.9967,154250.0
2018-04-26,17.7,861.866,131635.0
2018-04-27,18.1,881.3432,271101.0
2018-04-30,17.7,861.866,235805.0
2018-05-01,18.25,888.6471,374274.0
2018-05-02,17.95,874.0392,379524.0
2018-05-03,18.05,878.9085,711618.0
2018-05-04,21.25,1034.7261,1287959.0
2018-05-07,23.05,1122.3735,973216.0
2018-05-08,24.0,1168.6318,623184.0
2018-05-09,24.0,1168.6318,629816.0
2018-05-10,23.8,1158.8932,559841.0
2018-05-11,23.4,1139.416,351047.0
2018-05-14,23.6,1149.1546,422934.0
2018-05-15,23.75,1156.4586,479069.0
2018-05-16,23.9,1163.7625,384141.0
2018-05-17,23.95,1166.1972,274232.0
2018-05-18,23.65,1151.5893,334964.0
2018-05-21,23.85,1161.3279,435582.0
2018-05-22,23.7,1154.0239,220214.0
2018-05-23,23.7,1154.0239,550078.0
2018-05-24,23.7,1154.0239,367077.0
2018-05-25,23.7,1154.0239,422984.0
2018-05-29,24.0,1168.6318,344011.0
2018-05-30,24.35,1185.6744,313591.0
2018-05-31,24.1,1173.5011,377877.0
2018-06-01,24.4,1188.109,494488.0
2018-06-04,24.55,1195.413,340508.0
2018-06-05,25.15,1224.6287,421211.0
2018-06-06,25.75,1253.8445,363249.0
2018-06-07,25.6,1246.5406,393027.0
2018-06-08,26.2,1275.7564,362683.0
2018-06-11,26.55,1292.7989,333814.0
2018-06-12,27.0,1314.7108,428539.0
2018-06-13,26.75,1302.5375,404953.0
2018-06-14,26.2,1275.7564,373185.0
2018-06-15,25.75,1253.8445,336770.0
2018-06-18,25.5,1241.6713,404880.0
2018-06-19,25.25,1229.498,331981.0
2018-06-20,25.25,1229.498,238386.0
2018-06-21,25.05,1219.7594,363322.0
2018-06-22,24.9,1212.4555,572694.0
2018-06-25,24.1,1173.5011,328168.0
2018-06-26,24.25,1180.8051,167401.0
2018-06-27,23.8,1158.8932,356263.0
2018-06-28,23.75,1156.4586,619478.0
2018-06-29,23.65,1151.5893,257349.0
2018-07-02,24.55,1195.413,437884.0
2018-07-03,24.1,1173.5011,173141.0
2018-07-05,24.3,1183.2397,296630.0
2018-07-06,24.15,1175.9358,367988.0
2018-07-09,24.45,1190.5437,340210.0
2018-07-10,24.6,1197.8476,232820.0
2018-07-11,23.7,1154.0239,256804.0
2018-07-12,23.95,1166.1972,239151.0
2018-07-13,24.0,1168.6318,228821.0
2018-07-16,24.2,1178.3704,187381.0
2018-07-17,23.95,1166.1972,218153.0
2018-07-18,24.2,1178.3704,157428.0
2018-07-19,24.25,1180.8051,172733.0
2018-07-20,23.75,1156.4586,173864.0
2018-07-23,23.7,1154.0239,152622.0
2018-07-24,23.65,1151.5893,238162.0
2018-07-25,23.1,1124.8081,226937.0
2018-07-26,23.2,1129.6774,282439.0
2018-07-27,22.2,1080.9844,304049.0
2018-07-30,22.15,1078.5498,289404.0
2018-07-31,22.1,1076.1151,464366.0
2018-08-01,21.7,1056.6379,671109.0
2018-08-02,21.7,1056.6379,764187.0
2018-08-03,21.0,1022.5528,606302.0
2018-08-06,21.05,1024.9875,501790.0
2018-08-07,20.25,986.0331,852155.0
2018-08-08,19.65,956.8173,707460.0
2018-08-09,20.125,979.9465,246045.0
2018-08-10,19.8,964.1212,185120.0
2018-08-13,19.95,971.4252,311294.0
2018-08-14,19.7,959.2519,319476.0
2018-08-15,18.75,912.9936,480683.0
2018-08-16,19.15,932.4708,587165.0
2018-08-17,18.85,917.8629,534667.0
2018-08-20,18.95,922.7322,407835.0
2018-08-21,18.35,893.5164,1456524.0
2018-08-22,15.65,762.0453,22414755.0
2018-08-23,17.24,839.4672,7302516.0
2018-08-24,16.38,797.5912,14657782.0
2018-08-27,17.25,839.9541,3429763.0
2018-08-28,19.48,948.5395,2053064.0
2018-08-29,20.15,981.1638,1623221.0
2018-08-30,20.65,1005.5103,1152534.0
2018-08-31,20.51,998.6933,613107.0
2018-09-04,20.45,995.7717,317135.0
2018-09-05,19.75,961.6866,298602.0
2018-09-06,20.0,973.8598,546299.0
2018-09-07,20.24,985.5462,794761.0
2018-09-10,20.025,975.0772,1019844.0
2018-09-11,19.77,962.6605,753219.0
2018-09-12,19.8,964.1212,113600.0
2018-09-13,20.0,973.8598,351887.0
2018-09-14,20.1,978.7291,260982.0
2018-09-17,20.47,996.7455,273534.0
2018-09-18,20.55,1000.641,336705.0
2018-09-19,20.67,1006.4841,83298.0
2018-09-20,21.2,1032.2914,400830.0
2018-09-21,20.7,1007.9449,218635.0
2018-09-24,19.91,969.4775,306846.0
2018-09-25,21.32,1038.1346,286537.0
2018-09-26,21.0,1022.5528,301759.0
2018-09-27,20.56,1001.1279,270519.0
2018-09-28,20.61,1003.5626,169450.0
2018-10-01,21.5,1046.8993,120276.0
2018-10-02,21.46,1044.9516,124439.0
2018-10-03,21.4,1042.03,205783.0
2018-10-04,12.6,613.5317,12560499.0
2018-10-05,12.395,603.5496,2857125.0
2018-10-08,14.7499,718.2168,2829829.0
2018-10-09,12.46,606.7147,4984642.0
2018-10-10,12.8,623.2703,1407681.0
2018-10-11,13.05,635.4435,579073.0
2018-10-12,13.11,638.3651,522502.0
2018-10-15,13.77,670.5025,465240.0
2018-10-16,13.34,649.5645,281205.0
2018-10-17,13.55,659.79,289928.0
2018-10-18,13.375,651.2688,316454.0
2018-10-19,14.1,686.5712,779068.0
2018-10-22,14.7,715.787,548002.0
2018-10-23,14.65,713.3523,347327.0
2018-10-24,14.7,715.787,312151.0
2018-10-25,14.76,718.7086,534749.0
2018-10-26,14.4,701.1791,774885.0
2018-10-29,13.3,647.6168,296422.0
2018-10-30,13.0,633.0089,578917.0
2018-10-31,13.1,637.8782,409841.0
2018-11-01,13.79,671.4764,361697.0
2018-11-02,13.75,669.5286,272227.0
2018-11-05,12.36,601.8454,713928.0
2018-11-06,12.37,602.3323,155654.0
2018-11-07,12.07,587.7244,283384.0
2018-11-08,11.65,567.2734,259495.0
2018-11-09,12.14,591.1329,617504.0
2018-11-12,11.78,573.6034,205925.0
2018-11-13,11.74,571.6557,213069.0
2018-11-14,12.05,586.7506,403693.0
2018-11-15,12.42,604.767,417372.0
2018-11-16,14.3,696.3098,2609537.0
2018-11-19,13.75,669.5286,473890.0
2018-11-20,13.4,652.4861,177439.0
2018-11-21,13.48,656.3815,261532.0
2018-11-23,13.98,680.728,27422.0
2018-11-26,13.52,658.3293,179190.0
2018-11-27,13.9,676.8326,133591.0
2018-11-28,14.05,684.1365,336343.0
2018-11-29,14.5,706.0484,129368.0
2018-11-30,14.9,725.5256,229825.0
2018-12-03,14.95,727.9602,343911.0
2018-12-04,14.79,720.1694,160990.0
2018-12-06,15.9,774.2186,521181.0
2018-12-07,16.25,791.2611,464225.0
2018-12-10,16.35,796.1304,268318.0
2018-12-11,16.5,803.4344,364065.0
2018-12-12,16.0,779.0879,247082.0
2018-12-13,16.3,793.6958,80282.0
2018-12-14,16.65,810.7383,313669.0
2018-12-17,15.35,747.4374,301244.0
2018-12-18,15.05,732.8295,144109.0
2018-12-19,14.9,725.5256,364566.0
2018-12-20,14.9,725.5256,233402.0
2018-12-21,14.01,682.1888,420652.0
2018-12-24,14.08,685.5973,165946.0
2018-12-26,14.06,684.6235,187235.0
2018-12-27,13.98,680.728,109163.0
2018-12-28,13.9,676.8326,358004.0
2018-12-31,13.8,671.9633,434187.0
2019-01-02,15.1,735.2642,232625.0
2019-01-03,15.7,764.48,321717.0
2019-01-04,15.56,757.663,159530.0
2019-01-07,15.7,764.48,307833.0
2019-01-08,15.6,759.6107,165077.0
2019-01-09,15.5275,756.0804,16206.0
2019-01-10,15.53,756.2022,29751.0
2019-01-11,15.03,731.8557,94587.0
2019-01-14,15.34,746.9505,209994.0
2019-01-15,15.1,735.2642,85856.0
2019-01-16,14.95,727.9602,322125.0
2019-01-17,14.8,720.6563,282569.0
2019-01-18,15.0,730.3949,136670.0
2019-01-22,14.72,716.7608,174419.0
2019-01-23,14.9,725.5256,308129.0
2019-01-24,14.98,729.421,218495.0
2019-01-25,14.95,727.9602,266124.0
2019-01-28,14.75,718.2216,102854.0
2019-01-29,14.95,727.9602,98573.0
2019-01-30,15.0701,733.8083,65177.0
2019-01-31,15.1,735.2642,117186.0
2019-02-01,15.26,743.0551,64550.0
2019-02-04,15.3,745.0028,46263.0
2019-02-05,15.74,766.4277,265373.0
2019-02-06,15.66,762.5323,82787.0
2019-02-07,15.35,747.4374,30214.0
2019-02-08,15.4,749.8721,176282.0
2019-02-11,15.45,752.3067,58959.0
2019-02-12,16.2,788.8265,162869.0
2019-02-13,16.35,796.1304,89727.0
2019-02-14,16.15,786.3918,92076.0
2019-02-15,19.76,962.1735,992075.0
2019-02-19,19.97,972.3991,493779.0
2019-02-20,19.2,934.9054,162923.0
2019-02-21,19.33,941.2355,158318.0
2019-02-22,19.74,961.1997,152547.0
2019-02-25,19.67,957.7912,109430.0
2019-02-26,19.39,944.1571,19798.0
2019-02-27,19.1,930.0361,105341.0
2019-02-28,19.12,931.01,168068.0
2019-03-01,19.55,951.948,203438.0
2019-03-04,19.55,951.948,67813.0
2019-03-05,19.75,961.6866,48334.0
2019-03-06,19.2,934.9054,79527.0
2019-03-07,19.46,947.5656,72031.0
2019-03-08,19.45,947.0787,170374.0
2019-03-11,19.5,949.5133,121013.0
2019-03-12,19.6,954.3826,144339.0
2019-03-13,19.8,964.1212,149161.0
2019-03-14,20.03,975.3206,125536.0
2019-03-15,20.08,977.7553,65504.0
2019-03-18,20.3,988.4677,279806.0
2019-03-19,20.26,986.52,195933.0
2019-03-20,20.5,998.2063,84659.0
2019-03-21,20.7,1007.9449,59085.0
2019-03-22,20.6,1003.0756,110942.0
2019-03-25,20.9,1017.6835,403612.0
2019-03-26,20.86,1015.7358,168832.0
2019-03-27,20.95,1020.1182,151823.0
2019-03-28,21.0,1022.5528,228400.0
2019-03-29,21.1275,1028.7612,116638.0
2019-04-01,21.9,1066.3765,225226.0
2019-04-02,21.95,1068.8112,264444.0
2019-04-03,22.02,1072.2197,306581.0
2019-04-04,22.01,1071.7328,286998.0
2019-04-05,22.03,1072.7066,130944.0
2019-04-08,22.0,1071.2458,84099.0
2019-04-09,21.99,1070.7589,54716.0
2019-04-10,21.9,1066.3765,93707.0
2019-04-11,22.0,1071.2458,76801.0
2019-04-12,21.97,1069.785,115585.0
2019-04-15,22.01,1071.7328,106758.0
2019-04-16,22.0,1071.2458,23931.0
2019-04-17,22.1,1076.1151,34746.0
2019-04-18,21.97,1069.785,85702.0
2019-04-22,21.97,1069.785,85272.0
2019-04-23,22.15,1078.5498,274499.0
2019-04-24,22.19,1080.4975,41027.0
2019-04-25,22.25,1083.4191,208601.0
2019-04-26,22.2,1080.9844,202345.0
2019-04-29,22.3,1085.8537,66187.0
2019-04-30,22.42,1091.6969,125835.0
2019-05-01,22.85,1112.6349,40799.0
2019-05-02,22.41,1091.21,113061.0
2019-05-03,22.5,1095.5923,185787.0
2019-05-06,22.5,1095.5923,167846.0
2019-05-07,22.1,1076.1151,287747.0
2019-05-08,21.3,1037.1607,184922.0
2019-05-09,21.0,1022.5528,141405.0
2019-05-10,20.11,979.2161,91703.0
2019-05-13,19.65,956.8173,223181.0
2019-05-14,19.91,969.4775,154029.0
2019-05-15,20.39,992.8501,10317.0
