,BSX US Equity,BSX US Equity,BSX US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2016-05-31,22.71,30814.4455,9148524.0
2016-06-01,22.71,30814.4455,7225774.0
2016-06-02,22.99,31194.3682,7137371.0
2016-06-03,22.8,30936.5635,13065059.0
2016-06-06,22.75,30868.7202,10643150.0
2016-06-07,22.63,30705.8962,16328613.0
2016-06-08,22.8,30936.5635,11576603.0
2016-06-09,23.32,31642.1343,19189304.0
2016-06-10,23.02,31235.0742,10149023.0
2016-06-13,22.95,31140.0935,8227969.0
2016-06-14,22.93,31112.9562,9526945.0
2016-06-15,22.8,30936.5635,6450821.0
2016-06-16,22.83,30977.2695,5474764.0
2016-06-17,22.49,30515.9348,40495410.0
2016-06-20,22.85,31004.4069,10088276.0
2016-06-21,22.76,30882.2889,9824932.0
2016-06-22,22.66,30746.6022,8446606.0
2016-06-23,22.97,31167.2309,11494915.0
2016-06-24,22.37,30353.1108,39356606.0
2016-06-27,21.98,29823.9327,14233126.0
2016-06-28,22.35,30325.9735,14216803.0
2016-06-29,23.03,31248.6429,12689583.0
2016-06-30,23.37,31709.9776,11094745.0
2016-07-01,23.41,31764.2523,8180220.0
2016-07-05,23.3,31614.9969,10843266.0
2016-07-06,23.67,32117.0377,12576748.0
2016-07-07,23.66,32103.469,7007514.0
2016-07-08,23.9,32429.117,6861125.0
2016-07-11,23.77,32252.7243,6401541.0
2016-07-12,23.64,32076.3317,11958919.0
2016-07-13,23.63,32062.763,7704495.0
2016-07-14,23.78,32266.293,7583495.0
2016-07-15,23.58,31994.9196,6094254.0
2016-07-18,23.58,31994.9196,5210764.0
2016-07-19,23.75,32225.587,7539526.0
2016-07-20,24.26,32917.5891,10868362.0
2016-07-21,23.92,32456.2544,7737643.0
2016-07-22,23.92,32456.2544,11054201.0
2016-07-25,23.7,32157.7437,7567593.0
2016-07-26,23.98,32537.6664,6308860.0
2016-07-27,23.66,32103.469,10732865.0
2016-07-28,24.34,33026.1384,24280806.0
2016-07-29,24.28,32944.7264,13047320.0
2016-08-01,24.43,33148.2564,7267376.0
2016-08-02,24.17,32795.4711,7115984.0
2016-08-03,23.84,32440.1199,6151457.0
2016-08-04,24.14,32848.3429,8460686.0
2016-08-05,24.14,32848.3429,5602208.0
2016-08-08,23.88,32494.5497,6959412.0
2016-08-09,24.15,32861.9504,7090881.0
2016-08-10,23.88,32494.5497,6047219.0
2016-08-11,23.86,32467.3348,6190066.0
2016-08-12,23.89,32508.1571,4258606.0
2016-08-15,23.97,32617.0166,5015963.0
2016-08-16,23.87,32480.9422,6466285.0
2016-08-17,23.9,32521.7645,6405207.0
2016-08-18,23.96,32603.4091,5172906.0
2016-08-19,24.17,32889.1652,4712158.0
2016-08-22,24.12,32821.1281,3185465.0
2016-08-23,24.11,32807.5206,4339079.0
2016-08-24,23.63,32154.3639,4882285.0
2016-08-25,23.77,32344.8679,7808986.0
2016-08-26,23.97,32617.0166,6744311.0
2016-08-29,24.3,33066.0619,6932297.0
2016-08-30,24.21,32943.595,3580397.0
2016-08-31,23.82,32412.9051,9533137.0
2016-09-01,24.33,33106.8842,9115567.0
2016-09-02,24.26,33011.6321,5511491.0
2016-09-06,24.33,33106.8842,4777366.0
2016-09-07,24.41,33215.7436,6155121.0
2016-09-08,24.48,33310.9956,5542631.0
2016-09-09,23.51,31991.0747,7695481.0
2016-09-12,23.75,32317.653,7481969.0
2016-09-13,23.26,31650.8888,11457659.0
2016-09-14,23.11,31446.7773,17898963.0
2016-09-15,23.62,32140.7564,13201247.0
2016-09-16,23.5,31977.4672,13251776.0
2016-09-19,23.51,31991.0747,7587833.0
2016-09-20,23.31,31718.926,12077323.0
2016-09-21,23.73,32290.4382,6858150.0
2016-09-22,23.73,32290.4382,9681389.0
2016-09-23,23.71,32263.2233,7409316.0
2016-09-26,23.73,32290.4382,8161993.0
2016-09-27,23.72,32276.8307,12317512.0
2016-09-28,23.75,32317.653,6611798.0
2016-09-29,23.3,31705.3186,7278915.0
2016-09-30,23.8,32385.6902,8829535.0
2016-10-03,23.5,31977.4672,4793062.0
2016-10-04,23.28,31678.1037,5918442.0
2016-10-05,23.43,31882.2152,5976084.0
2016-10-06,23.48,31950.2524,6142304.0
2016-10-07,23.48,31950.2524,5153714.0
2016-10-10,23.77,32344.8679,4034929.0
2016-10-11,23.16,31514.8145,9876325.0
2016-10-12,23.18,31542.0294,10648159.0
2016-10-13,23.15,31501.2071,10033357.0
2016-10-14,22.95,31229.0584,6897460.0
2016-10-17,22.82,31052.1618,5110817.0
2016-10-18,23.12,31460.3848,4979577.0
2016-10-19,22.87,31120.199,6632064.0
2016-10-20,23.01,31310.703,8655989.0
2016-10-21,22.82,31052.1618,7203589.0
2016-10-24,22.97,31256.2733,6670695.0
2016-10-25,22.44,30535.0793,12365421.0
2016-10-26,22.09,30058.8192,18703236.0
2016-10-27,21.49,29242.3732,16058823.0
2016-10-28,22.09,30058.8192,17382582.0
2016-10-31,22.0,29936.3523,10905040.0
2016-11-01,21.71,29541.7367,8187307.0
2016-11-02,21.6,29392.055,7536588.0
2016-11-03,21.54,29330.5226,8039955.0
2016-11-04,21.56,29357.7562,8685208.0
2016-11-07,22.04,30011.3611,8110012.0
2016-11-08,22.25,30297.3133,8933356.0
2016-11-09,21.84,29739.0257,17142957.0
2016-11-10,21.88,29793.4928,11747004.0
2016-11-11,21.5,29276.0555,6699281.0
2016-11-14,20.79,28309.2649,14741316.0
2016-11-15,21.14,28785.8518,9575964.0
2016-11-16,21.36,29085.4208,6337426.0
2016-11-17,21.61,29425.84,6227955.0
2016-11-18,21.34,29058.1872,5959456.0
2016-11-21,21.46,29221.5885,7209087.0
2016-11-22,20.84,28377.3487,16236801.0
2016-11-23,20.98,28567.9835,7279994.0
2016-11-25,21.15,28799.4686,3155127.0
2016-11-28,20.75,28254.7978,8356880.0
2016-11-29,20.77,28282.0313,6973346.0
2016-11-30,20.46,27859.9115,12496799.0
2016-12-01,20.09,27356.091,15734352.0
2016-12-02,20.35,27710.127,10982710.0
2016-12-05,20.71,28200.3307,12297076.0
2016-12-06,20.81,28336.4984,7757145.0
2016-12-07,20.61,28064.163,11443188.0
2016-12-08,20.61,28064.163,8719320.0
2016-12-09,20.81,28336.4984,6247211.0
2016-12-12,21.09,28717.768,7307013.0
2016-12-13,21.34,29058.1872,7992735.0
2016-12-14,21.21,28881.1692,7945126.0
2016-12-15,21.26,28949.2531,5105043.0
2016-12-16,21.4,29139.8878,10688624.0
2016-12-19,21.47,29235.2052,7862630.0
2016-12-20,21.53,29316.9059,7521167.0
2016-12-21,21.48,29248.822,5765079.0
2016-12-22,21.66,29493.9239,5825908.0
2016-12-23,21.81,29698.1754,4585686.0
2016-12-27,21.76,29630.0916,3371409.0
2016-12-28,21.62,29439.4568,3542176.0
2016-12-29,21.7,29548.3909,3768656.0
2016-12-30,21.63,29453.0736,4271477.0
2017-01-03,21.88,29793.4928,6822674.0
2017-01-04,22.08,30065.8282,6458620.0
2017-01-05,22.05,30024.9779,5990698.0
2017-01-06,22.15,30161.1456,7549373.0
2017-01-09,22.19,30215.6127,5602512.0
2017-01-10,23.61,32149.194,24138891.0
2017-01-11,23.31,31740.6909,12706178.0
2017-01-12,23.52,32026.6431,7409619.0
2017-01-13,23.82,32435.1462,9486079.0
2017-01-17,23.9,32544.0803,8601621.0
2017-01-18,23.92,32571.3139,5926885.0
2017-01-19,23.88,32516.8468,7677330.0
2017-01-20,23.9,32544.0803,8583138.0
2017-01-23,23.68,32244.5114,7032928.0
2017-01-24,23.54,32053.8766,6206548.0
2017-01-25,23.58,32108.3437,9117322.0
2017-01-26,23.42,31890.4754,4715984.0
2017-01-27,23.87,32503.23,6276036.0
2017-01-30,23.85,32475.9965,9373972.0
2017-01-31,24.06,32761.9487,6519103.0
2017-02-01,23.96,32625.781,13129606.0
2017-02-02,25.1,34178.0927,19394350.0
2017-02-03,25.22,34341.494,10992193.0
2017-02-06,25.14,34232.5598,8153852.0
2017-02-07,25.23,34355.1108,6873987.0
2017-02-08,25.24,34368.7275,7273230.0
2017-02-09,25.34,34504.8952,5370181.0
2017-02-10,25.2,34314.2604,6027410.0
2017-02-13,25.3,34450.4281,8187305.0
2017-02-14,25.18,34287.0269,8874360.0
2017-02-15,25.41,34600.2126,9378474.0
2017-02-16,25.36,34532.1288,6756856.0
2017-02-17,25.39,34572.9791,7363627.0
2017-02-21,25.28,34423.1946,7566482.0
2017-02-22,25.16,34259.7934,7959069.0
2017-02-23,24.48,33378.2021,41278716.0
2017-02-24,24.78,33787.2487,13499376.0
2017-02-27,24.81,33828.1533,8863892.0
2017-02-28,24.55,33473.6463,8463048.0
2017-03-01,24.96,34032.6766,9021058.0
2017-03-02,25.0,34087.2162,7144472.0
2017-03-03,24.98,34059.9464,6655813.0
2017-03-06,24.76,33759.9789,5732461.0
2017-03-07,24.48,33378.2021,8114265.0
2017-03-08,24.52,33432.7416,10503537.0
2017-03-09,24.69,33664.5347,5849759.0
2017-03-10,24.64,33596.3603,4288168.0
2017-03-13,24.74,33732.7091,4043496.0
2017-03-14,24.43,33310.0277,5892269.0
2017-03-15,24.65,33609.9952,5959328.0
2017-03-16,24.29,33119.1392,6779871.0
2017-03-17,24.43,33310.0277,6266722.0
2017-03-20,24.39,33255.4881,3707487.0
2017-03-21,24.14,32914.6159,4881757.0
2017-03-22,24.27,33091.8695,4850918.0
2017-03-23,24.25,33064.5997,4410127.0
2017-03-24,24.32,33160.0439,3852902.0
2017-03-27,24.58,33514.551,7623370.0
2017-03-28,24.7,33813.5945,5243865.0
2017-03-29,24.71,33827.2842,6998731.0
2017-03-30,24.45,33471.3516,8448299.0
2017-03-31,24.87,34046.3196,13222003.0
2017-04-03,24.92,34114.7682,9197652.0
2017-04-04,24.63,33717.7665,8681421.0
2017-04-05,24.42,33430.2825,7997553.0
2017-04-06,24.6,33676.6973,8790109.0
2017-04-07,24.65,33745.1459,5748818.0
2017-04-10,24.52,33567.1796,6596370.0
2017-04-11,24.57,33635.6282,3990838.0
2017-04-12,24.53,33580.8693,4647525.0
2017-04-13,24.44,33457.6619,3427064.0
2017-04-17,24.62,33704.0767,2589543.0
2017-04-18,24.47,33498.731,5355806.0
2017-04-19,24.81,33964.1813,8808308.0
2017-04-20,25.02,34251.6653,5639336.0
2017-04-21,24.86,34032.6299,4287405.0
2017-04-24,25.56,34990.9099,14799478.0
2017-04-25,25.74,35237.3248,10268045.0
2017-04-26,25.97,35552.1882,9479935.0
2017-04-27,26.18,35839.6722,12027348.0
2017-04-28,26.38,36113.4665,9033424.0
2017-05-01,26.4,36140.8459,8323174.0
2017-05-02,26.59,36400.9505,5664889.0
2017-05-03,26.46,36234.3699,3965713.0
2017-05-04,26.35,36083.7357,4621321.0
2017-05-05,26.51,36302.84,3621716.0
2017-05-08,26.39,36138.5117,4093031.0
2017-05-09,26.38,36124.8177,5434978.0
2017-05-10,26.46,36234.3699,4490466.0
2017-05-11,26.37,36111.1237,6196376.0
2017-05-12,26.23,35919.4075,6206288.0
2017-05-15,26.42,36179.5938,8793945.0
2017-05-16,26.48,36261.7579,10521210.0
2017-05-17,25.94,35522.281,7727029.0
2017-05-18,26.14,35796.1613,5673609.0
2017-05-19,26.41,36165.8998,7924635.0
2017-05-22,26.8,36699.9665,7684975.0
2017-05-23,26.67,36521.9442,4190900.0
2017-05-24,27.05,37042.3169,5641192.0
2017-05-25,27.26,37329.8913,4694753.0
2017-05-26,27.32,37412.0554,4828013.0
2017-05-30,27.36,37466.8314,4097128.0
2017-05-31,27.03,37014.9289,12841440.0
2017-06-01,27.61,37809.1819,13257678.0
2017-06-02,27.6,37795.4878,6431999.0
2017-06-05,27.51,37672.2417,4636246.0
2017-06-06,27.5,37658.5477,3772051.0
2017-06-07,27.84,38124.1443,4455452.0
2017-06-08,27.91,38220.0024,6655276.0
2017-06-09,27.82,38096.7562,6084180.0
2017-06-12,27.75,38000.8981,8737506.0
2017-06-13,27.92,38233.6964,5088132.0
2017-06-14,27.82,38096.7562,3727276.0
2017-06-15,27.75,38000.8981,4634895.0
2017-06-16,27.75,38000.8981,8520683.0
2017-06-19,28.25,38685.599,10570987.0
2017-06-20,28.01,38356.9425,4828910.0
2017-06-21,27.91,38220.0024,9109526.0
2017-06-22,27.86,38151.5323,6819306.0
2017-06-23,28.1,38480.1887,8175158.0
2017-06-26,27.72,37959.816,8288702.0
2017-06-27,27.81,38083.0622,10896719.0
2017-06-28,28.12,38507.5767,20242342.0
2017-06-29,27.82,38096.7562,7478145.0
2017-06-30,27.72,37959.816,5193651.0
2017-07-03,27.63,37836.5699,2402803.0
2017-07-05,27.63,37836.5699,7685475.0
2017-07-06,27.31,37398.3613,5296538.0
2017-07-07,27.59,37781.7938,4103261.0
2017-07-10,27.56,37740.7118,4123715.0
2017-07-11,27.53,37699.6297,6114740.0
2017-07-12,27.82,38096.7562,3573738.0
2017-07-13,27.59,37781.7938,4206554.0
2017-07-14,27.78,38041.9801,3449959.0
2017-07-17,27.69,37918.734,4078836.0
2017-07-18,27.79,38055.6742,3248990.0
2017-07-19,27.93,38247.3904,3121036.0
2017-07-20,27.73,37973.5101,6199767.0
2017-07-21,27.62,37822.8759,4648524.0
2017-07-24,27.62,37822.8759,5310518.0
2017-07-25,27.58,37768.0998,4478813.0
2017-07-26,27.42,37548.9955,4554391.0
2017-07-27,27.05,37042.3169,13914634.0
2017-07-28,27.01,37016.2476,5172041.0
2017-07-31,26.62,36481.7665,7377357.0
2017-08-01,26.48,36289.9014,5613994.0
2017-08-02,26.51,36331.0154,6325273.0
2017-08-03,26.74,36690.6772,5046593.0
2017-08-04,26.83,36814.1686,3568109.0
2017-08-07,26.76,36718.1197,3415622.0
2017-08-08,26.51,36375.0879,4581358.0
2017-08-09,26.57,36457.4156,3405143.0
2017-08-10,26.26,36032.0562,5854333.0
2017-08-11,26.41,36237.8752,3285998.0
2017-08-14,26.68,36608.3495,3835639.0
2017-08-15,26.47,36320.2029,5490216.0
2017-08-16,26.68,36608.3495,5930127.0
2017-08-17,26.64,36553.4645,5933926.0
2017-08-18,26.89,36896.4962,5850175.0
2017-08-21,26.89,36896.4962,4395652.0
2017-08-22,27.21,37335.5769,4223925.0
2017-08-23,26.84,36827.8899,3838696.0
2017-08-24,26.71,36649.5133,3998300.0
2017-08-25,26.72,36663.2346,3666381.0
2017-08-28,26.97,37006.2664,3326571.0
2017-08-29,27.05,37116.0365,3163075.0
2017-08-30,27.08,37157.2004,2767233.0
2017-08-31,27.55,37802.1001,6984100.0
2017-09-01,27.5,37733.4937,4527823.0
2017-09-05,27.57,37829.5426,4770123.0
2017-09-06,28.22,38721.4252,5904610.0
2017-09-07,28.54,39160.5058,5791431.0
2017-09-08,28.79,39503.5376,5336185.0
2017-09-11,28.95,39723.0779,5695829.0
2017-09-12,29.01,39805.4055,4497906.0
2017-09-13,29.08,39901.4544,5966605.0
2017-09-14,28.97,39750.5205,4785017.0
2017-09-15,28.93,39695.6354,7680402.0
2017-09-18,28.99,39777.963,5067330.0
2017-09-19,28.69,39366.3249,3247846.0
2017-09-20,28.84,39572.1439,3959948.0
2017-09-21,28.76,39462.3738,5167520.0
2017-09-22,28.85,39585.8652,3131553.0
2017-09-25,28.75,39448.6525,4361872.0
2017-09-26,28.68,39352.6036,3104299.0
2017-09-27,28.86,39599.5865,4173818.0
2017-09-28,28.74,39434.9312,3713019.0
2017-09-29,29.17,40024.9459,4984014.0
2017-10-02,29.47,40436.584,5908798.0
2017-10-03,29.02,39819.1268,3934154.0
2017-10-04,29.24,40120.9948,3681518.0
2017-10-05,29.43,40381.6989,3702266.0
2017-10-06,29.5,40477.7478,4980172.0
2017-10-09,29.33,40244.4862,4343509.0
2017-10-10,29.34,40258.2075,3214764.0
2017-10-11,29.27,40162.1586,2664677.0
2017-10-12,29.43,40381.6989,3575741.0
2017-10-13,29.44,40395.4202,3383917.0
2017-10-16,29.16,40011.2246,4441535.0
2017-10-17,29.4,40340.5351,4725951.0
2017-10-18,29.52,40505.1903,5313739.0
2017-10-19,29.57,40573.7967,2590834.0
2017-10-20,29.69,40738.4519,4708025.0
2017-10-23,29.61,40628.6818,4495603.0
2017-10-24,29.8,40889.3859,4468808.0
2017-10-25,29.61,40628.6818,7756919.0
2017-10-26,28.82,39562.2449,12223783.0
2017-10-27,28.5,39122.9694,10274637.0
2017-10-30,28.16,38656.2393,6885770.0
2017-10-31,28.14,38628.7845,8527816.0
2017-11-01,27.85,38230.6912,6185259.0
2017-11-02,27.44,37680.485,13217229.0
2017-11-03,27.86,38257.2271,7182897.0
2017-11-06,27.81,38188.5673,7662024.0
2017-11-07,27.96,38394.5467,4884141.0
2017-11-08,28.1,38586.794,7645584.0
2017-11-09,28.59,39259.6598,9620206.0
2017-11-10,28.36,38943.8249,6526094.0
2017-11-13,28.45,39067.4125,4722382.0
2017-11-14,28.32,38888.897,6892846.0
2017-11-15,28.01,38463.2064,5377481.0
2017-11-16,28.28,38833.9692,3846385.0
2017-11-17,28.26,38806.5053,5264063.0
2017-11-20,28.35,38930.0929,3410638.0
2017-11-21,28.8,39548.0309,5998650.0
2017-11-22,28.47,39094.8764,5265186.0
2017-11-24,28.66,39355.7835,1236835.0
2017-11-27,28.51,39149.8042,3255106.0
2017-11-28,26.39,36238.6297,34262589.0
2017-11-29,25.95,35634.4237,25930380.0
2017-11-30,26.28,36087.5782,18722438.0
2017-12-01,26.15,35909.0628,16183181.0
2017-12-04,24.9,34192.5684,20707949.0
2017-12-05,24.94,34247.4962,15065687.0
2017-12-06,25.24,34659.4548,12018646.0
2017-12-07,25.04,34384.8157,9674608.0
2017-12-08,25.77,35387.2485,14297555.0
2017-12-11,25.5,35016.4857,9054744.0
2017-12-12,25.61,35167.5372,11201624.0
2017-12-13,25.71,35304.8567,9586829.0
2017-12-14,25.62,35181.2691,10490127.0
2017-12-15,25.78,35400.9804,12186964.0
2017-12-18,25.78,35400.9804,8356758.0
2017-12-19,25.49,35002.7537,8793170.0
2017-12-20,25.37,34837.9703,8204406.0
2017-12-21,25.14,34522.1353,5700226.0
2017-12-22,25.1,34467.2075,5358253.0
2017-12-26,25.13,34508.4033,2988159.0
2017-12-27,25.2,34604.527,3796271.0
2017-12-28,25.19,34590.7951,6739975.0
2017-12-29,24.79,34041.5169,6146955.0
2018-01-02,25.28,34714.3827,9980547.0
2018-01-03,25.56,35098.8774,8543022.0
2018-01-04,25.32,34769.3105,7928638.0
2018-01-05,25.97,35661.8876,14260396.0
2018-01-08,25.81,35442.1763,10847127.0
2018-01-09,27.96,38394.5467,24987924.0
2018-01-10,27.52,37790.3406,13011025.0
2018-01-11,27.43,37666.753,8984307.0
2018-01-12,27.46,37707.9489,8746401.0
2018-01-16,26.98,37048.815,11087642.0
2018-01-17,27.25,37419.5778,5864654.0
2018-01-18,27.4,37625.5572,6942018.0
2018-01-19,27.65,37968.856,10024428.0
2018-01-22,27.71,38051.2478,7973936.0
2018-01-23,27.82,38202.2993,5609745.0
2018-01-24,27.91,38325.8869,4514224.0
2018-01-25,28.26,38806.5053,5563261.0
2018-01-26,28.42,39026.2166,9570059.0
2018-01-29,28.33,38902.629,6041612.0
2018-01-30,28.03,38490.6703,8690151.0
2018-01-31,27.96,38394.5467,10130067.0
2018-02-01,27.63,37941.3921,13699166.0
2018-02-02,27.39,37611.8252,9756177.0
2018-02-05,26.4,36252.3616,13077176.0
2018-02-06,26.72,36691.7842,14089492.0
2018-02-07,26.32,36142.506,8216683.0
2018-02-08,25.2,34604.527,12598201.0
2018-02-09,25.92,35593.2278,11066361.0
2018-02-12,26.18,35950.2586,8449844.0
2018-02-13,26.11,35854.1349,6249868.0
2018-02-14,26.81,36815.3718,8048659.0
2018-02-15,27.09,37199.8666,6340659.0
2018-02-16,27.2,37350.9181,6707715.0
2018-02-20,26.83,36888.8567,7059185.0
2018-02-21,26.77,36806.362,4939588.0
2018-02-22,26.48,36407.6379,6073968.0
2018-02-23,27.2,37397.5737,5748901.0
2018-02-26,27.62,37975.0362,6706166.0
2018-02-27,27.45,37741.3014,6329990.0
2018-02-28,27.26,37480.0683,5857407.0
2018-03-01,26.5,36435.1361,8827287.0
2018-03-02,26.77,36806.362,10191227.0
2018-03-05,27.41,37686.3049,5949318.0
2018-03-06,27.41,37686.3049,5067949.0
2018-03-07,27.59,37933.7889,4006731.0
2018-03-08,27.85,38291.2657,5694208.0
2018-03-09,28.54,39239.9541,7702189.0
2018-03-12,28.54,39239.9541,7963439.0
2018-03-13,28.43,39088.714,3804683.0
2018-03-14,28.01,38511.2514,8571669.0
2018-03-15,27.84,38277.5166,6244552.0
2018-03-16,27.93,38401.2586,7858888.0
2018-03-19,27.62,37975.0362,5204697.0
2018-03-20,27.67,38043.7818,3722704.0
2018-03-21,27.66,38030.0326,4499329.0
2018-03-22,26.94,37040.0969,6294487.0
2018-03-23,26.3,36160.154,7242832.0
2018-03-26,27.25,37466.3192,7456644.0
2018-03-27,27.03,37163.8388,8868762.0
2018-03-28,26.68,36804.9319,5372257.0
2018-03-29,27.32,37687.8088,11113754.0
2018-04-02,26.84,37025.6511,8562274.0
2018-04-03,27.46,37880.9381,9050553.0
2018-04-04,27.74,38267.1968,7775592.0
2018-04-05,28.09,38750.0201,5880832.0
2018-04-06,27.35,37729.1937,6451369.0
2018-04-09,27.51,37949.9129,4867510.0
2018-04-10,27.9,38487.916,5483704.0
2018-04-11,27.93,38529.3009,4429894.0
2018-04-12,28.23,38943.1494,11798694.0
2018-04-13,28.31,39053.5091,7787840.0
2018-04-16,28.83,39770.8466,9003754.0
2018-04-17,28.86,39812.2314,10078326.0
2018-04-18,28.94,39922.591,5352226.0
2018-04-19,28.89,39853.6163,5764900.0
2018-04-20,28.84,39784.6415,8660986.0
2018-04-23,28.82,39757.0516,5702761.0
2018-04-24,28.5,39315.6131,8332631.0
2018-04-25,29.42,40584.7487,15887144.0
2018-04-26,29.45,40626.1336,6884572.0
2018-04-27,29.23,40322.6446,7468757.0
2018-04-30,28.72,39619.1021,16530122.0
2018-05-01,29.48,40676.8136,9709196.0
2018-05-02,29.27,40387.0534,7367782.0
2018-05-03,29.43,40607.8231,7967709.0
2018-05-04,29.55,40773.4003,5138914.0
2018-05-07,29.94,41311.5264,5734905.0
2018-05-08,29.83,41159.7473,5647054.0
2018-05-09,29.83,41159.7473,4007900.0
2018-05-10,30.28,41780.662,4569723.0
2018-05-11,29.97,41352.9207,6404923.0
2018-05-14,29.86,41201.1416,8855673.0
2018-05-15,29.62,40869.9871,5272361.0
2018-05-16,29.97,41352.9207,7238206.0
2018-05-17,30.32,41835.8544,7304374.0
2018-05-18,30.45,42015.2298,3984414.0
2018-05-21,30.65,42291.1919,7187505.0
2018-05-22,30.27,41766.8639,7567221.0
2018-05-23,30.46,42029.0279,4660101.0
2018-05-24,30.4,41946.2393,3234413.0
2018-05-25,30.31,41822.0563,2685722.0
2018-05-29,30.2,41670.2772,3882545.0
2018-05-30,30.51,42098.0184,4794154.0
2018-05-31,30.39,41932.4412,7302081.0
2018-06-01,30.59,42208.4033,7102776.0
2018-06-04,30.6,42222.2014,4085178.0
2018-06-05,30.72,42387.7786,6452443.0
2018-06-06,30.8,42498.1635,6337604.0
2018-06-07,31.03,42815.5199,10856075.0
2018-06-08,31.95,44084.9455,14035809.0
2018-06-11,34.32,47355.0964,34449399.0
2018-06-12,33.84,46692.7874,21974322.0
2018-06-13,31.73,43781.3872,22257009.0
2018-06-14,32.51,44857.6394,12428830.0
2018-06-15,32.96,45478.5541,12738411.0
2018-06-18,32.29,44554.0811,6433028.0
2018-06-19,31.92,44043.5512,6482772.0
2018-06-20,32.23,44471.2925,6642475.0
2018-06-21,32.15,44360.9076,4500780.0
2018-06-22,32.62,45009.4186,9684104.0
2018-06-25,32.12,44319.5133,4098076.0
2018-06-26,32.0,44153.9361,5636438.0
2018-06-27,31.85,43946.9645,5918826.0
2018-06-28,32.5,44843.8413,5674082.0
2018-06-29,32.7,45119.8034,8656960.0
2018-07-02,32.83,45299.1788,4860858.0
2018-07-03,33.21,45823.5068,4172956.0
2018-07-05,33.22,45837.3049,6763279.0
2018-07-06,33.61,46375.431,4170725.0
2018-07-09,33.79,46623.7969,3770748.0
2018-07-10,33.56,46306.4404,6806983.0
2018-07-11,33.34,46002.8821,4038278.0
2018-07-12,33.34,46002.8821,4704227.0
2018-07-13,33.35,46016.6802,4994380.0
2018-07-16,33.15,45740.7181,7234801.0
2018-07-17,33.95,46844.5665,8800409.0
2018-07-18,33.74,46554.8063,6430940.0
2018-07-19,33.72,46527.2101,2756800.0
2018-07-20,33.77,46596.2007,5196792.0
2018-07-23,33.71,46513.412,5941352.0
2018-07-24,33.57,46320.2386,9193553.0
2018-07-25,34.32,47355.0964,12278337.0
2018-07-26,34.33,47368.8945,6327940.0
2018-07-27,33.77,46596.2007,5504254.0
2018-07-30,32.93,45437.1598,9844896.0
2018-07-31,33.61,46480.1018,9438065.0
2018-08-01,33.39,46175.8583,5737304.0
2018-08-02,33.38,46162.0291,6269155.0
2018-08-03,33.53,46369.4678,4425877.0
2018-08-06,33.15,45843.9564,5421800.0
2018-08-07,33.22,45940.7611,4189246.0
2018-08-08,34.29,47420.4906,9790849.0
2018-08-09,33.85,46812.0037,8309176.0
2018-08-10,33.55,46397.1263,4485999.0
2018-08-13,33.3,46051.3951,4552790.0
2018-08-14,33.7,46604.565,7462425.0
2018-08-15,34.89,48250.2455,16216544.0
2018-08-16,34.29,47420.4906,7195775.0
2018-08-17,34.41,47586.4416,5113876.0
2018-08-20,34.57,47807.7095,5244073.0
2018-08-21,34.49,47697.0756,6884060.0
2018-08-22,34.47,47669.4171,4153056.0
2018-08-23,34.35,47503.4661,3732440.0
2018-08-24,34.72,48015.1483,5511159.0
2018-08-27,34.94,48319.3917,4225402.0
2018-08-28,35.06,48485.3427,5539678.0
2018-08-29,35.54,49149.1466,6682756.0
2018-08-30,35.4,48955.5371,4220045.0
2018-08-31,35.56,49176.8051,5012796.0
2018-09-04,36.05,49854.4382,8512922.0
2018-09-05,35.75,49439.5608,5798674.0
2018-09-06,35.99,49771.4627,5033048.0
2018-09-07,35.85,49577.8533,4512502.0
2018-09-10,35.84,49564.024,3765192.0
2018-09-11,36.14,49978.9014,5396390.0
2018-09-12,36.44,50393.7789,5704357.0
2018-09-13,37.62,52025.6301,14332530.0
2018-09-14,37.39,51707.5574,8119467.0
2018-09-17,37.27,51541.6064,6155582.0
2018-09-18,37.62,52025.6301,5847795.0
2018-09-19,37.49,51845.8499,4633348.0
2018-09-20,37.82,52302.2151,4742099.0
2018-09-21,37.77,52233.0688,7887691.0
2018-09-24,38.4,53104.3114,6910391.0
2018-09-25,38.61,53394.7256,8731831.0
2018-09-26,38.63,53422.3841,8444160.0
2018-09-27,38.34,53021.336,5881162.0
2018-09-28,38.5,53242.6039,6482627.0
2018-10-01,38.98,53906.4078,8289743.0
2018-10-02,39.04,53989.3833,6064862.0
2018-10-03,38.61,53394.7256,5930173.0
2018-10-04,38.0,52551.1415,6461042.0
2018-10-05,37.85,52343.7028,5306140.0
2018-10-08,37.3,51583.0942,6896484.0
2018-10-09,37.41,51735.2159,6492149.0
2018-10-10,36.11,49937.4137,12220714.0
2018-10-11,36.0,49785.292,11330799.0
2018-10-12,36.99,51154.3875,8744278.0
2018-10-15,36.43,50379.9496,5792670.0
2018-10-16,38.11,52703.2633,9195355.0
2018-10-17,38.0,52551.1415,9311672.0
2018-10-18,37.53,51901.1669,7009047.0
2018-10-19,36.54,50532.0714,8448540.0
2018-10-22,36.62,50642.7053,6492768.0
2018-10-23,36.03,49826.7797,10958087.0
2018-10-24,35.68,49342.756,12603115.0
2018-10-25,36.39,50324.6326,8974908.0
