,MAS US Equity,MAS US Equity,MAS US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2022-01-04,70.21,17137.3829,1843923.0
2022-01-05,68.32,16676.0575,3987989.0
2022-01-06,68.65,16756.6064,2386375.0
2022-01-07,67.07,16370.9482,1944833.0
2022-01-10,66.61,16258.6679,2252550.0
2022-01-11,67.48,16471.024,1674127.0
2022-01-12,68.32,16676.0575,2186125.0
2022-01-13,68.14,16632.1218,1914303.0
2022-01-14,67.28,16422.2065,2712040.0
2022-01-18,65.9,16085.3658,2675038.0
2022-01-19,65.59,16009.6987,4209229.0
2022-01-20,65.14,15899.8593,2299185.0
2022-01-21,64.26,15685.0623,2379383.0
2022-01-24,65.0,15865.687,2723451.0
2022-01-25,63.44,15484.9106,1795983.0
2022-01-26,62.34,15216.4143,2360039.0
2022-01-27,61.56,15026.0261,2277777.0
2022-01-28,62.6,15279.8771,2396619.0
2022-01-31,63.33,15458.0609,2813179.0
2022-02-01,63.36,15465.3836,1308382.0
2022-02-02,63.64,15533.7281,2020870.0
2022-02-03,62.63,15287.1997,1604304.0
2022-02-04,61.46,15001.6173,2227978.0
2022-02-07,60.32,14723.3576,4915554.0
2022-02-08,59.15,14191.6381,4026634.0
2022-02-09,60.57,14532.3334,2762557.0
2022-02-10,58.27,13980.503,2687440.0
2022-02-11,57.73,13850.9428,2425345.0
2022-02-14,57.25,13735.7782,1910401.0
2022-02-15,58.03,13922.9207,2470475.0
2022-02-16,58.68,14078.8728,2166190.0
2022-02-17,57.75,13855.7413,1673660.0
2022-02-18,57.56,13810.1554,2174363.0
2022-02-22,55.91,13414.277,2304953.0
2022-02-23,55.08,13215.1382,2241569.0
2022-02-24,55.35,13279.9183,2098082.0
2022-02-25,56.63,13587.0239,1774185.0
2022-02-28,56.04,13445.4674,2938603.0
2022-03-01,54.58,13095.1751,3086964.0
2022-03-02,56.21,13486.2549,2668401.0
2022-03-03,55.74,13373.4896,1909539.0
2022-03-04,54.83,13155.1567,1972645.0
2022-03-07,51.93,12459.3705,1911053.0
2022-03-08,52.48,12591.33,2445033.0
2022-03-09,54.11,12982.4098,3091637.0
2022-03-10,53.85,12920.0289,4177067.0
2022-03-11,53.73,12891.2378,2441595.0
2022-03-14,54.11,12982.4098,1936860.0
2022-03-15,55.65,13351.8962,2840401.0
2022-03-16,56.12,13464.6615,3013566.0
2022-03-17,56.93,13659.0018,1991892.0
2022-03-18,57.4,13771.7672,5318172.0
2022-03-21,55.88,13407.0792,2275020.0
2022-03-22,55.2,13243.9294,2667548.0
2022-03-23,53.36,12802.4651,1813188.0
2022-03-24,52.92,12696.8975,2720261.0
2022-03-25,52.3,12548.1432,3511527.0
2022-03-28,52.91,12514.4865,1788712.0
2022-03-29,54.9,12985.1693,2341979.0
2022-03-30,53.35,12618.5571,1785780.0
2022-03-31,51.0,12062.7256,2527157.0
2022-04-01,51.55,12192.8138,2806585.0
2022-04-04,51.96,12289.7887,1414539.0
2022-04-05,50.78,12010.6903,1995784.0
2022-04-06,50.76,12005.9598,2360554.0
2022-04-07,50.66,11982.3074,2877816.0
2022-04-08,50.67,11984.6727,1968586.0
2022-04-11,50.14,11859.3149,2232825.0
2022-04-12,49.67,11748.1486,1891594.0
2022-04-13,50.45,11932.6374,1563869.0
2022-04-14,49.39,11681.9219,1693498.0
2022-04-18,49.17,11629.8866,1261402.0
2022-04-19,51.02,12067.4561,1760074.0
2022-04-20,51.86,12266.1362,1941297.0
2022-04-21,52.16,12337.0935,1741014.0
2022-04-22,50.93,12046.1689,1849636.0
2022-04-25,52.22,12351.2849,2529135.0
2022-04-26,52.73,12471.9122,4278178.0
2022-04-27,54.9,12953.1302,5787153.0
2022-04-28,55.06,12990.8806,3423302.0
2022-04-29,52.69,12431.7018,2918419.0
2022-05-02,52.92,12485.9681,2717032.0
2022-05-03,53.89,12714.8303,2458562.0
2022-05-04,55.81,13167.836,1986192.0
2022-05-05,54.04,12750.2214,2184490.0
2022-05-06,53.06,12518.9997,1861751.0
2022-05-09,53.76,12684.1581,1935054.0
2022-05-10,53.18,12547.3126,3401375.0
2022-05-11,52.36,12353.8414,2534705.0
2022-05-12,54.56,12872.9104,3155056.0
2022-05-13,55.37,13064.0222,2108066.0
2022-05-16,55.3,13047.5063,2223602.0
2022-05-17,56.21,13262.2121,1925696.0
2022-05-18,54.32,12816.2847,3204585.0
2022-05-19,53.98,12736.065,2647103.0
2022-05-20,54.29,12809.2065,2000216.0
2022-05-23,54.77,12922.4579,2126446.0
2022-05-24,54.55,12870.551,1864651.0
2022-05-25,55.75,13153.6795,1965606.0
2022-05-26,57.11,13474.5585,1537878.0
2022-05-27,57.84,13646.795,1440673.0
2022-05-31,56.69,13375.4635,3010537.0
2022-06-01,55.67,13134.8043,2333154.0
2022-06-02,56.85,13413.214,1958688.0
2022-06-03,56.33,13290.525,1615310.0
2022-06-06,57.0,13448.6051,2458751.0
2022-06-07,57.13,13479.2773,1677069.0
2022-06-08,56.37,13299.9626,1522548.0
2022-06-09,56.7,13377.8229,1392849.0
2022-06-10,54.72,12910.6609,2038513.0
2022-06-13,52.28,12334.9662,3133572.0
2022-06-14,51.21,12082.5099,2517139.0
2022-06-15,50.95,12021.1654,2628667.0
2022-06-16,47.71,11256.7184,3447912.0
2022-06-17,47.62,11235.4838,6118939.0
2022-06-21,47.26,11150.5452,2220284.0
2022-06-22,47.33,11167.061,2191100.0
2022-06-23,49.53,11686.13,2806054.0
2022-06-24,51.8,12221.7148,4187887.0
2022-06-27,51.69,12195.7613,2123589.0
2022-06-28,51.24,12089.5881,2082405.0
2022-06-29,50.45,11903.1952,2310023.0
2022-06-30,50.6,11938.5863,2690351.0
2022-07-01,51.61,12176.8861,2048863.0
2022-07-05,52.66,12424.6236,2776657.0
2022-07-06,52.41,12365.6385,1945490.0
2022-07-07,52.45,12375.0761,1343974.0
2022-07-08,52.56,12401.0295,1320667.0
2022-07-11,52.71,12436.4206,1022751.0
2022-07-12,52.81,12460.0146,1339313.0
2022-07-13,53.18,12547.3126,1662010.0
2022-07-14,53.07,12521.3592,2132305.0
2022-07-15,53.6,12646.4076,1641847.0
2022-07-18,53.06,12518.9997,1250467.0
2022-07-19,54.32,12816.2847,1455528.0
2022-07-20,54.8,12929.5361,1226640.0
2022-07-21,56.3,13283.4468,1628188.0
2022-07-22,56.31,13285.8062,1690372.0
2022-07-25,55.41,13073.4598,1699031.0
2022-07-26,55.11,13002.6776,1524371.0
2022-07-27,53.92,12721.9085,3480206.0
2022-07-28,55.28,12466.727,3504558.0
2022-07-29,55.38,12489.2789,1704901.0
2022-08-01,55.03,12410.3471,1133063.0
2022-08-02,53.23,12004.4117,1387537.0
2022-08-03,52.23,11778.892,1944691.0
2022-08-04,52.89,11927.735,2240126.0
2022-08-05,52.72,11889.3966,1175326.0
2022-08-08,52.98,11948.0317,1369294.0
2022-08-09,51.2,11546.6067,1855226.0
2022-08-10,53.65,12099.1299,1648598.0
2022-08-11,54.76,12349.4567,2479825.0
2022-08-12,55.58,12534.3829,1512276.0
2022-08-15,55.44,12502.8101,973840.0
2022-08-16,56.04,12638.1219,1409161.0
2022-08-17,56.29,12694.5018,2228829.0
2022-08-18,56.29,12694.5018,1255638.0
2022-08-19,55.38,12489.2789,1539133.0
2022-08-22,52.99,11950.2869,1121756.0
2022-08-23,52.36,11808.2096,983010.0
2022-08-24,52.53,11846.5479,697676.0
2022-08-25,53.29,12017.9428,1042083.0
2022-08-26,51.01,11503.758,1244211.0
2022-08-29,50.79,11454.1437,1556554.0
2022-08-30,51.06,11515.034,2199395.0
2022-08-31,50.87,11472.1853,2745592.0
2022-09-01,50.77,11449.6333,1904251.0
2022-09-02,49.86,11244.4104,1746017.0
2022-09-06,49.26,11109.0986,1796306.0
2022-09-07,50.85,11467.6749,1723606.0
2022-09-08,51.18,11542.0964,1338311.0
2022-09-09,52.28,11790.168,1171075.0
2022-09-12,52.7,11884.8862,1348782.0
2022-09-13,49.43,11147.4369,1996946.0
2022-09-14,48.64,10969.2764,1946220.0
2022-09-15,48.99,11048.2083,1697879.0
2022-09-16,48.77,10998.594,5875683.0
2022-09-19,49.4,11140.6714,1433106.0
2022-09-20,48.33,10899.3653,1868832.0
2022-09-21,47.61,10736.9912,1338452.0
2022-09-22,46.6,10509.2163,1364135.0
2022-09-23,46.75,10543.0442,1593268.0
2022-09-26,45.6,10283.6966,2068063.0
2022-09-27,45.89,10349.0973,1796976.0
2022-09-28,48.86,11018.8907,4130493.0
2022-09-29,47.28,10662.5697,2267679.0
2022-09-30,46.69,10529.5131,2564552.0
2022-10-03,48.53,10944.4692,1779395.0
2022-10-04,50.31,11345.8942,2208517.0
2022-10-05,49.91,11255.6864,1018783.0
2022-10-06,50.58,11406.7846,1361598.0
2022-10-07,48.62,10964.766,1957701.0
2022-10-10,48.95,11039.1875,1463741.0
2022-10-11,48.78,11000.8492,1194348.0
2022-10-12,48.42,10919.6621,1227089.0
2022-10-13,48.6,10960.2556,1381692.0
2022-10-14,46.89,10574.617,1325697.0
2022-10-17,47.81,10782.0951,1721576.0
2022-10-18,48.66,10973.7868,1833923.0
2022-10-19,46.35,10452.8364,2122773.0
2022-10-20,44.67,10073.9633,2037017.0
2022-10-21,46.39,10461.8572,1884167.0
2022-10-24,47.08,10617.4657,1472583.0
2022-10-25,48.34,10901.6205,2332686.0
2022-10-26,45.57,10277.3621,3941037.0
2022-10-27,46.02,10378.8502,3506794.0
2022-10-28,47.1,10622.4217,1637040.0
2022-10-31,46.27,10435.2325,2584637.0
2022-11-01,45.66,10297.6598,2237360.0
2022-11-02,44.12,9950.3449,1905263.0
2022-11-03,42.91,9677.4547,3019257.0
2022-11-04,43.55,9821.7933,2613822.0
2022-11-07,44.57,10051.833,1827171.0
2022-11-08,45.54,10270.5963,1600516.0
2022-11-09,45.05,10160.087,2355861.0
2022-11-10,50.18,11317.0514,3467531.0
2022-11-11,51.1,11524.5382,2718369.0
2022-11-14,49.72,11213.308,1757987.0
2022-11-15,50.94,11488.4535,1896729.0
2022-11-16,50.34,11353.1361,1904928.0
2022-11-17,49.07,11066.7141,1209674.0
2022-11-18,49.93,11260.6691,1381295.0
2022-11-21,49.58,11181.7339,1146550.0
2022-11-22,50.26,11335.0937,1228702.0
2022-11-23,50.68,11429.816,855254.0
2022-11-25,50.93,11486.1982,443968.0
2022-11-28,49.78,11226.8397,1194743.0
2022-11-29,49.87,11247.1374,1347748.0
2022-11-30,50.78,11452.3689,3728005.0
2022-12-01,51.76,11673.3874,2064209.0
2022-12-02,50.92,11483.9429,1794855.0
2022-12-05,49.41,11143.394,1536877.0
2022-12-06,48.42,10920.1201,1437252.0
2022-12-07,48.92,11032.8847,1139666.0
2022-12-08,49.65,11197.521,1234315.0
2022-12-09,49.32,11123.0963,987940.0
2022-12-12,49.66,11199.7762,1082559.0
2022-12-13,51.42,11596.7075,2317936.0
2022-12-14,50.14,11308.0302,2255830.0
2022-12-15,48.54,10947.1836,3276035.0
2022-12-16,47.42,10694.591,3750232.0
2022-12-19,46.96,10590.8476,1515921.0
2022-12-20,46.53,10493.8701,2232980.0
2022-12-21,47.12,10626.9323,1427637.0
2022-12-22,46.93,10584.0817,1202567.0
2022-12-23,47.13,10629.1876,777442.0
2022-12-27,47.26,10658.5064,896539.0
2022-12-28,46.14,10405.9137,1335622.0
2022-12-29,47.23,10651.7405,974922.0
2022-12-30,46.67,10525.4442,1233811.0
2023-01-03,47.42,10694.591,1332070.0
2023-01-04,48.73,10990.0342,1196739.0
2023-01-05,48.14,10856.972,1753078.0
2023-01-06,49.66,11199.7762,1391050.0
2023-01-09,50.36,11357.6466,1820561.0
2023-01-10,50.81,11459.1347,1446581.0
2023-01-11,51.69,11657.6004,1431957.0
2023-01-12,51.87,11698.1956,1306327.0
2023-01-13,52.0,11727.5144,1445120.0
2023-01-17,50.93,11486.1982,1656777.0
2023-01-18,50.39,11364.4125,2144235.0
2023-01-19,48.24,10879.5249,2012140.0
2023-01-20,50.14,11308.0302,1797414.0
2023-01-23,51.13,11531.3041,1590295.0
2023-01-24,51.12,11529.0488,1299140.0
2023-01-25,51.32,11574.1546,1060318.0
2023-01-26,50.58,11407.263,2225076.0
2023-01-27,51.04,11511.0064,1007425.0
2023-01-30,50.4,11366.6678,1064173.0
2023-01-31,53.2,11998.1493,1773854.0
2023-02-01,54.35,12257.5078,3233749.0
2023-02-02,56.69,12785.246,2739349.0
2023-02-03,55.39,12492.0581,1946959.0
2023-02-06,54.32,12250.742,1338796.0
2023-02-07,54.51,12293.5925,1648223.0
2023-02-08,54.12,12205.6361,3156837.0
2023-02-09,54.0,12160.9684,4451237.0
2023-02-10,55.06,12399.6837,4489226.0
2023-02-13,56.56,12737.4884,2855963.0
2023-02-14,55.43,12483.0089,1688261.0
2023-02-15,56.17,12649.6592,1526476.0
2023-02-16,55.81,12568.5861,1114235.0
2023-02-17,55.03,12392.9276,1351932.0
2023-02-21,52.83,11897.4808,1984357.0
2023-02-22,53.05,11947.0255,1196562.0
2023-02-23,53.28,11998.8222,1733682.0
2023-02-24,52.48,11818.6597,1543810.0
2023-02-27,52.44,11809.6516,1480892.0
2023-02-28,52.43,11807.3995,1862669.0
2023-03-01,51.61,11622.733,1642004.0
2023-03-02,52.08,11728.5784,1464060.0
2023-03-03,52.9,11913.245,1032916.0
2023-03-06,51.94,11697.05,1834743.0
2023-03-07,51.13,11514.6355,1215181.0
2023-03-08,51.35,11564.1802,2085483.0
2023-03-09,51.05,11496.6192,2351735.0
2023-03-10,50.1,11282.6763,2672159.0
2023-03-13,50.25,11316.4567,2669186.0
2023-03-14,50.67,11411.042,2581436.0
2023-03-15,50.16,11296.1884,2139569.0
2023-03-16,50.44,11359.2453,1583871.0
2023-03-17,49.32,11107.0178,3064059.0
2023-03-20,50.13,11289.4324,1677539.0
2023-03-21,51.3,11552.92,2211970.0
2023-03-22,49.18,11075.4894,2325368.0
2023-03-23,48.4,10899.831,2275098.0
2023-03-24,48.06,10823.2619,1900152.0
2023-03-27,47.75,10753.4489,2099571.0
2023-03-28,48.02,10814.2538,1488402.0
2023-03-29,48.76,10980.9041,1149745.0
2023-03-30,48.43,10906.5871,1141222.0
2023-03-31,49.72,11197.0991,1957879.0
2023-04-03,49.91,11239.8877,1750291.0
2023-04-04,48.54,10931.3594,2179681.0
2023-04-05,47.38,10670.1238,2166700.0
2023-04-06,47.04,10593.5547,1716845.0
2023-04-10,47.51,10699.4002,2652976.0
2023-04-11,48.49,10920.0992,3247029.0
2023-04-12,48.39,10897.5789,1705449.0
2023-04-13,48.77,10983.1561,1448930.0
2023-04-14,48.64,10953.8797,1230510.0
2023-04-17,49.39,11122.782,1321131.0
2023-04-18,50.06,11273.6681,1787011.0
2023-04-19,50.27,11320.9608,2638539.0
2023-04-20,51.0,11485.3591,2880424.0
2023-04-21,50.79,11438.0664,1445254.0
2023-04-24,51.03,11492.1152,1837104.0
2023-04-25,50.24,11314.2047,2639620.0
2023-04-26,50.85,11445.7515,6257360.0
2023-04-27,52.89,11904.9321,2416688.0
2023-04-28,53.51,12044.487,1979687.0
2023-05-01,53.36,12010.7237,1558231.0
2023-05-02,53.33,12003.971,2294295.0
2023-05-03,53.76,12100.7591,1416298.0
2023-05-04,52.73,11868.9179,1615070.0
2023-05-05,53.45,12030.9817,1440126.0
2023-05-08,53.9,12132.2715,1247033.0
2023-05-09,53.76,12100.7591,962529.0
2023-05-10,53.24,11983.7131,993681.0
2023-05-11,52.58,11835.1546,1284577.0
2023-05-12,52.0,11704.6033,1641821.0
2023-05-15,52.37,11787.8861,1163818.0
2023-05-16,51.44,11578.5537,2048856.0
2023-05-17,52.85,11895.9285,1331086.0
2023-05-18,53.6,12064.7449,1181364.0
2023-05-19,52.55,11828.402,1043979.0
2023-05-22,52.05,11715.8577,890859.0
2023-05-23,51.12,11506.5254,1058758.0
2023-05-24,50.28,11317.451,2233660.0
2023-05-25,50.23,11306.1966,2138136.0
2023-05-26,50.77,11427.7444,1175493.0
2023-05-30,49.99,11252.1754,871753.0
2023-05-31,48.32,10876.2775,3193338.0
2023-06-01,49.06,11042.843,1454932.0
2023-06-02,51.47,11585.3064,1804833.0
2023-06-05,50.89,11454.755,1160486.0
2023-06-06,53.05,11940.9463,2378238.0
2023-06-07,54.85,12346.1056,4018805.0
2023-06-08,54.65,12301.0879,2020927.0
2023-06-09,53.96,12145.7768,1652483.0
2023-06-12,55.14,12411.3813,1800331.0
2023-06-13,55.93,12589.2012,1371376.0
2023-06-14,55.29,12445.1445,1793550.0
2023-06-15,56.02,12609.4592,1168072.0
2023-06-16,55.5,12492.4131,3488060.0
2023-06-20,56.01,12607.2083,1846601.0
2023-06-21,56.17,12643.2224,1318370.0
2023-06-22,55.39,12467.6534,1417440.0
2023-06-23,55.26,12438.3919,1625805.0
2023-06-26,55.46,12483.4096,1875991.0
2023-06-27,57.0,12830.0459,2239913.0
2023-06-28,56.79,12782.7773,2088435.0
2023-06-29,57.34,12906.576,1441622.0
2023-06-30,57.38,12915.5796,2098965.0
2023-07-03,56.85,12796.2826,909592.0
2023-07-05,56.15,12638.7207,1960082.0
2023-07-06,55.2,12424.8866,1860382.0
2023-07-07,55.21,12427.1375,2348717.0
2023-07-10,56.85,12796.2826,1686359.0
2023-07-11,57.77,13003.3641,1965355.0
2023-07-12,59.01,13282.4739,2439729.0
2023-07-13,60.06,13518.8168,2071655.0
2023-07-14,59.98,13500.8097,1722813.0
2023-07-17,60.47,13611.1031,1410497.0
2023-07-18,60.78,13680.8805,1546517.0
2023-07-19,60.57,13633.612,1439348.0
2023-07-20,59.72,13442.2867,1699176.0
2023-07-21,59.24,13334.2442,1799568.0
2023-07-24,59.38,13365.7566,2209055.0
2023-07-25,60.56,13631.3611,2480022.0
2023-07-26,61.61,13867.704,3187670.0
2023-07-27,62.01,13947.6642,4783693.0
2023-07-28,61.25,13776.7204,2189933.0
2023-07-31,60.68,13648.5126,1891683.0
2023-08-01,61.45,13821.7056,1153093.0
2023-08-02,60.54,13617.0229,1553773.0
2023-08-03,59.32,13342.6132,2327975.0
2023-08-04,59.38,13356.1087,1230954.0
2023-08-07,60.12,13522.554,967412.0
2023-08-08,59.82,13455.0762,964963.0
2023-08-09,59.33,13344.8624,930942.0
2023-08-10,58.81,13227.9009,1933889.0
2023-08-11,58.62,13185.1649,944878.0
2023-08-14,59.24,13324.6191,959139.0
2023-08-15,59.01,13272.8861,1014645.0
2023-08-16,57.99,13043.4615,1225532.0
2023-08-17,56.45,12697.0754,1600413.0
2023-08-18,56.79,12773.5503,2016855.0
2023-08-21,56.13,12625.0991,1010885.0
2023-08-22,56.11,12620.6006,1467660.0
2023-08-23,57.04,12829.7818,936707.0
2023-08-24,56.54,12717.3188,886623.0
2023-08-25,56.66,12744.3099,1325058.0
2023-08-28,56.8,12775.7995,1156846.0
2023-08-29,58.35,13124.4349,1454511.0
2023-08-30,58.82,13230.1501,1196902.0
2023-08-31,59.01,13272.8861,1692963.0
2023-09-01,59.72,13432.5836,1211869.0
2023-09-05,57.28,12883.764,2092907.0
2023-09-06,57.68,12973.7344,2104762.0
2023-09-07,56.72,12757.8054,1841911.0
2023-09-08,56.23,12647.5917,1698886.0
2023-09-11,56.64,12739.8114,1718839.0
2023-09-12,55.84,12559.8705,1437237.0
2023-09-13,55.48,12478.8971,1560072.0
2023-09-14,55.88,12568.8676,1363565.0
2023-09-15,54.67,12296.707,3303580.0
2023-09-18,55.02,12375.4312,1362398.0
2023-09-19,55.46,12474.3986,1867315.0
2023-09-20,54.57,12274.2144,1560919.0
2023-09-21,53.59,12053.7869,1933180.0
2023-09-22,53.09,11941.3239,1239837.0
2023-09-25,53.28,11984.0598,1130465.0
2023-09-26,52.63,11837.8579,1177465.0
2023-09-27,53.21,11968.315,1270190.0
2023-09-28,54.32,12217.9829,1619590.0
2023-09-29,53.45,12022.2973,1610035.0
2023-10-02,52.58,11826.6116,1803321.0
2023-10-03,51.65,11617.4304,1618080.0
2023-10-04,52.29,11761.383,1864825.0
2023-10-05,52.22,11745.6382,1511005.0
2023-10-06,52.2,11741.1397,2058417.0
2023-10-09,52.21,11743.389,1617097.0
2023-10-10,52.63,11837.8579,1559328.0
2023-10-11,53.63,12062.784,1486294.0
2023-10-12,51.62,11610.6826,1827042.0
2023-10-13,51.12,11498.2196,1117032.0
2023-10-16,52.52,11813.116,1275629.0
2023-10-17,52.55,11819.8638,1412303.0
2023-10-18,50.79,11423.994,1981637.0
2023-10-19,50.12,11273.2935,1806204.0
2023-10-20,49.88,11219.3113,1483683.0
2023-10-23,49.78,11196.8187,1400933.0
2023-10-24,49.14,11052.866,2016406.0
2023-10-25,48.33,10870.6759,3873908.0
2023-10-26,51.53,11568.5319,4388318.0
2023-10-27,51.04,11458.5265,2745881.0
2023-10-30,51.83,11635.8822,2214503.0
2023-10-31,52.09,11694.2525,1984426.0
2023-11-01,52.71,11833.443,2248520.0
2023-11-02,53.87,12093.8641,1912115.0
2023-11-03,55.09,12367.7552,2564523.0
2023-11-06,54.64,12266.7298,1432904.0
2023-11-07,55.19,12390.2053,1580329.0
2023-11-08,56.42,12666.3414,2637544.0
2023-11-09,55.49,12457.5556,2677538.0
2023-11-10,56.17,12610.2162,1486013.0
2023-11-13,55.62,12486.7407,1457008.0
2023-11-14,59.09,13265.7588,2853494.0
2023-11-15,59.24,13299.434,1692921.0
2023-11-16,59.37,13328.6191,1558685.0
2023-11-17,60.11,13494.7498,1382126.0
2023-11-20,60.17,13508.2198,1222880.0
2023-11-21,59.04,13254.5338,2019584.0
2023-11-22,59.28,13308.414,1047571.0
2023-11-24,59.19,13288.2089,377629.0
2023-11-27,59.78,13420.6645,1898573.0
2023-11-28,59.49,13355.5592,1284923.0
2023-11-29,60.37,13553.12,1176076.0
2023-11-30,60.55,13593.5302,2847812.0
2023-12-01,62.16,13954.9766,1402916.0
2023-12-04,62.44,14017.8369,1687733.0
2023-12-05,62.28,13981.9167,1228169.0
2023-12-06,63.43,14240.0928,1294219.0
2023-12-07,63.39,14231.1127,1185785.0
2023-12-08,64.0,14368.0583,1094274.0
2023-12-11,63.98,14363.5683,1232917.0
2023-12-12,64.34,14444.3886,1171007.0
2023-12-13,66.31,14886.6554,2018728.0
2023-12-14,69.32,15562.4032,3012222.0
2023-12-15,68.64,15409.7425,4637450.0
2023-12-18,67.95,15254.8369,1770469.0
2023-12-19,68.1,15288.512,1558178.0
2023-12-20,67.04,15050.5411,1675459.0
2023-12-21,67.38,15126.8714,1683508.0
2023-12-22,67.22,15090.9512,1146995.0
2023-12-26,67.27,15102.1763,1055879.0
2023-12-27,67.28,15104.4213,883505.0
2023-12-28,67.17,15079.7262,995111.0
2023-12-29,66.98,15037.071,1078957.0
