,LOW US Equity,LOW US Equity,LOW US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-09-06,229.61,132511.4254,2123857.0
2023-09-07,233.61,134819.8863,2576666.0
2023-09-08,231.29,133480.979,2166312.0
2023-09-11,231.91,133838.7904,1658010.0
2023-09-12,230.44,132990.4311,2192622.0
2023-09-13,228.82,132055.5044,2769395.0
2023-09-14,230.87,133238.5906,2621766.0
2023-09-15,220.02,126976.8905,9188534.0
2023-09-18,217.72,125649.5255,3447255.0
2023-09-19,217.5,125522.5601,3450363.0
2023-09-20,214.91,124027.8317,2490529.0
2023-09-21,210.61,121546.2363,2959624.0
2023-09-22,210.49,121476.9824,2940143.0
2023-09-25,212.5,122636.984,3971609.0
2023-09-26,208.54,120351.6078,2782536.0
2023-09-27,206.96,119439.7657,2860083.0
2023-09-28,207.78,119913.0002,2379053.0
2023-09-29,207.84,119947.6271,2304858.0
2023-10-02,205.74,118735.6852,2265031.0
2023-10-03,200.16,115515.3822,3532600.0
2023-10-04,199.59,115186.4266,2569581.0
2023-10-05,199.8,115307.6208,2233663.0
2023-10-06,199.54,115157.5708,2251010.0
2023-10-09,200.74,115850.1091,1649705.0
2023-10-10,202.75,117010.1107,2209863.0
2023-10-11,203.29,117321.7529,2178927.0
2023-10-12,196.9,113633.9866,2488525.0
2023-10-13,195.75,112970.3041,2220612.0
2023-10-16,198.25,114413.0922,2139996.0
2023-10-17,198.15,114355.3806,1698871.0
2023-10-18,193.46,111648.7103,2694918.0
2023-10-19,190.46,109917.3646,2944234.0
2023-10-20,190.5,109940.4492,2776180.0
2023-10-23,188.38,108716.965,2322199.0
2023-10-24,186.24,107481.9384,2107639.0
2023-10-25,186.09,107395.3711,2406238.0
2023-10-26,184.73,106610.4944,2855560.0
2023-10-27,183.62,105969.8965,2371503.0
2023-10-30,187.72,108336.0689,2683263.0
2023-10-31,190.57,109980.8473,3181233.0
2023-11-01,191.29,110396.3702,3070168.0
2023-11-02,194.32,112145.0294,2220134.0
2023-11-03,194.94,112502.8408,2755531.0
2023-11-06,194.23,112093.089,1913066.0
2023-11-07,194.58,112295.0793,2150319.0
2023-11-08,194.68,112352.7908,3077543.0
2023-11-09,190.49,109934.6781,3270987.0
2023-11-10,194.6,112306.6216,2381673.0
2023-11-13,193.84,111868.0141,3155792.0
2023-11-14,202.24,116715.7819,4237647.0
2023-11-15,204.85,118222.0526,2848609.0
2023-11-16,202.28,116738.8665,2705728.0
2023-11-17,203.7,117558.3701,2217015.0
2023-11-20,204.44,117985.4354,3170080.0
2023-11-21,198.06,113884.5,5880551.0
2023-11-22,198.48,114126.0,3232363.0
2023-11-24,199.07,114465.25,1322235.0
2023-11-27,199.82,114896.5,2345824.0
2023-11-28,200.05,115028.75,2651067.0
2023-11-29,199.92,114976.511,2119035.0
2023-11-30,198.83,114349.6383,3812156.0
2023-12-01,203.92,117276.9614,2965668.0
2023-12-04,207.55,119364.6201,3429689.0
2023-12-05,205.92,118427.1866,2552139.0
2023-12-06,208.7,120025.9996,2595419.0
2023-12-07,208.3,119795.9546,3069321.0
2023-12-08,207.83,119525.6517,2210351.0
2023-12-11,206.34,118668.7339,3390140.0
2023-12-12,208.7,120025.9996,3552247.0
2023-12-13,215.45,123908.0097,5170140.0
2023-12-14,225.54,129710.8958,7636601.0
2023-12-15,225.59,129739.6514,9581221.0
2023-12-18,224.06,128859.7292,3132449.0
2023-12-19,225.42,129641.8823,3101105.0
2023-12-20,222.01,127680.7483,3727327.0
2023-12-21,223.55,128566.4217,2640254.0
2023-12-22,223.0,128250.1098,2368842.0
2023-12-26,222.82,128146.5895,1656417.0
2023-12-27,222.89,128186.8474,1449441.0
2023-12-28,222.9,128192.5985,1543404.0
2023-12-29,222.55,127991.3091,2631431.0
