,NI US Equity,NI US Equity,NI US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-08-02,27.71,11451.2905,5550816.0
2023-08-03,26.95,11137.2168,4177725.0
2023-08-04,26.51,10955.3847,3095582.0
2023-08-07,26.67,11021.5055,3231138.0
2023-08-08,26.74,11050.4333,4775905.0
2023-08-09,26.98,11149.6145,5118930.0
2023-08-10,26.73,11046.3008,2684298.0
2023-08-11,26.83,11087.6262,2340250.0
2023-08-14,26.51,10955.3847,2151593.0
2023-08-15,26.09,10781.8177,2704035.0
2023-08-16,26.22,10835.5408,2367538.0
2023-08-17,26.2,10827.2757,2636226.0
2023-08-18,26.44,10926.4569,3305926.0
2023-08-21,26.34,10885.1314,2387540.0
2023-08-22,26.37,10897.529,1728241.0
2023-08-23,26.52,10959.5172,1782665.0
2023-08-24,26.33,10880.9988,2220024.0
2023-08-25,26.58,10984.3125,1784482.0
2023-08-28,26.6,10992.5776,2336449.0
2023-08-29,26.75,11054.5658,1739816.0
2023-08-30,26.75,11054.5658,3548502.0
2023-08-31,26.76,11058.6984,3471992.0
2023-09-01,26.56,10976.0474,4291215.0
2023-09-05,26.19,10823.1432,4423747.0
2023-09-06,26.31,10872.7337,3505360.0
2023-09-07,26.81,11079.3611,4669955.0
2023-09-08,26.97,11145.4819,4419074.0
2023-09-11,27.08,11190.9399,3147193.0
2023-09-12,27.13,11211.6027,4746140.0
2023-09-13,27.41,11327.314,4564640.0
2023-09-14,27.74,11463.6881,3139030.0
2023-09-15,27.67,11434.7603,5585462.0
2023-09-18,27.55,11385.1697,3195144.0
2023-09-19,27.55,11385.1697,4436201.0
2023-09-20,27.59,11401.6999,3628517.0
2023-09-21,27.06,11182.6748,8283849.0
2023-09-22,26.69,11029.7706,8520137.0
2023-09-25,26.7,11033.9031,5752671.0
2023-09-26,25.74,10637.1785,6653190.0
2023-09-27,25.18,10405.7558,8436796.0
2023-09-28,24.6,10166.068,8997020.0
2023-09-29,24.68,10199.1284,6384457.0
2023-10-02,23.18,9579.2462,13046002.0
2023-10-03,23.96,9901.585,14559195.0
2023-10-04,24.01,9922.2477,7414998.0
2023-10-05,23.83,9847.8618,6294218.0
2023-10-06,24.59,10161.9355,10498459.0
2023-10-09,25.14,10389.2256,6696636.0
2023-10-10,25.46,10521.4672,6447001.0
2023-10-11,26.05,10765.2875,6509249.0
2023-10-12,25.39,10492.5393,6905406.0
2023-10-13,25.78,10653.7087,3964923.0
2023-10-16,26.11,10790.0828,3757509.0
2023-10-17,26.13,10798.3479,3259565.0
2023-10-18,25.98,10736.3597,6019071.0
2023-10-19,25.63,10591.7205,5411126.0
2023-10-20,25.22,10422.286,6237671.0
2023-10-23,24.68,10199.1284,9108549.0
2023-10-24,25.23,10426.4186,5271782.0
2023-10-25,25.31,10459.4789,3775661.0
2023-10-26,25.72,10628.9134,6128415.0
2023-10-27,25.15,10393.3582,4646327.0
2023-10-30,25.12,10380.9605,5433937.0
2023-10-31,25.16,10397.4907,5358855.0
2023-11-01,25.4,10500.7522,6445435.0
2023-11-02,25.78,10657.8501,6932638.0
2023-11-03,25.72,10633.0451,7180787.0
2023-11-06,25.29,10455.2765,5096384.0
2023-11-07,25.06,10360.191,5105819.0
2023-11-08,24.98,10327.1177,5748938.0
2023-11-09,24.82,10260.9712,5798681.0
2023-11-10,25.0,10335.386,5785256.0
2023-11-13,24.81,10256.8371,7709682.0
2023-11-14,25.97,10736.399,11983594.0
2023-11-15,25.75,10645.4476,8515891.0
2023-11-16,25.77,10653.7159,6235289.0
2023-11-17,26.08,10781.8747,11175519.0
2023-11-20,26.06,10773.6064,5482544.0
2023-11-21,26.01,10752.9356,5089053.0
2023-11-22,26.19,10827.3504,4514951.0
2023-11-24,26.1,10790.143,2349672.0
2023-11-27,26.2,10831.4846,6925834.0
2023-11-28,26.18,10823.2162,4604642.0
2023-11-29,25.81,10670.2525,6136155.0
2023-11-30,25.64,10599.9719,11197903.0
2023-12-01,26.2,10831.4846,8937383.0
2023-12-04,26.44,10930.7043,7242664.0
2023-12-05,26.14,10806.6796,3965007.0
2023-12-06,26.41,10918.3018,4465851.0
2023-12-07,26.43,10926.5701,4085930.0
2023-12-08,26.3,10872.8261,4011734.0
2023-12-11,26.34,10889.3627,3337090.0
2023-12-12,26.18,10823.2162,3048250.0
2023-12-13,27.03,11174.6194,5804089.0
2023-12-14,26.68,11029.924,5716726.0
2023-12-15,26.48,10947.2409,9785812.0
2023-12-18,26.39,10910.0335,4262619.0
2023-12-19,26.54,10972.0458,5211599.0
2023-12-20,26.08,10781.8747,5029406.0
2023-12-21,26.04,10765.3381,3082825.0
2023-12-22,26.25,10852.1553,3440115.0
2023-12-26,26.43,10926.5701,1946777.0
2023-12-27,26.28,10864.5578,1928194.0
2023-12-28,26.55,10976.18,2735823.0
2023-12-29,26.55,10976.18,2197891.0
