,UAL US Equity,UAL US Equity,UAL US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2017-06-26,77.03,24227.3916,2545132.0
2017-06-27,76.0,23903.4371,2768074.0
2017-06-28,76.7,24123.6003,2628750.0
2017-06-29,75.44,23727.3065,3524860.0
2017-06-30,75.25,23667.5479,3456452.0
2017-07-03,75.08,23614.0797,2390824.0
2017-07-05,76.54,24073.2773,4519464.0
2017-07-06,77.71,24441.2644,4312651.0
2017-07-07,78.94,24828.1227,4200490.0
2017-07-10,78.26,24614.2498,4082396.0
2017-07-11,76.92,24192.7945,3516280.0
2017-07-12,80.53,25328.2077,5053946.0
2017-07-13,80.17,25214.9809,3477746.0
2017-07-14,79.85,25114.3349,2127870.0
2017-07-17,79.78,25092.3186,2355354.0
2017-07-18,78.9,24815.5419,4117989.0
2017-07-19,74.24,23349.8838,15490955.0
2017-07-20,72.08,22670.523,8095739.0
2017-07-21,71.57,22510.1183,5996029.0
2017-07-24,70.43,22151.5668,4314373.0
2017-07-25,69.48,21137.5802,4696321.0
2017-07-26,70.24,21368.7915,4442005.0
2017-07-27,68.09,20714.7069,7925682.0
2017-07-28,67.88,20650.8195,4989590.0
2017-07-31,67.68,20589.9745,2512942.0
2017-08-01,67.86,20644.735,2767757.0
2017-08-02,67.44,20516.9604,3191637.0
2017-08-03,68.19,20745.1294,3752011.0
2017-08-04,68.91,20964.1717,3278018.0
2017-08-07,68.39,20805.9745,3095718.0
2017-08-08,67.79,20623.4393,2640688.0
2017-08-09,67.06,20401.3547,3533511.0
2017-08-10,65.24,19847.6645,4966389.0
2017-08-11,65.87,20039.3265,3512587.0
2017-08-14,66.71,20294.8758,3366067.0
2017-08-15,66.96,20370.9322,2162778.0
2017-08-16,66.92,20358.7632,1972425.0
2017-08-17,64.7,19683.3828,3905638.0
2017-08-18,64.75,19698.5941,3196980.0
2017-08-21,64.85,19729.0166,2899418.0
2017-08-22,64.7,19683.3828,3703195.0
2017-08-23,62.83,19114.4813,4920228.0
2017-08-24,61.48,18703.777,4637362.0
2017-08-25,63.36,19275.7208,4620513.0
2017-08-28,63.15,19211.8334,4137998.0
2017-08-29,62.89,19132.7348,5212843.0
2017-08-30,62.02,18868.0587,4694651.0
2017-08-31,61.96,18849.8052,3909256.0
2017-09-01,62.43,18992.7912,3868434.0
2017-09-05,61.1,18588.1714,5522523.0
2017-09-06,60.33,18353.9178,10848839.0
2017-09-07,58.58,17821.5234,6936547.0
2017-09-08,58.38,17760.6783,4085982.0
2017-09-11,60.46,18393.4671,6732735.0
2017-09-12,61.24,18630.7629,5374438.0
2017-09-13,61.66,18758.5376,4823073.0
2017-09-14,61.25,18633.8052,4067165.0
2017-09-15,59.8,18192.6784,10105064.0
2017-09-18,58.11,17678.5375,6514114.0
2017-09-19,57.54,17505.129,5330140.0
2017-09-20,58.06,17663.3262,5521669.0
2017-09-21,58.53,17806.3121,4222862.0
2017-09-22,58.8,17888.453,4279702.0
2017-09-25,59.44,18083.1572,4728108.0
2017-09-26,59.68,18156.1713,3977174.0
2017-09-27,60.92,18533.4108,4891256.0
2017-09-28,61.16,18606.4249,4063006.0
2017-09-29,60.88,18521.2418,3995470.0
2017-10-02,60.43,18384.3404,4460319.0
2017-10-03,64.14,19513.0166,6821679.0
2017-10-04,64.47,19613.411,5469357.0
2017-10-05,64.32,19567.7771,4059911.0
2017-10-06,65.25,19850.7068,3979643.0
2017-10-09,64.7,19683.3828,2728757.0
2017-10-10,67.72,20602.1435,10299491.0
2017-10-11,67.4,20504.7914,6701117.0
2017-10-12,66.64,20273.5801,3431908.0
2017-10-13,67.57,20556.5097,4082127.0
2017-10-16,66.95,20367.8899,3901731.0
2017-10-17,67.51,20538.2561,4806906.0
2017-10-18,67.99,20684.2843,5309263.0
2017-10-19,59.78,17709.9706,29908870.0
2017-10-20,59.9,17745.5209,10397370.0
2017-10-23,59.1,17508.5189,6910647.0
2017-10-24,59.91,17748.4834,8758222.0
2017-10-25,59.92,17751.4459,6596468.0
2017-10-26,59.95,17760.3335,9846817.0
2017-10-27,60.25,17849.2092,4894518.0
2017-10-30,59.04,17490.7438,5278853.0
2017-10-31,58.48,17324.8424,5161651.0
2017-11-01,58.64,17372.2428,4799048.0
2017-11-02,58.27,17262.6294,3872057.0
2017-11-03,59.65,17671.4577,4924805.0
2017-11-06,59.92,17751.4459,3948931.0
2017-11-07,58.71,17392.9805,3681335.0
2017-11-08,58.92,17455.1935,2651389.0
2017-11-09,58.39,17298.1797,3571082.0
2017-11-10,58.52,17336.6925,3179981.0
2017-11-13,57.81,17126.3533,4479989.0
2017-11-14,57.2,16945.6393,5187670.0
2017-11-15,57.49,17031.5525,4940216.0
2017-11-16,58.68,17384.0929,3133343.0
2017-11-17,58.2,17241.8917,4260060.0
2017-11-20,58.76,17407.7931,3108390.0
2017-11-21,59.71,17689.2329,2871167.0
2017-11-22,59.69,17683.3078,1804636.0
2017-11-24,59.43,17606.2822,1196697.0
2017-11-27,59.09,17505.5564,2896330.0
2017-11-28,60.19,17831.4341,4149445.0
2017-11-29,62.09,18394.3137,6093275.0
2017-11-30,63.32,18758.7042,4993043.0
2017-12-01,62.57,18536.5149,4461887.0
2017-12-04,62.59,18542.4399,5054325.0
2017-12-05,62.2,18426.9015,2635072.0
2017-12-06,62.19,18423.9389,3078552.0
2017-12-07,63.53,18820.9172,3790542.0
2017-12-08,63.55,18826.8422,5162027.0
2017-12-11,64.24,19031.2564,4067591.0
2017-12-12,63.36,18770.5543,2827863.0
2017-12-13,63.03,18672.791,3727255.0
2017-12-14,63.13,18702.4162,5827839.0
2017-12-15,63.76,18889.0553,6744273.0
2017-12-18,64.56,19126.0572,3710085.0
2017-12-19,64.43,19087.5444,3339439.0
2017-12-20,65.9,19523.0355,4566625.0
2017-12-21,67.28,19931.8638,4554982.0
2017-12-22,67.25,19922.9763,2154581.0
2017-12-26,67.35,19952.6015,2347336.0
2017-12-27,67.12,19884.4634,2939912.0
2017-12-28,67.54,20008.8895,2454699.0
2017-12-29,67.4,19967.4141,3079454.0
2018-01-02,68.94,20423.6429,3390587.0
2018-01-03,68.49,20290.3293,4590853.0
2018-01-04,69.26,20518.4436,3922856.0
2018-01-05,69.36,20548.0689,2675864.0
2018-01-08,68.51,20296.2543,4277877.0
2018-01-09,68.48,20287.3667,3056969.0
2018-01-10,73.08,21650.1279,9380357.0
2018-01-11,76.45,22648.4987,6913386.0
2018-01-12,78.4,23226.1909,4479310.0
2018-01-16,77.49,22956.6012,3912380.0
2018-01-17,76.58,22687.0115,2951153.0
2018-01-18,76.3,22604.0608,3442188.0
2018-01-19,76.5,22663.3113,3994614.0
2018-01-22,76.87,22772.9247,3010735.0
2018-01-23,77.97,23098.8024,5115767.0
2018-01-24,69.05,20456.2306,27117214.0
2018-01-25,66.08,19576.3609,16960258.0
2018-01-26,66.56,19718.5621,6503507.0
2018-01-29,65.78,19487.4852,5414823.0
2018-01-30,67.01,19851.8757,7802302.0
2018-01-31,67.82,20091.8401,6234766.0
2018-02-01,67.15,19893.351,5603314.0
2018-02-02,65.68,19457.8599,4189758.0
2018-02-05,63.4,18782.4044,5433829.0
2018-02-06,63.95,18945.3432,4670812.0
2018-02-07,65.36,19363.0592,5694871.0
2018-02-08,63.37,18773.5168,4634325.0
2018-02-09,62.98,18657.9784,6069985.0
2018-02-12,64.14,19001.6312,3279782.0
2018-02-13,65.7,19463.785,3151063.0
2018-02-14,65.68,19457.8599,2747602.0
2018-02-15,66.74,19771.8875,3722329.0
2018-02-16,66.52,19706.712,3309725.0
2018-02-20,66.59,19727.4496,3391476.0
2018-02-21,67.0,19848.9131,3376144.0
2018-02-22,66.7,18989.5265,2534568.0
2018-02-23,67.57,19237.216,2656735.0
2018-02-26,69.26,19718.3599,4628263.0
2018-02-27,67.86,19319.7791,3531149.0
2018-02-28,67.79,19299.8501,3042608.0
2018-03-01,67.54,19228.6749,4109064.0
2018-03-02,67.51,19220.1339,3234637.0
2018-03-05,67.21,19134.7238,3036169.0
2018-03-06,67.52,19222.9809,2472019.0
2018-03-07,67.81,19305.5441,2734129.0
2018-03-08,69.87,19892.0272,7131571.0
2018-03-09,71.55,20370.3241,5646136.0
2018-03-12,72.0,20498.4394,3738300.0
2018-03-13,72.6,20669.2597,4832190.0
2018-03-14,70.74,20139.7167,4138896.0
2018-03-15,70.14,19968.8964,3463473.0
2018-03-16,70.88,20179.5748,5085217.0
2018-03-19,70.13,19966.0494,2237919.0
2018-03-20,70.48,20065.6946,2018748.0
2018-03-21,69.94,19911.9563,2619478.0
2018-03-22,68.45,19487.7524,3475516.0
2018-03-23,67.39,19185.9699,2899250.0
2018-03-26,68.48,19496.2935,2693654.0
2018-03-27,68.18,19410.8833,3481470.0
2018-03-28,67.91,19334.0141,3062406.0
2018-03-29,69.47,19778.147,3003776.0
2018-04-02,66.77,19009.4555,3988762.0
2018-04-03,69.19,19698.4308,4385304.0
2018-04-04,69.99,19926.1913,3147567.0
2018-04-05,70.69,20125.4817,3151076.0
2018-04-06,68.63,19538.9985,3699753.0
2018-04-09,68.52,19507.6815,5259420.0
2018-04-10,67.59,19242.91,5354452.0
2018-04-11,64.87,18468.5245,5370056.0
2018-04-12,66.1,18818.7062,4800408.0
2018-04-13,66.54,18943.9744,2665909.0
2018-04-16,67.31,19163.1938,2831820.0
2018-04-17,67.34,19171.7348,4754097.0
2018-04-18,70.58,20094.1646,10265432.0
2018-04-19,70.23,19994.5194,6380051.0
2018-04-20,71.75,20427.2642,6263036.0
2018-04-23,70.33,19500.0821,3648360.0
2018-04-24,68.95,19117.4557,3815310.0
2018-04-25,68.51,18995.4589,3728616.0
2018-04-26,66.62,18471.4271,5466963.0
2018-04-27,67.86,18815.2364,2662160.0
2018-04-30,67.54,18726.5114,2468317.0
2018-05-01,68.38,18959.4144,2122186.0
2018-05-02,67.92,18831.8723,3010025.0
2018-05-03,67.52,18720.9661,2211444.0
2018-05-04,68.32,18942.7785,2171223.0
2018-05-07,67.52,18720.9661,2100437.0
2018-05-08,67.72,18776.4192,2705423.0
2018-05-09,65.8,18244.0694,4415145.0
2018-05-10,66.02,18305.0678,2689152.0
2018-05-11,66.92,18554.6068,2887280.0
2018-05-14,66.64,18476.9725,2775374.0
2018-05-15,68.03,18862.3715,3262118.0
2018-05-16,69.74,19336.4955,3385478.0
2018-05-17,69.49,19267.1791,2726285.0
2018-05-18,68.42,18970.505,3733708.0
2018-05-21,70.07,19427.9931,3530541.0
2018-05-22,69.99,19405.8119,3242082.0
2018-05-23,69.54,19281.0424,1956947.0
2018-05-24,70.47,19538.8993,2094097.0
2018-05-25,71.68,19874.3905,3972453.0
2018-05-29,69.52,19275.4971,2540956.0
2018-05-30,69.8,19353.1314,2945716.0
2018-05-31,69.59,19294.9057,2275883.0
2018-06-01,69.25,19200.6354,2326049.0
2018-06-04,69.98,19403.0392,2450035.0
2018-06-05,69.32,19220.044,2401811.0
2018-06-06,70.36,19508.4001,2698534.0
2018-06-07,69.54,19281.0424,2875320.0
2018-06-08,69.99,19405.8119,2713241.0
2018-06-11,72.15,20004.7053,4261338.0
2018-06-12,72.39,20071.249,2489050.0
2018-06-13,72.5,20101.7482,2389593.0
2018-06-14,73.02,20245.9263,2693244.0
2018-06-15,73.89,20487.1473,5148763.0
2018-06-18,74.49,20653.5066,4324204.0
2018-06-19,73.0,20240.381,3482821.0
2018-06-20,74.07,20537.0551,2021264.0
2018-06-21,74.42,20634.098,2000909.0
2018-06-22,72.94,20223.7451,3980190.0
2018-06-25,71.33,19777.3476,3305158.0
2018-06-26,71.02,19691.3953,2366484.0
2018-06-27,69.57,19289.3603,2633944.0
2018-06-28,69.44,19253.3158,2236635.0
2018-06-29,69.73,19333.7228,2170443.0
2018-07-02,70.92,19663.6688,1932631.0
2018-07-03,70.16,19452.947,1630239.0
2018-07-05,70.92,19663.6688,3860103.0
2018-07-06,70.96,19674.7594,2292552.0
2018-07-09,71.79,19904.8897,2240882.0
2018-07-10,71.3,19769.0297,2681744.0
2018-07-11,68.88,19098.0472,6261984.0
2018-07-12,71.04,19696.9406,4584735.0
2018-07-13,72.1,19990.842,3067256.0
2018-07-16,72.26,20035.2045,3852525.0
2018-07-17,72.62,20135.0201,5675133.0
2018-07-18,79.0,21903.9739,15644037.0
2018-07-19,80.59,22344.8261,10213237.0
2018-07-20,80.91,22433.551,4549137.0
2018-07-23,81.59,22241.7581,3541158.0
2018-07-24,80.04,21819.2219,3847369.0
2018-07-25,80.56,21960.976,3852006.0
2018-07-26,81.24,22146.3467,3915885.0
2018-07-27,80.01,21811.0438,3509541.0
2018-07-30,80.07,21827.4,3447651.0
2018-07-31,80.4,21917.3593,2567386.0
2018-08-01,80.02,21813.7698,4605138.0
2018-08-02,80.85,22040.0311,2464611.0
2018-08-03,81.34,22173.6071,2009055.0
2018-08-06,81.83,22307.183,2075466.0
2018-08-07,82.32,22440.759,1816890.0
2018-08-08,82.79,22568.8828,1498611.0
2018-08-09,82.75,22557.9787,1563160.0
2018-08-10,81.72,22277.1966,2354112.0
2018-08-13,81.21,22138.1686,1832604.0
2018-08-14,81.44,22200.8675,1795218.0
2018-08-15,81.87,22318.0872,2542277.0
2018-08-16,81.9,22326.2653,2041906.0
2018-08-17,82.01,22356.2517,1671887.0
2018-08-20,85.22,23231.3105,5630095.0
2018-08-21,85.66,23351.2562,3152930.0
2018-08-22,84.53,23043.2138,1296636.0
2018-08-23,84.74,23100.4606,1365417.0
2018-08-24,85.14,23209.5022,2389180.0
2018-08-27,85.94,23427.5854,1895155.0
2018-08-28,86.82,23667.4768,2784980.0
2018-08-29,87.11,23746.532,1907861.0
2018-08-30,86.92,23694.7372,1854417.0
2018-08-31,87.42,23831.0392,3079479.0
2018-09-04,88.3,24070.9307,3083305.0
2018-09-05,88.19,24040.9443,4088049.0
2018-09-06,87.13,23751.9841,5633030.0
2018-09-07,87.68,23901.9163,2442210.0
2018-09-10,88.09,24013.6839,3205168.0
2018-09-11,89.12,24294.466,3513429.0
2018-09-12,87.8,23934.6287,2467606.0
2018-09-13,89.58,24419.8638,3571736.0
2018-09-14,90.33,24624.3168,2448473.0
2018-09-17,90.16,24577.9741,1646261.0
2018-09-18,90.11,24564.3439,1933594.0
2018-09-19,89.35,24357.1649,2545614.0
2018-09-20,89.12,24294.466,2409841.0
2018-09-21,89.94,24518.0012,4690350.0
2018-09-24,87.84,23945.5329,3534890.0
2018-09-25,87.92,23967.3412,2061663.0
2018-09-26,88.97,24253.5754,2031541.0
2018-09-27,88.34,24081.8349,2156248.0
2018-09-28,89.06,24278.1097,2091566.0
2018-10-01,87.61,23882.834,2459934.0
2018-10-02,86.71,23637.4904,3210476.0
2018-10-03,87.39,23822.8611,1945359.0
2018-10-04,86.04,23454.8458,2751995.0
2018-10-05,84.14,22936.8982,4242778.0
2018-10-08,83.68,22811.5004,2897333.0
2018-10-09,81.43,22198.1414,4287266.0
2018-10-10,78.93,21516.6315,5573818.0
2018-10-11,80.12,21841.0302,5567559.0
2018-10-12,80.18,21857.3865,2870732.0
2018-10-15,81.34,22173.6071,3512635.0
2018-10-16,83.52,22767.8837,4965755.0
2018-10-17,88.49,24110.3758,10329511.0
2018-10-18,87.09,23728.9256,4979982.0
2018-10-19,87.43,23821.5635,4582744.0
2018-10-22,88.61,24143.0715,3820521.0
2018-10-23,86.33,23521.8527,5809037.0
2018-10-24,82.19,22393.85,5221028.0
2018-10-25,85.6,23322.9537,4328610.0
2018-10-26,84.63,23058.6632,3364347.0
2018-10-29,84.99,23156.7504,3902045.0
2018-10-30,85.85,23391.0698,4363214.0
2018-10-31,85.51,23298.4319,3796840.0
2018-11-01,88.04,23987.7668,3398927.0
2018-11-02,88.68,24162.1441,3335964.0
2018-11-05,89.47,24377.3909,2735506.0
2018-11-06,89.64,24423.7099,2187428.0
2018-11-07,92.16,25110.3202,3792231.0
2018-11-08,92.56,25219.306,2460310.0
2018-11-09,92.35,25162.0884,4254067.0
2018-11-12,91.2,24848.7544,2903263.0
2018-11-13,92.6,25230.2046,3696571.0
2018-11-14,91.79,25009.5084,2387001.0
2018-11-15,91.98,25061.2766,3691475.0
2018-11-16,92.26,25137.5667,2837923.0
2018-11-19,92.09,25091.2477,2684617.0
2018-11-20,91.77,25004.0591,3232754.0
2018-11-21,92.86,25301.0453,3771625.0
2018-11-23,94.84,25840.5248,2688683.0
2018-11-26,91.75,24998.6098,4244651.0
2018-11-27,93.38,25442.7268,4035884.0
2018-11-28,94.48,25742.4376,3438583.0
2018-11-29,95.07,25903.1916,3617702.0
2018-11-30,96.7,26347.3086,4033984.0
2018-12-03,96.46,26281.9172,2800581.0
2018-12-04,91.94,25050.378,5576460.0
2018-12-06,93.03,25347.3642,3766803.0
2018-12-07,88.23,24039.5351,5052598.0
2018-12-10,88.55,24126.7237,3089484.0
2018-12-11,88.14,24015.0133,4525146.0
2018-12-12,89.63,24420.9852,2868470.0
2018-12-13,87.48,23835.1868,3776442.0
2018-12-14,87.74,23906.0275,2800657.0
2018-12-17,86.21,23489.157,4051907.0
2018-12-18,87.8,23922.3754,3276839.0
2018-12-19,86.37,23532.7513,2715128.0
2018-12-20,84.41,22998.721,3966503.0
2018-12-21,81.47,22197.6756,10687289.0
2018-12-24,79.12,21557.3843,3338602.0
2018-12-26,83.8,22832.5177,5253398.0
2018-12-27,83.04,22625.4448,4128474.0
2018-12-28,83.17,22660.8651,2257370.0
2018-12-31,83.73,22813.4452,2663686.0
2019-01-02,84.18,22936.0542,2973498.0
2019-01-03,80.0,21797.153,6426213.0
2019-01-04,82.68,22527.3576,3808373.0
2019-01-07,83.23,22677.213,2653000.0
2019-01-08,82.38,22445.6183,3910027.0
2019-01-09,83.76,22821.6191,5332619.0
2019-01-10,81.37,22170.4292,7376208.0
2019-01-11,80.07,21816.2255,4325268.0
2019-01-14,79.91,21772.6312,3951170.0
2019-01-15,81.2,22124.1103,5971886.0
2019-01-16,86.36,23530.0266,10840612.0
2019-01-17,86.74,23633.5631,3571260.0
2019-01-18,85.59,23320.229,3797142.0
2019-01-22,83.34,22707.1841,3776274.0
2019-01-23,82.88,22581.8505,3916532.0
2019-01-24,84.03,22895.1845,4740124.0
2019-01-25,84.14,22925.1556,4745321.0
2019-01-28,84.6,23050.4893,2762386.0
2019-01-29,85.67,23342.0262,2273934.0
2019-01-30,87.47,23832.4621,2541429.0
2019-01-31,87.27,23777.9692,3762657.0
2019-02-01,87.49,23837.9114,1824172.0
2019-02-04,88.62,24145.7962,2377438.0
2019-02-05,89.46,24374.6663,3083725.0
2019-02-06,89.75,24453.681,2205351.0
2019-02-07,87.86,23938.7232,3165281.0
2019-02-08,88.17,24023.1872,2197493.0
2019-02-11,89.15,24290.2023,2348870.0
2019-02-12,87.97,23968.6943,2798498.0
2019-02-13,88.58,24134.8976,3680079.0
2019-02-14,88.15,24017.7379,1482559.0
2019-02-15,88.31,24061.3322,2230336.0
2019-02-19,89.24,24314.7241,2224527.0
2019-02-20,88.5,24113.1005,3151009.0
2019-02-21,88.84,24205.7384,2132473.0
2019-02-22,89.43,24366.4924,1907566.0
2019-02-25,89.58,24407.362,2395019.0
2019-02-26,89.53,24393.7388,4089393.0
2019-02-27,87.6,23867.8825,2466711.0
2019-02-28,87.81,23925.1,2299972.0
2019-03-01,86.92,23682.6067,3699442.0
2019-03-04,84.31,22487.802,4094499.0
2019-03-05,85.05,22685.1804,2848184.0
2019-03-06,84.33,22493.1366,2544506.0
2019-03-07,82.61,22034.3651,4565662.0
2019-03-08,82.4,21978.3523,2316809.0
2019-03-11,82.38,21973.0178,5140479.0
2019-03-12,79.85,21298.197,6055255.0
2019-03-13,81.21,21660.9465,3450325.0
2019-03-14,81.49,21735.6302,1816514.0
2019-03-15,81.69,21788.9758,4860537.0
2019-03-18,80.73,21532.9173,2780498.0
2019-03-19,81.34,21695.6211,2390447.0
2019-03-20,79.83,21292.8625,4661132.0
2019-03-21,81.0,21604.9337,2330693.0
2019-03-22,79.63,21239.517,3160048.0
2019-03-25,78.12,20836.7583,4731381.0
2019-03-26,77.49,20668.7199,3061405.0
2019-03-27,78.53,20946.1166,2371493.0
2019-03-28,78.6,20964.7876,1563094.0
2019-03-29,79.78,21279.5261,2449908.0
2019-04-01,80.87,21570.2592,2723196.0
2019-04-02,82.77,22077.0415,3795126.0
2019-04-03,84.2,22458.462,4047947.0
2019-04-04,84.64,22575.8221,1748396.0
2019-04-05,84.91,22647.8386,3018089.0
2019-04-08,84.58,22559.8185,1853047.0
2019-04-09,84.25,22471.7984,2016715.0
2019-04-10,84.52,22543.8148,3547327.0
2019-04-11,85.75,22871.8897,2570204.0
2019-04-12,85.49,22592.5385,4507885.0
2019-04-15,84.52,22336.1955,2324197.0
2019-04-16,85.17,22507.9717,3747828.0
2019-04-17,89.24,23583.5552,6963709.0
2019-04-18,88.28,23329.8549,3508268.0
2019-04-22,87.56,23139.5797,2060637.0
2019-04-23,87.97,23247.9309,2220784.0
2019-04-24,88.03,23263.7871,2049891.0
2019-04-25,86.86,22954.5899,2152812.0
2019-04-26,87.94,23240.0027,1544882.0
2019-04-29,89.61,23681.3355,2561940.0
2019-04-30,88.86,23483.1322,2688182.0
2019-05-01,87.94,23240.0027,2239578.0
2019-05-02,88.31,23337.783,1868571.0
2019-05-03,88.5,23387.9946,1164969.0
2019-05-06,87.79,23200.3621,1620399.0
2019-05-07,85.68,22642.75,2400047.0
2019-05-08,84.64,22367.908,1900461.0
2019-05-09,84.12,22230.487,2329400.0
2019-05-10,84.79,22407.5487,2841876.0
2019-05-13,82.07,21688.7312,3908145.0
2019-05-14,83.45,22053.4254,1928510.0
2019-05-15,82.35,21762.7271,2371011.0
2019-05-16,82.58,21823.5095,1803357.0
2019-05-17,81.5,21538.0967,2857897.0
2019-05-20,81.74,21601.5218,2355552.0
2019-05-21,82.97,21926.5752,2162609.0
2019-05-22,81.88,21638.5197,1505934.0
2019-05-23,80.91,21382.1767,2231069.0
2019-05-24,80.79,21350.4642,2266313.0
2019-05-28,79.81,21091.4785,2242085.0
2019-05-29,79.25,20943.4867,3133154.0
2019-05-30,79.47,21001.6263,1528867.0
2019-05-31,77.65,20520.6529,3554131.0
2019-06-03,77.72,20539.1518,2065458.0
2019-06-04,80.52,21279.111,3026503.0
2019-06-05,81.85,21630.5916,2002536.0
2019-06-06,82.96,21923.9325,2390326.0
2019-06-07,83.27,22005.8566,1475833.0
2019-06-10,82.67,21847.2939,1697764.0
2019-06-11,82.77,21873.721,1894357.0
2019-06-12,83.79,22143.2776,1999992.0
2019-06-13,87.11,23020.6577,3864970.0
2019-06-14,87.12,23023.3004,1652511.0
2019-06-17,86.77,22930.8055,1820598.0
2019-06-18,87.4,23097.2963,1694109.0
2019-06-19,88.66,23430.2779,2091617.0
2019-06-20,87.14,23028.5858,3261860.0
2019-06-21,86.72,22917.592,2461939.0
2019-06-24,86.55,22872.6659,1507828.0
2019-06-25,85.06,22478.9019,2481284.0
2019-06-26,85.33,22550.2551,2034693.0
2019-06-27,86.43,22840.9533,1394847.0
