,WY US Equity,WY US Equity,WY US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2022-09-06,33.56,24844.9714,2706429.0
2022-09-07,33.89,25089.2754,2681984.0
2022-09-08,33.93,25118.888,2443984.0
2022-09-09,34.62,25629.7053,3436542.0
2022-09-12,34.56,25585.2864,3352870.0
2022-09-13,32.36,23956.5934,4328291.0
2022-09-14,31.68,23453.1792,7029054.0
2022-09-15,31.33,23194.069,3937448.0
2022-09-16,30.73,22749.88,8699119.0
2022-09-19,31.71,23475.3887,5589498.0
2022-09-20,29.82,22076.1933,6651551.0
2022-09-21,29.96,22179.8374,5310073.0
2022-09-22,29.41,21772.6642,3691754.0
2022-09-23,28.99,21461.7319,4610317.0
2022-09-26,28.2,20876.883,4459642.0
2022-09-27,27.81,20588.1602,4542505.0
2022-09-28,28.19,20869.4799,5882499.0
2022-09-29,27.75,20543.7413,6553342.0
2022-09-30,28.56,21143.3964,7755273.0
2022-10-03,29.37,21743.0516,6056837.0
2022-10-04,29.89,22128.0154,4242799.0
2022-10-05,29.81,22068.7902,4560020.0
2022-10-06,29.17,21594.9886,4245075.0
2022-10-07,28.66,21217.4279,3935307.0
2022-10-10,28.87,21372.8941,3720454.0
2022-10-11,29.46,21809.6799,6531771.0
2022-10-12,29.39,21757.8579,3265665.0
2022-10-13,29.8,22061.387,4317570.0
2022-10-14,29.0,21469.135,4346998.0
2022-10-17,29.76,22031.7744,5045917.0
2022-10-18,29.85,22098.4028,4548978.0
2022-10-19,29.05,21506.1508,4219899.0
2022-10-20,28.94,21424.7161,3969001.0
2022-10-21,29.96,22179.8374,5677583.0
2022-10-24,30.06,22253.8689,3499454.0
2022-10-25,30.91,22883.1367,5408872.0
2022-10-26,30.96,22920.1524,4010763.0
2022-10-27,31.01,22957.1682,4136035.0
2022-10-28,31.1,22887.0187,4569917.0
2022-10-31,30.93,22761.9128,5608782.0
2022-11-01,30.39,22364.5176,3363701.0
2022-11-02,29.66,21827.2982,4571413.0
2022-11-03,29.39,21628.6006,2870355.0
2022-11-04,30.28,22283.5668,2929327.0
2022-11-07,30.96,22783.9903,2572305.0
2022-11-08,31.02,22828.1453,2908259.0
2022-11-09,30.06,22121.665,2877173.0
2022-11-10,32.86,24182.2326,4965691.0
2022-11-11,33.09,24351.4935,2868806.0
2022-11-14,32.34,23799.5558,2806120.0
2022-11-15,32.74,24093.9226,4174759.0
2022-11-16,32.07,23600.8582,2643975.0
2022-11-17,32.02,23564.0623,1892833.0
2022-11-18,32.27,23748.0416,2252804.0
2022-11-21,32.02,23564.0623,3973405.0
2022-11-22,32.31,23777.4783,3099556.0
2022-11-23,32.15,23659.7316,1632623.0
2022-11-25,32.31,23777.4783,1130264.0
2022-11-28,31.21,22967.9696,2711930.0
2022-11-29,31.76,23372.7239,2987219.0
2022-11-30,32.71,24071.8451,7353860.0
2022-12-01,32.28,23755.4008,4201856.0
2022-12-02,32.42,23858.4291,2565506.0
2022-12-05,31.52,23196.1038,4564912.0
2022-12-06,31.02,22828.1453,3435616.0
2022-12-07,31.69,23321.2097,3515988.0
2022-12-08,31.67,23306.4914,2741005.0
2022-12-09,31.48,23166.6672,2121747.0
2022-12-12,32.32,23784.8374,4454763.0
2022-12-13,32.89,24204.3101,4304609.0
2022-12-14,32.67,24042.4084,4734577.0
2022-12-15,31.76,23372.7239,3745447.0
2022-12-16,31.3,23034.2021,7854138.0
2022-12-19,30.83,22688.3211,3044709.0
2022-12-20,30.91,22747.1945,2774075.0
2022-12-21,31.11,22894.3779,2675330.0
2022-12-22,31.05,22850.2229,2626946.0
2022-12-23,31.49,23174.0263,1932785.0
2022-12-27,31.47,23159.308,2265997.0
2022-12-28,30.63,22541.1377,2244117.0
2022-12-29,31.32,23048.9204,1846148.0
2022-12-30,31.0,22813.427,3166563.0
2023-01-03,30.86,22710.3986,2939061.0
2023-01-04,31.23,22982.6879,3287727.0
2023-01-05,30.3,22298.2851,2976238.0
2023-01-06,31.61,23262.3364,2890582.0
2023-01-09,31.42,23122.5121,2511089.0
2023-01-10,30.86,22710.3986,3696023.0
2023-01-11,31.94,23505.189,4749471.0
2023-01-12,32.13,23645.0132,4633640.0
2023-01-13,31.82,23416.8789,3802832.0
2023-01-17,31.71,23335.9281,3636684.0
2023-01-18,31.33,23056.2796,5071752.0
2023-01-19,31.1,22887.0187,3673433.0
2023-01-20,32.03,23571.4215,18341419.0
2023-01-23,32.36,23814.2741,5049823.0
2023-01-24,32.2,23696.5274,3078388.0
2023-01-25,32.75,24101.2818,4994864.0
2023-01-26,33.65,24763.6071,5520462.0
2023-01-27,34.32,25149.4901,5075649.0
2023-01-30,33.8,24768.4372,5741458.0
2023-01-31,34.43,25230.0974,4210711.0
2023-02-01,35.01,25655.1179,5206213.0
2023-02-02,35.71,26168.0737,4560537.0
2023-02-03,35.27,25845.6444,3786836.0
2023-02-06,34.25,25098.1945,5842304.0
2023-02-07,34.31,25142.1621,4252732.0
2023-02-08,34.04,24944.3078,5360084.0
2023-02-09,33.81,24775.7651,3438929.0
2023-02-10,33.64,24651.1902,3950012.0
2023-02-13,34.2,25061.5548,4402252.0
2023-02-14,32.77,24013.6594,3675158.0
2023-02-15,32.85,24072.2829,3034612.0
2023-02-16,32.44,23771.8374,3390342.0
2023-02-17,32.2,23581.5734,4072136.0
2023-02-21,30.77,22534.3172,4310229.0
2023-02-22,30.84,22585.5815,3091383.0
2023-02-23,31.06,22746.6978,2995291.0
2023-02-24,30.87,22607.5519,2921304.0
2023-02-27,30.9,22629.5223,3244844.0
2023-02-28,31.25,22885.8438,7348585.0
2023-03-01,31.68,23200.753,4393134.0
2023-03-02,31.35,22959.0785,3974139.0
2023-03-03,31.66,23186.106,3069544.0
2023-03-06,31.03,22724.7274,3290180.0
2023-03-07,29.99,21963.0865,4457354.0
2023-03-08,30.77,22534.3172,3584709.0
2023-03-09,30.43,22285.3192,2968697.0
2023-03-10,29.86,21867.8814,3190904.0
2023-03-13,30.16,22087.5855,4558857.0
2023-03-14,29.99,21963.0865,4518375.0
2023-03-15,29.59,21670.1477,4446632.0
2023-03-16,29.76,21794.6467,4336512.0
2023-03-17,29.21,21391.8559,9390335.0
2023-03-20,29.84,21853.2345,4656393.0
2023-03-21,29.84,21853.2345,3997800.0
2023-03-22,28.81,21098.9171,3818521.0
2023-03-23,28.3,20725.4201,3861603.0
2023-03-24,28.54,20901.1834,3625399.0
2023-03-27,28.7,21018.3589,3347634.0
2023-03-28,28.42,20813.3017,2817752.0
2023-03-29,29.07,21289.3273,3482637.0
2023-03-30,29.25,21437.0904,3831831.0
2023-03-31,30.13,22082.0354,6330228.0
2023-04-03,30.0,21986.7594,3240233.0
2023-04-04,29.95,21950.1148,2934660.0
2023-04-05,29.58,21678.9448,4757911.0
2023-04-06,29.85,21876.8256,2918732.0
2023-04-10,30.43,22301.903,3823415.0
2023-04-11,30.87,22624.3754,3239587.0
2023-04-12,30.58,22411.8367,3800394.0
2023-04-13,31.18,22851.5719,3277726.0
2023-04-14,31.08,22778.2827,3805609.0
2023-04-17,31.52,23100.7552,3375561.0
2023-04-18,31.42,23027.466,2593161.0
2023-04-19,31.47,23064.1106,2623658.0
2023-04-20,31.15,22829.5852,3042693.0
2023-04-21,31.03,22741.6381,2384980.0
2023-04-24,30.6,22426.4946,2993205.0
2023-04-25,29.89,21906.1413,4108741.0
2023-04-26,29.19,21393.1169,4003386.0
2023-04-27,29.39,21539.6953,4670396.0
2023-04-28,29.91,21909.2844,5863301.0
2023-05-01,29.75,21785.806,5107762.0
2023-05-02,29.06,21280.5218,5264676.0
2023-05-03,29.28,21441.6269,7747324.0
2023-05-04,29.01,21243.907,3873678.0
2023-05-05,29.67,21727.2223,3053255.0
2023-05-08,29.75,21785.806,3942913.0
2023-05-09,29.96,21939.5882,5347415.0
2023-05-10,30.1,22042.1096,4935700.0
2023-05-11,29.75,21785.806,3331892.0
2023-05-12,29.83,21844.3897,2913271.0
2023-05-15,30.08,22027.4637,2415790.0
2023-05-16,29.31,21463.5958,4424299.0
2023-05-17,29.48,21588.0861,4708186.0
2023-05-18,29.52,21617.3779,4607238.0
2023-05-19,29.59,21668.6386,3875511.0
2023-05-22,29.31,21463.5958,2853552.0
2023-05-23,29.19,21375.7202,3019884.0
2023-05-24,28.59,20936.3426,4156436.0
2023-05-25,28.44,20826.4982,3267585.0
2023-05-26,28.25,20687.362,3347919.0
2023-05-30,28.58,20929.0197,3501307.0
2023-05-31,28.66,20987.6034,9794468.0
2023-06-01,28.54,20899.7278,3718962.0
2023-06-02,28.83,21112.0937,5367894.0
2023-06-05,28.36,20767.9146,3122657.0
2023-06-06,28.94,21192.6462,2810071.0
2023-06-07,29.48,21588.0861,2909550.0
2023-06-08,29.46,21573.4402,3402524.0
2023-06-09,29.66,21719.8994,3612375.0
2023-06-12,29.82,21837.0667,3252599.0
2023-06-13,30.52,22349.6739,2882860.0
2023-06-14,30.52,22349.6739,3925475.0
2023-06-15,30.76,22525.425,3772719.0
2023-06-16,31.0,22701.176,15284165.0
2023-06-20,31.26,22891.573,5055579.0
2023-06-21,30.9,22627.9464,4408606.0
2023-06-22,30.85,22591.3316,3181043.0
2023-06-23,30.41,22269.1214,5812325.0
2023-06-26,30.92,22642.5923,3412063.0
2023-06-27,31.84,23316.3046,5246229.0
2023-06-28,33.2,24312.2272,6420591.0
2023-06-29,33.33,24407.4257,4572179.0
2023-06-30,33.51,24539.239,7640744.0
2023-07-03,33.54,24561.2078,2115508.0
2023-07-05,33.24,24341.519,3472737.0
2023-07-06,32.66,23916.7874,4176477.0
2023-07-07,33.45,24495.3012,4051612.0
2023-07-10,33.9,24824.8344,5444706.0
2023-07-11,34.04,24927.3558,4197811.0
2023-07-12,34.08,24956.6477,4165003.0
2023-07-13,34.15,25007.9084,2633897.0
2023-07-14,34.08,24956.6477,1990759.0
2023-07-17,34.33,25139.7217,2867290.0
2023-07-18,34.52,25278.8579,3478972.0
2023-07-19,34.27,25095.7839,2866055.0
2023-07-20,34.33,25139.7217,2508448.0
2023-07-21,34.38,25176.3365,2572735.0
2023-07-24,34.29,25110.4298,1980680.0
2023-07-25,34.38,25176.3365,2852030.0
2023-07-26,34.38,25176.3365,2881714.0
2023-07-27,34.11,24929.2935,3328942.0
2023-07-28,33.67,24604.2852,5089900.0
2023-07-31,34.06,24889.2769,4749489.0
2023-08-01,33.97,24823.5096,2613734.0
2023-08-02,33.2,24260.8336,3972926.0
2023-08-03,33.11,24195.0663,4009452.0
2023-08-04,32.88,24026.9942,2968047.0
2023-08-07,33.14,24216.9887,2927960.0
2023-08-08,33.37,24385.0608,2905661.0
2023-08-09,33.4,24406.9832,2257000.0
2023-08-10,33.14,24216.9887,2387823.0
2023-08-11,33.02,24129.299,3017863.0
2023-08-14,33.13,24209.6812,2734935.0
2023-08-15,32.73,23917.382,2800146.0
2023-08-16,32.4,23676.2352,2468750.0
2023-08-17,32.16,23500.8557,2444358.0
2023-08-18,32.3,23603.1604,2168226.0
2023-08-21,32.41,23683.5427,2439154.0
2023-08-22,32.69,23888.1521,4728211.0
2023-08-23,33.32,24348.5234,3083503.0
2023-08-24,32.77,23946.612,1858451.0
2023-08-25,32.63,23844.3072,2768496.0
2023-08-28,32.87,24019.6868,1360459.0
2023-08-29,33.01,24121.9915,3354741.0
2023-08-30,33.1,24187.7588,2122049.0
2023-08-31,32.75,23931.997,4479805.0
2023-09-01,32.75,23931.997,3577060.0
2023-09-05,31.92,23325.4762,4133654.0
2023-09-06,32.39,23668.9277,3342772.0
2023-09-07,32.45,23712.7726,3199506.0
2023-09-08,32.1,23457.0108,3303429.0
2023-09-11,32.04,23413.1659,2227204.0
2023-09-12,32.29,23595.8529,2178886.0
2023-09-13,32.15,23493.5482,3773254.0
2023-09-14,32.7,23895.4596,3726241.0
2023-09-15,32.55,23785.8474,4783675.0
2023-09-18,32.24,23559.3155,3057809.0
2023-09-19,31.96,23354.7061,2662597.0
2023-09-20,31.75,23201.249,2374186.0
2023-09-21,31.18,22784.7226,3494483.0
2023-09-22,31.28,22857.7974,3476272.0
2023-09-25,31.35,22908.9498,2269581.0
2023-09-26,31.02,22667.803,3324698.0
2023-09-27,31.03,22675.1104,4181319.0
2023-09-28,30.51,22295.1215,7097547.0
2023-09-29,30.66,22404.7337,4370105.0
2023-10-02,29.98,21907.825,5795096.0
2023-10-03,29.5,21557.066,4921758.0
2023-10-04,29.91,21856.6727,3953959.0
2023-10-05,30.02,21937.055,3724521.0
2023-10-06,29.82,21790.9054,4318252.0
2023-10-09,29.93,21871.2876,3171798.0
2023-10-10,30.11,22002.8223,3078550.0
2023-10-11,30.65,22397.4262,2640414.0
2023-10-12,30.05,21958.9774,4219273.0
2023-10-13,29.94,21878.5951,3615038.0
2023-10-16,30.08,21980.8998,2912772.0
2023-10-17,30.04,21951.6699,3090414.0
2023-10-18,29.7,21703.2156,2167026.0
2023-10-19,29.33,21432.8388,2785552.0
2023-10-20,29.25,21374.379,4143400.0
2023-10-23,28.84,21074.7723,3557463.0
2023-10-24,28.94,21147.8471,3181015.0
2023-10-25,28.61,20906.7003,4321908.0
2023-10-26,29.01,21198.9995,3988615.0
2023-10-27,28.62,20892.6286,3719829.0
2023-10-30,28.55,20841.5286,4141474.0
2023-10-31,28.69,20943.7287,3902447.0
2023-11-01,28.75,20987.5287,4240554.0
2023-11-02,30.16,22016.8302,4681495.0
2023-11-03,31.09,22695.7311,3323920.0
2023-11-06,30.86,22527.8309,3406917.0
2023-11-07,30.44,22221.2304,4216007.0
2023-11-08,30.24,22075.2302,3122309.0
2023-11-09,29.75,21717.5297,4073020.0
2023-11-10,30.15,22009.5302,2830923.0
2023-11-13,29.83,21775.9298,2991797.0
2023-11-14,31.63,23089.9316,4355326.0
2023-11-15,31.72,23155.6317,3106436.0
2023-11-16,31.74,23170.2317,4053664.0
2023-11-17,31.92,23301.6319,2877758.0
2023-11-20,32.23,23527.9322,3883680.0
2023-11-21,31.78,23199.4318,3203956.0
2023-11-22,31.99,23352.732,2212546.0
2023-11-24,31.94,23316.2319,967932.0
2023-11-27,31.62,23082.6316,3503374.0
2023-11-28,31.54,23024.2315,2655081.0
2023-11-29,31.7,23141.0317,3589923.0
2023-11-30,31.35,22885.5314,11869873.0
2023-12-01,31.74,23170.2317,4211423.0
2023-12-04,31.58,23053.4316,3908684.0
2023-12-05,31.29,22841.7313,2662545.0
2023-12-06,31.24,22805.2312,3170948.0
2023-12-07,30.89,22549.7309,2976820.0
2023-12-08,30.87,22535.1309,2799572.0
2023-12-11,31.08,22688.4311,2783119.0
2023-12-12,30.66,22381.8307,4740067.0
2023-12-13,32.0,23360.032,5687463.0
2023-12-14,33.94,24776.2339,7241170.0
2023-12-15,33.34,24338.2333,11627304.0
2023-12-18,33.55,24491.5335,3390101.0
2023-12-19,34.45,25148.5345,4855726.0
2023-12-20,34.1,24893.0341,3490641.0
2023-12-21,34.11,24900.3341,2957233.0
2023-12-22,34.36,25082.8344,2253558.0
2023-12-26,34.63,25279.9346,2542335.0
2023-12-27,34.76,25374.8348,2109217.0
2023-12-28,35.1,25623.0351,2586111.0
2023-12-29,34.77,25382.1348,3079274.0
